method,clusters,router,setting_id,top_k,probes,repetitions,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,original_setting_id,source_study,source_folder,source_ram_budget_bytes,router_stored_fields_bytes,stored_fields_with_router_bytes,mean_opened_rows,opened_rows_scan_setting_id,target,repeat_status,repeat_setting_id,repeat_p50_ms,repeat_p95_ms,repeat_recall,repeat_meets_target,repeat_process_p50_min_ms,repeat_process_p50_max_ms,exploration,seed,leaf_size,node_budget,prefer_deeper_ties,start_depth,candidate_target,stop_when_exact
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00488,100,38,1,1000,1,True,True,0.80108,0.07979200017871335,0.0897110494406661,80.40870603144867,0.07979200017871335,0.07979200017871335,0.07979200017871335,10965040,80379904,5139.612,38.0,0.0,98.674,0.0,0.0,0.0,qwen-quora-d32-binary-main-s00488,qwen-quora-d32-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d32-binary,32000000000,557056,11522096,5139.612,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00456,0.8,qualified,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00488,0.07945800098241307,0.08920804903027602,0.80108,True,0.07897899922681972,0.07983300019986928,0,42,2048,8192,False,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00539,100,38,1,1000,1,True,True,0.80108,0.07431250014633406,0.08375420093216235,74.85611300580786,0.07431250014633406,0.07431250014633406,0.07431250014633406,10458620,76906496,5139.612,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d32-binary-main-s00539,qwen-quora-d32-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d32-binary,32000000000,557056,11015676,5139.612,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00456,0.8,qualified,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00539,0.07445899973390624,0.08429200170212425,0.80108,True,0.07383299816865474,0.07529150025220588,,,,,,0,0,False
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00457,100,82,1,1000,1,True,True,0.90087,0.1189164995594183,0.13313539875525748,119.68207894460647,0.1189164995594183,0.1189164995594183,0.1189164995594183,8366896,78102528,11059.047,0.0,0.0,0.0,0.0,0.0,0.0,qwen-quora-d32-binary-main-s00457,qwen-quora-d32-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d32-binary,32000000000,557056,8923952,11059.047,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00457,0.9,qualified,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00457,0.11808300041593611,0.1328329999523703,0.90087,True,0.11745899973902851,0.11850000009872019,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00491,100,82,1,1000,1,True,True,0.90087,0.12837500253226608,0.14217324860510416,129.26568295733887,0.12837500253226608,0.12837500253226608,0.12837500253226608,10965040,80494592,11059.047,82.0,0.0,212.417,0.0,0.0,0.0,qwen-quora-d32-binary-main-s00491,qwen-quora-d32-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d32-binary,32000000000,557056,11522096,11059.047,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00457,0.9,qualified,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00491,0.12654149941226933,0.1411249979355489,0.90087,True,0.12643800073419698,0.1268124979105778,0,42,2048,8192,False,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00543,100,82,1,1000,1,True,True,0.90087,0.11858400102937594,0.1325860484939767,119.45665803432348,0.11858400102937594,0.11858400102937594,0.11858400102937594,10458620,76857344,11059.047,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d32-binary-main-s00543,qwen-quora-d32-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d32-binary,32000000000,557056,11015676,11059.047,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00457,0.9,qualified,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00543,0.11912499758182094,0.1324579970969353,0.90087,True,0.11745799929485656,0.12014549974992406,,,,,,0,0,False
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00458,100,147,1,1000,1,True,True,0.95032,0.1888545011752285,0.20992530135117704,190.29745994703262,0.1888545011752285,0.1888545011752285,0.1888545011752285,8366896,77643776,19772.328,0.0,0.0,0.0,0.0,0.0,0.0,qwen-quora-d32-binary-main-s00458,qwen-quora-d32-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d32-binary,32000000000,557056,8923952,19772.328,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00458,0.95,qualified,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00458,0.18900000031862874,0.21079405087220948,0.95032,True,0.18708400057221297,0.1916250002977904,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00494,100,147,1,1000,1,True,True,0.95032,0.20464599947445095,0.22413540027628187,205.34517202031566,0.20464599947445095,0.20464599947445095,0.20464599947445095,10965040,80379904,19772.328,147.0,0.0,379.936,0.0,0.0,0.0,qwen-quora-d32-binary-main-s00494,qwen-quora-d32-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d32-binary,32000000000,557056,11522096,19772.328,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00458,0.95,qualified,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00494,0.20637499983422458,0.22641699979430996,0.95032,True,0.20479150043684058,0.20724999922094867,0,42,2048,8192,False,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00547,100,147,1,1000,1,True,True,0.95032,0.19187499856343493,0.21008299900131533,192.51625804463401,0.19187499856343493,0.19187499856343493,0.19187499856343493,10458620,77332480,19772.328,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d32-binary-main-s00547,qwen-quora-d32-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d32-binary,32000000000,557056,11015676,19772.328,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00458,0.95,qualified,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00547,0.18995799837284721,0.20904520151816539,0.95032,True,0.18914549946202897,0.1903749998746207,,,,,,0,0,False
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00459,100,380,1,1000,1,True,True,0.99,0.39785399894753937,0.4314285497457604,399.1347459923418,0.39785399894753937,0.39785399894753937,0.39785399894753937,8366896,77643776,50864.535,0.0,0.0,0.0,0.0,0.0,0.0,qwen-quora-d32-binary-main-s00459,qwen-quora-d32-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d32-binary,32000000000,557056,8923952,50864.535,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00459,0.99,qualified,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00459,0.4001454981334973,0.4336690490163164,0.99,True,0.3950829996028915,0.40387449917034246,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00497,100,380,1,1000,1,True,True,0.99,0.43820799874083605,0.4720083496067673,439.2385009377904,0.43820799874083605,0.43820799874083605,0.43820799874083605,10965040,80691200,50864.535,380.0,0.0,978.234,0.0,0.0,0.0,qwen-quora-d32-binary-main-s00497,qwen-quora-d32-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d32-binary,32000000000,557056,11522096,50864.535,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00459,0.99,qualified,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00497,0.4390624999359716,0.47375209869642276,0.99,True,0.43887500032724347,0.43956250010523945,0,42,2048,8192,False,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00551,100,380,1,1000,1,True,True,0.99,0.40862499918148387,0.44366909878590377,410.178709160391,0.40862499918148387,0.40862499918148387,0.40862499918148387,10458620,76840960,50864.535,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d32-binary-main-s00551,qwen-quora-d32-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d32-binary,32000000000,557056,11015676,50864.535,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00459,0.99,qualified,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00551,0.40395799987891223,0.4370850992927444,0.99,True,0.40220799928647466,0.4073130021424731,,,,,,0,0,False
scan,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-64-seed42,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00125,100,64,1,1000,1,True,True,1.0,2.5129589994321577,2.594763152410451,2529.619703091157,2.5129589994321577,2.5129589994321577,2.5129589994321577,8366896,75939840,522931.0,0.0,0.0,0.0,0.0,0.0,0.0,qwen-quora-d32-binary-main-s00125,qwen-quora-d32-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d32-binary,32000000000,8704,8375600,522931.0,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00125,1.0,missing,,,,,,,,,,,,,,,
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00054,100,16,1,1000,1,True,True,1.0,0.5623539982479997,1.4056934478503533,635.9786279354012,0.5623539982479997,0.5623539982479997,0.5623539982479997,10460464,71565312,9893.476,628.355,246195.836,77236.24,0.0,0.0,0.0,qwen-quora-d32-binary-main-s00054,qwen-quora-d32-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d32-binary,32000000000,2176,10462640,522931.0,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00013,1.0,missing,,,,,,,,0,42,128,8192,True,,,
prefix,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00109,100,16,1,1000,1,True,True,1.0,2.517166500183521,2.5757184503163444,2422.0446269901004,2.517166500183521,2.517166500183521,2.517166500183521,10458620,71958528,501275.946,0.0,0.0,0.0,4.897,127.424,0.103,qwen-quora-d32-binary-main-s00109,qwen-quora-d32-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d32-binary,32000000000,2176,10460796,522931.0,qwen-quora-d32-binary::qwen-quora-d32-binary-main-s00013,1.0,missing,,,,,,,,,,,,,4,0,True
