method,documents,dimensions,query,repetition,top_k,recall,request_ms,elapsed_ms,nodes,random_nodes,bitplane_words,documents_scored,leaf_words,peak_mask_bytes,key_attempts,keys_generated,peak_key_queue_bytes,stop_reason
branch,16384,256,2,0,100,1.0,1.0947082191705704,1.085375,1499,0,191744,16384,192000,387072,0,0,0,exhausted
branch,16384,256,3,0,100,1.0,1.0645841248333454,1.057583,1473,0,188416,16384,188672,378880,0,0,0,exhausted
branch,16384,256,4,0,100,1.0,1.1442499235272408,1.130083,1467,0,187648,16384,187904,376832,0,0,0,exhausted
branch,16384,256,5,0,100,1.0,1.1359578929841518,1.123917,1497,0,191488,16384,191744,376832,0,0,0,exhausted
branch,16384,256,6,0,100,1.0,1.0678330436348915,1.060375,1485,0,189952,16384,190208,387072,0,0,0,exhausted
branch,16384,256,7,0,100,1.0,1.1524162255227566,1.138583,1485,0,189952,16384,190208,380928,0,0,0,exhausted
branch,16384,256,0,1,100,1.0,1.05991680175066,1.049833,1489,0,190464,16384,190720,376832,0,0,0,exhausted
branch,16384,256,1,1,100,1.0,1.0549169965088367,1.050292,1495,0,191232,16384,191488,346112,0,0,0,exhausted
branch,16384,256,2,1,100,1.0,1.0287081822752953,1.025333,1499,0,191744,16384,192000,387072,0,0,0,exhausted
branch,16384,256,3,1,100,1.0,1.021082978695631,1.016875,1473,0,188416,16384,188672,378880,0,0,0,exhausted
branch,16384,256,4,1,100,1.0,1.0228748433291912,1.019583,1467,0,187648,16384,187904,376832,0,0,0,exhausted
branch,16384,256,5,1,100,1.0,1.0309997014701366,1.028041,1497,0,191488,16384,191744,376832,0,0,0,exhausted
branch,16384,256,6,1,100,1.0,1.022334210574627,1.01925,1485,0,189952,16384,190208,387072,0,0,0,exhausted
branch,16384,256,7,1,100,1.0,1.0209172032773495,1.018083,1485,0,189952,16384,190208,380928,0,0,0,exhausted
branch,16384,256,0,2,100,1.0,1.0230839252471924,1.020291,1489,0,190464,16384,190720,376832,0,0,0,exhausted
branch,16384,256,1,2,100,1.0,1.0125827975571156,1.01,1495,0,191232,16384,191488,346112,0,0,0,exhausted
branch,16384,256,2,2,100,1.0,1.0195416398346424,1.017,1499,0,191744,16384,192000,387072,0,0,0,exhausted
branch,16384,256,3,2,100,1.0,1.1013331823050976,1.092792,1473,0,188416,16384,188672,378880,0,0,0,exhausted
branch,16384,256,4,2,100,1.0,1.0359580628573895,1.028875,1467,0,187648,16384,187904,376832,0,0,0,exhausted
branch,16384,256,5,2,100,1.0,1.036166213452816,1.032083,1497,0,191488,16384,191744,376832,0,0,0,exhausted
branch,16384,256,6,2,100,1.0,1.027583610266447,1.024084,1485,0,189952,16384,190208,387072,0,0,0,exhausted
branch,16384,256,7,2,100,1.0,1.024625264108181,1.0215,1485,0,189952,16384,190208,380928,0,0,0,exhausted
keys,16384,256,0,0,100,1.0,0.4879999905824661,0.484583,0,0,0,16384,0,0,256,256,2048,exhausted
keys,16384,256,1,0,100,1.0,0.47962507233023643,0.476666,0,0,0,16384,0,0,256,256,2048,exhausted
keys,16384,256,2,0,100,1.0,0.471500214189291,0.469084,0,0,0,16384,0,0,256,256,1024,exhausted
keys,16384,256,3,0,100,1.0,0.4721246659755707,0.47,0,0,0,16384,0,0,256,256,2048,exhausted
keys,16384,256,4,0,100,1.0,0.47783413901925087,0.475667,0,0,0,16384,0,0,256,256,1024,exhausted
keys,16384,256,5,0,100,1.0,0.4738331772387028,0.471792,0,0,0,16384,0,0,256,256,2048,exhausted
keys,16384,256,6,0,100,1.0,0.4724999889731407,0.470584,0,0,0,16384,0,0,256,256,2048,exhausted
keys,16384,256,7,0,100,1.0,0.4719579592347145,0.469875,0,0,0,16384,0,0,256,256,2048,exhausted
keys,16384,256,0,1,100,1.0,0.471500214189291,0.469458,0,0,0,16384,0,0,256,256,2048,exhausted
keys,16384,256,1,1,100,1.0,0.4720841534435749,0.470125,0,0,0,16384,0,0,256,256,2048,exhausted
keys,16384,256,2,1,100,1.0,0.47125015407800674,0.469292,0,0,0,16384,0,0,256,256,1024,exhausted
keys,16384,256,3,1,100,1.0,0.47058286145329475,0.468583,0,0,0,16384,0,0,256,256,2048,exhausted
keys,16384,256,4,1,100,1.0,0.4725828766822815,0.470542,0,0,0,16384,0,0,256,256,1024,exhausted
keys,16384,256,5,1,100,1.0,0.4719579592347145,0.470042,0,0,0,16384,0,0,256,256,2048,exhausted
keys,16384,256,6,1,100,1.0,0.47454237937927246,0.472666,0,0,0,16384,0,0,256,256,2048,exhausted
keys,16384,256,7,1,100,1.0,0.46883290633559227,0.466875,0,0,0,16384,0,0,256,256,2048,exhausted
keys,16384,256,0,2,100,1.0,0.46900007873773575,0.467084,0,0,0,16384,0,0,256,256,2048,exhausted
keys,16384,256,1,2,100,1.0,0.47608325257897377,0.47425,0,0,0,16384,0,0,256,256,2048,exhausted
keys,16384,256,2,2,100,1.0,0.470875296741724,0.468959,0,0,0,16384,0,0,256,256,1024,exhausted
keys,16384,256,3,2,100,1.0,0.47070765867829323,0.468417,0,0,0,16384,0,0,256,256,2048,exhausted
keys,16384,256,4,2,100,1.0,0.47112489119172096,0.468958,0,0,0,16384,0,0,256,256,1024,exhausted
keys,16384,256,5,2,100,1.0,0.49445824697613716,0.485958,0,0,0,16384,0,0,256,256,2048,exhausted
keys,16384,256,6,2,100,1.0,0.4580840468406677,0.451917,0,0,0,16384,0,0,256,256,2048,exhausted
keys,16384,256,7,2,100,1.0,0.45849988237023354,0.455417,0,0,0,16384,0,0,256,256,2048,exhausted
