target,meets_target,method,clusters,router,setting_id,top_k,probes,repetitions,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,original_setting_id,source_study,source_folder,source_ram_budget_bytes,router_stored_fields_bytes,stored_fields_with_router_bytes,mean_opened_rows,opened_rows_scan_setting_id,leaf_size,node_budget,exploration,seed,start_depth,candidate_target,reasons,source_setting_ids
0.95,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00422,1,5,1,3000,3,True,True,0.95,0.11812499997176928,0.13225420020717135,356.86943598648213,0.11804200039478019,0.11779200031014625,0.11839550006698119,41821176,143441920,723.5,5.0,0.0,13.78,0.0,0.0,0.0,main-s00422,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,46048248,723.5,qwen-quora-d256::main-s00393,2048,512,0,42,,,,
0.95,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256-followup::qwen-quora-d256-followup-s00038,1,5,1,3000,3,True,True,0.95,0.10929200107057113,0.12271104969840961,329.80334810417844,0.10912499783444218,0.10879150067921728,0.11010449816239998,23008964,111706112,723.5,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d256-followup-s00038,qwen-quora-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256-followup,32000000000,4227072,27236036,723.5,qwen-quora-d256::main-s00393,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00393', 'target': 0.95}]",['main-s00393']
0.99,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00394,1,43,1,3000,3,True,True,0.99,0.31210450015350943,0.3574181500425766,938.3110480139294,0.3118749996247061,0.31089599997358164,0.3132920001007733,20917240,122142720,5802.553,0.0,0.0,0.0,0.0,0.0,0.0,main-s00394,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,25144312,5802.553,qwen-quora-d256::main-s00394,,,,,,,,
0.99,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00426,1,43,1,3000,3,True,True,0.99,0.3420829998503905,0.3934610503620206,1029.2582179836245,0.3402920001462917,0.33960449991354835,0.34552099987195106,41821176,143441920,5802.553,43.0,0.0,111.925,0.0,0.0,0.0,main-s00426,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,46048248,5802.553,qwen-quora-d256::main-s00394,2048,512,0,42,,,,
0.99,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256-followup::qwen-quora-d256-followup-s00039,1,43,1,3000,3,True,True,0.99,0.3318125000077998,0.3881690483467537,998.6221309118264,0.32977050068438984,0.31697899976279587,0.3495625005598413,23008964,111624192,5802.553,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d256-followup-s00039,qwen-quora-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256-followup,32000000000,4227072,27236036,5802.553,qwen-quora-d256::main-s00394,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00394', 'target': 0.99}]",['main-s00394']
0.5,True,scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,qwen-quora-d256::main-s00216,10,1,1,3000,3,True,True,0.5705,0.0494375003654568,0.06466604922934494,151.1759420081944,0.04960449950885959,0.04843800024900702,0.05027050019634771,20917240,118652928,575.399,0.0,0.0,0.0,0.0,0.0,0.0,main-s00216,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,1056768,21974008,575.399,qwen-quora-d256::main-s00216,,,,,,,,
0.5,True,branch,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,qwen-quora-d256::main-s00254,10,1,1,3000,3,True,True,0.5705,0.05824999971082434,0.07387710043076366,177.64886501845467,0.05829199926665751,0.05814599990117131,0.058312500186730176,38663160,137248768,575.399,1.0,0.0,9.483,0.0,0.0,0.0,main-s00254,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,1056768,39719928,575.399,qwen-quora-d256::main-s00216,2048,512,0,42,,,,
0.5,True,prefix,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,qwen-quora-d256-followup::qwen-quora-d256-followup-s00040,10,1,1,3000,3,True,True,0.5705,0.05079200127511285,0.0672110490995692,155.181580928911,0.05075000080978498,0.050562501201056875,0.05118750050314702,23008964,105365504,575.399,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d256-followup-s00040,qwen-quora-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256-followup,32000000000,1056768,24065732,575.399,qwen-quora-d256::main-s00216,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00216', 'target': 0.5}]",['main-s00216']
0.8,True,scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,qwen-quora-d256::main-s00217,10,4,1,3000,3,True,True,0.8045,0.11327099991831346,0.1455872006317804,345.14712299005623,0.11210399998162757,0.11114599965367233,0.1162705002570874,20917240,118652928,2220.636,0.0,0.0,0.0,0.0,0.0,0.0,main-s00217,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,1056768,21974008,2220.636,qwen-quora-d256::main-s00217,,,,,,,,
0.8,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00438,10,5,1,3000,3,True,True,0.8055,0.11966700003540609,0.133252100476966,361.11082800562144,0.11979200007772306,0.11916699986613821,0.12018749930575723,41821176,143441920,723.5,5.0,0.0,13.78,0.0,0.0,0.0,main-s00438,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,46048248,723.5,qwen-quora-d256::main-s00397,2048,512,0,42,,,,
0.8,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00517,10,5,1,3000,3,True,True,0.8055,0.11579200008782209,0.12987915029043504,349.51594903395744,0.11604200062720338,0.1151459996435733,0.1160830006483593,23008964,111771648,723.5,0.0,0.0,0.0,17.0,160.0,0.0,main-s00517,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,27236036,723.5,qwen-quora-d256::main-s00397,,,,,16,100000,,
0.9,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00398,10,17,1,3000,3,True,True,0.9004,0.1755840003170306,0.20037500053149415,529.5146429816668,0.1755835000949446,0.17493750010544318,0.17616700006328756,20917240,122142720,2354.693,0.0,0.0,0.0,0.0,0.0,0.0,main-s00398,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,25144312,2354.693,qwen-quora-d256::main-s00398,,,,,,,,
0.9,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00442,10,17,1,3000,3,True,True,0.9004,0.18970850032928865,0.21821525019731777,575.0749960125177,0.19000000020241714,0.1882709998426435,0.1906454999698326,41821176,143441920,2354.693,17.0,0.0,45.18,0.0,0.0,0.0,main-s00442,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,46048248,2354.693,qwen-quora-d256::main-s00398,2048,512,0,42,,,,
0.9,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256-followup::qwen-quora-d256-followup-s00042,10,17,1,3000,3,True,True,0.9004,0.1846250015660189,0.21283809837768783,557.0509051722183,0.18464599997969344,0.18404149886919186,0.18552050096332096,23008964,111706112,2354.693,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d256-followup-s00042,qwen-quora-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256-followup,32000000000,4227072,27236036,2354.693,qwen-quora-d256::main-s00398,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00398', 'target': 0.9}]",['main-s00398']
0.95,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00399,10,54,1,3000,3,True,True,0.9506,0.37441699987539323,0.42854104958678363,1127.210254990132,0.3740209995157784,0.37391649993878673,0.37502099985431414,20917240,122142720,7249.372,0.0,0.0,0.0,0.0,0.0,0.0,main-s00399,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,25144312,7249.372,qwen-quora-d256::main-s00399,,,,,,,,
0.95,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00446,10,54,1,3000,3,True,True,0.9506,0.39474999994126847,0.45067114933772245,1187.4793549941387,0.39308350005740067,0.3922710002370877,0.3985209996244521,41821176,143441920,7249.372,54.0,0.0,139.996,0.0,0.0,0.0,main-s00446,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,46048248,7249.372,qwen-quora-d256::main-s00399,2048,512,0,42,,,,
0.95,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256-followup::qwen-quora-d256-followup-s00043,10,54,1,3000,3,True,True,0.9506,0.4000625012849923,0.45817644950147945,1202.3307818708417,0.400041499233339,0.39922900032252073,0.40064600216283,23008964,111706112,7249.372,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d256-followup-s00043,qwen-quora-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256-followup,32000000000,4227072,27236036,7249.372,qwen-quora-d256::main-s00399,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00399', 'target': 0.95}]",['main-s00399']
0.99,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00400,10,303,1,3000,3,True,True,0.99,1.6816874999676656,1.8698937500175816,5065.874417987288,1.6816874999676656,1.6740625001148146,1.6875000001164153,20917240,122142720,39600.397,0.0,0.0,0.0,0.0,0.0,0.0,main-s00400,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,25144312,39600.397,qwen-quora-d256::main-s00400,,,,,,,,
0.99,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00451,10,303,1,3000,3,True,True,0.99,1.7652920000728045,1.9546701996659976,5314.954250022311,1.7602710004211986,1.7553955003677402,1.780562500243832,41821176,143441920,39600.397,303.0,0.0,769.029,0.0,0.0,0.0,main-s00451,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,46048248,39600.397,qwen-quora-d256::main-s00400,2048,8192,0,42,,,,
0.99,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256-followup::qwen-quora-d256-followup-s00044,10,303,1,3000,3,True,True,0.99,1.8469164988346165,2.0763833499586326,5565.080292941275,1.818353999624378,1.799770998331951,1.9284584996057674,23008964,111624192,39600.397,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d256-followup-s00044,qwen-quora-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256-followup,32000000000,4227072,27236036,39600.397,qwen-quora-d256::main-s00400,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00400', 'target': 0.99}]",['main-s00400']
0.5,True,scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,qwen-quora-d256::main-s00222,100,2,1,3000,3,True,True,0.56452,0.09175000013783574,0.11883719976140125,279.7936520073563,0.09208299979945878,0.09110450037042028,0.09247899970432627,20917240,118652928,1132.15,0.0,0.0,0.0,0.0,0.0,0.0,main-s00222,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,1056768,21974008,1132.15,qwen-quora-d256::main-s00222,,,,,,,,
0.5,True,branch,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,qwen-quora-d256::main-s00278,100,2,1,3000,3,True,True,0.56452,0.1004169998850557,0.12745804997393861,306.0420750207413,0.10035450031864457,0.10020799982157769,0.10100000054080738,38663160,137248768,1132.15,2.0,0.0,18.662,0.0,0.0,0.0,main-s00278,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,1056768,39719928,1132.15,qwen-quora-d256::main-s00222,2048,512,0,42,,,,
0.5,True,prefix,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,qwen-quora-d256-followup::qwen-quora-d256-followup-s00045,100,2,1,3000,3,True,True,0.56452,0.09364549987367354,0.12292325118323785,286.2996809199103,0.09337499795947224,0.0931249996938277,0.09445899922866374,23008964,105365504,1132.15,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d256-followup-s00045,qwen-quora-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256-followup,32000000000,1056768,24065732,1132.15,qwen-quora-d256::main-s00222,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00222', 'target': 0.5}]",['main-s00222']
0.8,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00403,100,19,1,3000,3,True,True,0.8025,0.2068544999929145,0.23729819981781472,624.5589250083867,0.20762499980264693,0.20464550016185967,0.20812499951716745,20917240,122142720,2624.06,0.0,0.0,0.0,0.0,0.0,0.0,main-s00403,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,25144312,2624.06,qwen-quora-d256::main-s00403,,,,,,,,
