method,clusters,router,setting_id,top_k,probes,repetitions,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,original_setting_id,source_study,source_folder,source_ram_budget_bytes,router_stored_fields_bytes,stored_fields_with_router_bytes,mean_opened_rows,opened_rows_scan_setting_id,target,repeat_status,repeat_setting_id,repeat_p50_ms,repeat_p95_ms,repeat_recall,repeat_meets_target,repeat_process_p50_min_ms,repeat_process_p50_max_ms,leaf_size,node_budget,exploration,seed,start_depth,candidate_target,reasons,source_setting_ids
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00517,10,5,1,1000,1,True,True,0.8055,0.11535400017237407,0.12847674984186594,115.98984901138465,0.11535400017237407,0.11535400017237407,0.11535400017237407,23008964,111493120,723.5,0.0,0.0,0.0,17.0,160.0,0.0,main-s00517,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,27236036,723.5,qwen-quora-d256::main-s00397,0.8,qualified,qwen-quora-d256::main-s00517,0.11579200008782209,0.12987915029043504,0.8055,True,0.1151459996435733,0.1160830006483593,,,,,16,100000,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00398,10,17,1,1000,1,True,True,0.9004,0.17579150016899803,0.20033924920426216,176.771615011603,0.17579150016899803,0.17579150016899803,0.17579150016899803,20917240,122126336,2354.693,0.0,0.0,0.0,0.0,0.0,0.0,main-s00398,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,25144312,2354.693,qwen-quora-d256::main-s00398,0.9,qualified,qwen-quora-d256::main-s00398,0.1755840003170306,0.20037500053149415,0.9004,True,0.17493750010544318,0.17616700006328756,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00442,10,17,1,1000,1,True,True,0.9004,0.18650000038178405,0.2115145506195404,187.33251300909615,0.18650000038178405,0.18650000038178405,0.18650000038178405,41821176,143491072,2354.693,17.0,0.0,45.18,0.0,0.0,0.0,main-s00442,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,46048248,2354.693,qwen-quora-d256::main-s00398,0.9,qualified,qwen-quora-d256::main-s00442,0.18970850032928865,0.21821525019731777,0.9004,True,0.1882709998426435,0.1906454999698326,2048,512,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256-followup::qwen-quora-d256-followup-s00042,10,17,1,1000,1,True,True,0.9004,0.1849999989644857,0.2152520983145223,186.65150706874556,0.1849999989644857,0.1849999989644857,0.1849999989644857,23008964,111689728,2354.693,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d256-followup-s00042,qwen-quora-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256-followup,32000000000,4227072,27236036,2354.693,qwen-quora-d256::main-s00398,0.9,qualified,qwen-quora-d256-followup::qwen-quora-d256-followup-s00042,0.1846250015660189,0.21283809837768783,0.9004,True,0.18404149886919186,0.18552050096332096,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00398', 'target': 0.9}]",['main-s00398']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00399,10,54,1,1000,1,True,True,0.9506,0.3742294998119178,0.4278014502233418,375.7661100025871,0.3742294998119178,0.3742294998119178,0.3742294998119178,20917240,122126336,7249.372,0.0,0.0,0.0,0.0,0.0,0.0,main-s00399,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,25144312,7249.372,qwen-quora-d256::main-s00399,0.95,qualified,qwen-quora-d256::main-s00399,0.37441699987539323,0.42854104958678363,0.9506,True,0.37391649993878673,0.37502099985431414,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00446,10,54,1,1000,1,True,True,0.9506,0.39102049959183205,0.44533784935083526,392.19563701135485,0.39102049959183205,0.39102049959183205,0.39102049959183205,41821176,143491072,7249.372,54.0,0.0,139.996,0.0,0.0,0.0,main-s00446,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,46048248,7249.372,qwen-quora-d256::main-s00399,0.95,qualified,qwen-quora-d256::main-s00446,0.39474999994126847,0.45067114933772245,0.9506,True,0.3922710002370877,0.3985209996244521,2048,512,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256-followup::qwen-quora-d256-followup-s00043,10,54,1,1000,1,True,True,0.9506,0.4068334983458044,0.46511519831256004,407.16083699589944,0.4068334983458044,0.4068334983458044,0.4068334983458044,23008964,111689728,7249.372,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d256-followup-s00043,qwen-quora-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256-followup,32000000000,4227072,27236036,7249.372,qwen-quora-d256::main-s00399,0.95,qualified,qwen-quora-d256-followup::qwen-quora-d256-followup-s00043,0.4000625012849923,0.45817644950147945,0.9506,True,0.39922900032252073,0.40064600216283,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00399', 'target': 0.95}]",['main-s00399']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00400,10,303,1,1000,1,True,True,0.99,1.6862080001374125,1.876416999994035,1693.9327760219385,1.6862080001374125,1.6862080001374125,1.6862080001374125,20917240,122126336,39600.397,0.0,0.0,0.0,0.0,0.0,0.0,main-s00400,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,25144312,39600.397,qwen-quora-d256::main-s00400,0.99,qualified,qwen-quora-d256::main-s00400,1.6816874999676656,1.8698937500175816,0.99,True,1.6740625001148146,1.6875000001164153,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00451,10,303,1,1000,1,True,True,0.99,1.743271000123059,1.9370125000023108,1751.0882789956668,1.743271000123059,1.743271000123059,1.743271000123059,41821176,143491072,39600.397,303.0,0.0,769.029,0.0,0.0,0.0,main-s00451,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,46048248,39600.397,qwen-quora-d256::main-s00400,0.99,qualified,qwen-quora-d256::main-s00451,1.7652920000728045,1.9546701996659976,0.99,True,1.7553955003677402,1.780562500243832,2048,8192,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256-followup::qwen-quora-d256-followup-s00044,10,303,1,1000,1,True,True,0.99,1.8777920013235416,2.0963954988474143,1882.1041810224415,1.8777920013235416,1.8777920013235416,1.8777920013235416,23008964,111476736,39600.397,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d256-followup-s00044,qwen-quora-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256-followup,32000000000,4227072,27236036,39600.397,qwen-quora-d256::main-s00400,0.99,qualified,qwen-quora-d256-followup::qwen-quora-d256-followup-s00044,1.8469164988346165,2.0763833499586326,0.99,True,1.799770998331951,1.9284584996057674,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00400', 'target': 0.99}]",['main-s00400']
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,qwen-quora-d256::main-s00222,100,2,1,1000,1,True,True,0.56452,0.09049999971466605,0.11687710043588595,91.71924700876843,0.09049999971466605,0.09049999971466605,0.09049999971466605,20917240,118554624,1132.15,0.0,0.0,0.0,0.0,0.0,0.0,main-s00222,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,1056768,21974008,1132.15,qwen-quora-d256::main-s00222,0.5,qualified,qwen-quora-d256::main-s00222,0.09175000013783574,0.11883719976140125,0.56452,True,0.09110450037042028,0.09247899970432627,,,,,,,,
branch,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,qwen-quora-d256::main-s00278,100,2,1,1000,1,True,True,0.56452,0.1021250000121654,0.12872675038124723,103.4681670316786,0.1021250000121654,0.1021250000121654,0.1021250000121654,38663160,136970240,1132.15,2.0,0.0,18.662,0.0,0.0,0.0,main-s00278,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,1056768,39719928,1132.15,qwen-quora-d256::main-s00222,0.5,qualified,qwen-quora-d256::main-s00278,0.1004169998850557,0.12745804997393861,0.56452,True,0.10020799982157769,0.10100000054080738,2048,512,0,42,,,,
prefix,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,qwen-quora-d256-followup::qwen-quora-d256-followup-s00045,100,2,1,1000,1,True,True,0.56452,0.09445899922866374,0.12362499910523184,96.03038496061345,0.09445899922866374,0.09445899922866374,0.09445899922866374,23008964,105381888,1132.15,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d256-followup-s00045,qwen-quora-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256-followup,32000000000,1056768,24065732,1132.15,qwen-quora-d256::main-s00222,0.5,qualified,qwen-quora-d256-followup::qwen-quora-d256-followup-s00045,0.09364549987367354,0.12292325118323785,0.56452,True,0.0931249996938277,0.09445899922866374,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00222', 'target': 0.5}]",['main-s00222']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00403,100,19,1,1000,1,True,True,0.8025,0.20531250038402504,0.23529405007138848,206.99480701387074,0.20531250038402504,0.20531250038402504,0.20531250038402504,20917240,122126336,2624.06,0.0,0.0,0.0,0.0,0.0,0.0,main-s00403,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,25144312,2624.06,qwen-quora-d256::main-s00403,0.8,qualified,qwen-quora-d256::main-s00403,0.2068544999929145,0.23729819981781472,0.8025,True,0.20464550016185967,0.20812499951716745,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00462,100,19,1,1000,1,True,True,0.8025,0.2160210001420637,0.2467520998834516,217.23076000853325,0.2160210001420637,0.2160210001420637,0.2160210001420637,41821176,143491072,2624.06,19.0,0.0,50.388,0.0,0.0,0.0,main-s00462,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,46048248,2624.06,qwen-quora-d256::main-s00403,0.8,qualified,qwen-quora-d256::main-s00462,0.21716650007874705,0.247548249672036,0.8025,True,0.21629200000461424,0.21795799966639606,2048,512,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256-followup::qwen-quora-d256-followup-s00046,100,19,1,1000,1,True,True,0.8025,0.21870800264878199,0.2514643008908024,219.1345480059681,0.21870800264878199,0.21870800264878199,0.21870800264878199,23008964,111476736,2624.06,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d256-followup-s00046,qwen-quora-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256-followup,32000000000,4227072,27236036,2624.06,qwen-quora-d256::main-s00403,0.8,qualified,qwen-quora-d256-followup::qwen-quora-d256-followup-s00046,0.216500000533415,0.2500104474165709,0.8025,True,0.21435450253193267,0.2208955011155922,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00403', 'target': 0.8}]",['main-s00403']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00404,100,65,1,1000,1,True,True,0.90083,0.4581459998007631,0.5230041497270577,459.6178350147966,0.4581459998007631,0.4581459998007631,0.4581459998007631,20917240,122126336,8688.526,0.0,0.0,0.0,0.0,0.0,0.0,main-s00404,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,25144312,8688.526,qwen-quora-d256::main-s00404,0.9,qualified,qwen-quora-d256::main-s00404,0.45835400032956386,0.5240062500433851,0.90083,True,0.4518334999374929,0.46518750014001853,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00466,100,65,1,1000,1,True,True,0.90083,0.4716665002888476,0.5357957994874596,472.92599701631843,0.4716665002888476,0.4716665002888476,0.4716665002888476,41821176,143491072,8688.526,65.0,0.0,167.972,0.0,0.0,0.0,main-s00466,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,46048248,8688.526,qwen-quora-d256::main-s00404,0.9,qualified,qwen-quora-d256::main-s00466,0.47358350002468796,0.5399190503794671,0.90083,True,0.47243700009858003,0.4753545003950421,2048,512,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256-followup::qwen-quora-d256-followup-s00047,100,65,1,1000,1,True,True,0.90083,0.5158959993423196,0.5926847978116712,518.2365819637198,0.5158959993423196,0.5158959993423196,0.5158959993423196,23008964,111460352,8688.526,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d256-followup-s00047,qwen-quora-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256-followup,32000000000,4227072,27236036,8688.526,qwen-quora-d256::main-s00404,0.9,qualified,qwen-quora-d256-followup::qwen-quora-d256-followup-s00047,0.49872949966811575,0.5727520992877544,0.90083,True,0.4936459990858566,0.5060834973846795,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00404', 'target': 0.9}]",['main-s00404']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00405,100,160,1,1000,1,True,True,0.95015,0.9707499998512503,1.0900440502155107,973.4299260089756,0.9707499998512503,0.9707499998512503,0.9707499998512503,20917240,122126336,21100.935,0.0,0.0,0.0,0.0,0.0,0.0,main-s00405,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,25144312,21100.935,qwen-quora-d256::main-s00405,0.95,qualified,qwen-quora-d256::main-s00405,0.9711044999676233,1.0926625006504762,0.95015,True,0.9651039995333122,0.976458500190347,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00470,100,160,1,1000,1,True,True,0.95015,1.0001879995797935,1.1224232502172526,1003.5285420080982,1.0001879995797935,1.0001879995797935,1.0001879995797935,41821176,143491072,21100.935,160.0,0.0,409.025,0.0,0.0,0.0,main-s00470,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,46048248,21100.935,qwen-quora-d256::main-s00405,0.95,qualified,qwen-quora-d256::main-s00470,1.0030830003415758,1.128354799993758,0.95015,True,1.0008334998019563,1.0056665000774956,2048,512,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256-followup::qwen-quora-d256-followup-s00048,100,160,1,1000,1,True,True,0.95015,1.0867705004784511,1.2394017998303752,1089.9151200428605,1.0867705004784511,1.0867705004784511,1.0867705004784511,23008964,111460352,21100.935,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d256-followup-s00048,qwen-quora-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256-followup,32000000000,4227072,27236036,21100.935,qwen-quora-d256::main-s00405,0.95,qualified,qwen-quora-d256-followup::qwen-quora-d256-followup-s00048,1.072021001164103,1.216478850255953,0.95015,True,1.0655830010364298,1.0810834992298624,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00405', 'target': 0.95}]",['main-s00405']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00406,100,668,1,1000,1,True,True,0.99003,3.5858125002050656,3.8504535501942883,3591.59668698976,3.5858125002050656,3.5858125002050656,3.5858125002050656,20917240,122126336,86503.784,0.0,0.0,0.0,0.0,0.0,0.0,main-s00406,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,25144312,86503.784,qwen-quora-d256::main-s00406,0.99,qualified,qwen-quora-d256::main-s00406,3.5639369998534676,3.836160449873205,0.99003,True,3.56016650039237,3.5677709997798956,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256::main-s00475,100,668,1,1000,1,True,True,0.99003,3.7079789999552304,3.9746818494677427,3713.792345996808,3.7079789999552304,3.7079789999552304,3.7079789999552304,41821176,143491072,86503.784,668.0,0.0,1682.026,0.0,0.0,0.0,main-s00475,qwen-quora-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256,32000000000,4227072,46048248,86503.784,qwen-quora-d256::main-s00406,0.99,qualified,qwen-quora-d256::main-s00475,3.7208749999990687,3.994416649857157,0.99003,True,3.7197500000729633,3.722707999713748,2048,8192,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,qwen-quora-d256-followup::qwen-quora-d256-followup-s00049,100,668,1,1000,1,True,True,0.99003,4.078646001289599,4.470583349939261,4089.630824037158,4.078646001289599,4.078646001289599,4.078646001289599,23008964,111460352,86503.784,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d256-followup-s00049,qwen-quora-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d256-followup,32000000000,4227072,27236036,86503.784,qwen-quora-d256::main-s00406,0.99,qualified,qwen-quora-d256-followup::qwen-quora-d256-followup-s00049,4.038520999529283,4.437275001328089,0.99003,True,4.006749999462045,4.092396000487497,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00406', 'target': 0.99}]",['main-s00406']
