method,clusters,router,setting_id,top_k,probes,repetitions,exploration,seed,leaf_size,node_budget,prefer_deeper_ties,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,start_depth,candidate_target,stop_when_exact
branch,1,,qwen-quora-d32-global-exact-main-s00001,1,1,1,0,42,2048,0,False,3000,3,True,True,1.0,0.12408350085024722,0.18921940045402147,403.8066110078944,0.12437499935913365,0.12222949953866191,0.12539550152723677,10458672,72744960,1699.622,13.026,96303.406,10132.04,0.0,0.0,0.0,,,
scan,1,,qwen-quora-d32-global-exact-main-s00000,1,1,1,,,,,,3000,3,True,True,1.0,2.4816670011205133,2.556127100433514,7473.034759124857,2.480208999259048,2.47954199949163,2.484687500327709,8366896,71598080,522931.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
prefix,1,,qwen-quora-d32-global-exact-main-s00004,1,1,1,,,,,,3000,3,True,True,1.0,1.1635210012173047,2.4853381501088734,3965.552488916728,1.1657709983410314,1.1605415002122754,1.1662085016723722,10458620,72040448,278316.626,0.0,0.0,0.0,28.495,56.32,4.505,32,0,True
