query,top_k,query_l1,kth_score,gap,optimistic_min_depth
156,1,12.240123797055276,10.117185569797584,2.1229382272576913,6
157,1,12.171917915460654,10.93643543322105,1.235482482239604,3
158,1,12.293899696174776,9.505694879364455,2.788204816810321,8
159,1,12.195950791036012,10.424950199318118,1.7710005917178933,5
128,10,12.123829333970207,7.472210572028416,4.651618761941791,15
129,10,12.543294760544086,6.881140397017589,5.662154363526497,20
130,10,12.1384819568284,8.525664901282653,3.6128170555457473,11
131,10,12.443414431982092,8.250807431628346,4.192607000353746,14
132,10,12.56338754632452,8.881517273999634,3.681870272324886,13
133,10,12.36094250320457,8.041053743334487,4.319888759870082,14
134,10,11.853632314829156,9.469489053823054,2.384143261006102,7
135,10,12.346542696614051,9.719224096421385,2.627318600192666,8
136,10,12.132816484663635,8.171284701180412,3.961531783483224,12
137,10,12.240667478550677,6.970692136268553,5.269975342282123,18
138,10,12.688362294138642,6.797513651748886,5.890848642389756,22
139,10,12.445594745222479,7.3894934605341405,5.056101284688339,17
140,10,11.956693878411897,7.383946469533839,4.572747408878058,14
141,10,12.28542028486845,8.571106055373093,3.7143142294953577,12
142,10,12.66899808980088,8.00709400796768,4.6619040818332,16
143,10,12.681360929418588,9.61030572213349,3.0710552072850987,11
144,10,12.749933518203761,6.708621437395777,6.041312080807984,23
145,10,11.881356692960253,9.35938930613338,2.521967386826873,7
146,10,12.515163431351539,8.093458881194238,4.421704550157301,16
147,10,12.460626103762479,8.2587843747242,4.201841729038279,14
148,10,11.471046456019394,5.779279948561452,5.691766507457942,18
149,10,12.024891963490518,8.28553566717892,3.7393562963115983,12
150,10,12.41805929003749,8.986767794121988,3.4312914959155023,10
151,10,12.365659792634688,8.328189970652602,4.037469821982086,13
152,10,12.109867422972457,8.922592905364581,3.187274517607875,9
153,10,12.041155368235195,7.559905640635407,4.4812497275997885,15
154,10,12.675919919623993,8.576810937025584,4.099108982598409,14
155,10,12.314822680404177,9.48370201778016,2.8311206626240164,9
156,10,12.240123797055276,8.81030892320996,3.4298148738453165,11
157,10,12.171917915460654,8.161752388929017,4.010165526531637,12
158,10,12.293899696174776,7.812492609460605,4.481407086714171,15
159,10,12.195950791036012,6.775953363539884,5.419997427496128,18
128,100,12.123829333970207,6.320700593249057,5.803128740721149,19
129,100,12.543294760544086,6.163981162913842,6.379313597630244,24
130,100,12.1384819568284,7.540203012564234,4.598278944264166,15
131,100,12.443414431982092,6.927084230308537,5.516330201673554,19
