method,clusters,router,setting_id,top_k,probes,repetitions,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,leaf_size,node_budget,prefer_deeper_ties,exploration,seed,start_depth,candidate_target,stop_when_exact
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s01856,20,420,1,1000,1,True,True,0.99595,0.48264550423482433,0.6913597535458392,494.97825557773467,0.48264550423482433,0.48264550423482433,0.48264550423482433,10965040,80330752,16871.949,2859.023,5862.914,1885.56,0.0,0.0,0.0,64,0,True,0,42,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s01924,20,420,1,1000,1,True,True,0.99595,0.39924999873619527,0.4419000033522025,395.0955211330438,0.39924999873619527,0.39924999873619527,0.39924999873619527,10458620,76791808,51516.676,0.0,0.0,0.0,12.699,10019.52,0.301,,,,,,12,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s01922,20,280,1,1000,1,True,True,0.79505,0.26208350755041465,0.3168937473674305,268.0499959824374,0.26208350755041465,0.26208350755041465,0.26208350755041465,10458620,76791808,16344.52,0.0,0.0,0.0,29.769,16670.64,3.231,,,,,,32,10000,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s01907,20,280,1,1000,1,True,True,0.6435,0.11124998854938895,0.14250209351303056,111.14380405342672,0.11124998854938895,0.11124998854938895,0.11124998854938895,10458620,76791808,9951.799,0.0,0.0,0.0,1.109,621.04,3.891,,,,,,4,320,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s01939,20,420,1,1000,1,True,True,0.1568,0.21220849885139614,0.2620749997731762,214.69856578914914,0.21220849885139614,0.21220849885139614,0.21220849885139614,10458620,76791808,301.885,0.0,0.0,0.0,19.138,16075.92,13.862,,,,,,32,80,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s01904,20,280,1,1000,1,True,True,0.99005,0.322146006510593,0.36058299883734435,320.32736485416535,0.322146006510593,0.322146006510593,0.322146006510593,10458620,76791808,34594.302,0.0,0.0,0.0,24.699,13399.68,0.301,,,,,,24,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s01895,20,80,1,1000,1,True,True,0.9373,0.0902499959920533,0.10042854992207138,90.04267716954928,0.0902499959920533,0.0902499959920533,0.0902499959920533,10458620,76791808,10096.75,0.0,0.0,0.0,16.705,2548.64,0.295,,,,,,16,10000,True
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s01954,30,87,1,1000,1,True,True,0.937,0.13493750157067552,0.1767562425811775,135.57814704836346,0.13493750157067552,0.13493750157067552,0.13493750157067552,10965040,80379904,5138.703,799.504,1617.427,595.735,0.0,0.0,0.0,64,0,True,0,42,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s01949,30,58,1,1000,1,True,True,0.9012666666666667,0.09495799895375967,0.12375626029097475,95.82360426429659,0.09495799895375967,0.09495799895375967,0.09495799895375967,10965040,80379904,3648.672,562.038,1135.353,426.491,0.0,0.0,0.0,64,0,True,0,42,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s01960,30,292,1,1000,1,True,True,0.99,0.2517294997232966,0.3075934524531476,255.00076635216828,0.2517294997232966,0.2517294997232966,0.2517294997232966,10965040,80379904,30002.795,821.311,1588.199,953.143,0.0,0.0,0.0,128,0,True,0,42,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s01948,30,58,1,1000,1,True,True,0.9012666666666667,0.09583299834048375,0.1237541604496073,96.61540648085065,0.09583299834048375,0.09583299834048375,0.09583299834048375,10965040,80379904,3648.672,562.038,1135.353,426.491,0.0,0.0,0.0,64,2048,True,0,42,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s01958,30,292,1,1000,1,True,True,0.9846666666666667,0.3439165011513978,0.36945625397493126,333.23571042274125,0.3439165011513978,0.3439165011513978,0.3439165011513978,10965040,80379904,10628.889,1902.258,4135.38,1024.017,0.0,0.0,0.0,64,2048,True,0,42,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s01950,30,58,1,1000,1,True,True,0.9012666666666667,0.06766700244043022,0.0831249933980871,68.72312880295794,0.06766700244043022,0.06766700244043022,0.06766700244043022,10965040,80379904,6367.742,183.302,375.182,204.251,0.0,0.0,0.0,128,0,True,0,42,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02005,30,87,1,1000,1,True,True,0.2213,0.05720800254493952,0.07258989644469689,58.09403998136986,0.05720800254493952,0.05720800254493952,0.05720800254493952,10458620,76808192,404.569,0.0,0.0,0.0,22.106,3846.444,10.894,,,,,,32,120,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s01978,30,58,1,1000,1,True,True,0.24033333333333334,0.03154150181217119,0.040461844764649826,32.10938123811502,0.03154150181217119,0.03154150181217119,0.03154150181217119,10458620,76808192,353.962,0.0,0.0,0.0,6.912,801.792,10.088,,,,,,16,120,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02038,30,438,1,1000,1,True,True,0.6339,0.15806300507392734,0.21035179015598257,158.84943801211193,0.15806300507392734,0.15806300507392734,0.15806300507392734,10458620,76808192,14708.981,0.0,0.0,0.0,1.119,980.244,3.881,,,,,,4,1920,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s01988,30,58,1,1000,1,True,True,0.9012666666666667,0.08345850073965266,0.09529405870125629,84.09780115471222,0.08345850073965266,0.08345850073965266,0.08345850073965266,10458620,76808192,7466.937,0.0,0.0,0.0,32.771,3706.432,0.229,,,,,,32,10000,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02014,30,292,1,1000,1,True,True,0.6143333333333333,0.11485399591038004,0.14858603972243145,115.15121383126825,0.11485399591038004,0.11485399591038004,0.11485399591038004,10458620,76808192,10071.471,0.0,0.0,0.0,1.082,631.888,3.918,,,,,,4,120,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s01982,30,58,1,1000,1,True,True,0.9012666666666667,0.07108299905667081,0.07971105369506404,71.39502992504276,0.07108299905667081,0.07108299905667081,0.07108299905667081,10458620,76808192,7466.937,0.0,0.0,0.0,16.771,1850.432,0.229,,,,,,16,10000,True
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02059,50,67,1,1000,1,True,True,0.90092,0.06827100150985643,0.10916809405898675,81.32812318217475,0.06827100150985643,0.06827100150985643,0.06827100150985643,10965040,80576512,9044.784,67.0,0.0,173.713,0.0,0.0,0.0,512,8192,True,0,42,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02063,50,101,1,1000,1,True,True,0.93772,0.11020799865946174,0.13549999857787043,111.74096197646577,0.11020799865946174,0.11020799865946174,0.11020799865946174,10965040,80576512,11142.953,321.676,626.582,388.284,0.0,0.0,0.0,128,0,True,0,42,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02067,50,322,1,1000,1,True,True,0.99004,0.43358350376365706,0.5962143019132781,437.16421694261953,0.43358350376365706,0.43358350376365706,0.43358350376365706,10965040,80576512,17280.045,2636.155,5055.729,2153.845,0.0,0.0,0.0,64,0,True,0,42,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02075,50,483,1,1000,1,True,True,0.9959,0.3480415034573525,0.37846840350539424,349.12197579978965,0.3480415034573525,0.3480415034573525,0.3480415034573525,10965040,80576512,64540.657,483.0,0.0,1241.531,0.0,0.0,0.0,2048,8192,False,0,42,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02071,50,483,1,1000,1,True,True,0.96074,0.37635400076396763,0.4067961446708068,378.09148580709007,0.37635400076396763,0.37635400076396763,0.37635400076396763,10965040,80576512,10353.414,2041.164,4552.138,921.205,0.0,0.0,0.0,64,2048,True,0,42,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02073,50,483,1,1000,1,True,True,0.9959,0.4046044996357523,0.48612535101710813,408.58929298701696,0.4046044996357523,0.4046044996357523,0.4046044996357523,10965040,80576512,49480.776,1353.867,2484.611,1691.063,0.0,0.0,0.0,128,0,True,0,42,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02079,50,67,1,1000,1,True,True,0.54338,0.042625004425644875,0.05392319944803602,42.6861237938283,0.042625004425644875,0.042625004425644875,0.042625004425644875,10458620,76857344,2776.479,0.0,0.0,0.0,1.087,145.658,3.913,,,,,,4,50,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02108,50,101,1,1000,1,True,True,0.39176,0.0642910017631948,0.08412710012635216,66.05578199378215,0.0642910017631948,0.0642910017631948,0.0642910017631948,10458620,76857344,1546.829,0.0,0.0,0.0,10.297,2079.994,6.703,,,,,,16,800,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02115,50,101,1,1000,1,True,True,0.43462,0.08602099842391908,0.10662704735295847,88.14612797868904,0.08602099842391908,0.08602099842391908,0.08602099842391908,10458620,76857344,1936.9,0.0,0.0,0.0,26.778,5409.156,6.222,,,,,,32,1000,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02151,50,483,1,1000,1,True,True,0.29336,0.18112500401912257,0.2538580010877922,185.2318426972488,0.18112500401912257,0.18112500401912257,0.18112500401912257,10458620,76857344,2541.883,0.0,0.0,0.0,8.612,8319.192,8.388,,,,,,16,1000,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02090,50,67,1,1000,1,True,True,0.90092,0.0839374988572672,0.09355240981676614,84.27345688687637,0.0839374988572672,0.0839374988572672,0.0839374988572672,10458620,76857344,8736.777,0.0,0.0,0.0,16.828,2139.578,0.172,,,,,,16,10000,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02098,50,101,1,1000,1,True,True,0.93772,0.11708300735335797,0.1327951998973731,117.8157854010351,0.11708300735335797,0.11708300735335797,0.11708300735335797,10458620,76857344,13098.625,0.0,0.0,0.0,12.826,2417.334,0.174,,,,,,12,0,True
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02181,75,531,1,1000,1,True,True,0.9959066666666667,0.4584585039992817,0.5534756521228701,461.67367306770757,0.4584585039992817,0.4584585039992817,0.4584585039992817,10965040,80347136,55477.518,1539.412,2738.494,2026.37,0.0,0.0,0.0,128,0,True,0,42,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02183,75,531,1,1000,1,True,True,0.9959066666666667,0.3881660013576038,0.42296219398849644,389.68400200246833,0.3881660013576038,0.3881660013576038,0.3881660013576038,10965040,80347136,70905.702,531.0,0.0,1364.095,0.0,0.0,0.0,2048,8192,False,0,42,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02175,75,354,1,1000,1,True,True,0.99004,0.5073745051049627,0.6818434005253948,508.2410618342692,0.5073745051049627,0.5073745051049627,0.5073745051049627,10965040,80347136,20986.147,3070.816,5665.433,2739.381,0.0,0.0,0.0,64,0,True,0,42,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02168,75,75,1,1000,1,True,True,0.9016533333333333,0.07441700290655717,0.08288125463877805,74.9070962483529,0.07441700290655717,0.07441700290655717,0.07441700290655717,10965040,80347136,10123.537,75.0,0.0,194.41,0.0,0.0,0.0,2048,8192,False,0,42,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02165,75,75,1,1000,1,True,True,0.9016533333333333,0.13552100426750258,0.1717267514322884,135.93965511245187,0.13552100426750258,0.13552100426750258,0.13552100426750258,10965040,80347136,5786.46,819.567,1503.661,780.351,0.0,0.0,0.0,64,0,True,0,42,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02169,75,113,1,1000,1,True,True,0.93812,0.19752050866372883,0.25035480721271597,196.75438807462342,0.19752050866372883,0.19752050866372883,0.19752050866372883,10965040,80347136,8160.543,1165.874,2149.383,1082.446,0.0,0.0,0.0,64,2048,True,0,42,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02230,75,354,1,1000,1,True,True,0.5869066666666667,0.14104149886406958,0.184635394543875,141.14660405903123,0.14104149886406958,0.14104149886406958,0.14104149886406958,10458620,76890112,12193.926,0.0,0.0,0.0,1.108,784.464,3.892,,,,,,4,300,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02235,75,354,1,1000,1,True,True,0.11052,0.09522899927105755,0.1414955033396836,102.91970618709456,0.09522899927105755,0.09522899927105755,0.09522899927105755,10458620,76890112,388.999,0.0,0.0,0.0,3.967,2808.636,13.033,,,,,,16,75,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02197,75,75,1,1000,1,True,True,0.78028,0.08045800495892763,0.09666905461926945,82.00352793210186,0.08045800495892763,0.08045800495892763,0.08045800495892763,10458620,76890112,6476.55,0.0,0.0,0.0,14.887,2213.1,2.113,,,,,,16,4800,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02245,75,354,1,1000,1,True,True,0.5531066666666666,0.2833540056599304,0.3703598027641419,294.5946860127151,0.2833540056599304,0.2833540056599304,0.2833540056599304,10458620,76890112,9460.198,0.0,0.0,0.0,28.021,19838.868,4.979,,,,,,32,4800,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02215,75,113,1,1000,1,True,True,0.23286666666666667,0.06270798621699214,0.0821353998617269,63.96786303957924,0.06270798621699214,0.06270798621699214,0.06270798621699214,10458620,76890112,743.383,0.0,0.0,0.0,7.988,1805.288,9.012,,,,,,16,300,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02237,75,354,1,1000,1,True,True,0.2891066666666667,0.1477920013712719,0.19678539974847806,150.40048107039183,0.1477920013712719,0.1477920013712719,0.1477920013712719,10458620,76890112,2290.472,0.0,0.0,0.0,8.99,6364.92,8.01,,,,,,16,1000,True
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02278,100,123,1,1000,1,True,True,0.93734,0.2208125006291084,0.2765103956335224,219.39217642648146,0.2208125006291084,0.2208125006291084,0.2208125006291084,10965040,80461824,9430.025,1316.354,2359.609,1292.848,0.0,0.0,0.0,64,0,True,0,42,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02281,100,123,1,1000,1,True,True,0.93734,0.11750000703614205,0.13083299636491574,118.18479413341265,0.11750000703614205,0.11750000703614205,0.11750000703614205,10965040,80461824,16550.453,123.0,0.0,318.0,0.0,0.0,0.0,2048,8192,False,0,42,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02277,100,123,1,1000,1,True,True,0.93734,0.22056249144952744,0.2762340009212494,219.3566590140108,0.22056249144952744,0.22056249144952744,0.22056249144952744,10965040,80461824,9423.861,1315.765,2359.362,1291.25,0.0,0.0,0.0,64,2048,True,0,42,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02288,100,570,1,1000,1,True,True,0.99617,0.7740834989817813,1.0546124969550874,777.366834168788,0.7740834989817813,0.7740834989817813,0.7740834989817813,10965040,80461824,33110.796,4768.912,8549.948,4433.888,0.0,0.0,0.0,64,0,True,0,42,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02280,100,123,1,1000,1,True,True,0.93734,0.11912499758182094,0.13404105848167092,120.15766109107062,0.11912499758182094,0.11912499758182094,0.11912499758182094,10965040,80461824,16550.453,123.0,0.0,318.0,0.0,0.0,0.0,512,8192,True,0,42,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02285,100,380,1,1000,1,True,True,0.99,0.29195800016168505,0.32000210630940273,293.5977914603427,0.29195800016168505,0.29195800016168505,0.29195800016168505,10965040,80461824,50864.535,380.0,0.0,978.234,0.0,0.0,0.0,512,8192,True,0,42,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02364,100,570,1,1000,1,True,True,0.10079,0.15637450269423425,0.2505222932086325,165.79200136766303,0.15637450269423425,0.15637450269423425,0.15637450269423425,10458620,77217792,432.051,0.0,0.0,0.0,4.085,4656.9,12.915,,,,,,16,100,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02363,100,570,1,1000,1,True,True,0.66958,0.22710449411533773,0.34287709204363637,239.12240414938424,0.22710449411533773,0.22710449411533773,0.22710449411533773,10458620,77217792,24668.607,0.0,0.0,0.0,1.717,1957.38,3.283,,,,,,4,10000,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02360,100,570,1,1000,1,True,True,0.57754,0.20702149777207524,0.2678127981198486,206.0930819134228,0.20702149777207524,0.20702149777207524,0.20702149777207524,10458620,77217792,18373.586,0.0,0.0,0.0,1.11,1265.4,3.89,,,,,,4,1000,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02309,100,82,1,1000,1,True,True,0.41828,0.07710449426667765,0.09779309475561604,79.39447120588738,0.07710449426667765,0.07710449426667765,0.07710449426667765,10458620,77217792,1967.976,0.0,0.0,0.0,27.128,4448.992,5.872,,,,,,32,1000,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02347,100,380,1,1000,1,True,True,0.59261,0.22639550297753885,0.31748809560667723,238.5231207299512,0.22639550297753885,0.22639550297753885,0.22639550297753885,10458620,77217792,12615.854,0.0,0.0,0.0,12.52,9515.2,4.48,,,,,,16,6400,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,refine-s02321,100,123,1,1000,1,True,True,0.8915,0.11120799899799749,0.13145800039637834,112.5374488037778,0.11120799899799749,0.11120799899799749,0.11120799899799749,10458620,77217792,13288.253,0.0,0.0,0.0,4.027,889.044,0.973,,,,,,4,10000,True
branch,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-1024-seed42,refine-s01033,1,117,1,1000,1,True,True,0.994,0.15881249419180676,0.2070482514682226,160.6993163441075,0.15881249419180676,0.15881249419180676,0.15881249419180676,10586160,82919424,4075.501,928.077,7131.775,1079.643,0.0,0.0,0.0,64,2048,True,0,42,,,
branch,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-1024-seed42,refine-s01031,1,78,1,1000,1,True,True,0.99,0.14525000005960464,0.16384759946959093,145.7813631859608,0.14525000005960464,0.14525000005960464,0.14525000005960464,10586160,82919424,32775.446,171.868,1016.894,681.516,0.0,0.0,0.0,512,8192,True,0,42,,,
branch,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-1024-seed42,refine-s01032,1,78,1,1000,1,True,True,0.99,0.15883299784036353,0.177087148767896,159.34548377117608,0.15883299784036353,0.15883299784036353,0.15883299784036353,10586160,82919424,41147.48,78.0,0.0,681.104,0.0,0.0,0.0,2048,8192,False,0,42,,,
branch,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-1024-seed42,refine-s01035,1,117,1,1000,1,True,True,0.994,0.1536250056233257,0.1976520550670102,155.6300829979591,0.1536250056233257,0.1536250056233257,0.1536250056233257,10586160,82919424,7018.193,806.482,6107.772,1060.024,0.0,0.0,0.0,128,0,True,0,42,,,
branch,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-1024-seed42,refine-s01036,1,117,1,1000,1,True,True,0.994,0.2138955023838207,0.23909229421406053,213.67124101379886,0.2138955023838207,0.2138955023838207,0.2138955023838207,10586160,82919424,48346.822,252.954,1469.877,1021.12,0.0,0.0,0.0,512,8192,True,0,42,,,
