operation,size,dimensions,repetition,step,milliseconds,count,live_payload_bytes,checksum
gather,4000000,256,0,8,0.635125,15726,160501024,208321549
gather,4000000,256,1,8,0.596792,15726,160501024,208321549
gather,4000000,256,2,8,0.593667,15726,160501024,208321549
gather,4000000,256,3,8,0.607292,15726,160501024,208321549
gather,4000000,256,4,8,0.593625,15726,160501024,208321549
