method,clusters,router,setting_id,repetitions,top_k,probes,start_depth,candidate_target,stop_when_exact,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,leaf_size,node_budget,prefer_deeper_ties,exploration,seed
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0106,1,30,10,,,,3000,3,True,True,0.9939666666666667,0.1584999990882352,0.5302961530105677,679.6624183189124,0.15902100130915642,0.15666650142520666,0.15920850273687392,10460464,71909376,29998.347,108.52,42406.958,13652.467,0.0,0.0,0.0,2048,1024,True,0,42
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0118,1,50,10,,,,3000,3,True,True,0.99326,0.22052049462217838,0.5590451997704804,750.9800719562918,0.21720799850299954,0.21377050143200904,0.23168751067714766,10460464,71909376,5460.969,362.089,145007.407,41705.383,0.0,0.0,0.0,128,8192,True,0,42
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0130,1,75,10,,,,3000,3,True,True,0.9927066666666666,0.27491599757922813,0.6671784940408542,924.9764356645755,0.2763960001175292,0.2652080002008006,0.285479000012856,10460464,71909376,6738.537,431.277,170959.855,51519.441,0.0,0.0,0.0,128,0,True,0,42
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0108,1,50,31,,,,3000,3,True,True,0.80312,0.040083999920170754,0.04841606132686138,122.81414300377946,0.04029099363833666,0.03970849502366036,0.040332990465685725,8366896,77807616,4191.465,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0111,1,50,67,,,,3000,3,True,True,0.90092,0.06579200271517038,0.07725415562163104,200.33514327951707,0.06654200842604041,0.06447949999710545,0.06660450162598863,8366896,77807616,9044.784,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0114,1,50,121,,,,3000,3,True,True,0.95036,0.10877049498958513,0.127048203285085,330.59315728314687,0.1101454981835559,0.1059789938153699,0.11097949754912406,8366896,77807616,16283.632,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0117,1,50,322,,,,3000,3,True,True,0.99004,0.24193750141421333,0.2732499997364357,730.6604080658872,0.24516700068488717,0.23516649525845423,0.24537449644412845,8366896,77807616,43157.822,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0120,1,75,35,,,,3000,3,True,True,0.8022666666666667,0.04620800609700382,0.05554406161536461,141.2798749661306,0.04658300167648122,0.04539550718618557,0.04681249993154779,8366896,77807616,4732.377,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0123,1,75,75,,,,3000,3,True,True,0.9016533333333333,0.07518749771406874,0.08862705508363432,228.95019402494654,0.07587499567307532,0.07337500574067235,0.07650000043213367,8366896,77807616,10123.537,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0004,1,1,4,,,,3000,3,True,True,0.913,0.03149999974993989,0.0662940423353575,107.63650281296577,0.03158350591547787,0.030499999411404133,0.032416501198895276,10460464,71991296,438.079,60.17,28024.727,2999.777,0.0,0.0,0.0,128,1024,True,0,42
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0007,1,1,5,,,,3000,3,True,True,0.953,0.036978999560233206,0.0725291487469802,124.2356498260051,0.036833494959864765,0.036332996387500316,0.03775001096073538,10460464,71991296,517.706,72.341,33698.108,3569.619,0.0,0.0,0.0,128,1024,True,0,42
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0010,1,1,9,,,,3000,3,True,True,0.992,0.057833007303997874,0.09376460075145579,190.21669450739864,0.057479002862237394,0.05629099905490875,0.05968699406366795,10460464,71991296,817.826,115.738,53692.536,5838.185,0.0,0.0,0.0,128,1024,True,0,42
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0016,1,2,4,,,,3000,3,True,True,0.909,0.0322499981848523,0.08612915116827932,121.15795724093914,0.03204149834346026,0.031228999432642013,0.03366700548212975,10460464,71991296,588.812,66.863,30333.292,4145.55,0.0,0.0,0.0,128,1024,True,0,42
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0019,1,2,6,,,,3000,3,True,True,0.966,0.04333299875725061,0.10943479574052607,157.90531557286158,0.042708001274149865,0.04208299651509151,0.045249995309859514,10460464,71991296,777.623,91.855,41771.106,5573.342,0.0,0.0,0.0,128,1024,True,0,42
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0022,1,2,9,,,,3000,3,True,True,0.993,0.059250000049360096,0.14308399186120369,212.73353406286333,0.058062498283106834,0.05793749733129516,0.0614160016993992,10460464,71991296,1034.332,125.13,56820.596,7552.408,0.0,0.0,0.0,128,1024,True,0,42
branch,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-64-seed42,final-s0028,1,3,7,,,,3000,3,True,True,0.9003333333333333,0.03095800639130175,0.0813413469586521,116.38374248286709,0.031082992791198194,0.030520503059960902,0.031208503060042858,10467120,78331904,579.514,124.931,14177.95,2219.203,0.0,0.0,0.0,64,0,True,0,42
branch,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-64-seed42,final-s0052,1,7,8,,,,3000,3,True,True,0.908,0.041749997762963176,0.12223508892930098,166.56666703056544,0.039520506106782705,0.03875000402331352,0.04610400355886668,10467120,78331904,1632.668,141.729,15469.933,3155.953,0.0,0.0,0.0,128,0,True,0,42
branch,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-64-seed42,final-s0055,1,7,12,,,,3000,3,True,True,0.954,0.05364549724617973,0.1562610392284111,215.08951460418757,0.05370800499804318,0.05314550071489066,0.05431200406746939,10467120,78331904,2157.665,193.378,21187.657,4233.959,0.0,0.0,0.0,128,1024,True,0,42
branch,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-64-seed42,final-s0064,1,10,8,,,,3000,3,True,True,0.9012,0.04204150172881782,0.1207687528221867,168.83305659575853,0.04187499871477485,0.04187499871477485,0.04239549889462069,10467120,78331904,5269.462,98.236,10486.037,2486.659,0.0,0.0,0.0,512,8192,True,0,42
branch,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-64-seed42,final-s0067,1,10,12,,,,3000,3,True,True,0.9503,0.057396006013732404,0.17058929297490974,235.24725637980737,0.05745850648963824,0.056312499509658664,0.05850000161444768,10467120,78331904,2553.973,210.879,22659.303,5058.579,0.0,0.0,0.0,128,0,True,0,42
branch,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-64-seed42,final-s0079,1,15,13,,,,3000,3,True,True,0.9577333333333333,0.07368699880316854,0.20787679968634595,287.8184887813404,0.07360400195466354,0.07325000478886068,0.07404149801004678,10467120,78331904,3300.559,251.42,26458.093,6573.989,0.0,0.0,0.0,128,1024,True,0,42
prefix,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-1024-seed42,final-s0011,1,1,78,4,0,True,3000,3,True,True,0.99,0.11791650467785075,0.18575420253910122,364.63505298888776,0.11795799946412444,0.11768750118790194,0.11862500105053186,10458620,77529088,26153.499,0.0,0.0,0.0,3.511,494.988,1.489,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0036,1,5,18,,,,3000,3,True,True,0.802,0.023458997020497918,0.028416994609870017,72.0808705809759,0.023437496565748006,0.023415996110998094,0.023542001144960523,8366896,77742080,2436.542,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0039,1,5,40,,,,3000,3,True,True,0.901,0.03841700527118519,0.04537499698926695,117.40784088033251,0.038291997043415904,0.03829100023722276,0.03879200085066259,8366896,77742080,5407.89,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0042,1,5,73,,,,3000,3,True,True,0.9502,0.06112499977461994,0.07025206068647093,185.25953612697776,0.06091600516811013,0.06062499596737325,0.06172949360916391,8366896,77742080,9852.251,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0045,1,5,218,,,,3000,3,True,True,0.99,0.16170900198630989,0.1830830005928874,489.28754769440275,0.16131250595208257,0.16125000547617674,0.16252099885605276,8366896,77742080,29270.203,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0048,1,7,19,,,,3000,3,True,True,0.8027142857142857,0.024375010980293155,0.02925210428657009,74.74893926701043,0.02435450005577877,0.0242294991039671,0.024583001504652202,8366896,77742080,2570.73,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0051,1,7,43,,,,3000,3,True,True,0.9008571428571429,0.041332998080179095,0.04879405387328005,126.22538705181796,0.041207997128367424,0.04112499300390482,0.04170800093561411,8366896,77742080,5808.851,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
branch,256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-256-seed42,final-s0076,1,15,16,,,,3000,3,True,True,0.906,0.05412500468082726,0.11883510596817358,192.38585252605844,0.05395799962570891,0.05385399708757177,0.054708492825739086,10490416,84426752,3417.695,245.981,6535.508,1776.241,0.0,0.0,0.0,128,8192,True,0,42
branch,256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-256-seed42,final-s0091,1,20,27,,,,3000,3,True,True,0.9521,0.08433350012637675,0.19109854329144574,302.29785344272386,0.08504099969286472,0.08239599992521107,0.08593749953433871,10490416,84426752,5617.373,395.086,10332.882,2972.214,0.0,0.0,0.0,128,8192,True,0,42
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0095,1,20,280,0,0,True,3000,3,True,True,0.99005,0.2010000025620684,0.22837704309495166,608.0507017031778,0.2032705015153624,0.1959790024557151,0.20381250214995816,10458620,77496320,37553.53,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0098,1,30,26,0,0,True,3000,3,True,True,0.8015,0.03254199691582471,0.038835107261547805,99.19963309948798,0.03270800516474992,0.031207993743009865,0.033625008654780686,10458620,77496320,3515.834,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0101,1,30,58,0,0,True,3000,3,True,True,0.9012666666666667,0.0543750065844506,0.06412704387912525,165.67890546866693,0.05462499393615872,0.052770497859455645,0.05579200660577044,10458620,77496320,7829.971,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0104,1,30,105,0,0,True,3000,3,True,True,0.9503333333333334,0.09112500993069261,0.10558300709817559,276.54498026822694,0.09129199315793812,0.08850000449456275,0.09316699288319796,10458620,77496320,14137.271,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0107,1,30,292,0,0,True,3000,3,True,True,0.99,0.21100000594742596,0.23987499371287413,637.9653939802665,0.2135004979209043,0.20475000201258808,0.21481249859789386,10458620,77496320,39158.445,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0110,1,50,31,0,0,True,3000,3,True,True,0.80312,0.039165999623946846,0.04675415621022692,119.38161877333187,0.038749989471398294,0.03854149690596387,0.03999999898951501,10458620,77496320,4191.465,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0109,1,50,31,,,,3000,3,True,True,0.80312,0.04249999619787559,0.05062709242338313,129.77275205776095,0.042583000322338194,0.04170800093561411,0.04302050365367904,10965040,80658432,4191.465,31.0,0.0,80.446,0.0,0.0,0.0,2048,8192,True,0,42
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0112,1,50,67,,,,3000,3,True,True,0.90092,0.0702499964972958,0.08183510071830823,213.45582089270465,0.0701669996487908,0.06874999962747097,0.07166599971242249,10965040,80658432,9044.784,67.0,0.0,173.713,0.0,0.0,0.0,2048,8192,True,0,42
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0115,1,50,121,,,,3000,3,True,True,0.95036,0.11649999942164868,0.13404614874161777,352.90293890284374,0.11743700451916084,0.11308299872325733,0.1184585053124465,10965040,80658432,16283.632,121.0,0.0,312.843,0.0,0.0,0.0,522931,0,False,0,42
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0121,1,75,35,,,,3000,3,True,True,0.8022666666666667,0.04904100205749273,0.05791599760414101,149.0912928857142,0.049416994443163276,0.04791699757333845,0.049665999540593475,10965040,80658432,4732.377,35.0,0.0,90.851,0.0,0.0,0.0,2048,1024,True,0,42
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0124,1,75,75,,,,3000,3,True,True,0.9016533333333333,0.08024999988265336,0.09241905136150307,243.28473210334778,0.08077100210357457,0.07800000457791612,0.08174999675247818,10965040,80658432,10123.537,75.0,0.0,194.41,0.0,0.0,0.0,2048,1024,True,0,42
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0127,1,75,134,,,,3000,3,True,True,0.9501066666666667,0.13249999756226316,0.15312703762901947,400.8930651471019,0.13472900172928348,0.12724999396596104,0.13541699445340782,10965040,80658432,18026.948,134.0,0.0,346.423,0.0,0.0,0.0,2048,8192,True,0,42
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0054,1,7,80,,,,3000,3,True,True,0.9507142857142857,0.06749999010935426,0.07912500586826354,205.44034318299964,0.06741599645465612,0.06685449625365436,0.06833299994468689,8366896,77873152,10790.174,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0057,1,7,223,,,,3000,3,True,True,0.99,0.16925000090850517,0.1932079903781414,510.9546920284629,0.16997950297081843,0.1670835044933483,0.17027099966071546,8366896,77873152,29937.305,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0060,1,10,20,,,,3000,3,True,True,0.801,0.025375004042871296,0.03066699719056487,77.73259247187525,0.025250003091059625,0.02524999581510201,0.025667002773843706,8366896,77873152,2705.636,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0063,1,10,45,,,,3000,3,True,True,0.9009,0.04302050365367904,0.051294058357598246,131.29258337721694,0.043000000005122274,0.04268750490155071,0.04327049828134477,8366896,77873152,6077.925,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0066,1,10,84,,,,3000,3,True,True,0.95,0.07008400280028582,0.08266904987976885,213.7155651143985,0.07041649223538116,0.0694170012138784,0.07052050204947591,8366896,77873152,11326.941,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0069,1,10,243,,,,3000,3,True,True,0.99,0.18050000653602183,0.20638124988181514,545.7805548503529,0.18116699357051402,0.17897949874168262,0.18177049787482247,8366896,77873152,32612.65,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0133,1,100,38,,,,3000,3,True,True,0.80108,0.054916992667131126,0.06541605980601162,167.57081053219736,0.054583491873927414,0.05422950926003978,0.055958007578738034,10965040,80609280,5139.612,38.0,0.0,98.674,0.0,0.0,0.0,2048,8192,True,0,42
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0136,1,100,82,,,,3000,3,True,True,0.90087,0.0902499959920533,0.10470899069332518,273.7567938893335,0.09000000136438757,0.08858300861902535,0.09225000394508243,10965040,80609280,11059.047,82.0,0.0,212.417,0.0,0.0,0.0,2048,1024,True,0,42
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0139,1,100,147,,,,3000,3,True,True,0.95032,0.14510450273519382,0.16399999731220305,438.42233472969383,0.14520799595629796,0.14341600763145834,0.1468124974053353,10965040,80609280,19772.328,147.0,0.0,379.936,0.0,0.0,0.0,2048,8192,True,0,42
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0018,1,2,67,,,,3000,3,True,True,0.95,0.0576250022277236,0.06846105461590922,175.74913466523867,0.05775000317953527,0.05664550553774461,0.05849999433849007,8366896,77905920,9044.784,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0021,1,2,208,,,,3000,3,True,True,0.99,0.156541500473395,0.180294101301115,474.80606805766,0.1578544979565777,0.1535620031063445,0.15856249956414104,8366896,77905920,27934.374,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0024,1,3,17,,,,3000,3,True,True,0.805,0.022374995751306415,0.0262520603428129,68.20217944914475,0.02258300082758069,0.021832995116710663,0.02262500493088737,8366896,77905920,2303.095,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0027,1,3,37,,,,3000,3,True,True,0.9,0.036124998587183654,0.04266905089025384,109.91250173537992,0.03616700996644795,0.03462500171735883,0.037291989428922534,8366896,77905920,5003.783,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0030,1,3,70,,,,3000,3,True,True,0.95,0.058959005400538445,0.06946106223040259,179.355907603167,0.059207995946053416,0.05625000630971044,0.06120800389908254,8366896,77905920,9447.94,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0033,1,3,208,,,,3000,3,True,True,0.99,0.15602050552843139,0.17737499802024104,471.9537066994235,0.15652050205972046,0.15262499800883234,0.15887500921962783,8366896,77905920,27934.374,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0031,1,3,5,,,,3000,3,True,True,0.9516666666666667,0.03908299549948424,0.11891699978150427,155.63220984768122,0.039333506720140576,0.03820800338871777,0.03962500341003761,10460464,71925760,814.459,86.138,38554.072,5850.288,0.0,0.0,0.0,128,1024,True,0,42
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0034,1,3,9,,,,3000,3,True,True,0.9913333333333333,0.05968749610474333,0.17650210502324626,229.85469255945645,0.059999503719154745,0.05775000317953527,0.06112499977461994,10460464,71925760,1226.244,134.513,60167.616,9047.812,0.0,0.0,0.0,128,0,True,0,42
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0040,1,5,4,,,,3000,3,True,True,0.9078,0.035249991924501956,0.1223812505486421,153.43329063034616,0.03541699697962031,0.03458399442024529,0.03585399826988578,10460464,71925760,908.486,83.004,36276.599,6573.44,0.0,0.0,0.0,128,8192,True,0,42
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0043,1,5,6,,,,3000,3,True,True,0.9672,0.04764550249092281,0.16350414371117947,201.92499928816687,0.04764600453199819,0.046562003262806684,0.04824999632546678,10460464,71925760,1182.183,111.897,49055.737,8659.82,0.0,0.0,0.0,128,1024,True,0,42
