setting_id,method,router,clusters,probes,leaf_size,node_budget,key_bits,recall,p50_ms,process_p50_min_ms,process_p50_max_ms,mean_scored,mean_split_words,mean_leaf_words,mean_key_lookups,logical_index_bytes,lifetime_peak_bytes,complete_processes,qualified
setting-100,branch,ivf,8192,353,1000000,0,0,0.9002,1.4448121655732393,1.4448121655732393,1.4448121655732393,42847.11,0.0,842.46,0.0,80310784,216907776,1,True
setting-000,scan,none,1,1,0,0,0,1.0,25.11064615100622,25.11064615100622,25.11064615100622,1000000.0,0.0,0.0,0.0,40000000,153993216,1,True
setting-024,scan,ivf,256,52,0,0,0,0.95025,5.464312387630343,5.464312387630343,5.464312387630343,211418.835,0.0,0.0,0.0,40000000,158711808,1,True
setting-030,keys,ivf,256,52,0,0,4,0.95025,5.839083576574922,5.839083576574922,5.839083576574922,211418.835,0.0,0.0,832.0,40038700,140705792,1,True
setting-073,branch,ivf,4096,1330,128,256,0,0.03345,0.38737431168556213,0.38737431168556213,0.38737431168556213,1614.27,1081.35,30.08,0.0,76110336,220381184,1,True
setting-051,branch,ivf,4096,72,512,0,0,0.80005,0.5854163318872452,0.5854163318872452,0.5854163318872452,18106.705,30.11,333.53,0.0,76110336,220512256,1,True
setting-052,branch,ivf,4096,72,1000000,0,0,0.80005,0.5836039781570435,0.5836039781570435,0.5836039781570435,18106.705,0.0,317.625,0.0,76110336,220446720,1,True
setting-064,scan,ivf,4096,467,0,0,0,0.95005,3.198791528120637,3.198791528120637,3.198791528120637,114476.795,0.0,0.0,0.0,40000000,183025664,1,True
setting-058,branch,ivf,4096,211,128,1024,0,0.1215,0.4478751216083765,0.4478751216083765,0.4478751216083765,5524.59,4415.76,203.385,0.0,76110336,220430336,1,True
setting-126,keys,ivf,8192,8192,0,0,4,1.0,39.39356282353401,39.39356282353401,39.39356282353401,1000000.0,0.0,0.0,131072.0,40812440,163020800,1,True
setting-093,keys,ivf,8192,127,0,0,1,0.8004,0.6521041505038738,0.6521041505038738,0.6521041505038738,15614.785,0.0,0.0,254.0,40307400,161464320,1,True
setting-017,branch,ivf,256,29,128,256,0,0.0008,0.08110399357974529,0.08110399357974529,0.08110399357974529,39.275,16453.0,25.075,0.0,72272384,192380928,1,True
setting-025,branch,ivf,256,52,128,256,0,0.0,0.08018733933568001,0.08018733933568001,0.08018733933568001,9.46,16389.885,6.125,0.0,72272384,192167936,1,True
setting-080,scan,ivf,4096,4096,0,0,0,1.0,26.457645697519183,26.457645697519183,26.457645697519183,1000000.0,0.0,0.0,0.0,40000000,170950656,1,True
setting-118,keys,ivf,8192,2440,0,0,4,0.99,11.575208278372884,11.575208278372884,11.575208278372884,295858.36,0.0,0.0,39040.0,40812440,162873344,1,True
setting-089,branch,ivf,8192,127,128,256,0,0.3777,0.4364375490695238,0.4364375490695238,0.4364375490695238,7864.095,554.5,168.415,0.0,80310784,223215616,1,True
setting-047,keys,ivf,256,256,0,0,8,1.0,31.92177088931203,31.92177088931203,31.92177088931203,1000000.0,0.0,0.0,65536.0,40425820,141934592,1,True
setting-026,branch,ivf,256,52,128,1024,0,0.28635,0.753812724724412,0.753812724724412,0.753812724724412,4987.2,61693.19,5102.715,0.0,72272384,192249856,1,True
setting-034,branch,ivf,256,119,128,1024,0,0.00265,0.3225000109523535,0.3225000109523535,0.3225000109523535,507.28,64808.97,347.325,0.0,72272384,180649984,1,True
setting-099,branch,ivf,8192,353,512,0,0,0.9002,1.4525828883051872,1.4525828883051872,1.4525828883051872,42847.11,0.0,842.46,0.0,80310784,223379456,1,True
setting-105,branch,ivf,8192,778,128,256,0,0.34945,0.7417704910039902,0.7417704910039902,0.7417704910039902,13796.71,335.8,277.57,0.0,80310784,224051200,1,True
setting-076,branch,ivf,4096,1330,1000000,0,0,0.99,9.15293744765222,9.15293744765222,9.15293744765222,325353.42,0.0,5731.67,0.0,76110336,220561408,1,True
setting-102,keys,ivf,8192,353,0,0,4,0.9002,1.6621248796582222,1.6621248796582222,1.6621248796582222,42847.11,0.0,0.0,5648.0,40812440,163053568,1,True
setting-010,branch,ivf,256,12,128,1024,0,0.7198,1.1679790914058685,1.1679790914058685,1.1679790914058685,14736.395,52122.99,18099.985,0.0,72272384,192151552,1,True
