query,top_k,query_l1,kth_score,gap,optimistic_min_depth
0,1,4.6163182952441275,4.309787137899548,0.3065311573445797,1
1,1,4.659432175103575,4.4023289806209505,0.25710319448262453,1
2,1,4.108152125030756,3.9220851697027683,0.18606695532798767,1
3,1,4.270055229309946,4.020206575747579,0.24984865356236696,1
4,1,4.250617954850895,3.9965718202583957,0.2540461345924996,1
5,1,4.056225117761642,3.940138922072947,0.11608619568869472,1
6,1,4.11094253975898,3.8551676711067557,0.25577486865222454,1
7,1,4.719469789648429,4.498086327454075,0.22138346219435334,1
8,1,4.202129090670496,4.12529848748818,0.07683060318231583,1
9,1,4.13090143725276,3.889672562479973,0.2412288747727871,1
10,1,4.657393726403825,4.584116685087793,0.07327704131603241,1
11,1,4.570994082838297,4.555885896086693,0.01510818675160408,1
12,1,4.593209054321051,4.459004342556,0.1342047117650509,1
13,1,4.6753483563661575,4.266280671581626,0.4090676847845316,1
14,1,4.477312681265175,4.240549621172249,0.23676306009292603,1
15,1,4.9770569279789925,4.840312145650387,0.13674478232860565,1
16,1,4.312217592261732,4.269981582649052,0.04223600961267948,1
17,1,4.396900371415541,4.238564699189737,0.15833567222580314,1
18,1,4.318139910232276,4.216799317393452,0.1013405928388238,1
19,1,4.446551205590367,4.446551205590367,0.0,1
20,1,4.05164079516544,4.042785351542989,0.008855443622451276,1
21,1,4.63806455489248,4.63806455489248,0.0,1
22,1,4.202621573582292,4.154458502307534,0.048163071274757385,1
23,1,4.420188277959824,4.393550682812929,0.026637595146894455,1
24,1,4.794687449932098,4.350403618067503,0.4442838318645954,1
25,1,4.692295105429366,4.3024628919083625,0.3898322135210037,1
26,1,4.328860762994736,4.155166819225997,0.1736939437687397,1
27,1,4.796938313636929,4.243443766143173,0.5534945474937558,1
28,1,4.51514347596094,4.4995706477202475,0.015572828240692616,1
29,1,4.680330833420157,4.587505029514432,0.09282580390572548,1
30,1,4.682023429777473,4.682023429777473,0.0,1
31,1,4.026189921889454,3.8814276116900146,0.14476231019943953,1
0,10,4.6163182952441275,3.9973597461357713,0.6189585491083562,1
1,10,4.659432175103575,4.219637585338205,0.4397945897653699,1
2,10,4.108152125030756,3.8168090395629406,0.2913430854678154,1
3,10,4.270055229309946,3.8541969903744757,0.4158582389354706,1
4,10,4.250617954850895,3.8500854932062794,0.400532461644616,1
5,10,4.056225117761642,3.749874066095799,0.30635105166584253,1
6,10,4.11094253975898,3.5365076130256057,0.5744349267333746,1
7,10,4.719469789648429,3.792583611095324,0.9268861785531044,1
8,10,4.202129090670496,3.9940085508860648,0.20812053978443146,1
9,10,4.13090143725276,3.736485932022333,0.3944155052304268,1
10,10,4.657393726403825,4.131002965266816,0.5263907611370087,1
11,10,4.570994082838297,4.271814696490765,0.2991793863475323,1
12,10,4.593209054321051,4.329671755433083,0.26353729888796806,1
13,10,4.6753483563661575,3.9360244758427143,0.7393238805234432,1
14,10,4.477312681265175,4.011852764524519,0.4654599167406559,1
15,10,4.9770569279789925,4.515915859490633,0.46114106848835945,1
16,10,4.312217592261732,4.160613163374364,0.15160442888736725,1
17,10,4.396900371415541,4.05031009321101,0.3465902782045305,1
18,10,4.318139910232276,3.9468228523619473,0.3713170578703284,1
19,10,4.446551205590367,4.118560766801238,0.32799043878912926,1
20,10,4.05164079516544,3.9504011053650174,0.10123968980042264,1
21,10,4.63806455489248,4.478693841956556,0.15937071293592453,1
22,10,4.202621573582292,4.007970089092851,0.19465148448944092,1
23,10,4.420188277959824,4.081935305148363,0.3382529728114605,1
24,10,4.794687449932098,3.958943873643875,0.8357435762882233,1
25,10,4.692295105429366,4.016449020477012,0.6758460849523544,1
26,10,4.328860762994736,4.031707141082734,0.29715362191200256,1
27,10,4.796938313636929,3.958117404486984,0.8388209091499448,2
28,10,4.51514347596094,4.064916934352368,0.450226541608572,1
29,10,4.680330833420157,4.417171398177743,0.2631594352424145,1
30,10,4.682023429777473,4.3760771988891065,0.3059462308883667,1
31,10,4.026189921889454,3.759241688530892,0.266948233358562,1
0,100,4.6163182952441275,3.706147084478289,0.9101712107658386,2
1,100,4.659432175103575,3.9312190585769713,0.7282131165266037,1
2,100,4.108152125030756,3.6240747831761837,0.4840773418545723,1
3,100,4.270055229309946,3.6623402195982635,0.6077150097116828,1
4,100,4.250617954850895,3.5453101965540554,0.7053077582968399,1
5,100,4.056225117761642,3.528563041705638,0.5276620760560036,1
6,100,4.11094253975898,3.356294090859592,0.7546484488993883,1
7,100,4.719469789648429,3.458579439902678,1.2608903497457504,2
8,100,4.202129090670496,3.815207925159484,0.3869211655110121,1
9,100,4.13090143725276,3.528830997645855,0.602070439606905,1
10,100,4.657393726403825,3.7137597714317963,0.9436339549720287,2
11,100,4.570994082838297,3.9638974852859974,0.6070965975522995,1
12,100,4.593209054321051,3.9246345423161983,0.6685745120048523,1
13,100,4.6753483563661575,3.560376428067684,1.1149719282984734,2
14,100,4.477312681265175,3.6702291117981076,0.8070835694670677,2
15,100,4.9770569279789925,4.084937322884798,0.8921196050941944,2
16,100,4.312217592261732,3.8508433708921075,0.46137422136962414,1
17,100,4.396900371415541,3.787724633468315,0.6091757379472256,1
18,100,4.318139910232276,3.616341787856072,0.7017981223762035,1
19,100,4.446551205590367,3.7307904046028852,0.7157608009874821,1
20,100,4.05164079516544,3.7768671898229513,0.27477360534248874,1
21,100,4.63806455489248,4.0667544743046165,0.5713100805878639,1
22,100,4.202621573582292,3.838884400203824,0.36373717337846756,1
23,100,4.420188277959824,3.7826955765485764,0.6374927014112473,1
24,100,4.794687449932098,3.568738967180252,1.2259484827518463,2
25,100,4.692295105429366,3.6867221903521568,1.0055729150772095,2
26,100,4.328860762994736,3.7711916896514595,0.557669073343277,1
27,100,4.796938313636929,3.6872231350280344,1.1097151786088943,2
28,100,4.51514347596094,3.646778153721243,0.868365322239697,2
29,100,4.680330833420157,4.091506598517299,0.5888242349028587,1
30,100,4.682023429777473,4.057533176150173,0.6244902536273003,1
31,100,4.026189921889454,3.4569847150705755,0.5692052068188787,1
32,1,4.0662005331832916,4.042029666947201,0.02417086623609066,1
33,1,4.293886637780815,4.278547638561577,0.015338999219238758,1
34,1,4.199034639867023,4.181216764496639,0.017817875370383263,1
35,1,4.610643298365176,4.297525350935757,0.31311794742941856,1
36,1,4.234155461192131,4.082352574914694,0.1518028862774372,1
37,1,4.432911440497264,4.36993084452115,0.06298059597611427,1
38,1,3.931657976936549,3.8771795793436468,0.054478397592902184,1
39,1,4.295066746883094,4.1840271996334195,0.1110395472496748,1
40,1,4.488437414634973,4.397189617622644,0.0912477970123291,1
41,1,4.452879227697849,4.204470464959741,0.24840876273810863,1
