query,top_k,query_l1,kth_score,gap,optimistic_min_depth
0,1,24.643338713460253,19.596856532458332,5.04648218100192,31
1,1,25.671312050209963,20.201456585738924,5.469855464471038,36
2,1,25.241511717281355,21.348794631118835,3.89271708616252,22
3,1,24.884585830572178,17.958000033220742,6.926585797351436,43
4,1,25.160579208124545,22.286078942081076,2.8745002660434693,16
5,1,24.645852219706285,19.52004253353516,5.125809686171124,30
6,1,25.345252840590547,23.178759779271786,2.1664930613187607,12
7,1,25.466247881204254,23.747679131132827,1.7185687500714266,9
8,1,25.049443473990323,22.33518846437255,2.714255009617773,15
9,1,25.259224918234395,21.572617199388333,3.686607718846062,22
10,1,25.530341594563197,21.69854295331288,3.831798641250316,24
11,1,25.230580971987365,21.811127601413318,3.419453370574047,20
12,1,24.694033157182275,19.2164934581524,5.477539699029876,32
13,1,25.569816257491766,22.57437580444821,2.9954404530435568,17
14,1,25.309583619293335,18.769261994586486,6.5403216247068485,42
15,1,25.283569590292245,21.204427707793002,4.079141882499243,26
16,1,24.733410030270534,20.918789861678306,3.814620168592228,21
17,1,25.422514653762846,21.753271849562225,3.6692428042006213,23
18,1,24.822459881661416,21.940271984405626,2.8821878972557897,15
19,1,25.163740873440474,23.19233614294899,1.9714047304914857,10
20,1,25.2267206845263,22.647288781181487,2.579431903344812,14
21,1,25.4637525902167,18.775075471019136,6.688677119197564,44
22,1,24.63441971542852,20.2487125752632,4.385707140165323,25
23,1,25.311863302398706,20.772135623847134,4.539727678551571,28
24,1,25.50623561899556,21.799724627016985,3.7065109919785755,24
25,1,25.56967673283907,23.750526726720636,1.8191500061184342,11
26,1,24.528080269174097,21.189719268248155,3.338361000925943,17
27,1,25.234593459710595,19.064127791163628,6.170465668546967,40
28,1,25.476662423701782,23.335775507053768,2.1408869166480144,12
29,1,25.261690147006448,21.491130004778825,3.770560142227623,22
30,1,25.57112112800678,21.71285322012409,3.8582679078826914,23
31,1,24.861434381429717,19.332121757212008,5.5293126242177095,33
0,10,24.643338713460253,14.019052242540056,10.624286470920197,74
1,10,25.671312050209963,11.637686630143435,14.033625420066528,111
2,10,25.241511717281355,18.632822484575627,6.6086892327057285,42
3,10,24.884585830572178,15.249146298796404,9.635439531775774,65
4,10,25.160579208124545,18.459871881481376,6.700707326643169,42
5,10,24.645852219706285,16.66906042410119,7.976791795605095,50
6,10,25.345252840590547,16.8244802501722,8.520772590418346,59
7,10,25.466247881204254,15.482620075688828,9.983627805515425,72
8,10,25.049443473990323,18.6116238530758,6.437819620914524,40
9,10,25.259224918234395,18.65250679582823,6.606718122406164,43
10,10,25.530341594563197,15.136217125374515,10.394124469188682,77
11,10,25.230580971987365,16.53469914048401,8.695881831503357,60
12,10,24.694033157182275,16.398689472305705,8.29534368487657,54
13,10,25.569816257491766,14.967551214715058,10.602265042776708,78
