setting_id,method,clusters,probes,target,leaf_size,node_budget,key_bits,status,predicted_docs_in_opened_clusters,predicted_mask_words_in_opened_clusters,predicted_routing_recall,recall,query_ms_p50,query_ms_p90,search_ms_p50,routing_ms_p50,documents_scored,split_words,leaf_words,nodes,key_lookups,keys,stop_reasons,codes_bytes,row_ids_bytes,bitplanes_bytes,directory_bytes,occupied_keys,logical_index_bytes,routing_payload_bytes,resident_bytes,lifetime_peak_bytes,fits_ram,build_ms,measurements,power_unchanged,predicted_search_ms,search_ms_error_percent,predicted_documents_scored,predicted_recall,predicted_keys,predicted_key_lookups,predicted_split_words,predicted_leaf_words
s050,branch,256,12,0.8,128,4096,0,complete,50005.31,787.3,0.8055,0.8055,3.1777287367731333,3.890974447131157,3.1604787800461054,0.019437167793512344,49973.26,92989.55,85377.775,2505.365,0.0,0.0,"[""budget"", ""exhausted""]",32000000,8000000,32272384,0,0,72272384,264192,152977408,192462848,True,538.314875215292,400,True,2.3917787708077745,-24.322264528133203,,,,,,
s134,keys,4096,211,0.9,0,0,12,complete,52163.9,917.5,0.9,0.9,12.25281273946166,13.468058593571186,12.126541696488857,0.12222910299897194,52163.9,0.0,0.0,0.0,864256.0,4096.0,"[""exhausted""]",32000000,8000000,0,7694100,384705,47694100,4227072,136445952,176078848,True,166.59224964678288,400,True,12.988263752794639,7.10608249139395,52163.9,0.9,4096,864256,,
s018,scan,64,11,0.9,0,0,0,complete,178239.105,2790.705,0.9085,0.9085,4.704999970272183,5.369250848889351,4.684271523728967,0.018979422748088837,178239.105,0.0,0.0,0.0,0.0,0.0,"[""exhausted""]",32000000,8000000,0,0,0,40000000,66048,106708992,146538496,True,11.125292163342237,400,True,4.6814172760480135,-0.060932583999337826,178239.105,0.9085,,,,
s103,branch,1024,164,0.95,128,512,0,complete,160583.65,2590.795,0.95,0.0008,0.15208288095891476,0.18002516590058806,0.11820811778306961,0.03408361226320267,60.155,8085.08,9.365,512.0,0.0,0.0,"[""budget""]",32000000,8000000,33024000,0,0,73024000,1056768,160038912,199655424,True,545.366708189249,400,True,0.1364680182149929,15.447247426300342,,,,,,
s028,branch,64,18,0.95,1000000,0,0,complete,286891.74,4491.88,0.9537,0.9537,8.014062652364373,9.154653735458853,7.991541642695665,0.02445792779326439,286891.74,0.0,4491.88,18.0,0.0,0.0,"[""exhausted""]",32000000,8000000,32065536,0,0,72065536,66048,138264576,178126848,True,559.266374912113,400,True,8.493131986727079,6.276515426655769,286891.74,0.9537,,,0.0,4491.88
s131,branch,4096,211,0.9,128,4096,0,complete,52163.9,917.5,0.9,0.8976,2.3762290365993977,2.8471914585679774,2.272167010232806,0.10431231930851936,50973.765,9138.73,6849.885,3286.72,0.0,0.0,"[""budget"", ""exhausted""]",32000000,8000000,36110336,0,0,76110336,4227072,180715520,220430336,True,553.8047077134252,400,True,2.3255471398617735,2.349304843727046,,,,,,
s009,scan,64,6,0.8,0,0,0,complete,98609.57,1543.98,0.8255,0.8255,2.645103959366679,3.131428826600313,2.634708071127534,0.0119796022772789,98609.57,0.0,0.0,0.0,0.0,0.0,"[""exhausted""]",32000000,8000000,0,0,0,40000000,66048,107577344,147423232,True,11.340791825205088,400,True,2.6104338688902633,-0.921324168824608,98609.57,0.8255,,,,
s163,branch,8192,353,0.9,1000000,0,0,complete,42847.11,842.46,0.9002,0.9002,1.4957711100578308,1.6614167485386133,1.304500037804246,0.1879790797829628,42847.11,0.0,842.46,353.0,0.0,0.0,"[""exhausted""]",32000000,8000000,40310784,0,0,80310784,8454144,191922176,231686144,True,567.8919171914458,400,True,1.360750911296173,4.31206376863043,42847.11,0.9002,,,0.0,842.46
s037,branch,64,37,0.99,1000000,0,0,complete,580487.105,9088.465,0.99,0.99,15.46629099175334,16.595870489254594,15.439708717167377,0.023875152692198753,580487.105,0.0,9088.465,37.0,0.0,0.0,"[""exhausted""]",32000000,8000000,32065536,0,0,72065536,66048,134545408,174358528,True,552.8726670891047,400,True,17.175379694478668,11.241604418232331,580487.105,0.99,,,0.0,9088.465
s036,scan,64,37,0.99,0,0,0,complete,580487.105,9088.465,0.99,0.99,14.913729159161448,15.748983481898904,14.887146186083555,0.02539600245654583,580487.105,0.0,0.0,0.0,0.0,0.0,"[""exhausted""]",32000000,8000000,0,0,0,40000000,66048,105955328,145801216,True,10.528375394642353,400,True,15.142974455333192,1.718450709436737,580487.105,0.99,,,,
s143,keys,4096,467,0.95,0,0,12,complete,114476.795,2016.035,0.95005,0.95005,29.508270788937807,31.59117843024433,29.36189598403871,0.14727097004652023,114476.795,0.0,0.0,0.0,1912832.0,4096.0,"[""exhausted""]",32000000,8000000,0,7694100,384705,47694100,4227072,136478720,176128000,True,166.25108290463686,400,True,28.703100431057276,-2.243709171027509,114476.795,0.95005,4096,1912832,,
s140,branch,4096,467,0.95,128,4096,0,complete,114476.795,2016.035,0.95005,0.64535,2.5163539685308933,3.5839290823787455,2.3747500963509083,0.13314606621861458,52125.23,15711.935,3529.225,4091.805,0.0,0.0,"[""budget"", ""exhausted""]",32000000,8000000,36110336,0,0,76110336,4227072,180830208,220528640,True,552.7519593015313,400,True,2.543847253307725,7.120629543995176,,,,,,
s111,branch,1024,420,0.99,128,64,0,complete,412040.445,6644.99,0.99,0.0,0.09068707004189491,0.1037962269037962,0.04770886152982712,0.04224991425871849,0.0,1012.965,0.0,64.0,0.0,0.0,"[""budget""]",32000000,8000000,33024000,0,0,73024000,1056768,177717248,217415680,True,543.3324170298874,400,True,0.024935881757670995,-47.73322825554887,,,,,,
s016,keys,64,6,0.8,0,0,8,complete,98609.57,1543.98,0.8255,0.8255,2.885562600567937,3.342716675251723,2.8724586591124535,0.012437812983989716,98609.57,0.0,0.0,0.0,1536.0,256.0,"[""exhausted""]",32000000,8000000,0,137440,6872,40137440,66048,95813632,135626752,True,170.78958312049508,400,True,3.065982150382942,6.737207188572192,98609.57,0.8255,256,1536,,
s060,keys,256,29,0.9,0,0,4,complete,118453.375,1865.415,0.90195,0.90195,3.4997917246073484,3.82093358784914,3.475978970527649,0.020541949197649956,118453.375,0.0,0.0,0.0,464.0,16.0,"[""exhausted""]",32000000,8000000,0,38700,1935,40038700,264192,100810752,140640256,True,93.07441674172878,400,True,3.66257354534222,5.368115756645276,118453.375,0.90195,16,464,,
s158,branch,8192,127,0.8,128,4096,0,complete,15614.785,306.605,0.8004,0.8004,0.7147914730012417,0.8202672936022282,0.5692914128303528,0.1415410079061985,15614.785,1194.56,959.685,673.43,0.0,0.0,"[""exhausted""]",32000000,8000000,40310784,0,0,80310784,8454144,177520640,217219072,True,552.47558420524,400,True,0.6347469702258071,11.497724349999961,,,,,,
s064,branch,256,52,0.95,1000000,0,0,complete,211418.835,3329.845,0.95025,0.95025,5.672833416610956,6.227899948135018,5.646646022796631,0.02491706982254982,211418.835,0.0,3329.845,52.0,0.0,0.0,"[""exhausted""]",32000000,8000000,32272384,0,0,72272384,264192,152535040,192331776,True,541.0632500424981,400,True,6.270608891160796,11.050150228030997,211418.835,0.95025,,,0.0,3329.845
s001,branch,1,1,,1000000,0,0,complete,1000000.0,15625.0,1.0,1.0,26.002062717452645,27.143899630755186,25.998728582635522,0.0018333084881305695,1000000.0,0.0,15625.0,1.0,0.0,0.0,"[""exhausted""]",32000000,8000000,32000000,0,0,72000000,0,153911296,185892864,True,583.382457960397,400,True,29.566058791378534,13.721171777321535,1000000.0,1.0,,,0.0,15625.0
s092,branch,1024,84,0.9,128,0,0,complete,82157.245,1325.785,0.9005,0.9005,4.120937315747142,4.7963622491806746,4.077437333762646,0.039146048948168755,82157.245,40824.055,35861.25,4506.69,0.0,0.0,"[""exhausted""]",32000000,8000000,33024000,0,0,73024000,1056768,177995776,217235456,True,543.1866669096053,400,True,3.6424855088610477,-10.667284112499797,82157.245,0.9005,,,,
s049,branch,256,12,0.8,128,512,0,complete,50005.31,787.3,0.8055,0.6064,0.6417497061192989,0.8276711218059063,0.6313750054687262,0.00883336178958416,5970.745,26807.98,7957.84,512.0,0.0,0.0,"[""budget""]",32000000,8000000,32272384,0,0,72272384,264192,152371200,192069632,True,538.4914577007294,400,True,0.3430571381382718,-45.66507461225998,,,,,,
s015,keys,64,6,0.8,0,0,4,complete,98609.57,1543.98,0.8255,0.8255,2.803083276376128,3.2792875543236732,2.791499951854348,0.010666437447071075,98609.57,0.0,0.0,0.0,96.0,16.0,"[""exhausted""]",32000000,8000000,0,10140,507,40010140,66048,95256576,135102464,True,98.17587491124868,400,True,3.047034653933883,9.154028532573943,98609.57,0.8255,16,96,,
s000,scan,1,1,,0,0,0,complete,1000000.0,15625.0,1.0,1.0,26.84850012883544,27.47785863466561,26.84599976055324,0.0016670674085617065,1000000.0,0.0,0.0,0.0,0.0,0.0,"[""exhausted""]",32000000,8000000,0,0,0,40000000,0,122175488,154173440,True,9.7976247780025,400,True,26.053552353768882,-2.9518267669388805,1000000.0,1.0,,,,
s115,keys,1024,420,0.99,0,0,8,complete,412040.445,6644.99,0.99,0.99,17.05802045762539,18.996108695864677,16.985041787847877,0.0663751270622015,412040.445,0.0,0.0,0.0,107520.0,256.0,"[""exhausted""]",32000000,8000000,0,1175340,58767,41175340,1056768,110952448,150716416,True,137.23362516611814,400,True,14.106410790433184,-16.948036003504203,412040.445,0.99,256,107520,,
s044,keys,64,37,0.99,0,0,12,complete,580487.105,9088.465,0.99,0.99,22.46914547868073,24.140112474560738,22.443124558776617,0.02333289012312889,580487.105,0.0,0.0,0.0,151552.0,4096.0,"[""exhausted""]",32000000,8000000,0,1124940,56247,41124940,66048,98959360,138805248,True,224.37766706570983,400,True,19.869760109925966,-11.466159456145379,580487.105,0.99,4096,151552,,
s031,branch,64,18,0.95,128,512,0,complete,286891.74,4491.88,0.9537,0.38115,0.6573963910341263,0.8737957570701839,0.6509581580758095,0.005125068128108978,3200.62,116931.63,13717.615,512.0,0.0,0.0,"[""budget""]",32000000,8000000,32065536,0,0,72065536,66048,139100160,178061312,True,531.7010409198701,400,True,0.311295128890668,-52.17893423275677,,,,,,
s161,keys,8192,127,0.8,0,0,12,complete,15614.785,306.605,0.8004,0.8004,5.645750090479851,5.910641327500343,5.489500006660819,0.15779188834130764,15614.785,0.0,0.0,0.0,520192.0,4096.0,"[""exhausted""]",32000000,8000000,0,9392520,469626,49392520,8454144,149602304,189284352,True,156.76912479102612,400,True,7.336269522674344,33.64185287863562,15614.785,0.8004,4096,520192,,
s186,keys,8192,2440,0.99,0,0,4,complete,295858.36,5820.08,0.99,0.99,11.12956297583878,11.782654142007232,10.768374195322394,0.3629166167229414,295858.36,0.0,0.0,0.0,39040.0,16.0,"[""exhausted""]",32000000,8000000,0,812440,40622,40812440,8454144,123502592,163053568,True,71.75124995410442,400,True,9.629827007759753,-10.573064855576881,295858.36,0.99,16,39040,,
s178,keys,8192,778,0.95,0,0,8,complete,93930.33,1849.395,0.95,0.95,6.74331234768033,7.323441607877612,6.493062945082784,0.24283351376652718,93930.33,0.0,0.0,0.0,199168.0,256.0,"[""exhausted""]",32000000,8000000,0,4062680,203134,44062680,8454144,132907008,172621824,True,119.02483273297548,400,True,5.522416301390764,-14.948979424681132,93930.33,0.95,256,199168,,
s138,branch,4096,467,0.95,128,64,0,complete,114476.795,2016.035,0.95005,0.02865,0.1901665236800909,0.2061333041638136,0.07229135371744633,0.11679111048579216,369.985,276.285,6.805,64.0,0.0,0.0,"[""budget""]",32000000,8000000,36110336,0,0,76110336,4227072,168607744,208289792,True,531.5508753992617,400,True,0.035618257302845686,-50.72957487826126,,,,,,
s022,branch,64,11,0.9,128,512,0,complete,178239.105,2790.705,0.9085,0.5757,0.8361246436834335,1.0019045323133469,0.8311255369335413,0.005041249096393585,5802.69,107484.2,26824.73,512.0,0.0,0.0,"[""budget""]",32000000,8000000,32065536,0,0,72065536,66048,139264000,178372608,True,532.6366252265871,400,True,0.4271201179014058,-48.60943396381776,,,,,,
s104,branch,1024,164,0.95,128,4096,0,complete,160583.65,2590.795,0.95,0.86625,3.391729202121496,4.239029437303543,3.3480837009847164,0.04354212433099747,53954.305,49537.385,18252.225,4096.0,0.0,0.0,"[""budget""]",32000000,8000000,33024000,0,0,73024000,1056768,159563776,198524928,True,527.8352918103337,400,True,2.6581499234632897,-20.60682584842511,,,,,,
s171,scan,8192,778,0.95,0,0,0,complete,93930.33,1849.395,0.95,0.95,2.8718544635921717,3.033508127555251,2.6344789657741785,0.23416709154844284,93930.33,0.0,0.0,0.0,0.0,0.0,"[""exhausted""]",32000000,8000000,0,0,0,40000000,8454144,142639104,190251008,True,31.608249992132187,400,True,2.4887374606654906,-5.53208080239349,93930.33,0.95,,,,
s097,keys,1024,84,0.9,0,0,8,complete,82157.245,1325.785,0.9005,0.9005,3.0101037118583918,3.3891712315380573,2.9798957984894514,0.03512483090162277,82157.245,0.0,0.0,0.0,21504.0,256.0,"[""exhausted""]",32000000,8000000,0,1175340,58767,41175340,1056768,110755840,150552576,True,131.67841685935855,400,True,2.8223974359778996,-5.285364763136678,82157.245,0.9005,256,21504,,
s072,scan,256,119,0.99,0,0,0,complete,480127.3,7562.63,0.9903,0.9903,12.171353911980987,12.714954372495413,12.146499939262867,0.02706260420382023,480127.3,0.0,0.0,0.0,0.0,0.0,"[""exhausted""]",32000000,8000000,0,0,0,40000000,264192,119193600,158973952,True,12.808333151042461,400,True,12.532843793379843,3.180701074785683,480127.3,0.9903,,,,
s173,branch,8192,778,0.95,128,0,0,complete,93930.33,1849.395,0.95,0.95,3.499687183648348,3.862091759219766,3.268167143687606,0.23618689738214016,93930.33,5746.285,5120.435,3472.445,0.0,0.0,"[""exhausted""]",32000000,8000000,40310784,0,0,80310784,8454144,177160192,216793088,True,542.0780000276864,400,True,3.6307288762061845,11.093732865494923,93930.33,0.95,,,,
s085,branch,1024,31,0.8,128,512,0,complete,30625.575,494.11,0.80075,0.26275,0.22308342158794403,0.38758791051805025,0.2026245929300785,0.01954217441380024,2555.69,7679.595,673.48,512.0,0.0,0.0,"[""budget""]",32000000,8000000,33024000,0,0,73024000,1056768,158941184,198623232,True,529.5188748277724,400,True,0.21210547713609768,4.67903923651105,,,,,,
s093,branch,1024,84,0.9,128,64,0,complete,82157.245,1325.785,0.9005,0.0,0.04531256854534149,0.04892973229289055,0.021667219698429108,0.02366676926612854,0.0,1012.965,0.0,64.0,0.0,0.0,"[""budget""]",32000000,8000000,33024000,0,0,73024000,1056768,178126848,217858048,True,533.6574581451714,400,True,0.024935881757670995,15.085747524306816,,,,,,
s144,scan,4096,1330,0.99,0,0,0,complete,325353.42,5731.67,0.99,0.99,8.702374529093504,8.986504143103957,8.512895554304123,0.1865830272436142,325353.42,0.0,0.0,0.0,0.0,0.0,"[""exhausted""]",32000000,8000000,0,0,0,40000000,4227072,143638528,183353344,True,23.75933388248086,400,True,8.507526587378017,-0.06306863383742045,325353.42,0.99,,,,
s094,branch,1024,84,0.9,128,512,0,complete,82157.245,1325.785,0.9005,0.0069,0.14087464660406113,0.1923915930092335,0.11612521484494209,0.024207867681980133,264.735,8052.225,41.76,512.0,0.0,0.0,"[""budget""]",32000000,8000000,33024000,0,0,73024000,1056768,177766400,217530368,True,527.0219170488417,400,True,0.14259757534544634,22.796393131200542,,,,,,
s152,keys,4096,1330,0.99,0,0,12,complete,325353.42,5731.67,0.99,0.99,101.90056264400482,115.18909949809314,101.69074940495193,0.19835447892546654,325353.42,0.0,0.0,0.0,5447680.0,4096.0,"[""exhausted""]",32000000,8000000,0,7694100,384705,47694100,4227072,136593408,176095232,True,159.6953752450645,400,True,81.7043395739095,-19.65410811503881,325353.42,0.99,4096,5447680,,
s155,branch,8192,127,0.8,128,0,0,complete,15614.785,306.605,0.8004,0.8004,0.7168336305767298,0.825837254524231,0.5710420664399862,0.14210399240255356,15614.785,1194.56,959.685,673.43,0.0,0.0,"[""exhausted""]",32000000,8000000,40310784,0,0,80310784,8454144,191725568,231489536,True,551.9831669516861,400,True,0.6347469702258071,11.155903834365924,15614.785,0.8004,,,,
s126,scan,4096,211,0.9,0,0,0,complete,52163.9,917.5,0.9,0.9,1.516395714133978,1.6331037506461143,1.4172703959047794,0.09866687469184399,52163.9,0.0,0.0,0.0,0.0,0.0,"[""exhausted""]",32000000,8000000,0,0,0,40000000,4227072,143540224,183304192,True,27.59841736406088,400,True,1.402487446694975,-1.0430577857633874,52163.9,0.9,,,,
s132,keys,4096,211,0.9,0,0,4,complete,52163.9,917.5,0.9,0.9,1.8536041025072336,2.0908373408019543,1.750583527609706,0.10291673243045807,52163.9,0.0,0.0,0.0,3376.0,16.0,"[""exhausted""]",32000000,8000000,0,460980,23049,40460980,4227072,113950720,153731072,True,75.0588751398027,400,True,1.6608187923321514,-5.127703640632434,52163.9,0.9,16,3376,,
s182,branch,8192,2440,0.99,128,0,0,complete,295858.36,5820.08,0.99,0.99,11.082312557846308,12.11616201326251,10.719187557697296,0.36737509071826935,295858.36,16475.21,15458.44,10243.78,0.0,0.0,"[""exhausted""]",32000000,8000000,40310784,0,0,80310784,8454144,177520640,216973312,True,553.3883748576045,400,True,11.247233760878908,4.926177476971464,295858.36,0.99,,,,
s179,keys,8192,778,0.95,0,0,12,complete,93930.33,1849.395,0.95,0.95,44.493458000943065,47.45972529053688,44.228853890672326,0.25408342480659485,93930.33,0.0,0.0,0.0,3186688.0,4096.0,"[""exhausted""]",32000000,8000000,0,9392520,469626,49392520,8454144,149569536,189136896,True,156.54020896181464,400,True,44.83215560103867,1.364045543340609,93930.33,0.95,4096,3186688,,
s002,branch,1,1,,128,0,0,complete,1000000.0,15625.0,1.0,1.0,744.8291459586471,826.7411205917597,744.8259168304503,0.001916196197271347,999999.505,290913281.25,286945468.75,36982.96,0.0,0.0,"[""bound"", ""exhausted""]",32000000,8000000,32000000,0,0,72000000,0,841351168,1478705152,True,578.8658750243485,200,True,1066.472040300247,43.184067068790675,1000000.0,1.0,,,,
s164,branch,8192,353,0.9,128,0,0,complete,42847.11,842.46,0.9002,0.9002,1.7331666313111782,1.9521883223205805,1.5509165823459625,0.1827920787036419,42847.11,2865.53,2443.75,1684.395,0.0,0.0,"[""exhausted""]",32000000,8000000,40310784,0,0,80310784,8454144,183697408,223428608,True,570.504916831851,400,True,1.6856985877053516,8.690474194009445,42847.11,0.9002,,,,
s048,branch,256,12,0.8,128,64,0,complete,50005.31,787.3,0.8055,0.0,0.030187424272298813,0.033379532396793365,0.023833708837628365,0.006167218089103699,0.97,4205.83,0.44,64.0,0.0,0.0,"[""budget""]",32000000,8000000,32272384,0,0,72272384,264192,152551424,192348160,True,543.2407078333199,400,True,0.026077262176546028,9.413362201419401,,,,,,
s166,branch,8192,353,0.9,128,512,0,complete,42847.11,842.46,0.9002,0.37945,0.8401039522141218,0.911795487627387,0.6646462716162205,0.17510447651147842,19404.445,960.305,392.675,512.0,0.0,0.0,"[""budget""]",32000000,8000000,40310784,0,0,80310784,8454144,191873024,231620608,True,556.1414579860866,400,True,0.7060005766388231,6.2220021067810025,,,,,,
s102,branch,1024,164,0.95,128,64,0,complete,160583.65,2590.795,0.95,0.0,0.06460398435592651,0.08555436506867409,0.02987496554851532,0.03437511622905731,0.0,1012.965,0.0,64.0,0.0,0.0,"[""budget""]",32000000,8000000,33024000,0,0,73024000,1056768,159121408,198836224,True,537.991666700691,400,True,0.024935881757670995,-16.53251710976376,,,,,,
s149,branch,4096,1330,0.99,128,4096,0,complete,325353.42,5731.67,0.99,0.0689,1.4784790109843016,2.0384835079312325,1.3027498498558998,0.1724583562463522,19869.845,17533.83,618.575,4096.0,0.0,0.0,"[""budget""]",32000000,8000000,36110336,0,0,76110336,4227072,168820736,208371712,True,543.9581251703203,400,True,1.5843540086452084,21.616134426763313,,,,,,
s075,branch,256,119,0.99,128,64,0,complete,480127.3,7562.63,0.9903,0.0,0.03693741746246815,0.03912490792572498,0.02545793540775776,0.011249911040067673,0.0,4093.315,0.0,64.0,0.0,0.0,"[""budget""]",32000000,8000000,32272384,0,0,72272384,264192,152518656,192184320,True,532.137209083885,400,True,0.026008057035927734,2.1609043284882294,,,,,,
s096,keys,1024,84,0.9,0,0,4,complete,82157.245,1325.785,0.9005,0.9005,2.361416583880782,2.5152077432721853,2.3318545427173376,0.02889544703066349,82157.245,0.0,0.0,0.0,1344.0,16.0,"[""exhausted""]",32000000,8000000,0,138360,6918,40138360,1056768,107413504,147210240,True,79.1439157910645,400,True,2.5571324856910724,9.66089174289644,82157.245,0.9005,16,1344,,
s004,branch,1,1,,128,512,0,complete,1000000.0,15625.0,1.0,0.6605,5.67052117548883,6.94808391854167,5.668312078341842,0.001957640051841736,4846.16,6937890.625,1062109.375,512.0,0.0,0.0,"[""budget""]",32000000,8000000,32000000,0,0,72000000,0,201064448,257212416,True,564.2562918365002,400,True,6.120356829663293,7.97494465854619,,,,,,
s033,keys,64,18,0.95,0,0,4,complete,286891.74,4491.88,0.9537,0.9537,8.284562034532428,9.151736833155155,8.268208475783467,0.016582896932959557,286891.74,0.0,0.0,0.0,288.0,16.0,"[""exhausted""]",32000000,8000000,0,10140,507,40010140,66048,95354880,135217152,True,108.0429581925273,400,True,8.843979443696233,6.963672597263669,286891.74,0.9537,16,288,,
s100,branch,1024,164,0.95,1000000,0,0,complete,160583.65,2590.795,0.95,0.95,4.266832955181599,4.459733190014958,4.226666642352939,0.04087481647729874,160583.65,0.0,2590.795,164.0,0.0,0.0,"[""exhausted""]",32000000,8000000,33024000,0,0,73024000,1056768,177717248,217415680,True,528.9263748563826,400,True,4.795090510907614,13.448514317614604,160583.65,0.95,,,0.0,2590.795
s136,branch,4096,467,0.95,1000000,0,0,complete,114476.795,2016.035,0.95005,0.95005,3.3862919081002474,3.58443739823997,3.2475830521434546,0.13529183343052864,114476.795,0.0,2016.035,467.0,0.0,0.0,"[""exhausted""]",32000000,8000000,36110336,0,0,76110336,4227072,180830208,220577792,True,561.5324592217803,400,True,3.5053487633284295,7.9371553258613545,114476.795,0.95005,,,0.0,2016.035
s020,branch,64,11,0.9,128,0,0,complete,178239.105,2790.705,0.9085,0.9085,15.530125005170703,20.504820439964533,15.503374394029379,0.02150004729628563,178239.105,1119919.675,1059724.685,7977.29,0.0,0.0,"[""exhausted""]",32000000,8000000,32065536,0,0,72065536,66048,142966784,177979392,True,535.7164591550827,400,True,10.991171430191299,-29.104650698339636,178239.105,0.9085,,,,
s129,branch,4096,211,0.9,128,64,0,complete,52163.9,917.5,0.9,0.02865,0.14470797032117844,0.15813689678907394,0.0546872615814209,0.08966634050011635,369.985,276.285,6.805,64.0,0.0,0.0,"[""budget""]",32000000,8000000,36110336,0,0,76110336,4227072,180846592,220577792,True,533.1024159677327,400,True,0.035618257302845686,-34.86918841270632,,,,,,
s030,branch,64,18,0.95,128,64,0,complete,286891.74,4491.88,0.9537,0.0,0.033041927963495255,0.03650416620075703,0.029250048100948334,0.0036670826375484467,0.0,16019.06,0.0,64.0,0.0,0.0,"[""budget""]",32000000,8000000,32065536,0,0,72065536,66048,138117120,177897472,True,531.2184998765588,400,True,0.03015904278877852,3.107669035938146,,,,,,
s007,keys,1,1,,0,0,8,complete,1000000.0,15625.0,1.0,1.0,27.943458408117294,28.498054388910532,27.94049959629774,0.0014998950064182281,1000000.0,0.0,0.0,0.0,256.0,256.0,"[""exhausted""]",32000000,8000000,0,2560,128,40002560,0,104824832,136822784,True,220.71941709145904,400,True,30.78959641993342,10.197014601747492,1000000.0,1.0,256,256,,
s077,branch,256,119,0.99,128,4096,0,complete,480127.3,7562.63,0.9903,0.8015,6.129375426098704,7.417837809771299,6.102957995608449,0.025270506739616394,51468.515,208536.665,62423.91,4096.0,0.0,0.0,"[""budget""]",32000000,8000000,32272384,0,0,72272384,264192,142016512,180043776,True,522.8537498041987,400,True,2.782822824627975,-54.40206492277299,,,,,,
s117,scan,4096,72,0.8,0,0,0,complete,18106.705,317.625,0.80005,0.80005,0.5685002543032169,0.6203749217092991,0.5032289773225784,0.06458396092057228,18106.705,0.0,0.0,0.0,0.0,0.0,"[""exhausted""]",32000000,8000000,0,0,0,40000000,4227072,143327232,183140352,True,23.79658306017518,400,True,0.5167371313209635,2.684295739536907,18106.705,0.80005,,,,
s013,branch,64,6,0.8,128,512,0,complete,98609.57,1543.98,0.8255,0.5964,0.7932295557111502,0.9005791507661343,0.7878744509071112,0.004417262971401215,6366.055,109415.135,26928.035,512.0,0.0,0.0,"[""budget""]",32000000,8000000,32065536,0,0,72065536,66048,139329536,178388992,True,533.3877080120146,400,True,0.44474859445288584,-43.550829203710165,,,,,,
s057,branch,256,29,0.9,128,64,0,complete,118453.375,1865.415,0.90195,0.0,0.03062468022108078,0.03279596567153931,0.022750115022063255,0.007792375981807709,0.0,4128.085,0.0,64.0,0.0,0.0,"[""budget""]",32000000,8000000,32272384,0,0,72272384,264192,152436736,192200704,True,533.2799172028899,400,True,0.026020159405601633,14.37374879365252,,,,,,
s177,keys,8192,778,0.95,0,0,4,complete,93930.33,1849.395,0.95,0.95,3.6934169474989176,3.991283848881722,3.44295846298337,0.24616648443043232,93930.33,0.0,0.0,0.0,12448.0,16.0,"[""exhausted""]",32000000,8000000,0,812440,40622,40812440,8454144,123207680,162906112,True,72.30341574177146,400,True,3.0655575951627694,-10.961528344828695,93930.33,0.95,16,12448,,
s174,branch,8192,778,0.95,128,64,0,complete,93930.33,1849.395,0.95,0.2803,0.4261876456439495,0.4558790475130081,0.19904202781617641,0.2255421131849289,3337.26,89.32,67.085,64.0,0.0,0.0,"[""budget""]",32000000,8000000,40310784,0,0,80310784,8454144,191840256,231522304,True,562.3231660574675,400,True,0.1233005713827969,-38.05299677881593,,,,,,
s068,branch,256,52,0.95,128,4096,0,complete,211418.835,3329.845,0.95025,0.87125,6.452500121667981,7.699695974588394,6.422625156119466,0.026478897780179977,61821.51,202312.28,73249.155,4096.0,0.0,0.0,"[""budget""]",32000000,8000000,32272384,0,0,72272384,264192,153796608,192233472,True,535.9146250411868,400,True,3.1210986309577278,-51.40462731218324,,,,,,
s148,branch,4096,1330,0.99,128,512,0,complete,325353.42,5731.67,0.99,0.0349,0.45614619739353657,0.5052286200225353,0.28589600697159767,0.17039640806615353,3355.15,2145.89,62.75,512.0,0.0,0.0,"[""budget""]",32000000,8000000,36110336,0,0,76110336,4227072,180944896,220610560,True,551.6521250829101,400,True,0.23179562420030234,-18.923098417624956,,,,,,
s080,keys,256,119,0.99,0,0,12,complete,480127.3,7562.63,0.9903,0.9903,25.417291559278965,28.127308376133442,25.38258326239884,0.03260467201471329,480127.3,0.0,0.0,0.0,487424.0,4096.0,"[""exhausted""]",32000000,8000000,0,2425020,121251,42425020,264192,108216320,147963904,True,208.1317910924554,400,True,21.200566911072524,-16.475928821324718,480127.3,0.9903,4096,487424,,
s065,branch,256,52,0.95,128,0,0,complete,211418.835,3329.845,0.95025,0.95025,15.177957946434617,18.724387604743242,15.151271363720298,0.027437694370746613,211418.835,361089.54,334224.725,9989.55,0.0,0.0,"[""exhausted""]",32000000,8000000,32272384,0,0,72272384,264192,153960448,192135168,True,527.3610004223883,400,True,9.844458648600986,-35.02552748033059,211418.835,0.95025,,,,
s011,branch,64,6,0.8,128,0,0,complete,98609.57,1543.98,0.8255,0.8255,7.185853784903884,9.835442015901208,7.168750045821071,0.015125144273042679,98609.57,644049.645,608230.5,4491.495,0.0,0.0,"[""exhausted""]",32000000,8000000,32065536,0,0,72065536,66048,141656064,177930240,True,534.797334112227,400,True,6.1830280054250615,-13.750263771166397,98609.57,0.8255,,,,
