routing_method,probes,kind,node_budget,explore_probability,comparison,metric,queries,search_seeds,difference,ci_low,ci_high
ivf,8,branch,256,0.1,branch-minus-scan,float_recall,648,3,-0.580761316872428,-0.6027314814814815,-0.5559645061728394
ivf,8,branch,256,0.1,branch-minus-scan,binary_recall,648,3,-0.8311882716049382,-0.8459569187242798,-0.8151060956790124
ivf,8,branch,256,0.1,branch-minus-scan,ndcg,648,3,-0.2092127842055495,-0.2338512612836472,-0.1856053047848764
ivf,8,branch,256,0.1,branch-minus-scan,precision,648,3,-0.06213991769547325,-0.06975694444444444,-0.05488297325102881
ivf,8,branch,256,0.1,branch-minus-scan,relevance_recall,648,3,-0.2548031700809479,-0.28425148197138933,-0.22795974794238683
ivf,8,branch,256,0.1,exploration-minus-deterministic,float_recall,648,3,-0.06748971193415639,-0.07783050411522631,-0.056782407407407406
ivf,8,branch,256,0.1,exploration-minus-deterministic,binary_recall,648,3,-0.06333333333333334,-0.07040586419753087,-0.05631057098765432
ivf,8,branch,256,0.1,exploration-minus-deterministic,ndcg,648,3,-0.04243051439421763,-0.0556017526031513,-0.029994138347182946
ivf,8,branch,256,0.1,exploration-minus-deterministic,precision,648,3,-0.01075102880658436,-0.014351851851851848,-0.007458847736625512
ivf,8,branch,256,0.1,exploration-minus-deterministic,relevance_recall,648,3,-0.04343645894571821,-0.056740030374289624,-0.030396121154223008
ivf,8,branch,512,0.0,branch-minus-scan,float_recall,648,1,-0.13441358024691358,-0.145679012345679,-0.12330246913580246
ivf,8,branch,512,0.0,branch-minus-scan,binary_recall,648,1,-0.33436728395061727,-0.3423356481481481,-0.3257083333333333
ivf,8,branch,512,0.0,branch-minus-scan,ndcg,648,1,-0.020333980897578496,-0.03133002465524623,-0.01078803941057867
ivf,8,branch,512,0.0,branch-minus-scan,precision,648,1,-0.007716049382716049,-0.01095679012345679,-0.00478395061728395
ivf,8,branch,512,0.0,branch-minus-scan,relevance_recall,648,1,-0.03410677542621987,-0.05043480856848912,-0.019282009357240837
ivf,8,branch,512,0.1,branch-minus-scan,float_recall,648,3,-0.1397633744855967,-0.15134002057613166,-0.12813786008230454
ivf,8,branch,512,0.1,branch-minus-scan,binary_recall,648,3,-0.3454320987654321,-0.3535464248971193,-0.33713773148148146
ivf,8,branch,512,0.1,branch-minus-scan,ndcg,648,3,-0.024423179628619677,-0.03611829499058242,-0.014040595333847793
ivf,8,branch,512,0.1,branch-minus-scan,precision,648,3,-0.00843621399176954,-0.011728395061728385,-0.005451388888888881
ivf,8,branch,512,0.1,branch-minus-scan,relevance_recall,648,3,-0.039456569664903,-0.05590585501175779,-0.02475434180873996
ivf,8,branch,512,0.1,exploration-minus-deterministic,float_recall,648,3,-0.0053497942386831225,-0.008747427983539093,-0.0022633744855967003
ivf,8,branch,512,0.1,exploration-minus-deterministic,binary_recall,648,3,-0.011064814814814819,-0.013734825102880663,-0.008683127572016466
ivf,8,branch,512,0.1,exploration-minus-deterministic,ndcg,648,3,-0.004089198731041179,-0.00812294038504402,-0.0008136978119247426
ivf,8,branch,512,0.1,exploration-minus-deterministic,precision,648,3,-0.0007201646090534893,-0.0016460905349794152,0.00010288065843622224
ivf,8,branch,512,0.1,exploration-minus-deterministic,relevance_recall,648,3,-0.005349794238683127,-0.011191486625514403,-0.000720164609053497
ivf,8,branch,1024,0.0,branch-minus-scan,float_recall,648,1,-0.043055555555555555,-0.04984567901234567,-0.0364158950617284
ivf,8,branch,1024,0.0,branch-minus-scan,binary_recall,648,1,-0.12813271604938273,-0.13541666666666666,-0.12069367283950617
ivf,8,branch,1024,0.0,branch-minus-scan,ndcg,648,1,-0.004396673071263795,-0.011880885472794497,0.002016810851769166
ivf,8,branch,1024,0.0,branch-minus-scan,precision,648,1,-0.0012345679012345683,-0.002932098765432099,0.00046296296296296266
ivf,8,branch,1024,0.0,branch-minus-scan,relevance_recall,648,1,-0.004302003723300019,-0.013467032260435037,0.0041342561973349
ivf,8,branch,1024,0.1,branch-minus-scan,float_recall,648,3,-0.04624485596707819,-0.052934670781893,-0.03919624485596707
ivf,8,branch,1024,0.1,branch-minus-scan,binary_recall,648,3,-0.13360082304526752,-0.14071592078189302,-0.12607651748971194
ivf,8,branch,1024,0.1,branch-minus-scan,ndcg,648,3,-0.004765906684236868,-0.012101840397542571,0.001919897758688274
ivf,8,branch,1024,0.1,branch-minus-scan,precision,648,3,-0.0013374485596707728,-0.0030349794238683017,0.0003600823045267576
ivf,8,branch,1024,0.1,branch-minus-scan,relevance_recall,648,3,-0.004623505780913187,-0.014518175582990395,0.00435543430335097
ivf,8,branch,1024,0.1,exploration-minus-deterministic,float_recall,648,3,-0.0031893004115226293,-0.00637860082304526,-0.00025720164609052817
ivf,8,branch,1024,0.1,exploration-minus-deterministic,binary_recall,648,3,-0.005468106995884777,-0.007633744855967076,-0.003327674897119345
ivf,8,branch,1024,0.1,exploration-minus-deterministic,ndcg,648,3,-0.0003692336129730736,-0.001984452804191925,0.0012684188224525274
ivf,8,branch,1024,0.1,exploration-minus-deterministic,precision,648,3,-0.00010288065843620457,-0.0007201646090534878,0.0005156893004115316
ivf,8,branch,1024,0.1,exploration-minus-deterministic,relevance_recall,648,3,-0.0003215020576131682,-0.0036924511316872416,0.004155414094650205
ivf,8,branch,2048,0.0,branch-minus-scan,float_recall,648,1,0.00015432098765432096,0.0,0.0004629629629629628
ivf,8,branch,2048,0.0,branch-minus-scan,binary_recall,648,1,-0.0007561728395061733,-0.0012037037037037038,-0.0004012345679012349
ivf,8,branch,2048,0.0,branch-minus-scan,ndcg,648,1,0.0,0.0,0.0
ivf,8,branch,2048,0.0,branch-minus-scan,precision,648,1,0.0,0.0,0.0
ivf,8,branch,2048,0.0,branch-minus-scan,relevance_recall,648,1,0.0,0.0,0.0
ivf,8,branch,2048,0.1,branch-minus-scan,float_recall,648,3,0.00015432098765432765,2.6342097227795953e-18,0.00046296296296297046
ivf,8,branch,2048,0.1,branch-minus-scan,binary_recall,648,3,-0.0008179012345679026,-0.0012397119341563795,-0.0004732510288065853
ivf,8,branch,2048,0.1,branch-minus-scan,ndcg,648,3,4.925758018205748e-19,-4.711594626109846e-19,1.499679153151554e-18
ivf,8,branch,2048,0.1,branch-minus-scan,precision,648,3,1.023701014218412e-17,9.16565777322437e-18,1.1414908798711582e-17
ivf,8,branch,2048,0.1,branch-minus-scan,relevance_recall,648,3,1.1564823173178713e-18,6.424901762877063e-19,1.7989724936055776e-18
ivf,8,branch,2048,0.1,exploration-minus-deterministic,float_recall,648,3,6.703314172601736e-18,1.605690032239026e-18,1.1244113493515099e-17
ivf,8,branch,2048,0.1,exploration-minus-deterministic,binary_recall,648,3,-6.17283950617293e-05,-0.00018016975308642229,4.629629629629583e-05
ivf,8,branch,2048,0.1,exploration-minus-deterministic,ndcg,648,3,4.925758018205748e-19,-4.711594626109846e-19,1.499679153151554e-18
ivf,8,branch,2048,0.1,exploration-minus-deterministic,precision,648,3,1.023701014218412e-17,9.16565777322437e-18,1.1414908798711582e-17
ivf,8,branch,2048,0.1,exploration-minus-deterministic,relevance_recall,648,3,1.1564823173178713e-18,6.424901762877063e-19,1.7989724936055776e-18
ivf,8,branch,4096,0.0,branch-minus-scan,float_recall,648,1,0.0,0.0,0.0
ivf,8,branch,4096,0.0,branch-minus-scan,binary_recall,648,1,0.0,0.0,0.0
ivf,8,branch,4096,0.0,branch-minus-scan,ndcg,648,1,0.0,0.0,0.0
ivf,8,branch,4096,0.0,branch-minus-scan,precision,648,1,0.0,0.0,0.0
ivf,8,branch,4096,0.0,branch-minus-scan,relevance_recall,648,1,0.0,0.0,0.0
ivf,8,branch,4096,0.1,branch-minus-scan,float_recall,648,3,6.8746448862784575e-18,1.6913553890773869e-18,1.1351730598043289e-17
ivf,8,branch,4096,0.1,branch-minus-scan,binary_recall,648,3,0.0,0.0,0.0
ivf,8,branch,4096,0.1,branch-minus-scan,ndcg,648,3,4.925758018205748e-19,-4.711594626109846e-19,1.499679153151554e-18
ivf,8,branch,4096,0.1,branch-minus-scan,precision,648,3,1.023701014218412e-17,9.16565777322437e-18,1.1414908798711582e-17
ivf,8,branch,4096,0.1,branch-minus-scan,relevance_recall,648,3,1.1564823173178713e-18,6.424901762877063e-19,1.7989724936055776e-18
ivf,8,branch,4096,0.1,exploration-minus-deterministic,float_recall,648,3,6.8746448862784575e-18,1.6913553890773869e-18,1.1351730598043289e-17
ivf,8,branch,4096,0.1,exploration-minus-deterministic,binary_recall,648,3,0.0,0.0,0.0
ivf,8,branch,4096,0.1,exploration-minus-deterministic,ndcg,648,3,4.925758018205748e-19,-4.711594626109846e-19,1.499679153151554e-18
ivf,8,branch,4096,0.1,exploration-minus-deterministic,precision,648,3,1.023701014218412e-17,9.16565777322437e-18,1.1414908798711582e-17
ivf,8,branch,4096,0.1,exploration-minus-deterministic,relevance_recall,648,3,1.1564823173178713e-18,6.424901762877063e-19,1.7989724936055776e-18
ivf,16,branch,0,0.0,branch-minus-scan,float_recall,648,1,0.0,0.0,0.0
ivf,16,branch,0,0.0,branch-minus-scan,binary_recall,648,1,0.0,0.0,0.0
ivf,16,branch,0,0.0,branch-minus-scan,ndcg,648,1,0.0,0.0,0.0
ivf,16,branch,0,0.0,branch-minus-scan,precision,648,1,0.0,0.0,0.0
ivf,16,branch,0,0.0,branch-minus-scan,relevance_recall,648,1,0.0,0.0,0.0
ivf,16,branch,0,0.1,branch-minus-scan,float_recall,648,3,5.204170427930421e-18,4.261851502708454e-19,1.0044798497778048e-17
ivf,16,branch,0,0.1,branch-minus-scan,binary_recall,648,3,0.0,0.0,0.0
ivf,16,branch,0,0.1,branch-minus-scan,ndcg,648,3,4.06910444982214e-19,-6.216092455583558e-19,1.3920620486233637e-18
ivf,16,branch,0,0.1,branch-minus-scan,precision,648,3,1.015134478534576e-17,8.951494381128468e-18,1.1309433328104348e-17
ivf,16,branch,0,0.1,branch-minus-scan,relevance_recall,648,3,1.1993149957370518e-18,6.414193593272268e-19,1.8846378504439385e-18
ivf,16,branch,0,0.1,exploration-minus-deterministic,float_recall,648,3,5.204170427930421e-18,4.261851502708454e-19,1.0044798497778048e-17
ivf,16,branch,0,0.1,exploration-minus-deterministic,binary_recall,648,3,0.0,0.0,0.0
ivf,16,branch,0,0.1,exploration-minus-deterministic,ndcg,648,3,4.06910444982214e-19,-6.216092455583558e-19,1.3920620486233637e-18
ivf,16,branch,0,0.1,exploration-minus-deterministic,precision,648,3,1.015134478534576e-17,8.951494381128468e-18,1.1309433328104348e-17
ivf,16,branch,0,0.1,exploration-minus-deterministic,relevance_recall,648,3,1.1993149957370518e-18,6.414193593272268e-19,1.8846378504439385e-18
ivf,16,branch,16,0.0,branch-minus-scan,float_recall,648,1,-0.7933641975308642,-0.8074112654320987,-0.7793171296296295
ivf,16,branch,16,0.0,branch-minus-scan,binary_recall,648,1,-1.0,-1.0,-0.9999999999999998
ivf,16,branch,16,0.0,branch-minus-scan,ndcg,648,1,-0.35425023923909316,-0.38391195946762735,-0.3291310480878812
ivf,16,branch,16,0.0,branch-minus-scan,precision,648,1,-0.09675925925925927,-0.10586805555555556,-0.08888117283950618
ivf,16,branch,16,0.0,branch-minus-scan,relevance_recall,648,1,-0.4107798237427867,-0.44142549141102383,-0.38155169001523165
ivf,16,branch,16,0.1,branch-minus-scan,float_recall,648,3,-0.7933641975308642,-0.8074112654320987,-0.7793171296296295
ivf,16,branch,16,0.1,branch-minus-scan,binary_recall,648,3,-1.0,-1.0,-0.9999999999999998
ivf,16,branch,16,0.1,branch-minus-scan,ndcg,648,3,-0.35425023923909316,-0.38391195946762735,-0.3291310480878812
ivf,16,branch,16,0.1,branch-minus-scan,precision,648,3,-0.09675925925925927,-0.10586805555555556,-0.08888117283950618
ivf,16,branch,16,0.1,branch-minus-scan,relevance_recall,648,3,-0.4107798237427867,-0.44142549141102383,-0.38155169001523165
ivf,16,branch,16,0.1,exploration-minus-deterministic,float_recall,648,3,0.0,0.0,0.0
ivf,16,branch,16,0.1,exploration-minus-deterministic,binary_recall,648,3,0.0,0.0,0.0
ivf,16,branch,16,0.1,exploration-minus-deterministic,ndcg,648,3,0.0,0.0,0.0
ivf,16,branch,16,0.1,exploration-minus-deterministic,precision,648,3,0.0,0.0,0.0
ivf,16,branch,16,0.1,exploration-minus-deterministic,relevance_recall,648,3,0.0,0.0,0.0
ivf,16,branch,32,0.0,branch-minus-scan,float_recall,648,1,-0.7933641975308642,-0.8074112654320987,-0.7793171296296295
ivf,16,branch,32,0.0,branch-minus-scan,binary_recall,648,1,-1.0,-1.0,-0.9999999999999998
ivf,16,branch,32,0.0,branch-minus-scan,ndcg,648,1,-0.35425023923909316,-0.38391195946762735,-0.3291310480878812
ivf,16,branch,32,0.0,branch-minus-scan,precision,648,1,-0.09675925925925927,-0.10586805555555556,-0.08888117283950618
ivf,16,branch,32,0.0,branch-minus-scan,relevance_recall,648,1,-0.4107798237427867,-0.44142549141102383,-0.38155169001523165
ivf,16,branch,32,0.1,branch-minus-scan,float_recall,648,3,-0.7933641975308642,-0.8074112654320987,-0.7793171296296295
ivf,16,branch,32,0.1,branch-minus-scan,binary_recall,648,3,-0.9999845679012346,-1.0,-0.9999639917695473
ivf,16,branch,32,0.1,branch-minus-scan,ndcg,648,3,-0.35425023923909316,-0.38391195946762735,-0.3291310480878812
ivf,16,branch,32,0.1,branch-minus-scan,precision,648,3,-0.09675925925925927,-0.10586805555555556,-0.08888117283950618
ivf,16,branch,32,0.1,branch-minus-scan,relevance_recall,648,3,-0.4107798237427867,-0.44142549141102383,-0.38155169001523165
ivf,16,branch,32,0.1,exploration-minus-deterministic,float_recall,648,3,0.0,0.0,0.0
ivf,16,branch,32,0.1,exploration-minus-deterministic,binary_recall,648,3,1.54320987654321e-05,0.0,3.60082304526749e-05
ivf,16,branch,32,0.1,exploration-minus-deterministic,ndcg,648,3,0.0,0.0,0.0
ivf,16,branch,32,0.1,exploration-minus-deterministic,precision,648,3,0.0,0.0,0.0
ivf,16,branch,32,0.1,exploration-minus-deterministic,relevance_recall,648,3,0.0,0.0,0.0
ivf,16,branch,64,0.0,branch-minus-scan,float_recall,648,1,-0.7933641975308642,-0.8074112654320987,-0.7793171296296295
ivf,16,branch,64,0.0,branch-minus-scan,binary_recall,648,1,-0.9999691358024692,-1.0,-0.9999228395061728
ivf,16,branch,64,0.0,branch-minus-scan,ndcg,648,1,-0.35425023923909316,-0.38391195946762735,-0.3291310480878812
ivf,16,branch,64,0.0,branch-minus-scan,precision,648,1,-0.09675925925925927,-0.10586805555555556,-0.08888117283950618
ivf,16,branch,64,0.0,branch-minus-scan,relevance_recall,648,1,-0.4107798237427867,-0.44142549141102383,-0.38155169001523165
ivf,16,branch,64,0.1,branch-minus-scan,float_recall,648,3,-0.7932613168724281,-0.8073058127572016,-0.7791152263374486
ivf,16,branch,64,0.1,branch-minus-scan,binary_recall,648,3,-0.9999331275720165,-0.999974408436214,-0.9998765432098764
ivf,16,branch,64,0.1,branch-minus-scan,ndcg,648,3,-0.35425023923909316,-0.38391195946762735,-0.3291310480878812
ivf,16,branch,64,0.1,branch-minus-scan,precision,648,3,-0.09675925925925927,-0.10586805555555556,-0.08888117283950618
ivf,16,branch,64,0.1,branch-minus-scan,relevance_recall,648,3,-0.4107798237427867,-0.44142549141102383,-0.38155169001523165
ivf,16,branch,64,0.1,exploration-minus-deterministic,float_recall,648,3,0.00010288065843621399,0.0,0.000257201646090535
ivf,16,branch,64,0.1,exploration-minus-deterministic,binary_recall,648,3,3.60082304526749e-05,5.1440329218107e-06,8.230452674897119e-05
ivf,16,branch,64,0.1,exploration-minus-deterministic,ndcg,648,3,0.0,0.0,0.0
ivf,16,branch,64,0.1,exploration-minus-deterministic,precision,648,3,0.0,0.0,0.0
ivf,16,branch,64,0.1,exploration-minus-deterministic,relevance_recall,648,3,0.0,0.0,0.0
ivf,16,branch,128,0.0,branch-minus-scan,float_recall,648,1,-0.7932098765432098,-0.8072569444444443,-0.7790123456790123
ivf,16,branch,128,0.0,branch-minus-scan,binary_recall,648,1,-0.9996141975308642,-0.9998765432098766,-0.9992438271604938
ivf,16,branch,128,0.0,branch-minus-scan,ndcg,648,1,-0.35425023923909316,-0.38391195946762735,-0.3291310480878812
ivf,16,branch,128,0.0,branch-minus-scan,precision,648,1,-0.09675925925925927,-0.10586805555555556,-0.08888117283950618
ivf,16,branch,128,0.0,branch-minus-scan,relevance_recall,648,1,-0.4107798237427867,-0.44142549141102383,-0.38155169001523165
ivf,16,branch,128,0.1,branch-minus-scan,float_recall,648,3,-0.7929526748971194,-0.806900720164609,-0.7787551440329218
ivf,16,branch,128,0.1,branch-minus-scan,binary_recall,648,3,-0.9995370370370371,-0.9997326388888889,-0.9992745627572016
ivf,16,branch,128,0.1,branch-minus-scan,ndcg,648,3,-0.35425023923909316,-0.38391195946762735,-0.3291310480878812
ivf,16,branch,128,0.1,branch-minus-scan,precision,648,3,-0.09675925925925927,-0.10586805555555556,-0.08888117283950618
ivf,16,branch,128,0.1,branch-minus-scan,relevance_recall,648,3,-0.4107798237427867,-0.44142549141102383,-0.38155169001523165
ivf,16,branch,128,0.1,exploration-minus-deterministic,float_recall,648,3,0.000257201646090535,5.1440329218107015e-05,0.00051440329218107
ivf,16,branch,128,0.1,exploration-minus-deterministic,binary_recall,648,3,7.716049382716048e-05,-9.25925925925926e-05,0.00021604938271604937
ivf,16,branch,128,0.1,exploration-minus-deterministic,ndcg,648,3,0.0,0.0,0.0
ivf,16,branch,128,0.1,exploration-minus-deterministic,precision,648,3,0.0,0.0,0.0
ivf,16,branch,128,0.1,exploration-minus-deterministic,relevance_recall,648,3,0.0,0.0,0.0
ivf,16,branch,256,0.0,branch-minus-scan,float_recall,648,1,-0.7814814814814816,-0.7962962962962962,-0.766820987654321
ivf,16,branch,256,0.0,branch-minus-scan,binary_recall,648,1,-0.9881790123456788,-0.9920216049382715,-0.9840424382716049
ivf,16,branch,256,0.0,branch-minus-scan,ndcg,648,1,-0.3463797413417762,-0.3752389556003942,-0.3218081926297605
ivf,16,branch,256,0.0,branch-minus-scan,precision,648,1,-0.09382716049382717,-0.10293595679012348,-0.08595679012345679
ivf,16,branch,256,0.0,branch-minus-scan,relevance_recall,648,1,-0.40172164940683464,-0.43294048843817357,-0.3723311101407166
ivf,16,branch,256,0.1,branch-minus-scan,float_recall,648,3,-0.7853909465020577,-0.7989776234567901,-0.7708333333333334
ivf,16,branch,256,0.1,branch-minus-scan,binary_recall,648,3,-0.9918569958847737,-0.9946561213991769,-0.9884511316872429
ivf,16,branch,256,0.1,branch-minus-scan,ndcg,648,3,-0.349116966011812,-0.37827914893967535,-0.32427069088018357
ivf,16,branch,256,0.1,branch-minus-scan,precision,648,3,-0.09547325102880659,-0.10473251028806585,-0.08749614197530864
ivf,16,branch,256,0.1,branch-minus-scan,relevance_recall,648,3,-0.4046069842366139,-0.435215210458266,-0.37590054953191526
ivf,16,branch,256,0.1,exploration-minus-deterministic,float_recall,648,3,-0.003909465020576132,-0.008076131687242798,-0.0008230452674897115
ivf,16,branch,256,0.1,exploration-minus-deterministic,binary_recall,648,3,-0.00367798353909465,-0.005670267489711934,-0.0021089248971193414
ivf,16,branch,256,0.1,exploration-minus-deterministic,ndcg,648,3,-0.002737224670035837,-0.0062241522244507845,3.528426900123757e-05
ivf,16,branch,256,0.1,exploration-minus-deterministic,precision,648,3,-0.0016460905349794238,-0.004423868312757201,4.390349537965896e-20
ivf,16,branch,256,0.1,exploration-minus-deterministic,relevance_recall,648,3,-0.002885334829779274,-0.00628635895997007,0.0
ivf,16,branch,512,0.0,branch-minus-scan,float_recall,648,1,-0.4319444444444444,-0.4566396604938272,-0.4073996913580247
ivf,16,branch,512,0.0,branch-minus-scan,binary_recall,648,1,-0.6670679012345679,-0.6851562499999999,-0.6491338734567902
ivf,16,branch,512,0.0,branch-minus-scan,ndcg,648,1,-0.1309369500382269,-0.15260930015436147,-0.11048822048210594
ivf,16,branch,512,0.0,branch-minus-scan,precision,648,1,-0.04259259259259259,-0.05015432098765432,-0.035644290123456795
ivf,16,branch,512,0.0,branch-minus-scan,relevance_recall,648,1,-0.1676742753131642,-0.1943944761942447,-0.1432041413233543
ivf,16,branch,512,0.1,branch-minus-scan,float_recall,648,3,-0.517798353909465,-0.5412037037037036,-0.493054269547325
ivf,16,branch,512,0.1,branch-minus-scan,binary_recall,648,3,-0.7506378600823045,-0.769017232510288,-0.7318876028806585
ivf,16,branch,512,0.1,branch-minus-scan,ndcg,648,3,-0.18299030358204185,-0.20754126703049725,-0.16048388157388305
ivf,16,branch,512,0.1,branch-minus-scan,precision,648,3,-0.05534979423868313,-0.06296424897119342,-0.048456790123456786
ivf,16,branch,512,0.1,branch-minus-scan,relevance_recall,648,3,-0.2277014652014652,-0.2571930844789641,-0.20058433764452283
ivf,16,branch,512,0.1,exploration-minus-deterministic,float_recall,648,3,-0.08585390946502057,-0.09805298353909464,-0.07329732510288066
ivf,16,branch,512,0.1,exploration-minus-deterministic,binary_recall,648,3,-0.08356995884773663,-0.09164338991769548,-0.07499961419753086
ivf,16,branch,512,0.1,exploration-minus-deterministic,ndcg,648,3,-0.052053353543814976,-0.06540983835149825,-0.03845388201332388
ivf,16,branch,512,0.1,exploration-minus-deterministic,precision,648,3,-0.012757201646090533,-0.016152263374485592,-0.009722222222222217
ivf,16,branch,512,0.1,exploration-minus-deterministic,relevance_recall,648,3,-0.060027189888301,-0.07534503294630608,-0.04470444775132275
ivf,16,branch,1024,0.0,branch-minus-scan,float_recall,648,1,-0.11496913580246913,-0.1259375,-0.10493441358024691
ivf,16,branch,1024,0.0,branch-minus-scan,binary_recall,648,1,-0.2813425925925926,-0.2900158179012346,-0.2733148148148148
ivf,16,branch,1024,0.0,branch-minus-scan,ndcg,648,1,-0.015991259588992432,-0.026060515366070125,-0.006749326083012326
ivf,16,branch,1024,0.0,branch-minus-scan,precision,648,1,-0.006018518518518519,-0.008950617283950617,-0.00308641975308642
ivf,16,branch,1024,0.0,branch-minus-scan,relevance_recall,648,1,-0.025782015481089555,-0.04057610106799921,-0.010555065647658244
ivf,16,branch,1024,0.1,branch-minus-scan,float_recall,648,3,-0.11738683127572015,-0.1279861111111111,-0.10740097736625513
ivf,16,branch,1024,0.1,branch-minus-scan,binary_recall,648,3,-0.28843106995884776,-0.2969434156378601,-0.280375257201646
ivf,16,branch,1024,0.1,branch-minus-scan,ndcg,648,3,-0.017653250722824178,-0.02822497346520459,-0.008116680777444997
ivf,16,branch,1024,0.1,branch-minus-scan,precision,648,3,-0.006224279835390938,-0.009362139917695463,-0.003137860082304518
ivf,16,branch,1024,0.1,branch-minus-scan,relevance_recall,648,3,-0.025199025083284345,-0.04069836370762297,-0.008419572432882622
ivf,16,branch,1024,0.1,exploration-minus-deterministic,float_recall,648,3,-0.002417695473251024,-0.005351080246913577,0.00020704732510288856
ivf,16,branch,1024,0.1,exploration-minus-deterministic,binary_recall,648,3,-0.007088477366255144,-0.008981867283950614,-0.005035493827160492
ivf,16,branch,1024,0.1,exploration-minus-deterministic,ndcg,648,3,-0.0016619911338317456,-0.005585256145243242,0.0015193545421657425
ivf,16,branch,1024,0.1,exploration-minus-deterministic,precision,648,3,-0.00020576131687241895,-0.0014403292181069875,0.0008744855967078283
ivf,16,branch,1024,0.1,exploration-minus-deterministic,relevance_recall,648,3,0.0005829903978052124,-0.005539051783264745,0.006422110768175581
ivf,16,branch,2048,0.0,branch-minus-scan,float_recall,648,1,-0.03163580246913581,-0.037191358024691354,-0.02577160493827161
ivf,16,branch,2048,0.0,branch-minus-scan,binary_recall,648,1,-0.08808641975308643,-0.09435455246913581,-0.0819579475308642
ivf,16,branch,2048,0.0,branch-minus-scan,ndcg,648,1,-0.004196038499429741,-0.01026397635795427,0.0010016287132763538
ivf,16,branch,2048,0.0,branch-minus-scan,precision,648,1,-0.0010802469135802472,-0.002623456790123457,0.0006172839506172839
ivf,16,branch,2048,0.0,branch-minus-scan,relevance_recall,648,1,-0.0024434156378600825,-0.011446759259259259,0.006790123456790123
ivf,16,branch,2048,0.1,branch-minus-scan,float_recall,648,3,-0.031172839506172834,-0.036419753086419746,-0.02582175925925925
ivf,16,branch,2048,0.1,branch-minus-scan,binary_recall,648,3,-0.09257201646090536,-0.09880671296296298,-0.0864522890946502
ivf,16,branch,2048,0.1,branch-minus-scan,ndcg,648,3,-0.0037245898537180398,-0.009580465634530046,0.0013353795937409152
ivf,16,branch,2048,0.1,branch-minus-scan,precision,648,3,-0.0010288065843621305,-0.002470421810699579,0.0004629629629629719
ivf,16,branch,2048,0.1,branch-minus-scan,relevance_recall,648,3,-0.002901479521849892,-0.011024703605722122,0.00529379164217127
ivf,16,branch,2048,0.1,exploration-minus-deterministic,float_recall,648,3,0.00046296296296297057,-0.0016988168724279776,0.002367541152263384
ivf,16,branch,2048,0.1,exploration-minus-deterministic,binary_recall,648,3,-0.0044855967078189325,-0.006327546296296297,-0.002741512345679014
ivf,16,branch,2048,0.1,exploration-minus-deterministic,ndcg,648,3,0.00047144864571170087,-0.0011504237488294462,0.002347642160376861
ivf,16,branch,2048,0.1,exploration-minus-deterministic,precision,648,3,5.1440329218116495e-05,-0.0006185699588477277,0.0006687242798354003
ivf,16,branch,2048,0.1,exploration-minus-deterministic,relevance_recall,648,3,-0.00045806388398980934,-0.003662520821085636,0.0023029039290613364
ivf,16,branch,4096,0.0,branch-minus-scan,float_recall,648,1,0.0,0.0,0.0
ivf,16,branch,4096,0.0,branch-minus-scan,binary_recall,648,1,-3.0864197530864225e-05,-9.259259259259267e-05,0.0
ivf,16,branch,4096,0.0,branch-minus-scan,ndcg,648,1,0.0,0.0,0.0
ivf,16,branch,4096,0.0,branch-minus-scan,precision,648,1,0.0,0.0,0.0
ivf,16,branch,4096,0.0,branch-minus-scan,relevance_recall,648,1,0.0,0.0,0.0
ivf,16,branch,4096,0.1,branch-minus-scan,float_recall,648,3,5.204170427930421e-18,4.261851502708454e-19,1.0044798497778048e-17
ivf,16,branch,4096,0.1,branch-minus-scan,binary_recall,648,3,-4.629629629629651e-05,-0.00012345679012345723,0.0
ivf,16,branch,4096,0.1,branch-minus-scan,ndcg,648,3,4.06910444982214e-19,-6.216092455583558e-19,1.3920620486233637e-18
ivf,16,branch,4096,0.1,branch-minus-scan,precision,648,3,1.015134478534576e-17,8.951494381128468e-18,1.1309433328104348e-17
ivf,16,branch,4096,0.1,branch-minus-scan,relevance_recall,648,3,1.1993149957370518e-18,6.414193593272268e-19,1.8846378504439385e-18
ivf,16,branch,4096,0.1,exploration-minus-deterministic,float_recall,648,3,5.204170427930421e-18,4.261851502708454e-19,1.0044798497778048e-17
ivf,16,branch,4096,0.1,exploration-minus-deterministic,binary_recall,648,3,-1.5432098765432285e-05,-4.629629629629685e-05,0.0
ivf,16,branch,4096,0.1,exploration-minus-deterministic,ndcg,648,3,4.06910444982214e-19,-6.216092455583558e-19,1.3920620486233637e-18
ivf,16,branch,4096,0.1,exploration-minus-deterministic,precision,648,3,1.015134478534576e-17,8.951494381128468e-18,1.1309433328104348e-17
ivf,16,branch,4096,0.1,exploration-minus-deterministic,relevance_recall,648,3,1.1993149957370518e-18,6.414193593272268e-19,1.8846378504439385e-18
ivf,32,branch,0,0.0,branch-minus-scan,float_recall,648,1,0.0,0.0,0.0
ivf,32,branch,0,0.0,branch-minus-scan,binary_recall,648,1,0.0,0.0,0.0
ivf,32,branch,0,0.0,branch-minus-scan,ndcg,648,1,0.0,0.0,0.0
ivf,32,branch,0,0.0,branch-minus-scan,precision,648,1,0.0,0.0,0.0
ivf,32,branch,0,0.0,branch-minus-scan,relevance_recall,648,1,0.0,0.0,0.0
