routing_method,probes,kind,node_budget,explore_probability,queries,search_seeds,seeds,timing_repetitions,requests,float_recall,float_recall_ci_low,float_recall_ci_high,float_recall_seed_min,float_recall_seed_max,binary_recall,binary_recall_ci_low,binary_recall_ci_high,binary_recall_seed_min,binary_recall_seed_max,ndcg,ndcg_ci_low,ndcg_ci_high,ndcg_seed_min,ndcg_seed_max,precision,precision_ci_low,precision_ci_high,precision_seed_min,precision_seed_max,relevance_recall,relevance_recall_ci_low,relevance_recall_ci_high,relevance_recall_seed_min,relevance_recall_seed_max,budget_exhausted,routing_float_recall,empty_result,fewer_than_k,candidate_fill_rate,candidates,nodes,random_nodes,documents_scored,bitplane_words,routed_documents,selected_buckets,retrieval_request_p50_ms,retrieval_request_p95_ms,core_request_p50_ms,core_request_p95_ms,native_request_p50_ms,native_request_p95_ms,routing_request_p50_ms,routing_request_p95_ms,rerank_request_p50_ms,rerank_request_p95_ms,request_p50_ms,query_median_p50_ms,request_p95_ms,query_median_p95_ms
ivf,8,branch,16,0.0,648,1,42,3,1944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9157407407407407,1.0,1.0,0.0,0.0,16.0,0.0,0.0,254.32716049382717,7878.538580246914,8.0,0.01733331009745598,0.019375234842300415,0.010624993592500687,0.011791009455919266,0.008542,0.009375,0.005832873284816742,0.0067087821662425995,0.0006249174475669861,0.0007501803338527679,0.01733331009745598,0.01733284443616867,0.019375234842300415,0.018291780725121498
ivf,8,branch,16,0.1,648,3,"42,43,44",3,5832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9157407407407409,0.8719135802469136,0.9609053497942386,0.010915637860082306,1.0915637860082306,16.0,1.5787037037037037,1.0915637860082306,252.798353909465,7878.538580246914,8.0,0.017375219613313675,0.026310398243367665,0.010624993592500687,0.013167038559913635,0.008542,0.010666,0.005791895091533661,0.00695791095495224,0.0006249174475669861,0.006768200546503059,0.017375219613313675,0.017597107216715813,0.026310398243367665,0.022967734063665073
ivf,8,branch,32,0.0,648,1,42,3,1944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9157407407407407,1.0,1.0,0.0,0.0,32.0,0.0,0.0,508.65432098765433,7878.538580246914,8.0,0.019334256649017334,0.024160603061318394,0.01258309930562973,0.01520882360637188,0.010333499999999999,0.012243849999999997,0.0058747828006744385,0.007451884448528286,0.0006249174475669861,0.0009159557521343231,0.019334256649017334,0.01933285966515541,0.024160603061318394,0.0211937353014946
ivf,8,branch,32,0.1,648,3,"42,43,44",3,5832,0.0,0.0,0.0,0.0,0.0,4.115226337448559e-05,1.530349794238684e-05,7.71604938271605e-05,1.54320987654321e-05,6.17283950617284e-05,0.0003154049345501329,0.0,0.0009462148036503986,0.0,0.0009462148036503987,5.1440329218106995e-05,0.0,0.00015432098765432098,0.0,0.00015432098765432098,0.00025720164609053495,0.0,0.0007716049382716049,0.0,0.0007716049382716049,1.0,0.9157407407407409,0.463477366255144,0.7654320987654321,0.06262345679012346,6.262345679012345,32.0,3.1496913580246915,6.262345679012345,497.8245884773662,7878.538580246914,8.0,0.022500287741422653,0.03804219886660576,0.013375189155340195,0.017624814063310623,0.011083,0.015125,0.005957670509815216,0.0075409188866615295,0.0032498501241207123,0.014101853594183915,0.022500287741422653,0.023653187478582062,0.03804219886660576,0.03180092511077722
ivf,8,branch,64,0.0,648,1,42,3,1944,0.00015432098765432098,0.0,0.000462962962962963,0.00015432098765432098,0.00015432098765432098,0.00023148148148148152,6.17283950617284e-05,0.000478395061728395,0.00023148148148148152,0.00023148148148148152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9157407407407407,0.9876543209876543,0.9876543209876543,0.0043055555555555555,0.4305555555555556,64.0,0.0,0.4305555555555556,1017.1481481481482,7878.538580246914,8.0,0.022416934370994568,0.02775008324533701,0.015832949429750443,0.019459053874015808,0.013375,0.016576849999999997,0.005749985575675964,0.0069998204708099365,0.0006249174475669861,0.000791158527135849,0.022416934370994568,0.02245791256427765,0.02775008324533701,0.024860817939043045
ivf,8,branch,64,0.1,648,3,"42,43,44",3,5832,0.00020576131687242803,0.0,0.000617283950617284,0.00015432098765432098,0.00030864197530864197,0.00039094650205761313,0.0002520576131687243,0.0005555555555555556,0.0003395061728395062,0.00047839506172839513,0.0003154049345501329,0.0,0.0009462148036503986,0.0,0.0009462148036503987,5.1440329218106995e-05,0.0,0.00015432098765432098,0.0,0.00015432098765432098,0.00025720164609053495,0.0,0.0007716049382716049,0.0,0.0007716049382716049,1.0,0.9157407407407409,0.11059670781893002,0.375,0.20640432098765432,20.640432098765434,64.0,6.330246913580247,20.665637860082306,982.3888888888889,7878.538580246914,8.0,0.0355839729309082,0.058393273502588265,0.020041828975081444,0.026833731681108475,0.017416,0.023935449999999994,0.006166752427816391,0.007874798029661179,0.008790753781795502,0.023852381855249398,0.0355839729309082,0.036437297239899635,0.058393273502588265,0.04903197598954042
ivf,8,branch,128,0.0,648,1,42,3,1944,0.008179012345679013,0.004625771604938271,0.012349537037037032,0.008179012345679013,0.008179012345679013,0.00794753086419753,0.005184799382716049,0.01112847222222222,0.00794753086419753,0.00794753086419753,0.0066811850642704024,0.0020818419104059733,0.01249196005029817,0.0066811850642704024,0.0066811850642704024,0.0013888888888888892,0.000462962962962963,0.002469135802469136,0.0013888888888888892,0.0013888888888888892,0.007458847736625514,0.0025720164609053494,0.013631687242798353,0.007458847736625514,0.007458847736625514,1.0,0.9157407407407407,0.8719135802469136,0.8734567901234568,0.07236111111111111,7.236111111111111,128.0,0.0,10.74537037037037,2028.75,7878.538580246914,8.0,0.03108382225036621,0.07136706262826917,0.024166889488697052,0.0362315448001027,0.021167,0.03223739999999999,0.0058747828006744385,0.0074936542659997905,0.0006253831088542938,0.027793715707957696,0.03108382225036621,0.031082890927791595,0.07136706262826917,0.06725806742906563
ivf,8,branch,128,0.1,648,3,"42,43,44",3,5832,0.0058127572016460904,0.0031880144032921816,0.009106224279835389,0.005401234567901234,0.006172839506172839,0.005817901234567901,0.0036880144032921808,0.008626929012345677,0.00544753086419753,0.006111111111111111,0.005216333122025242,0.0018424246379960992,0.009295490518474723,0.004395957638807655,0.006115066539540883,0.001337448559670782,0.000462962962962963,0.002417695473251029,0.0012345679012345679,0.0015432098765432098,0.006044238683127571,0.0020576131687242796,0.01118827160493827,0.005144032921810699,0.007073045267489712,1.0,0.9157407407407409,0.004115226337448559,0.04218106995884773,0.5525771604938272,55.257716049382715,128.0,12.774691358024691,60.90380658436214,1941.817901234568,7878.538580246914,8.0,0.060582999140024185,0.08974990341812372,0.033082906156778336,0.04537496715784073,0.029958,0.04175,0.0064997002482414246,0.008249864913523197,0.020250212401151657,0.0367090106010437,0.060582999140024185,0.06068055517971516,0.08974990341812372,0.08006556890904902
ivf,8,branch,256,0.0,648,1,42,3,1944,0.2578703703703704,0.23564429012345678,0.2799421296296296,0.2578703703703704,0.2578703703703704,0.23214506172839508,0.21492245370370366,0.24894212962962964,0.23214506172839508,0.23214506172839508,0.179318490066629,0.15459224126492072,0.20667118420864478,0.179318490066629,0.179318490066629,0.043209876543209874,0.037037037037037035,0.05046296296296296,0.043209876543209874,0.043209876543209874,0.18976621372454705,0.16367317353428465,0.21760444641521032,0.18976621372454705,0.18976621372454705,1.0,0.9157407407407407,0.12345679012345678,0.12654320987654322,0.7594598765432099,75.94598765432099,256.0,0.0,248.53703703703704,3896.787037037037,7878.538580246914,8.0,0.09691668674349785,0.12804195284843445,0.056437449529767036,0.08532714564353228,0.052375,0.0817794,0.006207730621099472,0.00800006091594696,0.03304099664092064,0.037250109016895294,0.09691668674349785,0.09654159657657146,0.12804195284843445,0.12419410049915314
ivf,8,branch,256,0.1,648,3,"42,43,44",3,5832,0.190380658436214,0.17109053497942386,0.21178883744855964,0.1895061728395062,0.1919753086419753,0.16881172839506173,0.15404308127572017,0.18489390432098762,0.1677932098765432,0.16986111111111113,0.13688797567241137,0.11555060520955808,0.16031390793114764,0.13513553826117355,0.13889759684010675,0.03245884773662552,0.027160493827160494,0.03827160493827161,0.03225308641975309,0.03256172839506173,0.14632975477882884,0.12270664649136871,0.1712614710820729,0.1443921690449468,0.14844309497087274,1.0,0.9157407407407409,0.0,0.0,0.9837345679012346,98.37345679012346,256.0,25.50874485596708,300.95113168724276,3747.0807613168718,7878.538580246914,8.0,0.10670861229300499,0.13887484092265368,0.06487499922513962,0.0949162058532238,0.060917,0.091,0.006333924829959869,0.008207745850086212,0.03408314660191536,0.03937492147088051,0.10670861229300499,0.10574306361377239,0.13887484092265368,0.1326041140904029
ivf,8,branch,512,0.0,648,1,42,3,1944,0.6367283950617284,0.620366512345679,0.6540123456790123,0.6367283950617284,0.6367283950617284,0.6656327160493828,0.6576643518518518,0.6742916666666666,0.6656327160493828,0.6656327160493828,0.3257667789803824,0.3012112233057096,0.35418298971291595,0.3257667789803824,0.3257667789803824,0.0868827160493827,0.079320987654321,0.09537037037037037,0.0868827160493827,0.0868827160493827,0.3670261494335569,0.3375227782548384,0.39679616519026234,0.3670261494335569,0.3670261494335569,1.0,0.9157407407407407,0.0,0.0,1.0,100.0,512.0,0.0,1367.554012345679,6779.708333333333,7878.538580246914,8.0,0.17362507060170174,0.20591099746525288,0.132082961499691,0.16096255276352164,0.127583,0.15657669999999999,0.0064997002482414246,0.008416827768087387,0.03420887514948845,0.03937492147088051,0.17362507060170174,0.17266697250306606,0.20591099746525288,0.1980271888896823
ivf,8,branch,512,0.1,648,3,"42,43,44",3,5832,0.6313786008230453,0.6153266460905349,0.6485661008230453,0.6302469135802469,0.6322530864197532,0.6545679012345679,0.6464535751028807,0.6628622685185185,0.6543827160493827,0.6546759259259259,0.32167758024934123,0.29501894538345796,0.34868959741878647,0.3210307502060171,0.3221366691227764,0.08616255144032924,0.078804012345679,0.09490869341563786,0.08611111111111111,0.08626543209876544,0.36167635519487373,0.3318953923091655,0.3922790919000409,0.36077614943355685,0.36251226054466795,1.0,0.9157407407407409,0.0,0.0,1.0,100.0,512.0,51.197016460905346,1450.4254115226338,6537.865740740741,7878.538580246914,8.0,0.1860414631664753,0.22500008344650269,0.14337478205561638,0.17635226249694824,0.1392295,0.17153735,0.00658305361866951,0.009750016033649445,0.03474997356534004,0.04204176366329193,0.1860414631664753,0.18705559584001702,0.22500008344650269,0.20838445828606686
ivf,8,branch,1024,0.0,648,1,42,3,1944,0.7280864197530864,0.7132600308641976,0.7438387345679012,0.7280864197530864,0.7280864197530864,0.8718672839506173,0.8645833333333333,0.8793063271604938,0.8718672839506173,0.8718672839506173,0.34170408680669706,0.31592334347633366,0.36990902175463153,0.34170408680669706,0.34170408680669706,0.0933641975308642,0.0853395061728395,0.10262345679012345,0.0933641975308642,0.0933641975308642,0.3968309211364767,0.3683377160605169,0.4280584497164358,0.3968309211364767,0.3968309211364767,0.9969135802469136,0.9157407407407407,0.0,0.0,1.0,100.0,1023.7361111111111,0.0,3431.328703703704,12865.714506172839,7878.538580246914,8.0,0.3090833779424429,0.3679517423734069,0.26439549401402473,0.31664189882576466,0.258917,0.31003569999999997,0.007000286132097244,0.011785654351115223,0.03616604954004288,0.044077867642045014,0.3090833779424429,0.307583250105381,0.3679517423734069,0.34783121664077044
ivf,8,branch,1024,0.1,648,3,"42,43,44",3,5832,0.7248971193415638,0.7096707818930041,0.7411574074074074,0.7240740740740741,0.7256172839506173,0.8663991769547326,0.8592840792181069,0.873923482510288,0.8662037037037036,0.8667746913580247,0.34133485319372403,0.31631060566067176,0.36948155328737553,0.34107796859627343,0.3415051088726853,0.093261316872428,0.08533436213991769,0.10226723251028808,0.09305555555555556,0.0933641975308642,0.3965094190788635,0.3681432733718613,0.4270694603536038,0.39536487175376067,0.3971009828648718,0.9969135802469136,0.9157407407407409,0.0,0.0,1.0,100.0,1023.7361111111111,102.23765432098766,3526.408950617284,12521.910493827161,7878.538580246914,8.0,0.3187705297023058,0.40328740142285824,0.2736249007284641,0.3413001075387,0.26820849999999996,0.33328735,0.007124617695808411,0.015393388457596295,0.03645801916718483,0.04862481728196144,0.3187705297023058,0.31850021332502365,0.40328740142285824,0.35592551187922555
ivf,8,branch,2048,0.0,648,1,42,3,1944,0.7712962962962964,0.7564814814814814,0.7861149691358024,0.7712962962962964,0.7712962962962964,0.9992438271604938,0.9987962962962962,0.9995987654320987,0.9992438271604938,0.9992438271604938,0.34610075987796085,0.32020893073507906,0.37384624219736473,0.34610075987796085,0.34610075987796085,0.09459876543209876,0.08687885802469136,0.10386188271604939,0.09459876543209876,0.09459876543209876,0.4011329248597767,0.3730946903747829,0.43135975114563074,0.4011329248597767,0.4011329248597767,0.17901234567901234,0.9157407407407407,0.0,0.0,1.0,100.0,1751.716049382716,0.0,7699.75462962963,18009.87962962963,7878.538580246914,8.0,0.5034171044826508,0.5937091540545225,0.4582079127430916,0.5434953374788165,0.455354,0.5399625,0.0072498805820941925,0.013375119306147099,0.03674998879432678,0.04665334708988666,0.5034171044826508,0.503708841279149,0.5937091540545225,0.5720790475606918
ivf,8,branch,2048,0.1,648,3,"42,43,44",3,5832,0.7712962962962964,0.7564814814814815,0.7861149691358024,0.7712962962962964,0.7712962962962964,0.9991820987654322,0.9987602880658436,0.9995267489711934,0.9991512345679013,0.9991975308641976,0.34610075987796085,0.32020893073507906,0.37384624219736473,0.34610075987796085,0.34610075987796085,0.09459876543209879,0.08687885802469136,0.1038618827160494,0.09459876543209876,0.09459876543209876,0.4011329248597767,0.3730946903747829,0.43135975114563074,0.4011329248597767,0.4011329248597767,0.17901234567901234,0.9157407407407409,0.0,0.0,1.0,100.0,1751.716049382716,174.55658436213992,7702.399176954732,17990.226337448563,7878.538580246914,8.0,0.5189159419387579,0.7105604978278279,0.4721875302493572,0.6266348296776414,0.46891649999999996,0.6165714999999999,0.007458031177520752,0.021393899805843823,0.03774999640882015,0.05857951473444699,0.5189159419387579,0.525409821420908,0.7105604978278279,0.59632434664915
ivf,8,branch,4096,0.0,648,1,42,3,1944,0.7711419753086419,0.7561728395061729,0.7859645061728394,0.7711419753086419,0.7711419753086419,1.0,0.9999999999999998,1.0,1.0,1.0,0.34610075987796085,0.32020893073507906,0.37384624219736473,0.34610075987796085,0.34610075987796085,0.09459876543209876,0.08687885802469136,0.10386188271604939,0.09459876543209876,0.09459876543209876,0.4011329248597767,0.3730946903747829,0.43135975114563074,0.4011329248597767,0.4011329248597767,0.0,0.9157407407407407,0.0,0.0,1.0,100.0,1782.4027777777778,0.0,7878.538580246914,18160.385802469136,7878.538580246914,8.0,0.5150209181010723,0.6427163491025566,0.46818749979138374,0.5881529301404953,0.4650835,0.5841187,0.007375143468379974,0.015035504475235936,0.0377921387553215,0.048709032125771046,0.5150209181010723,0.5164791364222765,0.6427163491025566,0.6170733598992229
ivf,8,branch,4096,0.1,648,3,"42,43,44",3,5832,0.7711419753086419,0.7561728395061729,0.7859645061728394,0.7711419753086419,0.7711419753086419,1.0,0.9999999999999998,1.0,1.0,1.0,0.34610075987796085,0.32020893073507906,0.37384624219736473,0.34610075987796085,0.34610075987796085,0.09459876543209879,0.08687885802469136,0.1038618827160494,0.09459876543209876,0.09459876543209876,0.4011329248597767,0.3730946903747829,0.43135975114563074,0.4011329248597767,0.4011329248597767,0.0,0.9157407407407409,0.0,0.0,1.0,100.0,1782.4027777777778,177.554012345679,7878.538580246914,18160.385802469136,7878.538580246914,8.0,0.5233543924987316,0.6540148286148906,0.4752920940518379,0.596719142049551,0.472,0.5912563999999999,0.007458031177520752,0.016333069652318954,0.03791693598031998,0.05101838614791631,0.5233543924987316,0.5225625354796648,0.6540148286148906,0.6162588174144427
ivf,8,float,0,0.0,648,1,42,3,1944,0.9126543209876544,0.9010763888888889,0.923923611111111,0.9126543209876544,0.9126543209876544,,,,,,0.35339360625384936,0.32875639012532415,0.3812101223681407,0.35339360625384936,0.35339360625384936,0.09861111111111111,0.09058641975308643,0.10818287037037037,0.09861111111111111,0.09861111111111111,0.4177028347167236,0.3908954809764995,0.44829625053872735,0.4177028347167236,0.4177028347167236,0.0,0.9157407407407407,0.0,0.0,1.0,100.0,0.0,0.0,,0.0,7878.538580246914,8.0,0.16608298756182194,0.19417779985815284,0.12904196046292782,0.15328489243984222,,,,,0.03637513145804405,0.042708124965429306,0.16608298756182194,0.16547925770282745,0.19417779985815284,0.18624721560627222
ivf,8,scan,0,0.0,648,1,42,3,1944,0.7711419753086419,0.7561728395061729,0.7859645061728394,0.7711419753086419,0.7711419753086419,1.0,0.9999999999999998,1.0,1.0,1.0,0.34610075987796085,0.32020893073507906,0.37384624219736473,0.34610075987796085,0.34610075987796085,0.09459876543209876,0.08687885802469136,0.10386188271604939,0.09459876543209876,0.09459876543209876,0.4011329248597767,0.3730946903747829,0.43135975114563074,0.4011329248597767,0.4011329248597767,0.0,0.9157407407407407,0.0,0.0,1.0,100.0,0.0,0.0,7878.538580246914,0.0,7878.538580246914,8.0,0.2739168703556061,0.3172962926328182,0.22947904653847218,0.2690348541364074,0.227438,0.26701064999999996,0.006770482286810875,0.012606289237737643,0.03633275628089905,0.04399358294904231,0.2739168703556061,0.2738547045737505,0.3172962926328182,0.3098873421549797
ivf,16,branch,0,0.0,648,1,42,3,1944,0.7933641975308642,0.7793171296296295,0.8074112654320987,0.7933641975308642,0.7933641975308642,1.0,0.9999999999999998,1.0,1.0,1.0,0.35425023923909316,0.3291310480878812,0.38391195946762735,0.35425023923909316,0.35425023923909316,0.09675925925925927,0.08888117283950618,0.10586805555555556,0.09675925925925927,0.09675925925925927,0.4107798237427867,0.38155169001523165,0.44142549141102383,0.4107798237427867,0.4107798237427867,0.0,0.96820987654321,0.0,0.0,1.0,100.0,3399.1481481481483,0.0,15501.618827160493,33865.299382716046,15501.618827160493,16.0,0.941666541621089,1.1217015795409677,0.8938955143094063,1.0678461752831936,0.8898125,1.06075,0.008083879947662354,0.01515361946076154,0.038833823055028915,0.049743638373911374,0.941666541621089,0.9508542716503143,1.1217015795409677,1.0973870288580656
ivf,16,branch,0,0.1,648,3,"42,43,44",3,5832,0.7933641975308641,0.7793171296296295,0.8074112654320987,0.7933641975308642,0.7933641975308642,1.0,0.9999999999999998,1.0,1.0,1.0,0.35425023923909316,0.3291310480878812,0.38391195946762735,0.35425023923909316,0.35425023923909316,0.09675925925925927,0.08888117283950618,0.10586805555555556,0.09675925925925927,0.09675925925925927,0.4107798237427867,0.38155169001523165,0.44142549141102383,0.4107798237427867,0.4107798237427867,0.0,0.96820987654321,0.0,0.0,1.0,100.0,3399.1481481481483,339.483024691358,15501.618827160493,33865.299382716046,15501.618827160493,16.0,0.9685000404715538,1.161692081950605,0.918437959626317,1.1034041177481413,0.913875,1.09653315,0.008500181138515472,0.017852592281997197,0.0399579294025898,0.05210244562476873,0.9685000404715538,0.974742928519845,1.161692081950605,1.1165008492146928
ivf,16,branch,16,0.0,648,1,42,3,1944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96820987654321,1.0,1.0,0.0,0.0,16.0,0.0,0.0,250.32253086419752,15501.618827160493,16.0,0.01754099503159523,0.0200001522898674,0.010624993592500687,0.01195911318063736,0.008291,0.009167,0.006041955202817917,0.007118540816009041,0.0006249174475669861,0.0007501803338527679,0.01754099503159523,0.017541460692882538,0.0200001522898674,0.01837499439716339
ivf,16,branch,16,0.1,648,3,"42,43,44",3,5832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96820987654321,0.9902263374485596,0.9974279835390947,0.000720164609053498,0.0720164609053498,16.0,1.5689300411522635,0.0720164609053498,250.73302469135803,15501.618827160493,16.0,0.017832964658737183,0.02104230225086212,0.010874588042497635,0.012602470815181725,0.008458,0.00966645,0.006084330379962921,0.007291790097951889,0.0006249174475669861,0.0007916241884231567,0.017832964658737183,0.01786121477683385,0.02104230225086212,0.019166975592573483
ivf,16,branch,32,0.0,648,1,42,3,1944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96820987654321,1.0,1.0,0.0,0.0,32.0,0.0,0.0,500.64506172839504,15501.618827160493,16.0,0.01962529495358467,0.022875075228512287,0.012625008821487427,0.014666933566331863,0.010104499999999999,0.011792,0.006083864718675613,0.007375073619186878,0.0006249174475669861,0.000791158527135849,0.01962529495358467,0.019624829292297363,0.022875075228512287,0.021290965378284454
ivf,16,branch,32,0.1,648,3,"42,43,44",3,5832,0.0,0.0,0.0,0.0,0.0,1.54320987654321e-05,0.0,3.60082304526749e-05,0.0,4.6296296296296294e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96820987654321,0.76440329218107,0.9084362139917697,0.02381687242798354,2.3816872427983538,32.0,3.14917695473251,2.3816872427983538,497.5730452674897,15501.618827160493,16.0,0.020875129848718643,0.037435512058436864,0.013416167348623276,0.017624814063310623,0.010791,0.014417,0.006291083991527557,0.008041970431804657,0.0006668269634246826,0.011499971151351929,0.020875129848718643,0.021485844627022743,0.037435512058436864,0.028458268692096073
ivf,16,branch,64,0.0,648,1,42,3,1944,0.0,0.0,0.0,0.0,0.0,3.08641975308642e-05,0.0,7.716049382716049e-05,3.08641975308642e-05,3.08641975308642e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96820987654321,0.9938271604938271,0.9938271604938271,0.0013117283950617284,0.13117283950617284,64.0,0.0,0.13117283950617284,1001.2145061728395,15501.618827160493,16.0,0.023250002413988113,0.027326773852109906,0.016333069652318954,0.0195767730474472,0.013583,0.016410699999999997,0.006041023880243301,0.006916932761669159,0.0006249174475669861,0.000791158527135849,0.023250002413988113,0.023250002413988113,0.027326773852109906,0.025526410900056362
ivf,16,branch,64,0.1,648,3,"42,43,44",3,5832,0.00010288065843621399,0.0,0.000257201646090535,0.0,0.00030864197530864197,6.687242798353909e-05,2.5591563786008238e-05,0.0001234567901234568,6.17283950617284e-05,7.716049382716049e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96820987654321,0.2551440329218107,0.551440329218107,0.13138888888888886,13.13888888888889,64.0,6.3276748971193415,13.13888888888889,980.3564814814815,15501.618827160493,16.0,0.03158301115036011,0.050852610729634755,0.019041821360588074,0.02514366060495376,0.016125,0.021916,0.0063749030232429504,0.00820821151137352,0.005708076059818268,0.0188525766134262,0.03158301115036011,0.03261809858183066,0.050852610729634755,0.04346754867583513
ivf,16,branch,128,0.0,648,1,42,3,1944,0.00015432098765432098,0.0,0.000462962962962963,0.00015432098765432098,0.00015432098765432098,0.00038580246913580245,0.0001234567901234568,0.0007561728395061729,0.00038580246913580245,0.00038580246913580245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96820987654321,0.9691358024691358,0.9691358024691358,0.014552469135802468,1.4552469135802468,128.0,0.0,1.6604938271604939,2001.5586419753085,15501.618827160493,16.0,0.03187498077750206,0.03902874886989593,0.024792272597551346,0.03011219669133424,0.021458,0.026243849999999996,0.006125308573246002,0.007458031177520752,0.0006253831088542938,0.0009167473763227462,0.03187498077750206,0.03183307126164436,0.03902874886989593,0.03622053191065788
ivf,16,branch,128,0.1,648,3,"42,43,44",3,5832,0.00041152263374485596,0.00010288065843621399,0.0008243312757201636,0.00030864197530864197,0.0006172839506172839,0.0004629629629629629,0.0002673611111111111,0.0007254372427983539,0.0004320987654320988,0.0005092592592592592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96820987654321,0.015946502057613166,0.10905349794238682,0.4186574074074074,41.86574074074074,128.0,12.76388888888889,42.71965020576132,1935.159465020576,15501.618827160493,16.0,0.05610426887869835,0.0855838879942894,0.03254227340221405,0.04283338785171509,0.029,0.03879145,0.006709247827529907,0.008935644291341298,0.016041798517107964,0.034707807935774326,0.05610426887869835,0.0561736524105072,0.0855838879942894,0.07345688839753468
ivf,16,branch,256,0.0,648,1,42,3,1944,0.011882716049382715,0.006944444444444444,0.01775462962962962,0.011882716049382715,0.011882716049382715,0.011820987654320991,0.007978395061728396,0.015957561728395058,0.011820987654320991,0.011820987654320991,0.007870497897316971,0.0031516589438331916,0.013288061794644436,0.007870497897316971,0.007870497897316971,0.0029320987654320985,0.000925925925925926,0.0057098765432098755,0.0029320987654320985,0.0029320987654320985,0.009058174335952114,0.0035995370370370365,0.015130939019827904,0.009058174335952114,0.009058174335952114,1.0,0.96820987654321,0.7469135802469136,0.7469135802469136,0.16537037037037036,16.537037037037038,256.0,0.0,31.041666666666668,3988.3024691358023,15501.618827160493,16.0,0.05024997517466545,0.11015450581908225,0.04249997437000275,0.06546915974467991,0.037959,0.06114194999999999,0.0063749030232429504,0.00800006091594696,0.0007078051567077637,0.03711855970323085,0.05024997517466545,0.049791764467954636,0.11015450581908225,0.10979552753269671
ivf,16,branch,256,0.1,648,3,"42,43,44",3,5832,0.007973251028806584,0.00457690329218107,0.012141203703703703,0.007716049382716049,0.008333333333333333,0.008143004115226338,0.005343878600823046,0.0115488683127572,0.007962962962962963,0.00830246913580247,0.005133273227281134,0.001518133344855244,0.009860681808319043,0.004834602869125461,0.005730613943592479,0.001286008230452675,0.00046296296296296303,0.002366255144032922,0.0012345679012345679,0.001388888888888889,0.006172839506172839,0.0018004115226337447,0.011574074074074072,0.0059156378600823045,0.006687242798353909,1.0,0.96820987654321,0.0,0.0025720164609053494,0.8887191358024693,88.87191358024691,256.0,25.495884773662556,127.66563786008231,3823.4917695473255,15501.618827160493,16.0,0.10020798072218895,0.12866593897342682,0.05929218605160713,0.07979199290275574,0.0548545,0.07451469999999998,0.006792135536670685,0.009167008101940155,0.03370875492691994,0.04118548240512609,0.10020798072218895,0.09949303542574246,0.12866593897342682,0.11576095906396705
ivf,16,branch,512,0.0,648,1,42,3,1944,0.36141975308641977,0.33795524691358025,0.38550540123456783,0.36141975308641977,0.36141975308641977,0.33293209876543206,0.31484375,0.35086612654320987,0.33293209876543206,0.33293209876543206,0.2233132892008663,0.1983099185178982,0.2512031511692089,0.2233132892008663,0.2233132892008663,0.05416666666666667,0.04783950617283951,0.06188271604938271,0.05416666666666667,0.05416666666666667,0.2431055484296225,0.21467272760675538,0.27261551248819765,0.2431055484296225,0.2431055484296225,1.0,0.96820987654321,0.021604938271604937,0.021604938271604937,0.9340123456790124,93.40123456790124,512.0,0.0,646.3595679012345,7544.867283950617,15501.618827160493,16.0,0.17016706988215446,0.22416701540350914,0.1266461331397295,0.17811846919357777,0.11997949999999999,0.17255179999999998,0.007042195647954941,0.01091696321964264,0.0349581241607666,0.04166730213910341,0.17016706988215446,0.1702294684946537,0.22416701540350914,0.217152526602149
