setting_id,documents,method,router,clusters,probes,node_budget,leaf_size,key_bits,candidate_target,exploration,seeds,recall,recall_low,p50_ms,p95_ms,sources,lifetime_peak_bytes
s0182,1000000,branch,direct,4096,3243,0,128,0,0,0,0,0.9,0.8743671875,11.077499715611339,11.483499896712601,1,225247232
s0183,1000000,keys,ivf,256,149,0,0,4,0,0,0,0.8003125,0.785625,16.226208535954356,16.54078490100801,1,139329536
s0184,1000000,branch,direct,256,256,0,1000000,0,0,0,0,1.0,1.0,25.8069580886513,26.725285593420267,1,191004672
s0185,1000000,branch,direct,2048,1287,0,320,0,0,0,0,0.8,0.75,9.188062511384487,9.642959828488529,1,220135424
s0186,1000000,keys,direct,2048,2048,0,0,4,0,0,0,1.0,1.0,38.365457905456424,39.81506077107042,1,146161664
s0187,1000000,branch,direct,1024,810,0,1000000,0,0,0,0,0.9,0.8721796875,20.70866641588509,22.36206263769418,1,211812352
s0188,1000000,branch,direct,4096,3652,0,128,0,0,0,0,0.95,0.9346875,12.56427145563066,13.164522219449282,1,225280000
s0189,1000000,keys,none,1,1,0,0,8,0,0,0,1.0,1.0,26.756249368190765,27.565993531607088,1,136577024
s0190,1000000,branch,ivf,256,256,0,128,0,0,0,0,1.0,1.0,2.925208071246743,3.1061544781550765,1,191430656
s0191,1000000,keys,ivf,256,256,0,0,12,0,0,0,1.0,1.0,125.3494368866086,169.21142269857225,1,174489600
s0192,1000000,keys,none,1,1,0,0,12,0,0,0,1.0,1.0,27.694125194102526,31.26781682949513,1,136724480
s0193,1000000,branch,direct,16384,12674,0,1000000,0,0,0,0,0.9,0.869984375,26.04256197810173,27.126334910281003,1,221642752
s0194,1000000,branch,direct,4096,4096,0,128,0,0,0,0,1.0,1.0,14.052458573132753,14.6984955528751,1,225296384
s0195,1000000,keys,direct,16,14,0,0,1,0,0,0,0.9046875,0.89,23.40439590625465,23.876695637591183,1,131039232
s0196,1000000,branch,direct,2048,1993,0,1000000,0,0,0,0,0.99,0.985,25.916354032233357,27.441816101782024,1,201965568
s0197,1000000,branch,direct,2048,1639,0,1000000,0,0,0,0,0.9,0.8737421875,21.487458143383265,22.90135216899216,1,201867264
s0198,1000000,keys,direct,2048,1817,0,0,4,0,0,0,0.95,0.9365625,32.88685414008796,34.854553593322635,1,145997824
s0199,1000000,scan,ivf,4096,1872,0,0,0,0,0,0,0.8,0.7878125,12.220583390444517,12.415674701333046,1,188760064
s0200,1000000,scan,direct,8192,7207,0,0,0,0,0,0,0.95,0.9340625,24.839833611622453,25.145441037602723,1,192495616
s0201,1000000,branch,direct,4096,4096,0,320,0,0,0,0,1.0,1.0,27.53172954544425,28.77124159131199,1,207060992
s0202,1000000,scan,direct,2048,2048,0,0,0,0,0,0,1.0,1.0,25.870145531371236,26.742517156526443,1,185286656
s0203,1000000,branch,direct,256,256,0,320,0,0,0,0,1.0,1.0,4.7263335436582565,5.221702135168016,1,191430656
s0204,1000000,scan,ivf,256,243,0,0,0,0,0,0,0.9903125,0.9859375,23.934375261887908,25.132533279247582,1,158138368
s0205,1000000,branch,ivf,256,187,0,128,0,0,0,0,0.9015625,0.8893671875,2.14335392229259,2.236216957680881,1,191692800
s0206,1000000,keys,direct,1024,810,0,0,1,0,0,0,0.9,0.8749921875,22.907187696546316,23.43043414875865,1,141197312
s0207,1000000,keys,direct,16384,14444,0,0,4,0,0,0,0.95,0.9328125,109.88016612827778,121.1512202164158,1,164773888
s0208,1000000,keys,direct,256,209,0,0,4,0,0,0,0.901875,0.8796796874999999,22.768708411604166,23.20290612988174,1,138706944
s0209,1000000,keys,direct,1024,999,0,0,1,0,0,0,0.99,0.985625,26.807582937180996,27.12146050762385,1,141115392
s0210,1000000,keys,direct,1024,1024,0,0,4,0,0,0,1.0,1.0,31.77891648374498,32.65577859710902,1,142000128
s0211,1000000,scan,direct,16384,12674,0,0,0,0,0,0,0.9,0.8659296875,24.73993762396276,25.80054842401296,1,192561152
s0212,1000000,keys,direct,256,209,0,0,1,0,0,0,0.901875,0.879375,22.084895754233003,22.883921209722757,1,138592256
s0213,1000000,keys,direct,16384,14444,0,0,1,0,0,0,0.95,0.9334375,34.86891626380384,37.60539225768298,1,151273472
s0214,1000000,branch,direct,16,16,0,1000000,0,0,0,0,1.0,1.0,25.747770443558693,26.96433097589761,1,168263680
s0215,1000000,keys,direct,1024,1024,0,0,1,0,0,0,1.0,1.0,27.557333232834935,28.630002588033676,1,141049856
s0216,1000000,branch,direct,16,14,0,320,0,0,0,0,0.9046875,0.8903125,0.5680413451045752,0.625939154997468,1,168738816
s0217,1000000,scan,direct,1024,914,0,0,0,0,0,0,0.9503125,0.9356171875,22.755375131964684,23.461937345564365,1,176832512
s0218,1000000,keys,direct,256,229,0,0,4,0,0,0,0.9521875,0.9396875,25.04914626479149,25.316346064209938,1,139182080
s0219,1000000,keys,ivf,256,187,0,0,4,0,0,0,0.9015625,0.888125,20.4069372266531,22.4466223269701,1,139378688
s0220,1000000,keys,direct,8192,7207,0,0,4,0,0,0,0.95,0.934375,63.35900048725307,69.90269965026528,1,155025408
s0221,1000000,branch,direct,16384,14444,0,1000000,0,0,0,0,0.95,0.9334296875,30.07345856167376,33.63039982505142,1,236961792
s0222,1000000,branch,direct,4096,3987,0,128,0,0,0,0,0.99,0.9856171874999999,13.668375089764595,14.217791566625237,1,206995456
s0223,1000000,keys,direct,16,12,0,0,1,0,0,0,0.8115625,0.7846875,20.15106240287423,20.550881419330835,1,131022848
s0224,1000000,branch,direct,16,15,0,1000000,0,0,0,0,0.951875,0.941875,24.168374948203564,25.091298366896808,1,168443904
s0225,1000000,branch,direct,2048,1817,0,128,0,0,0,0,0.95,0.9365625,7.124332711100578,7.385256164707243,1,220102656
s0226,1000000,branch,direct,2048,1287,0,1000000,0,0,0,0,0.8,0.7505859375,16.769458539783955,18.217985657975074,1,220184576
s0227,1000000,branch,direct,4096,3652,0,1000000,0,0,0,0,0.95,0.935625,24.95818748138845,25.971541088074446,1,225116160
s0228,1000000,branch,direct,1024,634,0,1000000,0,0,0,0,0.800625,0.748078125,16.21941663324833,16.87430185265839,1,194068480
s0229,1000000,keys,ivf,4096,1872,0,0,1,0,0,0,0.8,0.7871875,13.562666717916727,13.737447187304497,1,152797184
s0230,1000000,keys,ivf,4096,2623,0,0,1,0,0,0,0.9,0.8896875,18.878458300605416,19.526162673719227,1,152682496
s0231,1000000,branch,ivf,4096,2623,0,320,0,0,0,0,0.9,0.89,17.711603781208396,18.409273214638233,1,224444416
s0232,1000000,keys,direct,2048,1287,0,0,1,0,0,0,0.8,0.7496875,17.758458387106657,18.34535193629563,1,144146432
s0233,1000000,branch,direct,8192,4987,0,1000000,0,0,0,0,0.8,0.7390390625,18.082187743857503,19.141251873224974,1,231161856
s0234,1000000,branch,none,1,1,0,384,0,0,0,0,1.0,1.0,0.16408367082476616,0.17888906877487898,1,185647104
s0235,1000000,keys,direct,1024,634,0,0,4,0,0,0,0.800625,0.75,19.302083179354668,19.756685732863843,1,142082048
s0236,1000000,branch,direct,256,165,0,128,0,0,0,0,0.80375,0.7556171875,1.9776043482124805,2.166066225618124,1,191004672
