operation,size,dimensions,repetition,step,milliseconds,count,live_payload_bytes,checksum
score,131072,256,0,0,3.762083,131072,5243904,6473933
score,131072,256,1,0,3.754041,131072,5243904,6473933
score,131072,256,2,0,3.747375,131072,5243904,6473933
score,131072,256,3,0,3.770167,131072,5243904,6473933
score,131072,256,4,0,3.707417,131072,5243904,6473933
