method,probes,node_budget,explore_probability,seed,measurements,float_recall,binary_recall,ndcg,precision,relevance_recall,candidates,nodes,random_nodes,documents_scored,budget_exhausted,bitplane_words,routed_documents,selected_buckets,routing_float_recall,empty_result,fewer_than_k,candidate_fill_rate,retrieval_p50_ms,retrieval_p95_ms,core_p50_ms,core_p95_ms,native_p50_ms,native_p95_ms,routing_p50_ms,routing_p95_ms,rerank_p50_ms,rerank_p95_ms
ivf/branch,8,128,0.0,42,1944,0.008179012345679013,0.00794753086419753,0.0066811850642704024,0.001388888888888889,0.007458847736625514,7.236111111111111,128.0,0.0,10.74537037037037,1.0,2028.75,7878.538580246914,8.0,0.9157407407407407,0.8719135802469136,0.8734567901234568,0.07236111111111113,0.03108382225036621,0.07136706262826917,0.024166889488697052,0.0362315448001027,0.021167,0.03223739999999999,0.0058747828006744385,0.0074936542659997905,0.0006253831088542938,0.027793715707957696
ivf/branch,8,128,0.1,42,1944,0.005401234567901234,0.005895061728395062,0.004395957638807655,0.001234567901234568,0.0051440329218107,53.56172839506173,128.0,12.790123456790123,59.4212962962963,1.0,1942.2283950617284,7878.538580246914,8.0,0.9157407407407407,0.0015432098765432098,0.033950617283950615,0.5356172839506173,0.057999975979328156,0.08710015099495648,0.03137486055493355,0.043945526704192155,0.028333,0.040272399999999986,0.006624963134527206,0.008291960693895817,0.019208528101444244,0.03550015389919281
ivf/branch,8,128,0.1,43,1944,0.005864197530864198,0.005447530864197531,0.005137975187727191,0.001234567901234568,0.0059156378600823045,56.617283950617285,128.0,12.787037037037036,61.96604938271605,1.0,1941.2175925925926,7878.538580246914,8.0,0.9157407407407407,0.0030864197530864196,0.04938271604938271,0.5661728395061728,0.0633124727755785,0.09332681074738503,0.034833094105124474,0.04745172336697578,0.0315625,0.0440357,0.0064997002482414246,0.008618831634521481,0.0213750172406435,0.037653651088476174
ivf/branch,8,128,0.1,44,1944,0.006172839506172839,0.006111111111111111,0.006115066539540882,0.0015432098765432098,0.007073045267489712,55.59413580246913,128.0,12.746913580246913,61.324074074074076,1.0,1942.0077160493827,7878.538580246914,8.0,0.9157407407407407,0.007716049382716049,0.043209876543209874,0.5559413580246914,0.060499878600239754,0.08749379776418209,0.03295810893177986,0.04425032529979944,0.029875,0.04107685,0.0064158812165260315,0.008034892380237576,0.02045789733529091,0.035993661731481545
ivf/branch,8,256,0.0,42,1944,0.25787037037037036,0.23214506172839505,0.17931849006662898,0.043209876543209874,0.18976621372454708,75.94598765432099,256.0,0.0,248.53703703703704,1.0,3896.787037037037,7878.538580246914,8.0,0.9157407407407407,0.12345679012345678,0.12654320987654322,0.7594598765432098,0.09691668674349785,0.12804195284843445,0.056437449529767036,0.08532714564353228,0.052375,0.0817794,0.006207730621099472,0.00800006091594696,0.03304099664092064,0.037250109016895294
ivf/branch,8,256,0.1,42,1944,0.18966049382716052,0.1677932098765432,0.13889759684010677,0.032561728395061725,0.14844309497087274,98.6358024691358,256.0,25.52469135802469,299.0941358024691,1.0,3748.1435185185187,7878.538580246914,8.0,0.9157407407407407,0.0,0.0,0.986358024691358,0.10854192078113556,0.1419339561834931,0.06629154086112976,0.09694648906588553,0.06225,0.0931187,0.006417278200387955,0.008487352170050137,0.03454182296991348,0.040285522118210786
ivf/branch,8,256,0.1,43,1944,0.18950617283950616,0.16878086419753088,0.13513553826117355,0.03225308641975309,0.14439216904494684,97.92901234567901,256.0,25.5,301.6466049382716,1.0,3747.0756172839506,7878.538580246914,8.0,0.9157407407407407,0.0,0.0,0.97929012345679,0.10262476280331612,0.1329752383753657,0.06208289414644241,0.08985623717308043,0.058333,0.0862787,0.006207730621099472,0.007701548747718331,0.033624935895204544,0.03766673617064953
ivf/branch,8,256,0.1,44,1944,0.1919753086419753,0.1698611111111111,0.13663079191595373,0.032561728395061725,0.14615400032066697,98.55555555555556,256.0,25.501543209876544,302.11265432098764,1.0,3746.0231481481483,7878.538580246914,8.0,0.9157407407407407,0.0,0.0,0.9855555555555556,0.1085624098777771,0.1404684968292713,0.06685452535748482,0.09599351324141026,0.062771,0.09229019999999998,0.006416812539100647,0.00841093715280294,0.03416580148041248,0.03928574733436107
ivf/branch,8,512,0.0,42,1944,0.6367283950617285,0.6656327160493827,0.3257667789803824,0.08688271604938272,0.3670261494335569,100.0,512.0,0.0,1367.554012345679,1.0,6779.708333333333,7878.538580246914,8.0,0.9157407407407407,0.0,0.0,1.0,0.17362507060170174,0.20591099746525288,0.132082961499691,0.16096255276352164,0.127583,0.15657669999999999,0.0064997002482414246,0.008416827768087387,0.03420887514948845,0.03937492147088051
ivf/branch,8,512,0.1,42,1944,0.6322530864197531,0.6546759259259259,0.3210307502060171,0.08611111111111111,0.3607761494335568,100.0,512.0,51.21296296296296,1450.8641975308642,1.0,6539.12037037037,7878.538580246914,8.0,0.9157407407407407,0.0,0.0,1.0,0.18191710114479065,0.21049357019364834,0.1400208566337824,0.1666670897975564,0.135792,0.16214194999999998,0.006416812539100647,0.008208607323467731,0.034582801163196564,0.03920814488083124
ivf/branch,8,512,0.1,43,1944,0.630246913580247,0.6546450617283951,0.3221366691227764,0.08626543209876544,0.3625122605446679,100.0,512.0,51.20216049382716,1450.5478395061727,1.0,6538.058641975309,7878.538580246914,8.0,0.9157407407407407,0.0,0.0,1.0,0.18970901146531105,0.2217310480773449,0.14674989506602287,0.17415995243936777,0.1425205,0.16959994999999997,0.006666872650384903,0.00940999016165733,0.034875236451625824,0.041153957135975354
ivf/branch,8,512,0.1,44,1944,0.6316358024691359,0.6543827160493827,0.3218653214192302,0.08611111111111112,0.3617406556063963,100.0,512.0,51.175925925925924,1449.8641975308642,1.0,6536.418209876543,7878.538580246914,8.0,0.9157407407407407,0.0,0.0,1.0,0.18699956126511097,0.24597751908004278,0.14439597725868225,0.18877333495765924,0.140083,0.18265009999999993,0.006708316504955292,0.012451689690351483,0.034833792597055435,0.04599413368850946
ivf/branch,8,1024,0.0,42,1944,0.7280864197530864,0.8718672839506172,0.3417040868066971,0.0933641975308642,0.3968309211364767,100.0,1023.7361111111111,0.0,3431.328703703704,0.9969135802469136,12865.714506172839,7878.538580246914,8.0,0.9157407407407407,0.0,0.0,1.0,0.3090833779424429,0.3679517423734069,0.26439549401402473,0.31664189882576466,0.258917,0.31003569999999997,0.007000286132097244,0.011785654351115223,0.03616604954004288,0.044077867642045014
ivf/branch,8,1024,0.1,42,1944,0.7250000000000001,0.8662037037037037,0.3410779685962735,0.09305555555555557,0.3953648717537606,100.0,1023.7361111111111,102.27623456790124,3525.6481481481483,0.9969135802469136,12522.70061728395,7878.538580246914,8.0,0.9157407407407407,0.0,0.0,1.0,0.32183295115828514,0.3921079915016889,0.27652084827423096,0.3333605825901031,0.271042,0.32738134999999996,0.007166992872953415,0.015160767361521717,0.036874786019325256,0.0480583170428872
ivf/branch,8,1024,0.1,43,1944,0.7256172839506172,0.8667746913580248,0.34150510887268526,0.0933641975308642,0.3971009828648717,100.0,1023.7361111111111,102.24074074074075,3527.1234567901233,0.9969135802469136,12520.223765432098,7878.538580246914,8.0,0.9157407407407407,0.0,0.0,1.0,0.32837502658367157,0.4566000541672109,0.28191646561026573,0.38611229974776506,0.27625,0.37841254999999996,0.0074999406933784485,0.01854216679930687,0.037457793951034546,0.05444015841931103
ivf/branch,8,1024,0.1,44,1944,0.724074074074074,0.8662191358024691,0.34142148211221335,0.0933641975308642,0.3970624026179581,100.0,1023.7361111111111,102.19598765432099,3526.45524691358,0.9969135802469136,12522.807098765432,7878.538580246914,8.0,0.9157407407407407,0.0,0.0,1.0,0.3040421288460493,0.36424554418772453,0.2615004777908325,0.3146606031805277,0.25635450000000004,0.30944374999999996,0.006791204214096069,0.010459148325026035,0.0350000336766243,0.042868545278906815
ivf/branch,8,2048,0.0,42,1944,0.7712962962962964,0.999243827160494,0.34610075987796096,0.09459876543209877,0.4011329248597767,100.0,1751.716049382716,0.0,7699.75462962963,0.17901234567901234,18009.87962962963,7878.538580246914,8.0,0.9157407407407407,0.0,0.0,1.0,0.5034171044826508,0.5937091540545225,0.4582079127430916,0.5434953374788165,0.455354,0.5399625,0.0072498805820941925,0.013375119306147099,0.03674998879432678,0.04665334708988666
ivf/branch,8,2048,0.1,42,1944,0.7712962962962964,0.9991975308641975,0.34610075987796096,0.09459876543209877,0.4011329248597767,100.0,1751.716049382716,174.65432098765433,7702.385802469136,0.17901234567901234,17990.21450617284,7878.538580246914,8.0,0.9157407407407407,0.0,0.0,1.0,0.545603921636939,0.8757499279454348,0.49518770538270473,0.7695456733927131,0.4916875,0.7537517999999995,0.008250121027231216,0.031284894794225686,0.04029180854558945,0.07675627712160342
ivf/branch,8,2048,0.1,43,1944,0.7712962962962964,0.9991975308641976,0.34610075987796096,0.09459876543209877,0.4011329248597767,100.0,1751.716049382716,174.50462962962962,7702.115740740741,0.17901234567901234,17992.14814814815,7878.538580246914,8.0,0.9157407407407407,0.0,0.0,1.0,0.5061249248683453,0.6179786520078778,0.46114553697407246,0.5616937996819615,0.457979,0.55558385,0.007125083357095718,0.01457754988223314,0.03624986857175827,0.048856087960302816
ivf/branch,8,2048,0.1,44,1944,0.7712962962962964,0.9991512345679012,0.34610075987796096,0.09459876543209877,0.4011329248597767,100.0,1751.716049382716,174.5108024691358,7702.695987654321,0.17901234567901234,17988.31635802469,7878.538580246914,8.0,0.9157407407407407,0.0,0.0,1.0,0.510937999933958,0.6126186344772577,0.4645208828151226,0.5556955700740218,0.461792,0.5510643,0.007333233952522278,0.013856124132871616,0.03729201853275299,0.048118480481207364
ivf/branch,8,4096,0.0,42,1944,0.771141975308642,1.0,0.34610075987796096,0.09459876543209877,0.4011329248597767,100.0,1782.4027777777778,0.0,7878.538580246914,0.0,18160.385802469136,7878.538580246914,8.0,0.9157407407407407,0.0,0.0,1.0,0.5150209181010723,0.6427163491025566,0.46818749979138374,0.5881529301404953,0.4650835,0.5841187,0.007375143468379974,0.015035504475235936,0.0377921387553215,0.048709032125771046
ivf/branch,8,4096,0.1,42,1944,0.771141975308642,1.0,0.34610075987796096,0.09459876543209877,0.4011329248597767,100.0,1782.4027777777778,177.64043209876544,7878.538580246914,0.0,18160.385802469136,7878.538580246914,8.0,0.9157407407407407,0.0,0.0,1.0,0.5353540182113647,0.6626714020967484,0.4859999753534794,0.6032769568264484,0.482583,0.5981232,0.0077500008046627045,0.01769566442817449,0.03875000402331352,0.05166069604456424
ivf/branch,8,4096,0.1,43,1944,0.771141975308642,1.0,0.34610075987796096,0.09459876543209877,0.4011329248597767,100.0,1782.4027777777778,177.47685185185185,7878.538580246914,0.0,18160.385802469136,7878.538580246914,8.0,0.9157407407407407,0.0,0.0,1.0,0.5146670155227184,0.6233501015231013,0.468916492536664,0.5718770204111934,0.465417,0.5688536,0.0072089023888111115,0.013070716522634022,0.03716722130775452,0.047250185161828995
ivf/branch,8,4096,0.1,44,1944,0.771141975308642,1.0,0.34610075987796096,0.09459876543209877,0.4011329248597767,100.0,1782.4027777777778,177.54475308641975,7878.538580246914,0.0,18160.385802469136,7878.538580246914,8.0,0.9157407407407407,0.0,0.0,1.0,0.521812355145812,0.6791544146835804,0.47416682355105877,0.6195099093019962,0.471125,0.61509365,0.007458031177520752,0.018041906878352165,0.03766687586903572,0.05419566296041011
ivf/branch,16,0,0.0,42,1944,0.7933641975308643,1.0,0.35425023923909316,0.09675925925925927,0.4107798237427867,100.0,3399.1481481481483,0.0,15501.618827160493,0.0,33865.299382716046,15501.618827160493,16.0,0.9682098765432098,0.0,0.0,1.0,0.941666541621089,1.1217015795409677,0.8938955143094063,1.0678461752831936,0.8898125,1.06075,0.008083879947662354,0.01515361946076154,0.038833823055028915,0.049743638373911374
ivf/branch,16,0,0.1,42,1944,0.7933641975308643,1.0,0.35425023923909316,0.09675925925925927,0.4107798237427867,100.0,3399.1481481481483,339.20524691358025,15501.618827160493,0.0,33865.299382716046,15501.618827160493,16.0,0.9682098765432098,0.0,0.0,1.0,0.9672085288912058,1.1775525286793709,0.9172083809971809,1.115302462130785,0.912563,1.1078187499999999,0.008624978363513947,0.019112345762550824,0.040207989513874054,0.053625088185071945
ivf/branch,16,0,0.1,43,1944,0.7933641975308643,1.0,0.35425023923909316,0.09675925925925927,0.4107798237427867,100.0,3399.1481481481483,339.77777777777777,15501.618827160493,0.0,33865.299382716046,15501.618827160493,16.0,0.9682098765432098,0.0,0.0,1.0,0.950958114117384,1.1272563133388755,0.9029584471136332,1.0763579746708272,0.8996455,1.07132045,0.008166534826159477,0.015832949429750443,0.03866618499159813,0.04899385385215282
ivf/branch,16,0,0.1,44,1944,0.7933641975308643,1.0,0.35425023923909316,0.09675925925925927,0.4107798237427867,100.0,3399.1481481481483,339.46604938271605,15501.618827160493,0.0,33865.299382716046,15501.618827160493,16.0,0.9682098765432098,0.0,0.0,1.0,0.9874375537037849,1.171735697425902,0.9347919840365648,1.1112249689176676,0.9299165,1.104,0.008834060281515121,0.018666964024305344,0.04087481647729874,0.05357682239264249
ivf/branch,16,16,0.0,42,1944,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,250.32253086419752,15501.618827160493,16.0,0.9682098765432098,1.0,1.0,0.0,0.01754099503159523,0.0200001522898674,0.010624993592500687,0.01195911318063736,0.008291,0.009167,0.006041955202817917,0.007118540816009041,0.0006249174475669861,0.0007501803338527679
ivf/branch,16,16,0.1,42,1944,0.0,0.0,0.0,0.0,0.0,0.06481481481481481,16.0,1.5679012345679013,0.06481481481481481,1.0,250.52623456790124,15501.618827160493,16.0,0.9682098765432098,0.9907407407407407,0.9969135802469136,0.0006481481481481481,0.017791055142879486,0.021458463743329048,0.010834075510501862,0.013118586502969262,0.008458,0.010125,0.006082933396100998,0.0074999406933784485,0.0006249174475669861,0.0007920898497104645
ivf/branch,16,16,0.1,43,1944,0.0,0.0,0.0,0.0,0.0,0.09104938271604938,16.0,1.5709876543209877,0.09104938271604938,1.0,250.8719135802469,15501.618827160493,16.0,0.9682098765432098,0.9876543209876543,0.9969135802469136,0.0009104938271604938,0.017958227545022964,0.022916914895176888,0.01091696321964264,0.013064569793641555,0.0085,0.00975,0.006125308573246002,0.007458822801709175,0.0006249174475669861,0.0008330680429935455
ivf/branch,16,16,0.1,44,1944,0.0,0.0,0.0,0.0,0.0,0.06018518518518518,16.0,1.5679012345679013,0.06018518518518518,1.0,250.80092592592592,15501.618827160493,16.0,0.9682098765432098,0.9922839506172839,0.9984567901234568,0.0006018518518518519,0.017791055142879486,0.019701570272445675,0.010792165994644165,0.011791940778493881,0.008417,0.009076849999999997,0.006083864718675613,0.006666802801191807,0.0006249174475669861,0.0007501803338527679
ivf/branch,16,32,0.0,42,1944,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,1.0,500.64506172839504,15501.618827160493,16.0,0.9682098765432098,1.0,1.0,0.0,0.01962529495358467,0.022875075228512287,0.012625008821487427,0.014666933566331863,0.010104499999999999,0.011792,0.006083864718675613,0.007375073619186878,0.0006249174475669861,0.000791158527135849
ivf/branch,16,32,0.1,42,1944,0.0,4.6296296296296294e-05,0.0,0.0,0.0,2.587962962962963,32.0,3.146604938271605,2.587962962962963,1.0,497.12808641975306,15501.618827160493,16.0,0.9682098765432098,0.7762345679012346,0.8981481481481481,0.02587962962962963,0.020500272512435913,0.034958915784955025,0.013208016753196716,0.016785063780844208,0.0106045,0.01383385,0.00620819628238678,0.007708882912993431,0.0006658956408500671,0.011417083442211151
ivf/branch,16,32,0.1,43,1944,0.0,0.0,0.0,0.0,0.0,2.2746913580246915,32.0,3.1481481481481484,2.2746913580246915,1.0,497.6666666666667,15501.618827160493,16.0,0.9682098765432098,0.7592592592592593,0.9166666666666666,0.022746913580246914,0.020791776478290558,0.03515358548611402,0.01333281397819519,0.01728478819131851,0.010708,0.014368699999999996,0.006249640136957169,0.007833284325897694,0.0006663613021373749,0.010951794683933255
ivf/branch,16,32,0.1,44,1944,0.0,0.0,0.0,0.0,0.0,2.2824074074074074,32.0,3.1527777777777777,2.2824074074074074,1.0,497.92438271604937,15501.618827160493,16.0,0.9682098765432098,0.7577160493827161,0.9104938271604939,0.022824074074074076,0.021374784409999847,0.041618850082159035,0.013667158782482147,0.01915451139211654,0.011,0.015326849999999996,0.006416812539100647,0.009826617315411564,0.0007078051567077637,0.012125284411013126
ivf/branch,16,64,0.0,42,1944,0.0,3.08641975308642e-05,0.0,0.0,0.0,0.13117283950617284,64.0,0.0,0.13117283950617284,1.0,1001.2145061728395,15501.618827160493,16.0,0.9682098765432098,0.9938271604938271,0.9938271604938271,0.0013117283950617284,0.023250002413988113,0.027326773852109906,0.016333069652318954,0.0195767730474472,0.013583,0.016410699999999997,0.006041023880243301,0.006916932761669159,0.0006249174475669861,0.000791158527135849
ivf/branch,16,64,0.1,42,1944,0.0,6.17283950617284e-05,0.0,0.0,0.0,13.657407407407407,64.0,6.33179012345679,13.657407407407407,1.0,979.4398148148148,15501.618827160493,16.0,0.9682098765432098,0.24382716049382716,0.5432098765432098,0.13657407407407407,0.031145522370934486,0.04991067107766866,0.018707942217588425,0.024499837309122086,0.015791,0.02104185,0.006332993507385254,0.008159759454429146,0.005707843229174614,0.018493970856070515
ivf/branch,16,64,0.1,43,1944,0.0,6.17283950617284e-05,0.0,0.0,0.0,13.131172839506172,64.0,6.322530864197531,13.131172839506172,1.0,980.6527777777778,15501.618827160493,16.0,0.9682098765432098,0.25925925925925924,0.5462962962962963,0.13131172839506175,0.03187498077750206,0.05326627288013695,0.01929188147187233,0.025696516968309872,0.016333,0.02248754999999999,0.006416812539100647,0.008118781261146065,0.0058335717767477036,0.020545255392789816
ivf/branch,16,64,0.1,44,1944,0.000308641975308642,7.71604938271605e-05,0.0,0.0,0.0,12.628086419753087,64.0,6.328703703703703,12.628086419753087,1.0,980.9768518518518,15501.618827160493,16.0,0.9682098765432098,0.2623456790123457,0.5648148148148148,0.12628086419753087,0.031645642593503,0.05062522832304239,0.0191456638276577,0.025452673435211178,0.016209,0.022035699999999995,0.006416812539100647,0.008291099220514297,0.005666166543960571,0.01774393022060394
ivf/branch,16,128,0.0,42,1944,0.000154320987654321,0.00038580246913580245,0.0,0.0,0.0,1.4552469135802468,128.0,0.0,1.6604938271604939,1.0,2001.5586419753085,15501.618827160493,16.0,0.9682098765432098,0.9691358024691358,0.9691358024691358,0.014552469135802468,0.03187498077750206,0.03902874886989593,0.024792272597551346,0.03011219669133424,0.021458,0.026243849999999996,0.006125308573246002,0.007458031177520752,0.0006253831088542938,0.0009167473763227462
ivf/branch,16,128,0.1,42,1944,0.000308641975308642,0.00044753086419753094,0.0,0.0,0.0,42.55864197530864,128.0,12.746913580246913,43.22993827160494,1.0,1934.162037037037,15501.618827160493,16.0,0.9682098765432098,0.016975308641975308,0.09567901234567901,0.4255864197530864,0.056541990488767624,0.08794665336608885,0.03283284604549408,0.043993978761136525,0.029187499999999998,0.0395357,0.006791204214096069,0.009826757013797757,0.016208039596676826,0.03512483090162277
ivf/branch,16,128,0.1,43,1944,0.000308641975308642,0.0004320987654320988,0.0,0.0,0.0,41.38425925925926,128.0,12.76388888888889,42.48765432098765,1.0,1935.6342592592594,15501.618827160493,16.0,0.9682098765432098,0.016975308641975308,0.12037037037037036,0.4138425925925926,0.0555417500436306,0.08495135698467493,0.03229151479899883,0.042750034481287,0.02875,0.039083,0.0066659413278102875,0.008584000170230865,0.015833182260394096,0.03474408295005559
ivf/branch,16,128,0.1,44,1944,0.0006172839506172839,0.0005092592592592592,0.0,0.0,0.0,41.65432098765432,128.0,12.780864197530864,42.44135802469136,1.0,1935.682098765432,15501.618827160493,16.0,0.9682098765432098,0.013888888888888888,0.1111111111111111,0.4165432098765432,0.0561252236366272,0.08393279276788233,0.03258301876485348,0.041618850082159035,0.029,0.0375,0.0067497603595256805,0.008792011067271233,0.016207806766033173,0.034076930023729794
ivf/branch,16,256,0.0,42,1944,0.011882716049382716,0.01182098765432099,0.007870497897316971,0.0029320987654320985,0.009058174335952114,16.537037037037038,256.0,0.0,31.041666666666668,1.0,3988.3024691358023,15501.618827160493,16.0,0.9682098765432098,0.7469135802469136,0.7469135802469136,0.1653703703703704,0.05024997517466545,0.11015450581908225,0.04249997437000275,0.06546915974467991,0.037959,0.06114194999999999,0.0063749030232429504,0.00800006091594696,0.0007078051567077637,0.03711855970323085
ivf/branch,16,256,0.1,42,1944,0.007716049382716049,0.007962962962962963,0.005730613943592479,0.001388888888888889,0.006687242798353909,89.54938271604938,256.0,25.47685185185185,129.0108024691358,1.0,3820.3256172839506,15501.618827160493,16.0,0.9682098765432098,0.0,0.0015432098765432098,0.8954938271604939,0.10224990546703339,0.14262946788221595,0.0608125701546669,0.08576696272939442,0.05625,0.07895255,0.00695791095495224,0.011874828487634659,0.03416696563363075,0.04479221533983946
ivf/branch,16,256,0.1,43,1944,0.007870370370370371,0.00816358024691358,0.004834602869125462,0.001234567901234568,0.0059156378600823045,88.78395061728395,256.0,25.530864197530864,128.1358024691358,1.0,3823.2453703703704,15501.618827160493,16.0,0.9682098765432098,0.0,0.0030864197530864196,0.8878395061728396,0.09725010022521019,0.12145261280238628,0.05758320912718773,0.07607685402035713,0.053104,0.07049819999999997,0.006666872650384903,0.008451729081571099,0.03320816904306412,0.03870849031955004
ivf/branch,16,256,0.1,44,1944,0.008333333333333335,0.00830246913580247,0.004834602869125462,0.001234567901234568,0.0059156378600823045,88.2824074074074,256.0,25.479938271604937,125.8503086419753,1.0,3826.9043209876545,15501.618827160493,16.0,0.9682098765432098,0.0,0.0030864197530864196,0.882824074074074,0.10112510062754154,0.12371244374662635,0.05970802158117294,0.07704179733991623,0.055208,0.072,0.006832648068666458,0.008784607052803036,0.0338749960064888,0.03940982278436422
ivf/branch,16,512,0.0,42,1944,0.36141975308641977,0.3329320987654321,0.22331328920086627,0.05416666666666667,0.2431055484296225,93.40123456790124,512.0,0.0,646.3595679012345,1.0,7544.867283950617,15501.618827160493,16.0,0.9682098765432098,0.021604938271604937,0.021604938271604937,0.9340123456790124,0.17016706988215446,0.22416701540350914,0.1266461331397295,0.17811846919357777,0.11997949999999999,0.17255179999999998,0.007042195647954941,0.01091696321964264,0.0349581241607666,0.04166730213910341
ivf/branch,16,512,0.1,42,1944,0.2762345679012346,0.25058641975308643,0.17460529786939152,0.042283950617283954,0.185419505905617,100.0,512.0,51.13425925925926,727.0030864197531,1.0,7293.253086419753,15501.618827160493,16.0,0.9682098765432098,0.0,0.0,1.0,0.1743328757584095,0.22186259739100933,0.13091671280562878,0.17632045783102512,0.125125,0.16990174999999996,0.0069588422775268555,0.01057640183717012,0.03512483090162277,0.04157673101872205
ivf/branch,16,512,0.1,43,1944,0.2768518518518518,0.2504475308641975,0.17115911337408146,0.04151234567901234,0.18403061701672813,100.0,512.0,51.25617283950617,724.033950617284,1.0,7297.456790123457,15501.618827160493,16.0,0.9682098765432098,0.0,0.0,1.0,0.16679149121046066,0.2151413122192025,0.12475019320845604,0.16886896919459105,0.118875,0.16331259999999995,0.00695791095495224,0.00924367923289537,0.03437511622905731,0.04024375230073928
ivf/branch,16,512,0.1,44,1944,0.2736111111111111,0.24705246913580245,0.1680153957276809,0.0404320987654321,0.17978495270161937,100.0,512.0,51.214506172839506,721.699074074074,1.0,7298.447530864198,15501.618827160493,16.0,0.9682098765432098,0.0,0.0,1.0,0.1748749054968357,0.22295848466455936,0.13118796050548553,0.17773746512830257,0.124917,0.17223739999999998,0.006958609446883202,0.009750016033649445,0.035250093787908554,0.04120201338082551
ivf/branch,16,1024,0.0,42,1944,0.678395061728395,0.7186574074074075,0.3382589796501007,0.09074074074074075,0.3849978082616971,100.0,1024.0,0.0,2897.152777777778,1.0,13307.91512345679,15501.618827160493,16.0,0.9682098765432098,0.0,0.0,1.0,0.31527038663625717,0.38254535757005215,0.2700414042919874,0.3283980069682002,0.2628545,0.3201831,0.007375143468379974,0.012195413000881665,0.03654090687632561,0.04429176915436983
ivf/branch,16,1024,0.1,42,1944,0.6762345679012345,0.711466049382716,0.3361612120270863,0.09043209876543211,0.3851006889201333,100.0,1024.0,102.24228395061728,3045.9074074074074,1.0,12845.069444444445,15501.618827160493,16.0,0.9682098765432098,0.0,0.0,1.0,0.3303124103695154,0.4003331996500492,0.2845209091901779,0.344058102928102,0.2778545,0.33557755,0.0074999406933784485,0.013868953101336953,0.03700004890561104,0.04644645377993583
ivf/branch,16,1024,0.1,43,1944,0.6763888888888889,0.710925925925926,0.3370262701748459,0.09058641975308643,0.38548649138926916,100.0,1024.0,102.41512345679013,3046.864197530864,1.0,12848.49537037037,15501.618827160493,16.0,0.9682098765432098,0.0,0.0,1.0,0.32685394398868084,0.40497945155948395,0.28127036057412624,0.3477644175291061,0.27447900000000003,0.33982489999999993,0.007375143468379974,0.013285549357533451,0.036916229873895645,0.04820262547582387
ivf/branch,16,1024,0.1,44,1944,0.6753086419753086,0.7123148148148148,0.3366034833468748,0.09058641975308641,0.38615521566910455,100.0,1024.0,102.30864197530865,3039.8533950617284,1.0,12851.524691358025,15501.618827160493,16.0,0.9682098765432098,0.0,0.0,1.0,0.3517712466418743,0.4829938989132643,0.30291639268398285,0.41284025646746153,0.2959585,0.3977188,0.008082948625087738,0.019653514027595513,0.03912532702088356,0.056118541397154324
ivf/branch,16,2048,0.0,42,1944,0.7617283950617284,0.9119135802469136,0.3500542007396634,0.09567901234567901,0.4083364081049266,100.0,2047.9521604938273,0.0,7223.609567901234,0.9984567901234568,24988.087962962964,15501.618827160493,16.0,0.9682098765432098,0.0,0.0,1.0,0.583333196118474,0.6900981068611145,0.5349577404558659,0.635029817931354,0.5255209999999999,0.6266124,0.007874798029661179,0.014417129568755627,0.038499943912029266,0.04824381321668624
ivf/branch,16,2048,0.1,42,1944,0.7614197530864198,0.90695987654321,0.3507709524606771,0.09583333333333334,0.4075905233312641,100.0,2047.9521604938273,204.33024691358025,7376.180555555556,0.9984567901234568,24433.248456790123,15501.618827160493,16.0,0.9682098765432098,0.0,0.0,1.0,0.5691878031939268,0.682177790440619,0.5237290170043707,0.6284437142312526,0.5149165,0.61827775,0.0074999406933784485,0.013326667249202725,0.03691716119647026,0.04739777650684117
ivf/branch,16,2048,0.1,43,1944,0.7623456790123457,0.9077777777777778,0.3501249495315927,0.0955246913580247,0.4074619225082188,100.0,2047.9521604938273,204.5216049382716,7377.367283950617,0.9984567901234568,24431.145061728395,15501.618827160493,16.0,0.9682098765432098,0.0,0.0,1.0,0.5894789937883615,0.8085768902674316,0.541583402082324,0.7297729607671499,0.532937,0.7133330499999999,0.00800006091594696,0.021815206855535497,0.03833300434052944,0.05836861673742532
ivf/branch,16,2048,0.1,44,1944,0.7628086419753087,0.9075462962962962,0.3506810461638556,0.09583333333333334,0.4085825868233276,100.0,2047.9521604938273,204.4537037037037,7378.925925925926,0.9984567901234568,24431.537037037036,15501.618827160493,16.0,0.9682098765432098,0.0,0.0,1.0,0.5552293732762337,0.6487410282716155,0.5113543011248112,0.5984202027320862,0.502875,0.5904937,0.007458031177520752,0.011201715096831318,0.03550015389919281,0.042750034481287
ivf/branch,16,4096,0.0,42,1944,0.7933641975308643,0.9999691358024692,0.35425023923909316,0.09675925925925927,0.4107798237427867,100.0,3382.75,0.0,15407.233024691359,0.06327160493827161,33800.24845679013,15501.618827160493,16.0,0.9682098765432098,0.0,0.0,1.0,0.9609167464077473,1.1402671923860908,0.9100204333662987,1.0761377401649952,0.906125,1.0698081,0.008624978363513947,0.01917651388794182,0.03989553079009056,0.05391438025981185
