method,clusters,router,setting_id,top_k,probes,repetitions,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,start_depth,candidate_target,leaf_size,node_budget,exploration,seed
scan,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-64-seed42,main-s00033,1,4,1,1000,1,True,True,0.955,7.096166999872366,9.693394050282222,7141.848295001182,7.096166999872366,7.096166999872366,7.096166999872366,71118616,227524608,36516.569,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-64-seed42,main-s00032,1,3,1,1000,1,True,True,0.931,5.343770500076062,7.7158454987511504,5408.243410030991,5.343770500076062,5.343770500076062,5.343770500076062,71118616,227524608,27664.178,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,1,,main-s00002,100,1,1,1000,1,True,True,1.0,102.96295850093884,103.57446219868507,102493.62092201045,102.96295850093884,102.96295850093884,102.96295850093884,71118616,259997696,522931.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,1,,main-s00000,1,1,1,1000,1,True,True,1.0,102.7377915006582,103.40982499965321,102371.95365800471,102.7377915006582,102.7377915006582,102.7377915006582,71118616,259997696,522931.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-1024-seed42,main-s00223,100,10,1,1000,1,True,True,0.80841,1.1851879999085213,1.4983854505771887,1200.70583798406,1.1851879999085213,1.1851879999085213,1.1851879999085213,71118616,261341184,5488.952,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-1024-seed42,main-s00224,100,32,1,1000,1,True,True,0.90057,3.4674584994718316,4.036868450020847,3480.9980069912854,3.4674584994718316,3.4674584994718316,3.4674584994718316,71118616,261341184,17036.521,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-1024-seed42,main-s00213,1,7,1,1000,1,True,True,0.952,0.8340209997186321,1.1014336495463795,848.0110859763954,0.8340209997186321,0.8340209997186321,0.8340209997186321,71118616,261341184,3889.579,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-1024-seed42,main-s00227,100,1024,1,1000,1,True,True,1.0,103.0349370003023,103.52410145014801,102914.19802698147,103.0349370003023,103.0349370003023,103.0349370003023,71118616,261341184,522931.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-1024-seed42,main-s00225,100,86,1,1000,1,True,True,0.95005,9.044708499459375,10.056881549826358,9079.87062403663,9.044708499459375,9.044708499459375,9.044708499459375,71118616,261341184,45368.739,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-1024-seed42,main-s00212,1,3,1,1000,1,True,True,0.902,0.4090625006938353,0.5613600994365697,418.2812080143776,0.4090625006938353,0.4090625006938353,0.4090625006938353,71118616,261341184,1703.657,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-1024-seed42,main-s00222,100,2,1,1000,1,True,True,0.59931,0.33041650112863863,0.45896220035501756,340.2685130495229,0.33041650112863863,0.33041650112863863,0.33041650112863863,71118616,261341184,1149.348,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-1024-seed42,main-s00226,100,364,1,1000,1,True,True,0.99,37.56064599929232,39.19560065123733,37541.714916969795,37.56064599929232,37.56064599929232,37.56064599929232,71118616,261341184,189655.04,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-1024-seed42,main-s00215,1,1024,1,1000,1,True,True,1.0,102.9988330001288,103.48665835017528,102882.53870596964,102.9988330001288,102.9988330001288,102.9988330001288,71118616,261341184,522931.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-1024-seed42,main-s00214,1,35,1,1000,1,True,True,0.991,3.702250500282389,4.327054499208316,3724.8277439812227,3.702250500282389,3.702250500282389,3.702250500282389,71118616,261341184,18622.003,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-1024-seed42,main-s00210,1,1,1,1000,1,True,True,0.728,0.1931670003614272,0.26915210100924014,198.38817796699004,0.1931670003614272,0.1931670003614272,0.1931670003614272,71118616,261341184,584.657,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-1024-seed42,main-s00211,1,2,1,1000,1,True,True,0.859,0.2986665003845701,0.41862530024445727,308.33373900350125,0.2986665003845701,0.2986665003845701,0.2986665003845701,71118616,261341184,1149.348,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00394,1,33,1,1000,1,True,True,0.99,1.2141670003984473,1.4147562505058886,1218.9330740238802,1.2141670003984473,1.2141670003984473,1.2141670003984473,71118616,293748736,4558.183,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00390,1,1,1,1000,1,True,True,0.748,0.3437709992795135,0.37705355034631793,346.7024919755204,0.3437709992795135,0.3437709992795135,0.3437709992795135,71118616,293748736,159.575,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00406,100,874,1,1000,1,True,True,0.99,22.903645499354752,24.224450650490326,22894.36899694374,22.903645499354752,22.903645499354752,22.903645499354752,71118616,293748736,113571.472,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00405,100,170,1,1000,1,True,True,0.95004,4.8352084995713085,5.391848549970746,4838.211244006743,4.8352084995713085,4.8352084995713085,4.8352084995713085,71118616,293748736,22585.081,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00403,100,15,1,1000,1,True,True,0.80501,0.7540629994764458,0.8760523987803026,759.8248469912505,0.7540629994764458,0.7540629994764458,0.7540629994764458,71118616,293748736,2132.107,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00407,100,4096,1,1000,1,True,True,1.0,103.04562500004977,104.62537915000212,103138.28392501091,103.04562500004977,103.04562500004977,103.04562500004977,71118616,293748736,522931.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00404,100,57,1,1000,1,True,True,0.90021,1.8518540009608842,2.1285232497575635,1859.2434899946966,1.8518540009608842,1.8518540009608842,1.8518540009608842,71118616,293748736,7737.498,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00391,1,2,1,1000,1,True,True,0.865,0.3756039996005711,0.4161333516094601,378.2621529826429,0.3756039996005711,0.3756039996005711,0.3756039996005711,71118616,293748736,313.733,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00402,100,2,1,1000,1,True,True,0.53349,0.39239599936991,0.4363372007901489,395.54529399902094,0.39239599936991,0.39239599936991,0.39239599936991,71118616,293748736,313.733,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00392,1,3,1,1000,1,True,True,0.92,0.4035204992760555,0.4560124997624371,406.94166800494713,0.4035204992760555,0.4035204992760555,0.4035204992760555,71118616,293748736,461.878,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00395,1,4096,1,1000,1,True,True,1.0,102.99735399985366,104.71287230047892,103115.10760603778,102.99735399985366,102.99735399985366,102.99735399985366,71118616,293748736,522931.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00393,1,6,1,1000,1,True,True,0.956,0.4914580003969604,0.5683170000338578,493.9876339813054,0.4914580003969604,0.4914580003969604,0.4914580003969604,71118616,293748736,890.047,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00563,100,874,1,1000,1,True,True,0.99,23.67881250120263,25.01210384962178,23687.240463003036,23.67881250120263,23.67881250120263,23.67881250120263,73210340,247169024,113571.472,0.0,0.0,0.0,17.0,27968.0,0.0,16,261465,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00498,1,6,1,1000,1,True,True,0.956,0.5001874997105915,0.5768853998233681,502.6100249524461,0.5001874997105915,0.5001874997105915,0.5001874997105915,73210340,247169024,890.047,0.0,0.0,0.0,17.0,192.0,0.0,16,261465,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00484,1,1,1,1000,1,True,True,0.748,0.3477499994914979,0.3872604501339083,353.27579001568665,0.3477499994914979,0.3477499994914979,0.3477499994914979,73210340,247169024,159.575,0.0,0.0,0.0,17.0,32.0,0.0,16,0,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00544,100,2,1,1000,1,True,True,0.53349,0.39860450033302186,0.4469315498681681,401.9026329879125,0.39860450033302186,0.39860450033302186,0.39860450033302186,73210340,247169024,313.733,0.0,0.0,0.0,17.0,64.0,0.0,16,0,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00487,1,2,1,1000,1,True,True,0.865,0.37906249963270966,0.42639374969439814,383.5890499776724,0.37906249963270966,0.37906249963270966,0.37906249963270966,73210340,247169024,313.733,0.0,0.0,0.0,17.0,64.0,0.0,16,100000,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00491,1,3,1,1000,1,True,True,0.92,0.4100834994460456,0.46463959997709026,414.11698600131785,0.4100834994460456,0.4100834994460456,0.4100834994460456,73210340,247169024,461.878,0.0,0.0,0.0,17.0,96.0,0.0,16,10000,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00560,100,874,1,1000,1,True,True,0.11915,1.1923960000785883,2.814044098795417,1528.5861159882188,1.1923960000785883,1.1923960000785883,1.1923960000785883,73210340,247169024,3104.236,0.0,0.0,0.0,8.677,15167.396,8.323,16,1000,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00505,1,4096,1,1000,1,True,True,0.258,2.465833499627479,3.6517600995466633,3141.8930819618254,2.465833499627479,2.465833499627479,2.465833499627479,73210340,247169024,4954.733,0.0,0.0,0.0,7.134,58441.728,9.866,16,1000,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00503,1,33,1,1000,1,True,True,0.99,1.2448119996406604,1.4505565486615524,1249.8831570519542,1.2448119996406604,1.2448119996406604,1.2448119996406604,73210340,247169024,4558.183,0.0,0.0,0.0,17.0,1056.0,0.0,16,261465,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00558,100,170,1,1000,1,True,True,0.95004,5.002332999538339,5.564897900330834,5016.637001963318,5.002332999538339,5.002332999538339,5.002332999538339,73210340,247169024,22585.081,0.0,0.0,0.0,17.0,5440.0,0.0,16,261465,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00494,1,3,1,1000,1,True,True,0.92,0.40875000013329554,0.4612520997397951,411.9165670053917,0.40875000013329554,0.40875000013329554,0.40875000013329554,73210340,247169024,461.878,0.0,0.0,0.0,17.0,96.0,0.0,16,0,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00506,1,4096,1,1000,1,True,True,0.433,6.197937499564432,10.134076799386094,7494.689125034711,6.197937499564432,6.197937499564432,6.197937499564432,73210340,247169024,22304.981,0.0,0.0,0.0,10.715,87777.28,6.285,16,10000,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00492,1,3,1,1000,1,True,True,0.92,0.4060835008203867,0.4612645996530773,410.399331998633,0.4060835008203867,0.4060835008203867,0.4060835008203867,73210340,247169024,461.878,0.0,0.0,0.0,17.0,96.0,0.0,16,100000,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00504,1,33,1,1000,1,True,True,0.99,1.2470419997043791,1.4494125003693625,1256.1464079644793,1.2470419997043791,1.2470419997043791,1.2470419997043791,73210340,247169024,4558.183,0.0,0.0,0.0,17.0,1056.0,0.0,16,0,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00541,100,2,1,1000,1,True,True,0.53349,0.398437499825377,0.44516459893202404,401.77902402683685,0.398437499825377,0.398437499825377,0.398437499825377,73210340,247169024,313.733,0.0,0.0,0.0,17.0,64.0,0.0,16,10000,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00551,100,57,1,1000,1,True,True,0.90021,1.9362919993000105,2.2206190991710173,1945.940450010312,1.9362919993000105,1.9362919993000105,1.9362919993000105,73210340,247169024,7737.498,0.0,0.0,0.0,17.0,1824.0,0.0,16,10000,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00565,100,4096,1,1000,1,True,True,0.07867,2.479271000083827,3.655872300441842,3160.7962710313586,2.479271000083827,2.479271000083827,2.479271000083827,73210340,247169024,4954.733,0.0,0.0,0.0,7.134,58441.728,9.866,16,1000,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00545,100,15,1,1000,1,True,True,0.64684,0.6351250003717723,0.8150042011948244,655.5480729748524,0.6351250003717723,0.6351250003717723,0.6351250003717723,73210340,247169024,1481.558,0.0,0.0,0.0,15.184,447.87,1.816,16,1000,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00509,1,4096,1,1000,1,True,True,1.0,107.85766700064414,109.37598304990388,107932.48604200198,107.85766700064414,107.85766700064414,107.85766700064414,73210340,247169024,522931.0,0.0,0.0,0.0,17.0,131072.0,0.0,16,0,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00556,100,170,1,1000,1,True,True,0.73503,3.019478999704006,4.984369049816451,3325.6372419873514,3.019478999704006,3.019478999704006,3.019478999704006,73210340,247169024,14040.458,0.0,0.0,0.0,15.245,5122.1,1.755,16,10000,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00564,100,874,1,1000,1,True,True,0.99,23.642791499696614,24.96171310012869,23660.271118978926,23.642791499696614,23.642791499696614,23.642791499696614,73210340,247169024,113571.472,0.0,0.0,0.0,17.0,27968.0,0.0,16,0,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00555,100,170,1,1000,1,True,True,0.21264,0.7786250007484341,1.4523482491313189,889.0028550522402,0.7786250007484341,0.7786250007484341,0.7786250007484341,73210340,247169024,1956.26,0.0,0.0,0.0,10.795,3670.3,6.205,16,1000,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00489,1,2,1,1000,1,True,True,0.865,0.37710400010837475,0.4189704995951615,380.3659330296796,0.37710400010837475,0.37710400010837475,0.37710400010837475,73210340,247169024,313.733,0.0,0.0,0.0,17.0,64.0,0.0,16,0,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00488,1,2,1,1000,1,True,True,0.865,0.3787499999816646,0.4211395998027001,381.8428740305535,0.3787499999816646,0.3787499999816646,0.3787499999816646,73210340,247169024,313.733,0.0,0.0,0.0,17.0,64.0,0.0,16,261465,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00569,100,4096,1,1000,1,True,True,1.0,107.89858349926362,109.29283189943817,107966.29218898488,107.89858349926362,107.89858349926362,107.89858349926362,73210340,247169024,522931.0,0.0,0.0,0.0,17.0,131072.0,0.0,16,0,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,main-s00486,1,2,1,1000,1,True,True,0.865,0.37752099979115883,0.42080029925273266,380.51531699238694,0.37752099979115883,0.37752099979115883,0.37752099979115883,73210340,247169024,313.733,0.0,0.0,0.0,17.0,64.0,0.0,16,10000,,,,
