recall,recall_low,recall_high,p50_ms,p95_ms,p50_low,p50_high,queries,blocks,timing_observations,setting_id,documents,top_k,method,router,clusters,probes,node_budget,leaf_size,key_bits,candidate_target,exploration,lifetime_peak_bytes,qualified_environment
0.9995,0.9985,1.0,0.014500226825475693,0.020887632854282853,0.013770710211247206,0.015124678611755371,20,3,180,s0100,1000000,100,scan,direct,8192,1,0,0,0,0,0,191741952,True
0.8705,0.8535,0.8865,0.017145415768027306,0.02624881453812121,0.01635449007153511,0.01802109181880951,20,3,180,s0216,100000,100,scan,direct,8192,12,0,0,0,0,0,61390848,True
1.0,1.0,1.0,0.01858314499258995,0.029793451540172086,0.017478829249739647,0.02000061795115471,20,3,180,s0219,100000,100,scan,direct,8192,14,0,0,0,0,0,61652992,True
0.9995,0.9985,1.0,0.015603844076395035,0.021546101197600365,0.014854129403829575,0.015959190204739567,20,3,180,s0221,1000000,100,branch,direct,8192,1,0,1024,0,0,0,230440960,True
0.936,0.924,0.947,0.02175034023821354,0.03414126113057136,0.01985440030694008,0.023521017283201218,20,3,180,s0273,100000,100,branch,direct,8192,13,0,1024,0,0,0,78577664,True
1.0,1.0,1.0,0.015145400539040565,0.02136044204235076,0.014458544319495559,0.015645520761609077,20,3,180,s0339,100000,100,keys,none,1,1,0,0,13,0,0,56950784,True
1.0,1.0,1.0,0.012666452676057816,0.02613391261547758,0.01200009137392044,0.013290904462337494,20,3,180,s0370,1000000,100,keys,none,1,1,0,0,13,0,0,136445952,True
0.8705,0.8535,0.8865,0.019562430679798126,0.02903540153056382,0.018458813428878784,0.02074986696243286,20,3,180,s0422,100000,100,branch,direct,8192,12,0,512,0,0,0,78282752,True
1.0,1.0,1.0,0.02170819789171219,0.03234087489545344,0.019916798919439316,0.02291705459356308,20,3,180,s0545,100000,100,branch,direct,8192,14,0,2048,0,0,0,78446592,True
