method,clusters,router,setting_id,repetitions,top_k,probes,leaf_size,node_budget,prefer_deeper_ties,exploration,seed,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,start_depth,candidate_target,stop_when_exact
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0136,1,100,82,2048,1024,True,0,42,3000,3,True,True,0.90087,0.08458350203000009,0.09717114444356409,256.609593576286,0.08395800250582397,0.08362499647773802,0.08616699778940529,10965040,80871424,11059.047,82.0,0.0,212.417,0.0,0.0,0.0,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0139,1,100,147,2048,8192,True,0,42,3000,3,True,True,0.95032,0.1359169982606545,0.15409020197694187,411.7844042775687,0.1360414971713908,0.13439599570119753,0.13775000115856528,10965040,80871424,19772.328,147.0,0.0,379.936,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0072,1,15,22,,,,,,3000,3,True,True,0.8005333333333333,0.026542009436525404,0.031000003218650818,81.10554369341116,0.02666700311237946,0.02620898885652423,0.026749999960884452,8366896,78217216,2975.703,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0075,1,15,50,,,,,,3000,3,True,True,0.9013333333333333,0.044957996578887105,0.051875002100132406,136.82143611367792,0.0450000079581514,0.044354499550536275,0.045707987737841904,8366896,78217216,6752.21,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0078,1,15,91,,,,,,3000,3,True,True,0.9500666666666666,0.07095800538081676,0.0815020452137105,215.64528113231063,0.07091699808370322,0.0704589911038056,0.07147950236685574,8366896,78217216,12258.41,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0081,1,15,272,,,,,,3000,3,True,True,0.99,0.18687499687075615,0.20842319718212818,565.3130775754107,0.18724999972619116,0.18556249415269122,0.18754099437501281,8366896,78217216,36486.821,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0084,1,20,24,,,,,,3000,3,True,True,0.80445,0.028541995561681688,0.033127055212389664,87.17599198280368,0.028458001906983554,0.02804200630635023,0.029208000341895968,8366896,78217216,3245.004,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0087,1,20,53,,,,,,3000,3,True,True,0.90055,0.04766600613947958,0.05487499656737782,144.88546585198492,0.04766700294567272,0.04700000863522291,0.04847899981541559,8366896,78217216,7154.509,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0018,1,2,67,,,,,,3000,3,True,True,0.95,0.053499999921768904,0.0624181018793024,162.87843993632123,0.0532910053152591,0.05312499706633389,0.05400000372901559,8366896,78118912,9044.784,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0021,1,2,208,,,,,,3000,3,True,True,0.99,0.14520799595629796,0.16550415821257045,440.10738942597527,0.14522949641104788,0.14291600382421166,0.14752100105397403,8366896,78118912,27934.374,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0024,1,3,17,,,,,,3000,3,True,True,0.805,0.020958003005944192,0.02462499905959703,64.02431103924755,0.02083300205413252,0.020499996026046574,0.021625004592351615,8366896,78118912,2303.095,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0027,1,3,37,,,,,,3000,3,True,True,0.9,0.03383301373105496,0.03858299241983332,102.74974572530482,0.033915996027644724,0.03337500675115734,0.03420799475861713,8366896,78118912,5003.783,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0030,1,3,70,,,,,,3000,3,True,True,0.95,0.05479149695020169,0.06312710029305889,166.40082739468198,0.05483299901243299,0.054270502005238086,0.05529199552256614,8366896,78118912,9447.94,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0033,1,3,208,,,,,,3000,3,True,True,0.99,0.14783299411647022,0.1722919987514615,449.8077173921047,0.14604199532186612,0.14283299969974905,0.15664550301153213,8366896,78118912,27934.374,0.0,0.0,0.0,0.0,0.0,0.0,,,
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0031,1,3,5,128,1024,True,0,42,3000,3,True,True,0.9516666666666667,0.037479498132597655,0.11092849308624857,147.76402957795653,0.03768700116779655,0.03697949432535097,0.03777049278141931,10460464,72368128,814.459,86.138,38554.072,5850.288,0.0,0.0,0.0,,,
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0034,1,3,9,128,0,True,0,42,3000,3,True,True,0.9913333333333333,0.05679099558619782,0.16541905424674042,217.41457990719937,0.05691699334420264,0.056041491916403174,0.05714550206903368,10460464,72368128,1226.244,134.513,60167.616,9047.812,0.0,0.0,0.0,,,
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0040,1,5,4,128,8192,True,0,42,3000,3,True,True,0.9078,0.03454199759289622,0.11571424693102014,147.28415837453213,0.03454150282777846,0.03414600359974429,0.035229502827860415,10460464,72368128,908.486,83.004,36276.599,6573.44,0.0,0.0,0.0,,,
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0043,1,5,6,128,1024,True,0,42,3000,3,True,True,0.9672,0.045166496420279145,0.15297055360861117,190.76743500772864,0.045145505282562226,0.044353997509460896,0.045874505303800106,10460464,72368128,1182.183,111.897,49055.737,8659.82,0.0,0.0,0.0,,,
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0046,1,5,9,128,8192,True,0,42,3000,3,True,True,0.992,0.06008349737385288,0.19846635113935912,249.78915543761104,0.060395490436349064,0.059562502428889275,0.060500002291519195,10460464,72368128,1544.457,150.058,65766.94,11493.883,0.0,0.0,0.0,,,
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0058,1,7,9,128,1024,True,0,42,3000,3,True,True,0.991,0.06408299668692052,0.22866810177220032,281.81824022613,0.06414599920390174,0.06343750283122063,0.06445899634854868,10460464,72368128,1839.71,165.242,71260.868,13803.466,0.0,0.0,0.0,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0095,1,20,280,,,,,,3000,3,True,True,0.99005,0.191395498404745,0.21512705789064057,579.3999182351399,0.19149999570799991,0.18856249516829848,0.1943749957717955,10458620,77021184,37553.53,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0098,1,30,26,,,,,,3000,3,True,True,0.8015,0.031042000045999885,0.03608300175983459,94.5491104357643,0.03135449514957145,0.03037499845959246,0.031499992473982275,10458620,77021184,3515.834,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0101,1,30,58,,,,,,3000,3,True,True,0.9012666666666667,0.0517919979756698,0.06005030227242964,157.54229159210809,0.05212500400375575,0.05066599987912923,0.052666997362393886,10458620,77021184,7829.971,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0104,1,30,105,,,,,,3000,3,True,True,0.9503333333333334,0.0863544992171228,0.09833714575506744,261.9286782864947,0.08689600508660078,0.08437500218860805,0.08787499973550439,10458620,77021184,14137.271,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0107,1,30,292,,,,,,3000,3,True,True,0.99,0.1996040009544231,0.22358510323101655,603.4481981187128,0.20168750052107498,0.19531199359335005,0.20191699877614155,10458620,77021184,39158.445,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0110,1,50,31,,,,,,3000,3,True,True,0.80312,0.03837500116787851,0.046542001655325294,118.12999450194184,0.03791699418798089,0.036375000490807,0.04089550202479586,10458620,77021184,4191.465,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0142,1,100,10,128,0,True,0,42,3000,3,True,True,0.99213,0.28575000033015385,0.7053898974845646,973.9637886668788,0.2857080035028048,0.28445849602576345,0.28770849166903645,10460464,72335360,7842.204,487.239,191417.026,60026.093,0.0,0.0,0.0,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0077,1,15,50,,,,,,3000,3,True,True,0.9013333333333333,0.04441700002644211,0.05220800812821835,135.466304331203,0.0441250012954697,0.0441250012954697,0.0449585058959201,10458620,77545472,6752.21,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0080,1,15,91,,,,,,3000,3,True,True,0.9500666666666666,0.06979099998716265,0.07966810226207598,211.65136984200217,0.07000000186963007,0.06895899423398077,0.07039549382170662,10458620,77545472,12258.41,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0083,1,15,272,,,,,,3000,3,True,True,0.99,0.1841670018620789,0.2090871945256367,558.594363857992,0.18412499775877222,0.1835830044001341,0.1846249942900613,10458620,77545472,36486.821,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0086,1,20,24,,,,,,3000,3,True,True,0.80445,0.028708003810606897,0.03275000199209899,87.2628935467219,0.028292008209973574,0.02824999683070928,0.029625000024680048,10458620,77545472,3245.004,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0089,1,20,53,,,,,,3000,3,True,True,0.90055,0.04720799915958196,0.05475209545693359,143.5137872613268,0.04720900324173272,0.04687499313149601,0.04766599158756435,10458620,77545472,7154.509,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0092,1,20,98,,,,,,3000,3,True,True,0.9502,0.07495799945900217,0.08571010112063958,227.54096215066966,0.07479199848603457,0.07445799565175548,0.07554100011475384,10458620,77545472,13196.612,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0126,1,75,134,,,,,,3000,3,True,True,0.9501066666666667,0.11304100189590827,0.12979404491488822,342.8898129350273,0.11304199870210141,0.11300000187475234,0.11304199870210141,8366896,78069760,18026.948,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0129,1,75,354,,,,,,3000,3,True,True,0.99004,0.24412499624304473,0.27050210774177685,736.2212022562744,0.24445800227113068,0.2426249993732199,0.24489549832651392,8366896,78069760,47413.069,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0132,1,100,38,,,,,,3000,3,True,True,0.80108,0.04874999285675585,0.05721010238630696,148.4647857141681,0.04924999666400254,0.04787500074598938,0.04924999666400254,8366896,78069760,5139.612,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0135,1,100,82,,,,,,3000,3,True,True,0.90087,0.07845800428185612,0.09112710977206005,238.50731694255956,0.07795800047460943,0.07687500328756869,0.08029150194488466,8366896,78069760,11059.047,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0138,1,100,147,,,,,,3000,3,True,True,0.95032,0.12441700528142974,0.1417931453033816,376.62347666628193,0.1237505057360977,0.12277050700504333,0.12666700058616698,8366896,78069760,19772.328,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0141,1,100,380,,,,,,3000,3,True,True,0.99,0.26429100398672745,0.2924232467194087,797.2820928698638,0.2651250033522956,0.26212500233668834,0.26543749845586717,8366896,78069760,50864.535,0.0,0.0,0.0,0.0,0.0,0.0,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0002,1,1,16,,,,,,3000,3,True,True,0.803,0.021145497157704085,0.024958004360087216,64.12471103249118,0.021291503799147904,0.0208335040952079,0.02129199856426567,10458620,77004800,1783.422,0.0,0.0,0.0,1.364,32.0,0.636,1,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0005,1,1,35,,,,,,3000,3,True,True,0.901,0.03283300611656159,0.03912499305442907,99.17223632510286,0.032916497730184346,0.032500000088475645,0.033042000723071396,10458620,77004800,3803.984,0.0,0.0,0.0,1.352,70.0,0.648,1,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0008,1,1,67,,,,,,3000,3,True,True,0.95,0.052041999879293144,0.06274999759625643,157.38992881961167,0.05202100146561861,0.05195800622459501,0.052166498790029436,10458620,77004800,7148.419,0.0,0.0,0.0,1.345,134.0,0.655,1,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0014,1,2,16,,,,,,3000,3,True,True,0.8,0.020332998246885836,0.023124987637856975,61.862212838605046,0.020292005501687527,0.01983300899155438,0.020749997929669917,10458620,77004800,2166.455,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0017,1,2,36,,,,,,3000,3,True,True,0.9025,0.03325000579934567,0.03779404360102488,100.93751709791832,0.03354200453031808,0.03241699596401304,0.033729498682077974,10458620,77004800,4868.495,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0020,1,2,67,,,,,,3000,3,True,True,0.95,0.05458299710880965,0.06516909779747947,163.65202258748468,0.05466699076350778,0.05408399738371372,0.0549789983779192,10458620,77004800,7572.215,0.0,0.0,0.0,1.464,134.0,0.536,1,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0131,1,75,354,,,,,,3000,3,True,True,0.99004,0.24022949946811423,0.26859025092562655,725.9588387969416,0.23983300343388692,0.23633299861103296,0.24485400354024023,10458620,77119488,47413.069,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0134,1,100,38,,,,,,3000,3,True,True,0.80108,0.04779199662152678,0.05558300472330302,145.34992701373994,0.047333494876511395,0.04729200009023771,0.04895799793303013,10458620,77119488,5139.612,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0137,1,100,82,,,,,,3000,3,True,True,0.90087,0.07583299884572625,0.08762709767324849,231.079298973782,0.07577049836982042,0.07431249832734466,0.07766600174363703,10458620,77119488,11059.047,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0140,1,100,147,,,,,,3000,3,True,True,0.95032,0.12114550190744922,0.1376250002067536,366.2605343852192,0.12095800047973171,0.1187705056509003,0.12420849088812247,10458620,77119488,19772.328,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0143,1,100,380,,,,,,3000,3,True,True,0.99,0.2575625039753504,0.2852562538464553,776.3866904570023,0.2587919952929951,0.2530409983592108,0.2603544926387258,10458620,77119488,50864.535,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0004,1,1,4,128,1024,True,0,42,3000,3,True,True,0.913,0.029458009521476924,0.060223550826776696,100.20778843318112,0.02943749859696254,0.02937500539701432,0.02970799687318504,10460464,72269824,438.079,60.17,28024.727,2999.777,0.0,0.0,0.0,,,
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0007,1,1,5,128,1024,True,0,42,3000,3,True,True,0.953,0.034000004234258085,0.062171140598366016,113.36011147068348,0.03410399949643761,0.033792006433941424,0.034165997931268066,10460464,72269824,517.706,72.341,33698.108,3569.619,0.0,0.0,0.0,,,
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0010,1,1,9,128,1024,True,0,42,3000,3,True,True,0.992,0.053499999921768904,0.08598189306212577,174.68246530916076,0.05356250039767474,0.05327050166670233,0.053687508625444025,10460464,72269824,817.826,115.738,53692.536,5838.185,0.0,0.0,0.0,,,
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0016,1,2,4,128,1024,True,0,42,3000,3,True,True,0.909,0.03004199970746413,0.07762499517411925,111.41305192722939,0.03004199970746413,0.030000002880115062,0.030166505894158036,10460464,72269824,588.812,66.863,30333.292,4145.55,0.0,0.0,0.0,,,
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0019,1,2,6,128,1024,True,0,42,3000,3,True,True,0.966,0.04083299427293241,0.10214170615654429,148.15738073957618,0.04089550202479586,0.04045799869345501,0.04112500755582005,10460464,72269824,777.623,91.855,41771.106,5573.342,0.0,0.0,0.0,,,
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0022,1,2,9,128,1024,True,0,42,3000,3,True,True,0.993,0.05554199742618948,0.12758299999404699,197.82756445056293,0.055416501709260046,0.05483299901243299,0.05616700218524784,10460464,72269824,1034.332,125.13,56820.596,7552.408,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0036,1,5,18,,,,,,3000,3,True,True,0.802,0.022499996703118086,0.026127108867513005,68.64914156903978,0.02258300082758069,0.022167005226947367,0.022645501303486526,8366896,78118912,2436.542,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0039,1,5,40,,,,,,3000,3,True,True,0.901,0.036708006518892944,0.04254404993844217,111.82158555311617,0.03633300366345793,0.03633300366345793,0.03749999450519681,8366896,78118912,5407.89,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0042,1,5,73,,,,,,3000,3,True,True,0.9502,0.05862500984221697,0.06754405112587845,177.80209358897991,0.05833299655932933,0.05785449320683256,0.0597079997533001,8366896,78118912,9852.251,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0045,1,5,218,,,,,,3000,3,True,True,0.99,0.15416700625792146,0.17395799004589207,465.81432440143544,0.1526455016573891,0.15220799832604825,0.15741649986011907,8366896,78118912,29270.203,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0048,1,7,19,,,,,,3000,3,True,True,0.8027142857142857,0.02329199924133718,0.026458991487743333,70.90372918173671,0.023375003365799785,0.023125001462176442,0.02345799293834716,8366896,78118912,2570.73,0.0,0.0,0.0,0.0,0.0,0.0,,,
