setting_id,documents,method,router,clusters,probes,node_budget,leaf_size,key_bits,candidate_target,exploration,seeds,recall,recall_low,p50_ms,p95_ms,sources,lifetime_peak_bytes
s0065,1000000,keys,direct,4096,1,0,0,4,0,0,0,1.0,1.0,0.02458365634083748,0.030654715374112122,1,149520384
s0066,1000000,keys,ivf,4096,1892,0,0,4,0,0,0,0.8,0.789375,1.9584577530622482,2.0801230566576123,1,156270592
s0067,1000000,branch,direct,4096,1,0,1000000,0,0,0,0,1.0,1.0,0.02429122105240822,0.03563901409506795,1,225378304
s0068,1000000,branch,none,1,1,0,1280,0,0,0,0,1.0,1.0,0.2464577555656433,0.2667482942342758,1,185630720
s0069,1000000,scan,ivf,4096,1892,0,0,0,0,0,0,0.8,0.790625,12.39245873875916,12.949752598069606,1,188612608
s0070,1000000,keys,direct,256,1,0,0,1,0,0,0,1.0,1.0,0.08347956463694572,0.09023535531014204,1,138641408
s0071,1000000,branch,direct,1024,1,0,320,0,0,0,0,1.0,1.0,0.024624867364764214,0.03279391676187515,1,211648512
s0072,1000000,keys,direct,256,1,0,0,4,0,0,0,1.0,1.0,0.022853724658489227,0.028124847449362275,1,138772480
s0073,1000000,branch,ivf,4096,3724,0,128,0,0,0,0,0.99,0.9865625,11.490667006000876,12.102759024128318,1,224428032
s0074,1000000,keys,ivf,256,255,0,0,1,0,0,0,1.0,1.0,13.502438087016344,13.889578403905034,1,139018240
s0075,1000000,branch,ivf,4096,2586,0,128,0,0,0,0,0.9003125,0.8925,8.040416985750198,8.312771609053016,1,206979072
s0076,1000000,keys,ivf,256,243,0,0,1,0,0,0,0.99,0.9862421874999999,12.947291601449251,13.110943464562297,1,139264000
s0077,1000000,branch,ivf,4096,3091,0,128,0,0,0,0,0.95,0.9437421874999999,10.158229153603315,10.578137426637113,1,224346112
s0078,1000000,keys,none,1,1,0,0,11,0,0,0,1.0,1.0,0.03181304782629013,0.03577261231839657,1,136626176
s0079,1000000,keys,ivf,4096,3091,0,0,12,0,0,0,0.95,0.9440625,0.46439608559012413,0.5008226726204157,1,214843392
s0080,1000000,branch,direct,16,1,0,320,0,0,0,0,1.0,1.0,0.05462556146085262,0.07273745723068714,1,168574976
s0081,1000000,branch,none,1,1,0,4096,0,0,0,0,1.0,1.0,0.600187573581934,0.6455041468143463,1,185729024
s0082,1000000,branch,ivf,4096,1892,0,128,0,0,0,0,0.8,0.7896796875,6.0053332708776,6.641150009818375,1,224542720
s0083,1000000,scan,ivf,256,255,0,0,0,0,0,0,1.0,1.0,25.122479069978,25.78002472873777,1,158203904
s0084,1000000,keys,ivf,256,149,0,0,12,0,0,0,0.800625,0.7853125,0.06666663102805614,0.14336667954921722,1,174522368
s0085,1000000,keys,ivf,256,188,0,0,12,0,0,0,0.9015625,0.891875,0.10564597323536873,0.18336258362978697,1,174424064
s0086,1000000,keys,ivf,256,255,0,0,4,0,0,0,1.0,1.0,1.8194373697042465,1.8969528144225478,1,139313152
s0087,1000000,branch,direct,256,1,0,1000000,0,0,0,0,1.0,1.0,0.1396462321281433,0.15253911260515451,1,190939136
s0088,1000000,keys,ivf,4096,3724,0,0,1,0,0,0,0.99,0.9865625,13.861832907423377,14.329421403817832,1,152813568
s0089,1000000,keys,ivf,4096,4078,0,0,1,0,0,0,1.0,1.0,14.917353866621852,15.31203561462462,1,152879104
s0090,1000000,keys,direct,16,1,0,0,4,0,0,0,1.0,1.0,0.14339550398290157,0.1548900734633207,1,131121152
s0091,1000000,branch,ivf,4096,4078,0,1000000,0,0,0,0,1.0,1.0,27.283312752842903,28.41963297687471,1,224280576
s0092,1000000,branch,ivf,4096,3724,0,1000000,0,0,0,0,0.99,0.98625,25.210979394614697,29.765926953405142,1,224247808
s0093,1000000,scan,ivf,4096,3724,0,0,0,0,0,0,0.99,0.98625,24.64493759907782,28.536827606149014,1,188612608
s0094,1000000,branch,ivf,256,243,0,320,0,0,0,0,0.99,0.9865625,4.339062608778477,4.6452980022877455,1,175112192
s0095,1000000,branch,direct,8192,2,0,1000000,0,0,0,0,1.0,1.0,0.025020446628332138,0.03051403909921645,1,230604800
s0096,1000000,branch,ivf,4096,4078,0,320,0,0,0,0,1.0,1.0,27.31374930590391,28.38500419165939,1,224149504
s0097,1000000,branch,direct,2048,1,0,320,0,0,0,0,1.0,1.0,0.02447911538183689,0.030951714143157002,1,220217344
s0098,1000000,branch,direct,256,1,0,320,0,0,0,0,1.0,1.0,0.030875438824295998,0.03967783413827419,1,191201280
s0099,1000000,keys,ivf,4096,2586,0,0,1,0,0,0,0.9003125,0.8921875,9.898812510073185,10.07052338682115,1,152993792
s0100,1000000,branch,direct,16,1,0,1000000,0,0,0,0,1.0,1.0,1.6590622253715992,1.7611435614526272,1,168329216
s0101,1000000,branch,ivf,256,255,0,320,0,0,0,0,1.0,1.0,4.895270802080631,5.824381345883011,1,191430656
s0102,1000000,branch,ivf,256,149,0,320,0,0,0,0,0.800625,0.7853125,2.727083396166563,2.986128721386194,1,191528960
s0103,1000000,scan,none,1,1,0,0,0,0,0,0,1.0,1.0,25.090853916481137,25.76989838853478,1,153550848
s0104,1000000,branch,direct,2048,1,0,1000000,0,0,0,0,1.0,1.0,0.03550015389919281,0.043368665501475334,1,220135424
s0105,1000000,branch,ivf,256,188,0,128,0,0,0,0,0.9015625,0.891875,2.1149376407265663,2.2584624821320176,1,174784512
s0106,1000000,branch,direct,256,1,0,128,0,0,0,0,1.0,1.0,0.03385404124855995,0.0433014240115881,1,191070208
s0107,1000000,branch,ivf,4096,3724,0,320,0,0,0,0,0.99,0.9865625,24.935083463788033,26.36214999947697,1,224460800
s0108,1000000,branch,ivf,256,243,0,1000000,0,0,0,0,0.99,0.98625,24.7747921384871,28.48861508537083,1,191397888
s0109,1000000,branch,none,1,1,0,288,0,0,0,0,1.0,1.0,0.15979143790900707,0.17262671608477828,1,185860096
s0110,1000000,scan,direct,8192,2,0,0,0,0,0,0,1.0,1.0,0.023478874936699867,0.029226695187389847,1,192217088
s0111,1000000,keys,none,1,1,0,0,14,0,0,0,1.0,1.0,0.02191704697906971,0.029579526744782918,1,137510912
s0112,1000000,keys,direct,2048,1,0,0,1,0,0,0,1.0,1.0,0.02295849844813347,0.02958110999315977,1,144457728
s0113,1000000,branch,ivf,256,255,0,1000000,0,0,0,0,1.0,1.0,25.739750592038035,26.916433172300458,1,191463424
s0114,1000000,keys,none,1,1,0,0,1,0,0,0,1.0,1.0,13.555770507082343,14.0569768846035,1,136527872
s0115,1000000,keys,ivf,256,149,0,0,4,0,0,0,0.800625,0.7853125,1.2872912921011448,1.3786794384941459,1,139444224
s0116,1000000,keys,ivf,4096,3091,0,0,4,0,0,0,0.95,0.94375,3.061937168240547,3.7772296462208033,1,156368896
s0117,1000000,keys,ivf,4096,4078,0,0,12,0,0,0,1.0,1.0,0.5624997429549694,0.6902248598635197,1,214941696
s0118,1000000,keys,direct,2048,1,0,0,4,0,0,0,1.0,1.0,0.02445862628519535,0.034260447137057747,1,146112512
s0119,1000000,branch,ivf,256,243,0,128,0,0,0,0,0.99,0.9865625,2.7559581212699413,2.896945597603917,1,191528960
s0120,1000000,branch,direct,4096,1,0,128,0,0,0,0,1.0,1.0,0.02591707743704319,0.03929988015443085,1,225312768
s0121,1000000,branch,none,1,1,0,1000000,0,0,0,0,1.0,1.0,25.77947941608727,27.528776600956917,1,185663488
s0122,1000000,keys,ivf,256,214,0,0,4,0,0,0,0.950625,0.9443671874999999,1.6267916653305292,1.6974875004962087,1,139296768
s0123,1000000,scan,direct,1024,1,0,0,0,0,0,0,1.0,1.0,0.04958338104188442,0.056585087440907955,1,176783360
s0124,1000000,keys,ivf,4096,3091,0,0,1,0,0,0,0.95,0.9437421874999999,11.739478912204504,11.950968811288476,1,153042944
s0125,1000000,scan,ivf,4096,2586,0,0,0,0,0,0,0.9003125,0.8928125,16.94941660389304,17.25953461136669,1,188973056
s0126,1000000,branch,ivf,4096,3091,0,1000000,0,0,0,0,0.95,0.943125,20.73649992235005,22.132643638178703,1,224460800
s0127,1000000,branch,direct,16,1,0,128,0,0,0,0,1.0,1.0,0.051895622164011,0.08907308802008626,1,168673280
s0128,1000000,branch,ivf,4096,4078,0,128,0,0,0,0,1.0,1.0,12.441124767065048,12.974508129991591,1,224346112
s0129,1000000,scan,direct,16384,4,0,0,0,0,0,0,1.0,1.0,0.025916844606399536,0.03915599081665277,1,192675840
