setting_id,documents,method,router,clusters,probes,node_budget,leaf_size,key_bits,candidate_target,exploration,seeds,recall,recall_low,p50_ms,p95_ms,sources,lifetime_peak_bytes
s0098,1000000,keys,sign,16384,2,0,0,12,0,0,0,0.99975,0.99925,0.26387511752545834,0.2806728472933173,1,210911232
s0099,100000,branch,direct,16384,22,0,256,0,0,0,0,0.81875,0.80549375,0.023958738893270493,0.05894573405385015,1,96436224
s0100,100000,keys,direct,16384,28,0,0,4,0,0,0,1.0,1.0,0.030291499570012093,0.04159724339842796,1,66551808
s0101,100000,branch,direct,16384,28,0,256,0,0,0,0,1.0,1.0,0.02504163421690464,0.037128524854779237,1,96403456
s0102,100000,keys,ivf,16384,7899,0,0,12,0,0,0,0.95,0.94424375,2.414457965642214,2.5398350786417723,1,99696640
s0103,1000000,scan,direct,8192,1,0,0,0,0,0,0,0.99975,0.99925,0.01558312214910984,0.019966787658631788,1,191856640
s0104,100000,branch,direct,16384,25,0,64,0,0,0,0,0.9135,0.906,0.02654152922332287,0.0360502628609538,1,96436224
s0105,1000000,keys,ivf,16384,6398,0,0,12,0,0,0,0.8,0.7855,3.3306877594441175,3.743838262744248,1,243089408
s0106,100000,keys,ivf,16384,5544,0,0,13,0,0,0,0.9,0.89049375,1.984583679586649,2.06048171967268,1,99680256
s0107,100000,branch,ivf,16384,11676,0,128,0,0,0,0,0.99,0.98725,4.460437688976526,5.274327774532139,1,128843776
s0108,100000,branch,direct,16384,27,0,256,0,0,0,0,0.97175,0.967,0.024562468752264977,0.03297871444374322,1,96632832
s0109,1000000,keys,none,1,1,0,0,13,0,0,0,1.0,1.0,0.013229204341769218,0.019638962112367146,1,136282112
s0110,100000,keys,direct,16384,22,0,0,4,0,0,0,0.81875,0.80575,0.026041409000754356,0.034793722443282604,1,66568192
s0111,100000,branch,none,1,1,0,128,0,0,0,0,1.0,1.0,0.14193751849234104,0.18818797543644905,1,63209472
s0112,100000,branch,direct,8192,12,0,512,0,0,0,0,0.86225,0.85025,0.01985440030694008,0.02493786159902811,1,78725120
s0113,1000000,scan,ivf,16384,6398,0,0,0,0,0,0,0.8,0.786,11.885812506079674,12.056645518168807,1,206782464
s0114,100000,scan,none,1,1,0,0,0,0,0,0,1.0,1.0,2.665208652615547,2.753483015112579,1,58933248
