query,top_k,empty_depths,lookups_at_empty_depths,total_lookups
437,50,15,2340,4836
437,100,15,2340,4992
438,1,9,1404,4836
438,2,9,1404,4836
438,3,9,1404,4836
438,5,9,1404,4992
438,10,9,1404,4992
438,20,9,1404,4992
438,50,9,1404,4992
438,100,9,1404,4992
439,1,19,2964,4836
439,2,19,2964,4836
439,3,19,2964,4836
439,5,19,2964,4836
439,10,19,2964,4992
439,20,19,2964,4992
439,50,19,2964,4992
439,100,19,2964,4992
440,1,17,2652,4836
440,2,17,2652,4992
440,3,17,2652,4992
440,5,17,2652,4992
440,10,17,2652,4992
440,20,17,2652,4992
440,50,17,2652,4992
440,100,17,2652,4992
441,1,11,1716,4836
441,2,11,1716,4836
441,3,11,1716,4836
441,5,11,1716,4992
441,10,11,1716,4992
441,20,11,1716,4992
441,50,11,1716,4992
441,100,11,1716,4992
442,1,13,2028,4992
442,2,13,2028,4992
442,3,13,2028,4992
442,5,13,2028,4992
442,10,13,2028,4992
442,20,13,2028,4992
442,50,13,2028,4992
442,100,13,2028,4992
443,1,14,2184,4836
443,2,14,2184,4992
443,3,14,2184,4992
443,5,14,2184,4992
443,10,14,2184,4992
443,20,14,2184,4992
443,50,14,2184,4992
443,100,14,2184,4992
444,1,0,0,156
444,2,12,1872,4992
444,3,12,1872,4992
444,5,12,1872,4992
444,10,12,1872,4992
444,20,12,1872,4992
444,50,12,1872,4992
444,100,12,1872,4992
445,1,11,1716,4992
445,2,11,1716,4992
445,3,11,1716,4992
445,5,11,1716,4992
445,10,11,1716,4992
445,20,11,1716,4992
445,50,11,1716,4992
445,100,11,1716,4992
446,1,8,1248,4836
446,2,8,1248,4836
446,3,8,1248,4836
446,5,8,1248,4836
446,10,8,1248,4992
446,20,8,1248,4992
446,50,8,1248,4992
446,100,8,1248,4992
447,1,16,2496,4836
447,2,16,2496,4836
447,3,16,2496,4836
447,5,16,2496,4992
447,10,16,2496,4992
447,20,16,2496,4992
447,50,16,2496,4992
447,100,16,2496,4992
448,1,11,1716,4992
448,2,11,1716,4992
448,3,11,1716,4992
448,5,11,1716,4992
448,10,11,1716,4992
448,20,11,1716,4992
448,50,11,1716,4992
448,100,11,1716,4992
449,1,18,2808,4992
449,2,18,2808,4992
449,3,18,2808,4992
449,5,18,2808,4992
449,10,18,2808,4992
449,20,18,2808,4992
449,50,18,2808,4992
449,100,18,2808,4992
450,1,11,1716,4836
450,2,11,1716,4836
450,3,11,1716,4836
450,5,11,1716,4836
450,10,11,1716,4992
450,20,11,1716,4992
450,50,11,1716,4992
450,100,11,1716,4992
451,1,10,1560,4992
451,2,10,1560,4992
451,3,10,1560,4992
451,5,10,1560,4992
451,10,10,1560,4992
451,20,10,1560,4992
451,50,10,1560,4992
451,100,10,1560,4992
452,1,13,2028,4992
452,2,13,2028,4992
452,3,13,2028,4992
452,5,13,2028,4992
452,10,13,2028,4992
452,20,13,2028,4992
452,50,13,2028,4992
452,100,13,2028,4992
453,1,13,2028,4992
453,2,13,2028,4992
453,3,13,2028,4992
453,5,13,2028,4992
453,10,13,2028,4992
453,20,13,2028,4992
453,50,13,2028,4992
453,100,13,2028,4992
454,1,11,1716,4836
454,2,11,1716,4836
454,3,11,1716,4836
454,5,11,1716,4992
454,10,11,1716,4992
454,20,11,1716,4992
454,50,11,1716,4992
454,100,11,1716,4992
455,1,14,2184,4836
455,2,14,2184,4836
455,3,14,2184,4992
455,5,14,2184,4992
455,10,14,2184,4992
455,20,14,2184,4992
455,50,14,2184,4992
455,100,14,2184,4992
456,1,9,1404,4836
456,2,9,1404,4836
456,3,9,1404,4836
456,5,9,1404,4836
456,10,9,1404,4836
456,20,9,1404,4836
456,50,9,1404,4836
456,100,9,1404,4992
457,1,11,1716,4992
457,2,11,1716,4992
457,3,11,1716,4992
457,5,11,1716,4992
457,10,11,1716,4992
457,20,11,1716,4992
457,50,11,1716,4992
457,100,11,1716,4992
458,1,15,2340,4992
458,2,15,2340,4992
458,3,15,2340,4992
458,5,15,2340,4992
458,10,15,2340,4992
458,20,15,2340,4992
458,50,15,2340,4992
458,100,15,2340,4992
459,1,23,3588,4992
459,2,23,3588,4992
459,3,23,3588,4992
459,5,23,3588,4992
459,10,23,3588,4992
459,20,23,3588,4992
459,50,23,3588,4992
459,100,23,3588,4992
460,1,13,2028,4992
460,2,13,2028,4992
460,3,13,2028,4992
460,5,13,2028,4992
460,10,13,2028,4992
460,20,13,2028,4992
460,50,13,2028,4992
460,100,13,2028,4992
461,1,16,2496,4992
461,2,16,2496,4992
461,3,16,2496,4992
461,5,16,2496,4992
461,10,16,2496,4992
461,20,16,2496,4992
461,50,16,2496,4992
461,100,16,2496,4992
462,1,10,1560,4836
462,2,10,1560,4836
462,3,10,1560,4836
462,5,10,1560,4836
462,10,10,1560,4836
462,20,10,1560,4992
462,50,10,1560,4992
462,100,10,1560,4992
463,1,9,1404,4992
463,2,9,1404,4992
463,3,9,1404,4992
463,5,9,1404,4992
463,10,9,1404,4992
463,20,9,1404,4992
463,50,9,1404,4992
463,100,9,1404,4992
464,1,19,2964,4992
464,2,19,2964,4992
464,3,19,2964,4992
464,5,19,2964,4992
464,10,19,2964,4992
464,20,19,2964,4992
464,50,19,2964,4992
464,100,19,2964,4992
465,1,12,1872,4836
465,2,12,1872,4836
465,3,12,1872,4992
465,5,12,1872,4992
465,10,12,1872,4992
465,20,12,1872,4992
465,50,12,1872,4992
465,100,12,1872,4992
466,1,14,2184,4992
466,2,14,2184,4992
466,3,14,2184,4992
466,5,14,2184,4992
466,10,14,2184,4992
466,20,14,2184,4992
466,50,14,2184,4992
466,100,14,2184,4992
467,1,8,1248,4992
467,2,8,1248,4992
467,3,8,1248,4992
467,5,8,1248,4992
467,10,8,1248,4992
467,20,8,1248,4992
467,50,8,1248,4992
467,100,8,1248,4992
468,1,7,1092,1404
468,2,12,1872,4836
468,3,12,1872,4992
468,5,12,1872,4992
468,10,12,1872,4992
468,20,12,1872,4992
468,50,12,1872,4992
468,100,12,1872,4992
469,1,11,1716,2028
469,2,13,2028,4836
469,3,13,2028,4992
469,5,13,2028,4992
469,10,13,2028,4992
469,20,13,2028,4992
469,50,13,2028,4992
469,100,13,2028,4992
470,1,11,1716,4836
470,2,11,1716,4836
470,3,11,1716,4992
470,5,11,1716,4992
470,10,11,1716,4992
470,20,11,1716,4992
470,50,11,1716,4992
470,100,11,1716,4992
471,1,10,1560,4836
471,2,10,1560,4836
471,3,10,1560,4836
471,5,10,1560,4992
471,10,10,1560,4992
471,20,10,1560,4992
471,50,10,1560,4992
471,100,10,1560,4992
472,1,14,2184,4992
472,2,14,2184,4992
472,3,14,2184,4992
472,5,14,2184,4992
472,10,14,2184,4992
472,20,14,2184,4992
472,50,14,2184,4992
472,100,14,2184,4992
473,1,8,1248,4992
473,2,8,1248,4992
473,3,8,1248,4992
473,5,8,1248,4992
473,10,8,1248,4992
473,20,8,1248,4992
473,50,8,1248,4992
473,100,8,1248,4992
474,1,2,312,624
474,2,2,312,624
474,3,2,312,624
474,5,3,468,4836
474,10,3,468,4836
474,20,3,468,4992
474,50,3,468,4992
474,100,3,468,4992
475,1,12,1872,3900
475,2,12,1872,4992
475,3,12,1872,4992
475,5,12,1872,4992
475,10,12,1872,4992
475,20,12,1872,4992
475,50,12,1872,4992
475,100,12,1872,4992
476,1,8,1248,4992
476,2,8,1248,4992
476,3,8,1248,4992
476,5,8,1248,4992
476,10,8,1248,4992
476,20,8,1248,4992
476,50,8,1248,4992
476,100,8,1248,4992
477,1,8,1248,4836
477,2,8,1248,4836
477,3,8,1248,4836
477,5,8,1248,4836
477,10,8,1248,4836
477,20,8,1248,4992
477,50,8,1248,4992
477,100,8,1248,4992
478,1,12,1872,4992
478,2,12,1872,4992
478,3,12,1872,4992
478,5,12,1872,4992
478,10,12,1872,4992
478,20,12,1872,4992
478,50,12,1872,4992
478,100,12,1872,4992
479,1,17,2652,4992
479,2,17,2652,4992
479,3,17,2652,4992
479,5,17,2652,4992
479,10,17,2652,4992
479,20,17,2652,4992
479,50,17,2652,4992
479,100,17,2652,4992
480,1,16,2496,4836
480,2,16,2496,4992
480,3,16,2496,4992
480,5,16,2496,4992
480,10,16,2496,4992
480,20,16,2496,4992
480,50,16,2496,4992
480,100,16,2496,4992
481,1,14,2184,4992
481,2,14,2184,4992
481,3,14,2184,4992
481,5,14,2184,4992
481,10,14,2184,4992
481,20,14,2184,4992
481,50,14,2184,4992
481,100,14,2184,4992
482,1,13,2028,4836
482,2,13,2028,4836
482,3,13,2028,4836
482,5,13,2028,4992
482,10,13,2028,4992
482,20,13,2028,4992
482,50,13,2028,4992
482,100,13,2028,4992
483,1,13,2028,4992
483,2,13,2028,4992
483,3,13,2028,4992
483,5,13,2028,4992
483,10,13,2028,4992
483,20,13,2028,4992
483,50,13,2028,4992
483,100,13,2028,4992
484,1,6,936,4212
484,2,6,936,4212
484,3,6,936,4992
484,5,6,936,4992
484,10,6,936,4992
484,20,6,936,4992
484,50,6,936,4992
484,100,6,936,4992
485,1,16,2496,4992
485,2,16,2496,4992
485,3,16,2496,4992
485,5,16,2496,4992
485,10,16,2496,4992
485,20,16,2496,4992
485,50,16,2496,4992
485,100,16,2496,4992
486,1,7,1092,4992
486,2,7,1092,4992
486,3,7,1092,4992
486,5,7,1092,4992
486,10,7,1092,4992
486,20,7,1092,4992
486,50,7,1092,4992
486,100,7,1092,4992
487,1,17,2652,4992
487,2,17,2652,4992
487,3,17,2652,4992
487,5,17,2652,4992
487,10,17,2652,4992
487,20,17,2652,4992
487,50,17,2652,4992
487,100,17,2652,4992
488,1,13,2028,4992
488,2,13,2028,4992
488,3,13,2028,4992
488,5,13,2028,4992
488,10,13,2028,4992
488,20,13,2028,4992
488,50,13,2028,4992
488,100,13,2028,4992
489,1,0,0,156
489,2,10,1560,4992
489,3,10,1560,4992
489,5,10,1560,4992
489,10,10,1560,4992
489,20,10,1560,4992
489,50,10,1560,4992
489,100,10,1560,4992
490,1,10,1560,4992
490,2,10,1560,4992
490,3,10,1560,4992
490,5,10,1560,4992
490,10,10,1560,4992
490,20,10,1560,4992
490,50,10,1560,4992
490,100,10,1560,4992
491,1,16,2496,4836
491,2,16,2496,4992
491,3,16,2496,4992
491,5,16,2496,4992
491,10,16,2496,4992
491,20,16,2496,4992
491,50,16,2496,4992
491,100,16,2496,4992
492,1,20,3120,4836
492,2,20,3120,4992
492,3,20,3120,4992
492,5,20,3120,4992
492,10,20,3120,4992
492,20,20,3120,4992
492,50,20,3120,4992
492,100,20,3120,4992
493,1,14,2184,4992
493,2,14,2184,4992
493,3,14,2184,4992
493,5,14,2184,4992
493,10,14,2184,4992
493,20,14,2184,4992
493,50,14,2184,4992
493,100,14,2184,4992
494,1,13,2028,4992
494,2,13,2028,4992
494,3,13,2028,4992
494,5,13,2028,4992
494,10,13,2028,4992
494,20,13,2028,4992
494,50,13,2028,4992
494,100,13,2028,4992
495,1,14,2184,4992
495,2,14,2184,4992
495,3,14,2184,4992
495,5,14,2184,4992
495,10,14,2184,4992
495,20,14,2184,4992
495,50,14,2184,4992
495,100,14,2184,4992
496,1,12,1872,4992
496,2,12,1872,4992
496,3,12,1872,4992
496,5,12,1872,4992
496,10,12,1872,4992
496,20,12,1872,4992
496,50,12,1872,4992
496,100,12,1872,4992
497,1,0,0,156
497,2,9,1404,4836
497,3,9,1404,4836
497,5,9,1404,4836
497,10,9,1404,4992
497,20,9,1404,4992
497,50,9,1404,4992
497,100,9,1404,4992
498,1,10,1560,4836
498,2,10,1560,4992
498,3,10,1560,4992
498,5,10,1560,4992
498,10,10,1560,4992
498,20,10,1560,4992
498,50,10,1560,4992
498,100,10,1560,4992
499,1,10,1560,4992
499,2,10,1560,4992
499,3,10,1560,4992
499,5,10,1560,4992
499,10,10,1560,4992
499,20,10,1560,4992
499,50,10,1560,4992
499,100,10,1560,4992
500,1,8,1248,4836
500,2,8,1248,4992
500,3,8,1248,4992
500,5,8,1248,4992
500,10,8,1248,4992
500,20,8,1248,4992
500,50,8,1248,4992
500,100,8,1248,4992
501,1,21,3276,4836
501,2,21,3276,4836
501,3,21,3276,4836
501,5,21,3276,4992
501,10,21,3276,4992
501,20,21,3276,4992
501,50,21,3276,4992
501,100,21,3276,4992
502,1,16,2496,4836
502,2,16,2496,4992
502,3,16,2496,4992
502,5,16,2496,4992
502,10,16,2496,4992
502,20,16,2496,4992
502,50,16,2496,4992
502,100,16,2496,4992
503,1,15,2340,4992
503,2,15,2340,4992
503,3,15,2340,4992
503,5,15,2340,4992
503,10,15,2340,4992
503,20,15,2340,4992
503,50,15,2340,4992
503,100,15,2340,4992
504,1,11,1716,4992
504,2,11,1716,4992
504,3,11,1716,4992
504,5,11,1716,4992
504,10,11,1716,4992
504,20,11,1716,4992
504,50,11,1716,4992
504,100,11,1716,4992
505,1,8,1248,4836
505,2,8,1248,4836
505,3,8,1248,4836
505,5,8,1248,4836
505,10,8,1248,4836
505,20,8,1248,4836
505,50,8,1248,4992
505,100,8,1248,4992
506,1,7,1092,4836
506,2,7,1092,4992
506,3,7,1092,4992
506,5,7,1092,4992
506,10,7,1092,4992
506,20,7,1092,4992
506,50,7,1092,4992
506,100,7,1092,4992
507,1,18,2808,4836
507,2,18,2808,4992
507,3,18,2808,4992
507,5,18,2808,4992
507,10,18,2808,4992
507,20,18,2808,4992
507,50,18,2808,4992
507,100,18,2808,4992
508,1,13,2028,4992
508,2,13,2028,4992
508,3,13,2028,4992
508,5,13,2028,4992
508,10,13,2028,4992
508,20,13,2028,4992
508,50,13,2028,4992
508,100,13,2028,4992
509,1,19,2964,4992
509,2,19,2964,4992
509,3,19,2964,4992
509,5,19,2964,4992
509,10,19,2964,4992
509,20,19,2964,4992
509,50,19,2964,4992
509,100,19,2964,4992
510,1,2,312,468
510,2,15,2340,4992
510,3,15,2340,4992
510,5,15,2340,4992
510,10,15,2340,4992
510,20,15,2340,4992
510,50,15,2340,4992
510,100,15,2340,4992
511,1,9,1404,4836
511,2,9,1404,4992
511,3,9,1404,4992
511,5,9,1404,4992
511,10,9,1404,4992
511,20,9,1404,4992
511,50,9,1404,4992
511,100,9,1404,4992
512,1,12,1872,4992
512,2,12,1872,4992
512,3,12,1872,4992
512,5,12,1872,4992
512,10,12,1872,4992
512,20,12,1872,4992
512,50,12,1872,4992
512,100,12,1872,4992
513,1,13,2028,4836
513,2,13,2028,4992
513,3,13,2028,4992
513,5,13,2028,4992
513,10,13,2028,4992
513,20,13,2028,4992
513,50,13,2028,4992
513,100,13,2028,4992
514,1,0,0,156
514,2,7,1092,4212
514,3,7,1092,4212
514,5,7,1092,4836
514,10,7,1092,4992
514,20,7,1092,4992
514,50,7,1092,4992
514,100,7,1092,4992
515,1,10,1560,4524
515,2,10,1560,4992
515,3,10,1560,4992
515,5,10,1560,4992
515,10,10,1560,4992
515,20,10,1560,4992
515,50,10,1560,4992
515,100,10,1560,4992
516,1,10,1560,4836
516,2,10,1560,4836
516,3,10,1560,4836
516,5,10,1560,4836
516,10,10,1560,4836
516,20,10,1560,4836
516,50,10,1560,4836
516,100,10,1560,4836
517,1,8,1248,4836
517,2,8,1248,4836
517,3,8,1248,4836
517,5,8,1248,4836
517,10,8,1248,4836
517,20,8,1248,4992
517,50,8,1248,4992
517,100,8,1248,4992
518,1,15,2340,4836
518,2,15,2340,4836
518,3,15,2340,4836
518,5,15,2340,4836
518,10,15,2340,4836
518,20,15,2340,4992
518,50,15,2340,4992
518,100,15,2340,4992
519,1,14,2184,4992
519,2,14,2184,4992
519,3,14,2184,4992
519,5,14,2184,4992
519,10,14,2184,4992
519,20,14,2184,4992
519,50,14,2184,4992
519,100,14,2184,4992
520,1,14,2184,4836
520,2,14,2184,4836
520,3,14,2184,4992
520,5,14,2184,4992
520,10,14,2184,4992
520,20,14,2184,4992
520,50,14,2184,4992
520,100,14,2184,4992
521,1,0,0,156
521,2,7,1092,4524
521,3,7,1092,4524
521,5,7,1092,4992
521,10,7,1092,4992
521,20,7,1092,4992
521,50,7,1092,4992
521,100,7,1092,4992
522,1,18,2808,4992
522,2,18,2808,4992
522,3,18,2808,4992
522,5,18,2808,4992
522,10,18,2808,4992
522,20,18,2808,4992
522,50,18,2808,4992
522,100,18,2808,4992
523,1,13,2028,4992
523,2,13,2028,4992
523,3,13,2028,4992
523,5,13,2028,4992
523,10,13,2028,4992
523,20,13,2028,4992
523,50,13,2028,4992
523,100,13,2028,4992
524,1,10,1560,4836
524,2,10,1560,4992
524,3,10,1560,4992
524,5,10,1560,4992
524,10,10,1560,4992
524,20,10,1560,4992
524,50,10,1560,4992
524,100,10,1560,4992
525,1,16,2496,4836
525,2,16,2496,4836
525,3,16,2496,4992
525,5,16,2496,4992
525,10,16,2496,4992
525,20,16,2496,4992
525,50,16,2496,4992
525,100,16,2496,4992
526,1,25,3900,4836
526,2,25,3900,4836
526,3,25,3900,4992
526,5,25,3900,4992
526,10,25,3900,4992
526,20,25,3900,4992
526,50,25,3900,4992
526,100,25,3900,4992
527,1,16,2496,4992
527,2,16,2496,4992
527,3,16,2496,4992
527,5,16,2496,4992
527,10,16,2496,4992
527,20,16,2496,4992
527,50,16,2496,4992
527,100,16,2496,4992
528,1,18,2808,4992
528,2,18,2808,4992
528,3,18,2808,4992
528,5,18,2808,4992
528,10,18,2808,4992
528,20,18,2808,4992
528,50,18,2808,4992
528,100,18,2808,4992
529,1,14,2184,4836
529,2,14,2184,4836
529,3,14,2184,4836
529,5,14,2184,4992
529,10,14,2184,4992
529,20,14,2184,4992
529,50,14,2184,4992
529,100,14,2184,4992
530,1,14,2184,4992
530,2,14,2184,4992
530,3,14,2184,4992
530,5,14,2184,4992
530,10,14,2184,4992
530,20,14,2184,4992
530,50,14,2184,4992
530,100,14,2184,4992
531,1,16,2496,4992
531,2,16,2496,4992
531,3,16,2496,4992
531,5,16,2496,4992
531,10,16,2496,4992
531,20,16,2496,4992
531,50,16,2496,4992
531,100,16,2496,4992
532,1,17,2652,4992
532,2,17,2652,4992
532,3,17,2652,4992
532,5,17,2652,4992
532,10,17,2652,4992
532,20,17,2652,4992
532,50,17,2652,4992
532,100,17,2652,4992
533,1,17,2652,4992
533,2,17,2652,4992
533,3,17,2652,4992
533,5,17,2652,4992
533,10,17,2652,4992
533,20,17,2652,4992
533,50,17,2652,4992
533,100,17,2652,4992
534,1,15,2340,4836
534,2,15,2340,4836
534,3,15,2340,4992
534,5,15,2340,4992
534,10,15,2340,4992
534,20,15,2340,4992
534,50,15,2340,4992
534,100,15,2340,4992
535,1,20,3120,4836
535,2,20,3120,4836
535,3,20,3120,4836
535,5,20,3120,4836
535,10,20,3120,4836
535,20,20,3120,4992
535,50,20,3120,4992
535,100,20,3120,4992
536,1,17,2652,4836
536,2,17,2652,4836
536,3,17,2652,4836
536,5,17,2652,4836
536,10,17,2652,4836
536,20,17,2652,4836
536,50,17,2652,4992
536,100,17,2652,4992
537,1,11,1716,4836
537,2,11,1716,4836
537,3,11,1716,4836
537,5,11,1716,4992
537,10,11,1716,4992
537,20,11,1716,4992
537,50,11,1716,4992
537,100,11,1716,4992
538,1,16,2496,4992
538,2,16,2496,4992
538,3,16,2496,4992
538,5,16,2496,4992
538,10,16,2496,4992
538,20,16,2496,4992
538,50,16,2496,4992
538,100,16,2496,4992
539,1,19,2964,4992
539,2,19,2964,4992
539,3,19,2964,4992
539,5,19,2964,4992
539,10,19,2964,4992
539,20,19,2964,4992
539,50,19,2964,4992
539,100,19,2964,4992
540,1,15,2340,4992
540,2,15,2340,4992
540,3,15,2340,4992
540,5,15,2340,4992
540,10,15,2340,4992
540,20,15,2340,4992
540,50,15,2340,4992
540,100,15,2340,4992
541,1,10,1560,4836
541,2,10,1560,4836
541,3,10,1560,4836
541,5,10,1560,4992
541,10,10,1560,4992
541,20,10,1560,4992
541,50,10,1560,4992
541,100,10,1560,4992
542,1,16,2496,4992
542,2,16,2496,4992
542,3,16,2496,4992
542,5,16,2496,4992
542,10,16,2496,4992
542,20,16,2496,4992
542,50,16,2496,4992
542,100,16,2496,4992
543,1,18,2808,4992
543,2,18,2808,4992
543,3,18,2808,4992
543,5,18,2808,4992
543,10,18,2808,4992
543,20,18,2808,4992
543,50,18,2808,4992
543,100,18,2808,4992
544,1,15,2340,4836
544,2,15,2340,4992
544,3,15,2340,4992
544,5,15,2340,4992
544,10,15,2340,4992
544,20,15,2340,4992
544,50,15,2340,4992
544,100,15,2340,4992
545,1,14,2184,4992
545,2,14,2184,4992
545,3,14,2184,4992
545,5,14,2184,4992
545,10,14,2184,4992
545,20,14,2184,4992
545,50,14,2184,4992
545,100,14,2184,4992
546,1,13,2028,4836
546,2,13,2028,4836
546,3,13,2028,4836
546,5,13,2028,4836
546,10,13,2028,4836
546,20,13,2028,4992
546,50,13,2028,4992
546,100,13,2028,4992
547,1,0,0,156
547,2,4,624,4992
547,3,4,624,4992
547,5,4,624,4992
547,10,4,624,4992
547,20,4,624,4992
547,50,4,624,4992
547,100,4,624,4992
548,1,14,2184,4836
548,2,14,2184,4836
548,3,14,2184,4836
548,5,14,2184,4836
548,10,14,2184,4836
548,20,14,2184,4992
548,50,14,2184,4992
548,100,14,2184,4992
549,1,13,2028,4836
549,2,13,2028,4836
549,3,13,2028,4836
549,5,13,2028,4836
549,10,13,2028,4992
549,20,13,2028,4992
549,50,13,2028,4992
549,100,13,2028,4992
550,1,23,3588,4992
550,2,23,3588,4992
550,3,23,3588,4992
550,5,23,3588,4992
550,10,23,3588,4992
550,20,23,3588,4992
550,50,23,3588,4992
550,100,23,3588,4992
551,1,16,2496,4992
551,2,16,2496,4992
551,3,16,2496,4992
551,5,16,2496,4992
551,10,16,2496,4992
551,20,16,2496,4992
551,50,16,2496,4992
551,100,16,2496,4992
552,1,13,2028,4836
552,2,13,2028,4836
552,3,13,2028,4836
552,5,13,2028,4836
552,10,13,2028,4992
552,20,13,2028,4992
552,50,13,2028,4992
552,100,13,2028,4992
553,1,12,1872,4992
553,2,12,1872,4992
553,3,12,1872,4992
553,5,12,1872,4992
553,10,12,1872,4992
553,20,12,1872,4992
553,50,12,1872,4992
553,100,12,1872,4992
554,1,7,1092,4992
554,2,7,1092,4992
554,3,7,1092,4992
554,5,7,1092,4992
554,10,7,1092,4992
554,20,7,1092,4992
554,50,7,1092,4992
554,100,7,1092,4992
555,1,7,1092,4992
555,2,7,1092,4992
555,3,7,1092,4992
555,5,7,1092,4992
555,10,7,1092,4992
555,20,7,1092,4992
555,50,7,1092,4992
555,100,7,1092,4992
556,1,9,1404,4992
556,2,9,1404,4992
556,3,9,1404,4992
556,5,9,1404,4992
556,10,9,1404,4992
556,20,9,1404,4992
556,50,9,1404,4992
556,100,9,1404,4992
557,1,24,3744,4992
557,2,24,3744,4992
557,3,24,3744,4992
557,5,24,3744,4992
557,10,24,3744,4992
557,20,24,3744,4992
557,50,24,3744,4992
557,100,24,3744,4992
558,1,0,0,156
558,2,0,0,156
558,3,1,156,624
558,5,3,468,4992
558,10,3,468,4992
558,20,3,468,4992
558,50,3,468,4992
558,100,3,468,4992
559,1,13,2028,3588
559,2,13,2028,4992
559,3,13,2028,4992
559,5,13,2028,4992
559,10,13,2028,4992
559,20,13,2028,4992
559,50,13,2028,4992
559,100,13,2028,4992
560,1,5,780,4836
560,2,5,780,4836
560,3,5,780,4836
560,5,5,780,4836
560,10,5,780,4836
560,20,5,780,4992
560,50,5,780,4992
560,100,5,780,4992
561,1,0,0,156
561,2,0,0,156
561,3,6,936,4992
561,5,6,936,4992
561,10,6,936,4992
561,20,6,936,4992
561,50,6,936,4992
561,100,6,936,4992
562,1,16,2496,4992
562,2,16,2496,4992
562,3,16,2496,4992
562,5,16,2496,4992
562,10,16,2496,4992
562,20,16,2496,4992
562,50,16,2496,4992
562,100,16,2496,4992
563,1,8,1248,4836
563,2,8,1248,4836
563,3,8,1248,4836
563,5,8,1248,4836
563,10,8,1248,4836
563,20,8,1248,4992
563,50,8,1248,4992
563,100,8,1248,4992
564,1,11,1716,4992
564,2,11,1716,4992
564,3,11,1716,4992
564,5,11,1716,4992
564,10,11,1716,4992
564,20,11,1716,4992
564,50,11,1716,4992
564,100,11,1716,4992
565,1,9,1404,4836
565,2,9,1404,4836
565,3,9,1404,4992
565,5,9,1404,4992
565,10,9,1404,4992
565,20,9,1404,4992
565,50,9,1404,4992
565,100,9,1404,4992
566,1,10,1560,4836
566,2,10,1560,4836
566,3,10,1560,4836
566,5,10,1560,4992
566,10,10,1560,4992
566,20,10,1560,4992
566,50,10,1560,4992
566,100,10,1560,4992
567,1,11,1716,4992
567,2,11,1716,4992
567,3,11,1716,4992
567,5,11,1716,4992
567,10,11,1716,4992
567,20,11,1716,4992
567,50,11,1716,4992
567,100,11,1716,4992
568,1,12,1872,4992
568,2,12,1872,4992
568,3,12,1872,4992
568,5,12,1872,4992
568,10,12,1872,4992
568,20,12,1872,4992
568,50,12,1872,4992
568,100,12,1872,4992
569,1,14,2184,4836
569,2,14,2184,4992
569,3,14,2184,4992
569,5,14,2184,4992
569,10,14,2184,4992
569,20,14,2184,4992
569,50,14,2184,4992
569,100,14,2184,4992
570,1,10,1560,4056
570,2,10,1560,4836
570,3,10,1560,4992
570,5,10,1560,4992
570,10,10,1560,4992
570,20,10,1560,4992
570,50,10,1560,4992
570,100,10,1560,4992
571,1,19,2964,4992
571,2,19,2964,4992
571,3,19,2964,4992
571,5,19,2964,4992
571,10,19,2964,4992
571,20,19,2964,4992
571,50,19,2964,4992
571,100,19,2964,4992
572,1,16,2496,4992
572,2,16,2496,4992
572,3,16,2496,4992
572,5,16,2496,4992
572,10,16,2496,4992
572,20,16,2496,4992
572,50,16,2496,4992
572,100,16,2496,4992
573,1,17,2652,4992
573,2,17,2652,4992
573,3,17,2652,4992
573,5,17,2652,4992
573,10,17,2652,4992
573,20,17,2652,4992
573,50,17,2652,4992
573,100,17,2652,4992
574,1,15,2340,4836
574,2,15,2340,4836
574,3,15,2340,4836
574,5,15,2340,4992
574,10,15,2340,4992
574,20,15,2340,4992
574,50,15,2340,4992
574,100,15,2340,4992
575,1,16,2496,4992
575,2,16,2496,4992
575,3,16,2496,4992
575,5,16,2496,4992
575,10,16,2496,4992
575,20,16,2496,4992
575,50,16,2496,4992
575,100,16,2496,4992
576,1,12,1872,4836
576,2,12,1872,4836
576,3,12,1872,4836
576,5,12,1872,4836
576,10,12,1872,4992
576,20,12,1872,4992
576,50,12,1872,4992
576,100,12,1872,4992
577,1,10,1560,4680
577,2,10,1560,4680
577,3,10,1560,4680
577,5,10,1560,4992
577,10,10,1560,4992
577,20,10,1560,4992
577,50,10,1560,4992
577,100,10,1560,4992
578,1,16,2496,4992
578,2,16,2496,4992
578,3,16,2496,4992
578,5,16,2496,4992
578,10,16,2496,4992
578,20,16,2496,4992
578,50,16,2496,4992
578,100,16,2496,4992
579,1,17,2652,4992
579,2,17,2652,4992
579,3,17,2652,4992
579,5,17,2652,4992
579,10,17,2652,4992
579,20,17,2652,4992
579,50,17,2652,4992
579,100,17,2652,4992
580,1,1,156,312
580,2,5,780,4836
580,3,5,780,4836
580,5,5,780,4836
580,10,5,780,4992
580,20,5,780,4992
580,50,5,780,4992
580,100,5,780,4992
581,1,12,1872,4992
581,2,12,1872,4992
581,3,12,1872,4992
581,5,12,1872,4992
581,10,12,1872,4992
581,20,12,1872,4992
581,50,12,1872,4992
581,100,12,1872,4992
582,1,9,1404,4992
582,2,9,1404,4992
582,3,9,1404,4992
582,5,9,1404,4992
582,10,9,1404,4992
582,20,9,1404,4992
582,50,9,1404,4992
582,100,9,1404,4992
583,1,11,1716,4992
583,2,11,1716,4992
583,3,11,1716,4992
583,5,11,1716,4992
583,10,11,1716,4992
583,20,11,1716,4992
583,50,11,1716,4992
583,100,11,1716,4992
