query,top_k,empty_depths,lookups_at_empty_depths,total_lookups
145,5,8,1248,4836
145,10,8,1248,4836
145,20,8,1248,4992
145,50,8,1248,4992
145,100,8,1248,4992
146,1,11,1716,4836
146,2,11,1716,4836
146,3,11,1716,4836
146,5,11,1716,4836
146,10,11,1716,4992
146,20,11,1716,4992
146,50,11,1716,4992
146,100,11,1716,4992
147,1,15,2340,4836
147,2,15,2340,4836
147,3,15,2340,4836
147,5,15,2340,4836
147,10,15,2340,4836
147,20,15,2340,4992
147,50,15,2340,4992
147,100,15,2340,4992
148,1,16,2496,4992
148,2,16,2496,4992
148,3,16,2496,4992
148,5,16,2496,4992
148,10,16,2496,4992
148,20,16,2496,4992
148,50,16,2496,4992
148,100,16,2496,4992
149,1,15,2340,4992
149,2,15,2340,4992
149,3,15,2340,4992
149,5,15,2340,4992
149,10,15,2340,4992
149,20,15,2340,4992
149,50,15,2340,4992
149,100,15,2340,4992
150,1,13,2028,4992
150,2,13,2028,4992
150,3,13,2028,4992
150,5,13,2028,4992
150,10,13,2028,4992
150,20,13,2028,4992
150,50,13,2028,4992
150,100,13,2028,4992
151,1,12,1872,4836
151,2,12,1872,4836
151,3,12,1872,4836
151,5,12,1872,4992
151,10,12,1872,4992
151,20,12,1872,4992
151,50,12,1872,4992
151,100,12,1872,4992
152,1,11,1716,4836
152,2,11,1716,4836
152,3,11,1716,4836
152,5,11,1716,4836
152,10,11,1716,4836
152,20,11,1716,4992
152,50,11,1716,4992
152,100,11,1716,4992
153,1,8,1248,4836
153,2,8,1248,4836
153,3,8,1248,4836
153,5,8,1248,4836
153,10,8,1248,4992
153,20,8,1248,4992
153,50,8,1248,4992
153,100,8,1248,4992
154,1,7,1092,4992
154,2,7,1092,4992
154,3,7,1092,4992
154,5,7,1092,4992
154,10,7,1092,4992
154,20,7,1092,4992
154,50,7,1092,4992
154,100,7,1092,4992
155,1,5,780,2184
155,2,5,780,2184
155,3,6,936,4836
155,5,6,936,4836
155,10,6,936,4992
155,20,6,936,4992
155,50,6,936,4992
155,100,6,936,4992
156,1,16,2496,4992
156,2,16,2496,4992
156,3,16,2496,4992
156,5,16,2496,4992
156,10,16,2496,4992
156,20,16,2496,4992
156,50,16,2496,4992
156,100,16,2496,4992
157,1,13,2028,4992
157,2,13,2028,4992
157,3,13,2028,4992
157,5,13,2028,4992
157,10,13,2028,4992
157,20,13,2028,4992
157,50,13,2028,4992
157,100,13,2028,4992
158,1,11,1716,4836
158,2,11,1716,4836
158,3,11,1716,4836
158,5,11,1716,4836
158,10,11,1716,4992
158,20,11,1716,4992
158,50,11,1716,4992
158,100,11,1716,4992
159,1,14,2184,4992
159,2,14,2184,4992
159,3,14,2184,4992
159,5,14,2184,4992
159,10,14,2184,4992
159,20,14,2184,4992
159,50,14,2184,4992
159,100,14,2184,4992
160,1,10,1560,4992
160,2,10,1560,4992
160,3,10,1560,4992
160,5,10,1560,4992
160,10,10,1560,4992
160,20,10,1560,4992
160,50,10,1560,4992
160,100,10,1560,4992
161,1,15,2340,4992
161,2,15,2340,4992
161,3,15,2340,4992
161,5,15,2340,4992
161,10,15,2340,4992
161,20,15,2340,4992
161,50,15,2340,4992
161,100,15,2340,4992
162,1,13,2028,4212
162,2,13,2028,4836
162,3,13,2028,4836
162,5,13,2028,4836
162,10,13,2028,4992
162,20,13,2028,4992
162,50,13,2028,4992
162,100,13,2028,4992
163,1,14,2184,4836
163,2,14,2184,4836
163,3,14,2184,4836
163,5,14,2184,4836
163,10,14,2184,4836
163,20,14,2184,4836
163,50,14,2184,4836
163,100,14,2184,4836
164,1,13,2028,4836
164,2,13,2028,4836
164,3,13,2028,4992
164,5,13,2028,4992
164,10,13,2028,4992
164,20,13,2028,4992
164,50,13,2028,4992
164,100,13,2028,4992
165,1,12,1872,4992
165,2,12,1872,4992
165,3,12,1872,4992
165,5,12,1872,4992
165,10,12,1872,4992
165,20,12,1872,4992
165,50,12,1872,4992
165,100,12,1872,4992
166,1,10,1560,4992
166,2,10,1560,4992
166,3,10,1560,4992
166,5,10,1560,4992
166,10,10,1560,4992
166,20,10,1560,4992
166,50,10,1560,4992
166,100,10,1560,4992
167,1,14,2184,4992
167,2,14,2184,4992
167,3,14,2184,4992
167,5,14,2184,4992
167,10,14,2184,4992
167,20,14,2184,4992
167,50,14,2184,4992
167,100,14,2184,4992
168,1,16,2496,4992
168,2,16,2496,4992
168,3,16,2496,4992
168,5,16,2496,4992
168,10,16,2496,4992
168,20,16,2496,4992
168,50,16,2496,4992
168,100,16,2496,4992
169,1,15,2340,4992
169,2,15,2340,4992
169,3,15,2340,4992
169,5,15,2340,4992
169,10,15,2340,4992
169,20,15,2340,4992
169,50,15,2340,4992
169,100,15,2340,4992
170,1,25,3900,4836
170,2,25,3900,4836
170,3,25,3900,4836
170,5,25,3900,4836
170,10,25,3900,4992
170,20,25,3900,4992
170,50,25,3900,4992
170,100,25,3900,4992
171,1,13,2028,4992
171,2,13,2028,4992
171,3,13,2028,4992
171,5,13,2028,4992
171,10,13,2028,4992
171,20,13,2028,4992
171,50,13,2028,4992
171,100,13,2028,4992
172,1,16,2496,4992
172,2,16,2496,4992
172,3,16,2496,4992
172,5,16,2496,4992
172,10,16,2496,4992
172,20,16,2496,4992
172,50,16,2496,4992
172,100,16,2496,4992
173,1,0,0,156
173,2,8,1248,4992
173,3,8,1248,4992
173,5,8,1248,4992
173,10,8,1248,4992
173,20,8,1248,4992
173,50,8,1248,4992
173,100,8,1248,4992
174,1,8,1248,3276
174,2,8,1248,3276
174,3,8,1248,4992
174,5,8,1248,4992
174,10,8,1248,4992
174,20,8,1248,4992
174,50,8,1248,4992
174,100,8,1248,4992
175,1,9,1404,4992
175,2,9,1404,4992
175,3,9,1404,4992
175,5,9,1404,4992
175,10,9,1404,4992
175,20,9,1404,4992
175,50,9,1404,4992
175,100,9,1404,4992
176,1,11,1716,4992
176,2,11,1716,4992
176,3,11,1716,4992
176,5,11,1716,4992
176,10,11,1716,4992
176,20,11,1716,4992
176,50,11,1716,4992
176,100,11,1716,4992
177,1,16,2496,4524
177,2,16,2496,4836
177,3,16,2496,4836
177,5,16,2496,4836
177,10,16,2496,4836
177,20,16,2496,4992
177,50,16,2496,4992
177,100,16,2496,4992
178,1,16,2496,4836
178,2,16,2496,4992
178,3,16,2496,4992
178,5,16,2496,4992
178,10,16,2496,4992
178,20,16,2496,4992
178,50,16,2496,4992
178,100,16,2496,4992
179,1,4,624,3744
179,2,4,624,4992
179,3,4,624,4992
179,5,4,624,4992
179,10,4,624,4992
179,20,4,624,4992
179,50,4,624,4992
179,100,4,624,4992
180,1,6,936,1248
180,2,6,936,1248
180,3,8,1248,4836
180,5,8,1248,4992
180,10,8,1248,4992
180,20,8,1248,4992
180,50,8,1248,4992
180,100,8,1248,4992
181,1,13,2028,4836
181,2,13,2028,4992
181,3,13,2028,4992
181,5,13,2028,4992
181,10,13,2028,4992
181,20,13,2028,4992
181,50,13,2028,4992
181,100,13,2028,4992
182,1,10,1560,4836
182,2,10,1560,4992
182,3,10,1560,4992
182,5,10,1560,4992
182,10,10,1560,4992
182,20,10,1560,4992
182,50,10,1560,4992
182,100,10,1560,4992
183,1,10,1560,4992
183,2,10,1560,4992
183,3,10,1560,4992
183,5,10,1560,4992
183,10,10,1560,4992
183,20,10,1560,4992
183,50,10,1560,4992
183,100,10,1560,4992
184,1,17,2652,4992
184,2,17,2652,4992
184,3,17,2652,4992
184,5,17,2652,4992
184,10,17,2652,4992
184,20,17,2652,4992
184,50,17,2652,4992
184,100,17,2652,4992
185,1,14,2184,4992
185,2,14,2184,4992
185,3,14,2184,4992
185,5,14,2184,4992
185,10,14,2184,4992
185,20,14,2184,4992
185,50,14,2184,4992
185,100,14,2184,4992
186,1,14,2184,4836
186,2,14,2184,4836
186,3,14,2184,4836
186,5,14,2184,4836
186,10,14,2184,4992
186,20,14,2184,4992
186,50,14,2184,4992
186,100,14,2184,4992
187,1,12,1872,4992
187,2,12,1872,4992
187,3,12,1872,4992
187,5,12,1872,4992
187,10,12,1872,4992
187,20,12,1872,4992
187,50,12,1872,4992
187,100,12,1872,4992
188,1,10,1560,4992
188,2,10,1560,4992
188,3,10,1560,4992
188,5,10,1560,4992
188,10,10,1560,4992
188,20,10,1560,4992
188,50,10,1560,4992
188,100,10,1560,4992
189,1,7,1092,4212
189,2,7,1092,4212
189,3,7,1092,4212
189,5,7,1092,4836
189,10,7,1092,4836
189,20,7,1092,4836
189,50,7,1092,4836
189,100,7,1092,4836
190,1,0,0,156
190,2,14,2184,4992
190,3,14,2184,4992
190,5,14,2184,4992
190,10,14,2184,4992
190,20,14,2184,4992
190,50,14,2184,4992
190,100,14,2184,4992
191,1,18,2808,4992
191,2,18,2808,4992
191,3,18,2808,4992
191,5,18,2808,4992
191,10,18,2808,4992
191,20,18,2808,4992
191,50,18,2808,4992
191,100,18,2808,4992
192,1,14,2184,4992
192,2,14,2184,4992
192,3,14,2184,4992
192,5,14,2184,4992
192,10,14,2184,4992
192,20,14,2184,4992
192,50,14,2184,4992
192,100,14,2184,4992
193,1,4,624,4524
193,2,4,624,4992
193,3,4,624,4992
193,5,4,624,4992
193,10,4,624,4992
193,20,4,624,4992
193,50,4,624,4992
193,100,4,624,4992
194,1,11,1716,4992
194,2,11,1716,4992
194,3,11,1716,4992
194,5,11,1716,4992
194,10,11,1716,4992
194,20,11,1716,4992
194,50,11,1716,4992
194,100,11,1716,4992
195,1,13,2028,4992
195,2,13,2028,4992
195,3,13,2028,4992
195,5,13,2028,4992
195,10,13,2028,4992
195,20,13,2028,4992
195,50,13,2028,4992
195,100,13,2028,4992
196,1,17,2652,4992
196,2,17,2652,4992
196,3,17,2652,4992
196,5,17,2652,4992
196,10,17,2652,4992
196,20,17,2652,4992
196,50,17,2652,4992
196,100,17,2652,4992
197,1,18,2808,4992
197,2,18,2808,4992
197,3,18,2808,4992
197,5,18,2808,4992
197,10,18,2808,4992
197,20,18,2808,4992
197,50,18,2808,4992
197,100,18,2808,4992
198,1,12,1872,4836
198,2,12,1872,4992
198,3,12,1872,4992
198,5,12,1872,4992
198,10,12,1872,4992
198,20,12,1872,4992
198,50,12,1872,4992
198,100,12,1872,4992
199,1,12,1872,4992
199,2,12,1872,4992
199,3,12,1872,4992
199,5,12,1872,4992
199,10,12,1872,4992
199,20,12,1872,4992
199,50,12,1872,4992
199,100,12,1872,4992
200,1,14,2184,4992
200,2,14,2184,4992
200,3,14,2184,4992
200,5,14,2184,4992
200,10,14,2184,4992
200,20,14,2184,4992
200,50,14,2184,4992
200,100,14,2184,4992
201,1,13,2028,4836
201,2,13,2028,4992
201,3,13,2028,4992
201,5,13,2028,4992
201,10,13,2028,4992
201,20,13,2028,4992
201,50,13,2028,4992
201,100,13,2028,4992
202,1,8,1248,4836
202,2,8,1248,4992
202,3,8,1248,4992
202,5,8,1248,4992
202,10,8,1248,4992
202,20,8,1248,4992
202,50,8,1248,4992
202,100,8,1248,4992
203,1,12,1872,4992
203,2,12,1872,4992
203,3,12,1872,4992
203,5,12,1872,4992
203,10,12,1872,4992
203,20,12,1872,4992
203,50,12,1872,4992
203,100,12,1872,4992
204,1,18,2808,4992
204,2,18,2808,4992
204,3,18,2808,4992
204,5,18,2808,4992
204,10,18,2808,4992
204,20,18,2808,4992
204,50,18,2808,4992
204,100,18,2808,4992
205,1,10,1560,4836
205,2,10,1560,4836
205,3,10,1560,4992
205,5,10,1560,4992
205,10,10,1560,4992
205,20,10,1560,4992
205,50,10,1560,4992
205,100,10,1560,4992
206,1,12,1872,4836
206,2,12,1872,4836
206,3,12,1872,4836
206,5,12,1872,4836
206,10,12,1872,4992
206,20,12,1872,4992
206,50,12,1872,4992
206,100,12,1872,4992
207,1,15,2340,4212
207,2,15,2340,4836
207,3,15,2340,4992
207,5,15,2340,4992
207,10,15,2340,4992
207,20,15,2340,4992
207,50,15,2340,4992
207,100,15,2340,4992
208,1,14,2184,3120
208,2,14,2184,4836
208,3,14,2184,4836
208,5,14,2184,4836
208,10,14,2184,4992
208,20,14,2184,4992
208,50,14,2184,4992
208,100,14,2184,4992
209,1,16,2496,4836
209,2,16,2496,4836
209,3,16,2496,4836
209,5,16,2496,4836
209,10,16,2496,4836
209,20,16,2496,4836
209,50,16,2496,4992
209,100,16,2496,4992
210,1,0,0,156
210,2,0,0,156
210,3,2,312,4992
210,5,2,312,4992
210,10,2,312,4992
210,20,2,312,4992
210,50,2,312,4992
210,100,2,312,4992
211,1,10,1560,4992
211,2,10,1560,4992
211,3,10,1560,4992
211,5,10,1560,4992
211,10,10,1560,4992
211,20,10,1560,4992
211,50,10,1560,4992
211,100,10,1560,4992
212,1,19,2964,4992
212,2,19,2964,4992
212,3,19,2964,4992
212,5,19,2964,4992
212,10,19,2964,4992
212,20,19,2964,4992
212,50,19,2964,4992
212,100,19,2964,4992
213,1,11,1716,4836
213,2,11,1716,4836
213,3,11,1716,4836
213,5,11,1716,4836
213,10,11,1716,4836
213,20,11,1716,4836
213,50,11,1716,4992
213,100,11,1716,4992
214,1,18,2808,4992
214,2,18,2808,4992
214,3,18,2808,4992
214,5,18,2808,4992
214,10,18,2808,4992
214,20,18,2808,4992
214,50,18,2808,4992
214,100,18,2808,4992
215,1,16,2496,4992
215,2,16,2496,4992
215,3,16,2496,4992
215,5,16,2496,4992
215,10,16,2496,4992
215,20,16,2496,4992
215,50,16,2496,4992
215,100,16,2496,4992
216,1,10,1560,4992
216,2,10,1560,4992
216,3,10,1560,4992
216,5,10,1560,4992
216,10,10,1560,4992
216,20,10,1560,4992
216,50,10,1560,4992
216,100,10,1560,4992
217,1,15,2340,4836
217,2,15,2340,4836
217,3,15,2340,4836
217,5,15,2340,4836
217,10,15,2340,4836
217,20,15,2340,4836
217,50,15,2340,4992
217,100,15,2340,4992
218,1,0,0,156
218,2,6,936,4836
218,3,6,936,4836
218,5,6,936,4836
218,10,6,936,4992
218,20,6,936,4992
218,50,6,936,4992
218,100,6,936,4992
219,1,10,1560,4992
219,2,10,1560,4992
219,3,10,1560,4992
219,5,10,1560,4992
219,10,10,1560,4992
219,20,10,1560,4992
219,50,10,1560,4992
219,100,10,1560,4992
220,1,16,2496,4992
220,2,16,2496,4992
220,3,16,2496,4992
220,5,16,2496,4992
220,10,16,2496,4992
220,20,16,2496,4992
220,50,16,2496,4992
220,100,16,2496,4992
221,1,16,2496,4992
221,2,16,2496,4992
221,3,16,2496,4992
221,5,16,2496,4992
221,10,16,2496,4992
221,20,16,2496,4992
221,50,16,2496,4992
221,100,16,2496,4992
222,1,11,1716,4836
222,2,11,1716,4836
222,3,11,1716,4836
222,5,11,1716,4836
222,10,11,1716,4836
222,20,11,1716,4836
222,50,11,1716,4992
222,100,11,1716,4992
223,1,7,1092,4992
223,2,7,1092,4992
223,3,7,1092,4992
223,5,7,1092,4992
223,10,7,1092,4992
223,20,7,1092,4992
223,50,7,1092,4992
223,100,7,1092,4992
224,1,17,2652,4992
224,2,17,2652,4992
224,3,17,2652,4992
224,5,17,2652,4992
224,10,17,2652,4992
224,20,17,2652,4992
224,50,17,2652,4992
224,100,17,2652,4992
225,1,9,1404,4992
225,2,9,1404,4992
225,3,9,1404,4992
225,5,9,1404,4992
225,10,9,1404,4992
225,20,9,1404,4992
225,50,9,1404,4992
225,100,9,1404,4992
226,1,15,2340,4836
226,2,15,2340,4836
226,3,15,2340,4836
226,5,15,2340,4836
226,10,15,2340,4836
226,20,15,2340,4836
226,50,15,2340,4836
226,100,15,2340,4992
227,1,11,1716,4836
227,2,11,1716,4836
227,3,11,1716,4836
227,5,11,1716,4992
227,10,11,1716,4992
227,20,11,1716,4992
227,50,11,1716,4992
227,100,11,1716,4992
228,1,14,2184,4992
228,2,14,2184,4992
228,3,14,2184,4992
228,5,14,2184,4992
228,10,14,2184,4992
228,20,14,2184,4992
228,50,14,2184,4992
228,100,14,2184,4992
229,1,13,2028,4212
229,2,13,2028,4836
229,3,13,2028,4836
229,5,13,2028,4992
229,10,13,2028,4992
229,20,13,2028,4992
229,50,13,2028,4992
229,100,13,2028,4992
230,1,12,1872,4836
230,2,12,1872,4992
230,3,12,1872,4992
230,5,12,1872,4992
230,10,12,1872,4992
230,20,12,1872,4992
230,50,12,1872,4992
230,100,12,1872,4992
231,1,18,2808,4992
231,2,18,2808,4992
231,3,18,2808,4992
231,5,18,2808,4992
231,10,18,2808,4992
231,20,18,2808,4992
231,50,18,2808,4992
231,100,18,2808,4992
232,1,0,0,156
232,2,5,780,4992
232,3,5,780,4992
232,5,5,780,4992
232,10,5,780,4992
232,20,5,780,4992
232,50,5,780,4992
232,100,5,780,4992
233,1,13,2028,4836
233,2,13,2028,4836
233,3,13,2028,4836
233,5,13,2028,4836
233,10,13,2028,4992
233,20,13,2028,4992
233,50,13,2028,4992
233,100,13,2028,4992
234,1,17,2652,4992
234,2,17,2652,4992
234,3,17,2652,4992
234,5,17,2652,4992
234,10,17,2652,4992
234,20,17,2652,4992
234,50,17,2652,4992
234,100,17,2652,4992
235,1,7,1092,4836
235,2,7,1092,4992
235,3,7,1092,4992
235,5,7,1092,4992
235,10,7,1092,4992
235,20,7,1092,4992
235,50,7,1092,4992
235,100,7,1092,4992
236,1,10,1560,4836
236,2,10,1560,4836
236,3,10,1560,4836
236,5,10,1560,4836
236,10,10,1560,4992
236,20,10,1560,4992
236,50,10,1560,4992
236,100,10,1560,4992
237,1,15,2340,4992
237,2,15,2340,4992
237,3,15,2340,4992
237,5,15,2340,4992
237,10,15,2340,4992
237,20,15,2340,4992
237,50,15,2340,4992
237,100,15,2340,4992
238,1,13,2028,4836
238,2,13,2028,4992
238,3,13,2028,4992
238,5,13,2028,4992
238,10,13,2028,4992
238,20,13,2028,4992
238,50,13,2028,4992
238,100,13,2028,4992
239,1,19,2964,4992
239,2,19,2964,4992
239,3,19,2964,4992
239,5,19,2964,4992
239,10,19,2964,4992
239,20,19,2964,4992
239,50,19,2964,4992
239,100,19,2964,4992
240,1,7,1092,4992
240,2,7,1092,4992
240,3,7,1092,4992
240,5,7,1092,4992
240,10,7,1092,4992
240,20,7,1092,4992
240,50,7,1092,4992
240,100,7,1092,4992
241,1,13,2028,4836
241,2,13,2028,4836
241,3,13,2028,4836
241,5,13,2028,4836
241,10,13,2028,4836
241,20,13,2028,4836
241,50,13,2028,4992
241,100,13,2028,4992
242,1,17,2652,4836
242,2,17,2652,4836
242,3,17,2652,4836
242,5,17,2652,4836
242,10,17,2652,4992
242,20,17,2652,4992
242,50,17,2652,4992
242,100,17,2652,4992
243,1,10,1560,4992
243,2,10,1560,4992
243,3,10,1560,4992
243,5,10,1560,4992
243,10,10,1560,4992
243,20,10,1560,4992
243,50,10,1560,4992
243,100,10,1560,4992
244,1,13,2028,4992
244,2,13,2028,4992
244,3,13,2028,4992
244,5,13,2028,4992
244,10,13,2028,4992
244,20,13,2028,4992
244,50,13,2028,4992
244,100,13,2028,4992
245,1,6,936,4836
245,2,6,936,4836
245,3,6,936,4992
245,5,6,936,4992
245,10,6,936,4992
245,20,6,936,4992
245,50,6,936,4992
245,100,6,936,4992
246,1,0,0,156
246,2,12,1872,3744
246,3,12,1872,4992
246,5,12,1872,4992
246,10,12,1872,4992
246,20,12,1872,4992
246,50,12,1872,4992
246,100,12,1872,4992
247,1,0,0,156
247,2,10,1560,4992
247,3,10,1560,4992
247,5,10,1560,4992
247,10,10,1560,4992
247,20,10,1560,4992
247,50,10,1560,4992
247,100,10,1560,4992
248,1,11,1716,4836
248,2,11,1716,4836
248,3,11,1716,4836
248,5,11,1716,4836
248,10,11,1716,4836
248,20,11,1716,4836
248,50,11,1716,4992
248,100,11,1716,4992
249,1,10,1560,4680
249,2,10,1560,4680
249,3,10,1560,4836
249,5,10,1560,4836
249,10,10,1560,4992
249,20,10,1560,4992
249,50,10,1560,4992
249,100,10,1560,4992
250,1,0,0,156
250,2,0,0,156
250,3,0,0,156
250,5,6,936,4836
250,10,6,936,4836
250,20,6,936,4836
250,50,6,936,4836
250,100,6,936,4992
251,1,14,2184,4992
251,2,14,2184,4992
251,3,14,2184,4992
251,5,14,2184,4992
251,10,14,2184,4992
251,20,14,2184,4992
251,50,14,2184,4992
251,100,14,2184,4992
252,1,8,1248,4836
252,2,8,1248,4836
252,3,8,1248,4836
252,5,8,1248,4836
252,10,8,1248,4992
252,20,8,1248,4992
252,50,8,1248,4992
252,100,8,1248,4992
253,1,9,1404,3120
253,2,9,1404,4836
253,3,9,1404,4836
253,5,9,1404,4836
253,10,9,1404,4836
253,20,9,1404,4992
253,50,9,1404,4992
253,100,9,1404,4992
254,1,9,1404,4836
254,2,9,1404,4992
254,3,9,1404,4992
254,5,9,1404,4992
254,10,9,1404,4992
254,20,9,1404,4992
254,50,9,1404,4992
254,100,9,1404,4992
255,1,16,2496,4836
255,2,16,2496,4992
255,3,16,2496,4992
255,5,16,2496,4992
255,10,16,2496,4992
255,20,16,2496,4992
255,50,16,2496,4992
255,100,16,2496,4992
256,1,21,3276,4992
256,2,21,3276,4992
256,3,21,3276,4992
256,5,21,3276,4992
256,10,21,3276,4992
256,20,21,3276,4992
256,50,21,3276,4992
256,100,21,3276,4992
257,1,1,156,312
257,2,7,1092,4992
257,3,7,1092,4992
257,5,7,1092,4992
257,10,7,1092,4992
257,20,7,1092,4992
257,50,7,1092,4992
257,100,7,1092,4992
258,1,11,1716,4836
258,2,11,1716,4836
258,3,11,1716,4836
258,5,11,1716,4992
258,10,11,1716,4992
258,20,11,1716,4992
258,50,11,1716,4992
258,100,11,1716,4992
259,1,9,1404,4992
259,2,9,1404,4992
259,3,9,1404,4992
259,5,9,1404,4992
259,10,9,1404,4992
259,20,9,1404,4992
259,50,9,1404,4992
259,100,9,1404,4992
260,1,14,2184,4992
260,2,14,2184,4992
260,3,14,2184,4992
260,5,14,2184,4992
260,10,14,2184,4992
260,20,14,2184,4992
260,50,14,2184,4992
260,100,14,2184,4992
261,1,15,2340,4992
261,2,15,2340,4992
261,3,15,2340,4992
261,5,15,2340,4992
261,10,15,2340,4992
261,20,15,2340,4992
261,50,15,2340,4992
261,100,15,2340,4992
262,1,18,2808,4836
262,2,18,2808,4992
262,3,18,2808,4992
262,5,18,2808,4992
262,10,18,2808,4992
262,20,18,2808,4992
262,50,18,2808,4992
262,100,18,2808,4992
263,1,7,1092,4524
263,2,7,1092,4992
263,3,7,1092,4992
263,5,7,1092,4992
263,10,7,1092,4992
263,20,7,1092,4992
263,50,7,1092,4992
263,100,7,1092,4992
264,1,8,1248,4992
264,2,8,1248,4992
264,3,8,1248,4992
264,5,8,1248,4992
264,10,8,1248,4992
264,20,8,1248,4992
264,50,8,1248,4992
264,100,8,1248,4992
265,1,10,1560,4992
265,2,10,1560,4992
265,3,10,1560,4992
265,5,10,1560,4992
265,10,10,1560,4992
265,20,10,1560,4992
265,50,10,1560,4992
265,100,10,1560,4992
266,1,13,2028,4992
266,2,13,2028,4992
266,3,13,2028,4992
266,5,13,2028,4992
266,10,13,2028,4992
266,20,13,2028,4992
266,50,13,2028,4992
266,100,13,2028,4992
267,1,12,1872,4992
267,2,12,1872,4992
267,3,12,1872,4992
267,5,12,1872,4992
267,10,12,1872,4992
267,20,12,1872,4992
267,50,12,1872,4992
267,100,12,1872,4992
268,1,13,2028,4992
268,2,13,2028,4992
268,3,13,2028,4992
268,5,13,2028,4992
268,10,13,2028,4992
268,20,13,2028,4992
268,50,13,2028,4992
268,100,13,2028,4992
269,1,9,1404,4836
269,2,9,1404,4992
269,3,9,1404,4992
269,5,9,1404,4992
269,10,9,1404,4992
269,20,9,1404,4992
269,50,9,1404,4992
269,100,9,1404,4992
270,1,11,1716,4836
270,2,11,1716,4992
270,3,11,1716,4992
270,5,11,1716,4992
270,10,11,1716,4992
270,20,11,1716,4992
270,50,11,1716,4992
270,100,11,1716,4992
271,1,14,2184,4836
271,2,14,2184,4836
271,3,14,2184,4836
271,5,14,2184,4836
271,10,14,2184,4836
271,20,14,2184,4836
271,50,14,2184,4992
271,100,14,2184,4992
272,1,18,2808,4992
272,2,18,2808,4992
272,3,18,2808,4992
272,5,18,2808,4992
272,10,18,2808,4992
272,20,18,2808,4992
272,50,18,2808,4992
272,100,18,2808,4992
273,1,14,2184,4836
273,2,14,2184,4836
273,3,14,2184,4836
273,5,14,2184,4992
273,10,14,2184,4992
273,20,14,2184,4992
273,50,14,2184,4992
273,100,14,2184,4992
274,1,13,2028,4992
274,2,13,2028,4992
274,3,13,2028,4992
274,5,13,2028,4992
274,10,13,2028,4992
274,20,13,2028,4992
274,50,13,2028,4992
274,100,13,2028,4992
275,1,14,2184,4836
275,2,14,2184,4992
275,3,14,2184,4992
275,5,14,2184,4992
275,10,14,2184,4992
275,20,14,2184,4992
275,50,14,2184,4992
275,100,14,2184,4992
276,1,17,2652,4836
276,2,17,2652,4836
276,3,17,2652,4836
276,5,17,2652,4992
276,10,17,2652,4992
276,20,17,2652,4992
276,50,17,2652,4992
276,100,17,2652,4992
277,1,14,2184,4992
277,2,14,2184,4992
277,3,14,2184,4992
277,5,14,2184,4992
277,10,14,2184,4992
277,20,14,2184,4992
277,50,14,2184,4992
277,100,14,2184,4992
278,1,9,1404,4212
278,2,9,1404,4368
278,3,9,1404,4368
278,5,9,1404,4836
278,10,9,1404,4992
278,20,9,1404,4992
278,50,9,1404,4992
278,100,9,1404,4992
279,1,13,2028,4992
279,2,13,2028,4992
279,3,13,2028,4992
279,5,13,2028,4992
279,10,13,2028,4992
279,20,13,2028,4992
279,50,13,2028,4992
279,100,13,2028,4992
280,1,13,2028,4992
280,2,13,2028,4992
280,3,13,2028,4992
280,5,13,2028,4992
280,10,13,2028,4992
280,20,13,2028,4992
280,50,13,2028,4992
280,100,13,2028,4992
281,1,10,1560,4992
281,2,10,1560,4992
281,3,10,1560,4992
281,5,10,1560,4992
281,10,10,1560,4992
281,20,10,1560,4992
281,50,10,1560,4992
281,100,10,1560,4992
282,1,10,1560,4992
282,2,10,1560,4992
282,3,10,1560,4992
282,5,10,1560,4992
282,10,10,1560,4992
282,20,10,1560,4992
282,50,10,1560,4992
282,100,10,1560,4992
283,1,17,2652,4992
283,2,17,2652,4992
283,3,17,2652,4992
283,5,17,2652,4992
283,10,17,2652,4992
283,20,17,2652,4992
283,50,17,2652,4992
283,100,17,2652,4992
284,1,15,2340,4992
284,2,15,2340,4992
284,3,15,2340,4992
284,5,15,2340,4992
284,10,15,2340,4992
284,20,15,2340,4992
284,50,15,2340,4992
284,100,15,2340,4992
285,1,17,2652,4992
285,2,17,2652,4992
285,3,17,2652,4992
285,5,17,2652,4992
285,10,17,2652,4992
285,20,17,2652,4992
285,50,17,2652,4992
285,100,17,2652,4992
286,1,0,0,156
286,2,13,2028,4992
286,3,13,2028,4992
286,5,13,2028,4992
286,10,13,2028,4992
286,20,13,2028,4992
286,50,13,2028,4992
286,100,13,2028,4992
287,1,0,0,156
287,2,0,0,156
287,3,12,1872,4836
287,5,12,1872,4836
287,10,12,1872,4836
287,20,12,1872,4992
287,50,12,1872,4992
287,100,12,1872,4992
288,1,0,0,156
288,2,10,1560,4836
288,3,10,1560,4836
288,5,10,1560,4836
288,10,10,1560,4992
288,20,10,1560,4992
288,50,10,1560,4992
288,100,10,1560,4992
289,1,13,2028,4836
289,2,13,2028,4836
289,3,13,2028,4992
289,5,13,2028,4992
289,10,13,2028,4992
289,20,13,2028,4992
289,50,13,2028,4992
289,100,13,2028,4992
290,1,14,2184,4992
290,2,14,2184,4992
290,3,14,2184,4992
290,5,14,2184,4992
290,10,14,2184,4992
290,20,14,2184,4992
290,50,14,2184,4992
290,100,14,2184,4992
291,1,14,2184,4836
291,2,14,2184,4836
291,3,14,2184,4836
291,5,14,2184,4992
291,10,14,2184,4992
291,20,14,2184,4992
