query,top_k,correct_depth,stop_depth,correct_documents_scored,stop_documents_scored,extra_documents_scored,extra_lookups
0,1,4,1,3082,31215,28133,468
0,2,1,1,31215,31215,0,0
0,3,1,1,31215,31215,0,0
0,5,1,1,31215,31215,0,0
0,10,1,0,31215,39741,8526,0
0,20,1,0,31215,39741,8526,0
0,50,1,0,31215,39741,8526,0
0,100,1,0,31215,39741,8526,0
1,1,3,0,22971,43791,20820,312
1,2,3,0,22971,43791,20820,312
1,3,3,0,22971,43791,20820,312
1,5,3,0,22971,43791,20820,312
1,10,0,0,43791,43791,0,0
1,20,0,0,43791,43791,0,0
1,50,0,0,43791,43791,0,0
1,100,0,0,43791,43791,0,0
2,1,7,1,439,24383,23944,936
2,2,3,1,19429,24383,4954,312
2,3,3,1,19429,24383,4954,312
2,5,3,1,19429,24383,4954,312
2,10,3,1,19429,24383,4954,312
2,20,3,1,19429,24383,4954,312
2,50,1,0,24383,40035,15652,0
2,100,1,0,24383,40035,15652,0
3,1,4,2,19975,23258,3283,312
3,2,4,2,19975,23258,3283,312
3,3,4,2,19975,23258,3283,312
3,5,4,2,19975,23258,3283,312
3,10,4,0,19975,44066,24091,468
3,20,2,0,23258,44066,20808,156
3,50,2,0,23258,44066,20808,156
3,100,2,0,23258,44066,20808,156
4,1,2,0,17617,42019,24402,156
4,2,2,0,17617,42019,24402,156
4,3,2,0,17617,42019,24402,156
4,5,2,0,17617,42019,24402,156
4,10,2,0,17617,42019,24402,156
4,20,0,0,42019,42019,0,0
4,50,0,0,42019,42019,0,0
4,100,0,0,42019,42019,0,0
5,1,6,2,1566,6480,4914,624
5,2,4,0,5269,39911,34642,468
5,3,4,0,5269,39911,34642,468
5,5,1,0,19396,39911,20515,0
5,10,1,0,19396,39911,20515,0
5,20,0,0,39911,39911,0,0
5,50,0,0,39911,39911,0,0
5,100,0,0,39911,39911,0,0
6,1,10,0,289,40898,40609,1404
6,2,10,0,289,40898,40609,1404
6,3,4,0,3117,40898,37781,468
6,5,4,0,3117,40898,37781,468
6,10,0,0,40898,40898,0,0
6,20,0,0,40898,40898,0,0
6,50,0,0,40898,40898,0,0
6,100,0,0,40898,40898,0,0
7,1,8,2,3411,17864,14453,936
7,2,3,0,17741,39778,22037,312
7,3,3,0,17741,39778,22037,312
7,5,3,0,17741,39778,22037,312
7,10,3,0,17741,39778,22037,312
7,20,3,0,17741,39778,22037,312
7,50,0,0,39778,39778,0,0
7,100,0,0,39778,39778,0,0
8,1,12,2,197,22284,22087,1560
8,2,6,2,11565,22284,10719,624
8,3,6,1,11565,26107,14542,780
8,5,6,1,11565,26107,14542,780
8,10,4,1,15285,26107,10822,468
8,20,4,1,15285,26107,10822,468
8,50,1,1,26107,26107,0,0
8,100,1,1,26107,26107,0,0
9,1,6,0,1829,39265,37436,780
9,2,4,0,14743,39265,24522,468
9,3,4,0,14743,39265,24522,468
9,5,1,0,18593,39265,20672,0
9,10,0,0,39265,39265,0,0
9,20,0,0,39265,39265,0,0
9,50,0,0,39265,39265,0,0
9,100,0,0,39265,39265,0,0
10,1,20,2,2,19983,19981,2808
10,2,6,0,3184,39667,36483,780
10,3,6,0,3184,39667,36483,780
10,5,0,0,39667,39667,0,0
10,10,0,0,39667,39667,0,0
10,20,0,0,39667,39667,0,0
10,50,0,0,39667,39667,0,0
10,100,0,0,39667,39667,0,0
11,1,28,28,5,5,0,0
11,2,1,0,25646,40794,15148,0
11,3,1,0,25646,40794,15148,0
11,5,0,0,40794,40794,0,0
11,10,0,0,40794,40794,0,0
11,20,0,0,40794,40794,0,0
11,50,0,0,40794,40794,0,0
11,100,0,0,40794,40794,0,0
12,1,3,2,5552,5595,43,156
12,2,3,2,5552,5595,43,156
12,3,3,2,5552,5595,43,156
12,5,3,2,5552,5595,43,156
12,10,3,2,5552,5595,43,156
12,20,3,1,5552,28835,23283,312
12,50,1,0,28835,45227,16392,0
12,100,0,0,45227,45227,0,0
13,1,7,1,2626,30963,28337,936
13,2,3,1,10225,30963,20738,312
13,3,3,1,10225,30963,20738,312
13,5,3,1,10225,30963,20738,312
13,10,1,1,30963,30963,0,0
13,20,1,0,30963,37678,6715,0
13,50,1,0,30963,37678,6715,0
13,100,1,0,30963,37678,6715,0
14,1,3,1,25363,28493,3130,312
14,2,3,1,25363,28493,3130,312
14,3,3,1,25363,28493,3130,312
14,5,3,1,25363,28493,3130,312
14,10,3,1,25363,28493,3130,312
14,20,3,1,25363,28493,3130,312
14,50,3,1,25363,28493,3130,312
14,100,1,0,28493,41696,13203,0
15,1,6,2,1461,22693,21232,624
15,2,4,1,9155,24448,15293,468
15,3,4,1,9155,24448,15293,468
15,5,4,1,9155,24448,15293,468
15,10,4,0,9155,40570,31415,468
15,20,3,0,22678,40570,17892,312
15,50,3,0,22678,40570,17892,312
15,100,3,0,22678,40570,17892,312
16,1,7,2,1564,20286,18722,780
16,2,4,0,12630,44130,31500,468
16,3,4,0,12630,44130,31500,468
16,5,4,0,12630,44130,31500,468
16,10,0,0,44130,44130,0,0
16,20,0,0,44130,44130,0,0
16,50,0,0,44130,44130,0,0
16,100,0,0,44130,44130,0,0
17,1,11,2,275,22102,21827,1404
17,2,5,2,12485,22102,9617,468
17,3,5,2,12485,22102,9617,468
17,5,5,2,12485,22102,9617,468
17,10,4,2,16567,22102,5535,312
17,20,4,0,16567,37332,20765,468
17,50,4,0,16567,37332,20765,468
17,100,0,0,37332,37332,0,0
18,1,8,2,607,23841,23234,936
18,2,4,2,8582,23841,15259,312
18,3,3,2,23819,23841,22,156
18,5,3,1,23819,25793,1974,312
18,10,3,1,23819,25793,1974,312
18,20,3,1,23819,25793,1974,312
18,50,3,1,23819,25793,1974,312
18,100,1,1,25793,25793,0,0
19,1,32,32,1,1,0,0
19,2,14,2,36,24067,24031,1872
19,3,6,2,5813,24067,18254,624
19,5,6,1,5813,31129,25316,780
19,10,6,1,5813,31129,25316,780
19,20,4,1,19880,31129,11249,468
19,50,1,1,31129,31129,0,0
19,100,1,0,31129,37780,6651,0
20,1,2,2,13909,13909,0,0
20,2,2,2,13909,13909,0,0
20,3,2,2,13909,13909,0,0
20,5,2,2,13909,13909,0,0
20,10,0,0,38448,38448,0,0
20,20,0,0,38448,38448,0,0
20,50,0,0,38448,38448,0,0
20,100,0,0,38448,38448,0,0
21,1,32,32,3,3,0,0
21,2,32,32,3,3,0,0
21,3,32,32,3,3,0,0
21,5,20,2,21,24466,24445,2808
21,10,5,2,13018,24466,11448,468
21,20,4,1,16166,30522,14356,468
21,50,3,0,24386,42432,18046,312
21,100,1,0,30522,42432,11910,0
22,1,7,0,1288,45280,43992,936
22,2,1,0,23063,45280,22217,0
22,3,0,0,45280,45280,0,0
22,5,0,0,45280,45280,0,0
22,10,0,0,45280,45280,0,0
22,20,0,0,45280,45280,0,0
22,50,0,0,45280,45280,0,0
22,100,0,0,45280,45280,0,0
23,1,4,4,14360,14360,0,0
23,2,4,4,14360,14360,0,0
23,3,4,2,14360,20334,5974,312
23,5,0,0,39990,39990,0,0
23,10,0,0,39990,39990,0,0
23,20,0,0,39990,39990,0,0
23,50,0,0,39990,39990,0,0
23,100,0,0,39990,39990,0,0
24,1,7,1,1574,31567,29993,936
24,2,7,1,1574,31567,29993,936
24,3,7,1,1574,31567,29993,936
24,5,1,1,31567,31567,0,0
24,10,1,1,31567,31567,0,0
24,20,1,0,31567,37846,6279,0
24,50,1,0,31567,37846,6279,0
24,100,1,0,31567,37846,6279,0
25,1,10,0,1184,39431,38247,1404
25,2,10,0,1184,39431,38247,1404
25,3,10,0,1184,39431,38247,1404
25,5,10,0,1184,39431,38247,1404
25,10,0,0,39431,39431,0,0
25,20,0,0,39431,39431,0,0
25,50,0,0,39431,39431,0,0
25,100,0,0,39431,39431,0,0
26,1,19,0,15,40868,40853,2808
26,2,11,0,207,40868,40661,1560
26,3,7,0,5888,40868,34980,936
26,5,7,0,5888,40868,34980,936
26,10,6,0,10295,40868,30573,780
26,20,0,0,40868,40868,0,0
26,50,0,0,40868,40868,0,0
26,100,0,0,40868,40868,0,0
27,1,1,1,26211,26211,0,0
27,2,1,1,26211,26211,0,0
27,3,1,1,26211,26211,0,0
27,5,1,0,26211,39317,13106,0
27,10,1,0,26211,39317,13106,0
27,20,1,0,26211,39317,13106,0
27,50,1,0,26211,39317,13106,0
27,100,1,0,26211,39317,13106,0
28,1,17,17,4,4,0,0
28,2,1,1,28834,28834,0,0
28,3,1,1,28834,28834,0,0
28,5,1,1,28834,28834,0,0
28,10,1,1,28834,28834,0,0
28,20,1,1,28834,28834,0,0
28,50,1,1,28834,28834,0,0
28,100,1,0,28834,35117,6283,0
29,1,8,2,881,5828,4947,936
29,2,8,2,881,5828,4947,936
29,3,8,2,881,5828,4947,936
29,5,8,2,881,5828,4947,936
29,10,8,0,881,40720,39839,1092
29,20,1,0,23696,40720,17024,0
29,50,0,0,40720,40720,0,0
29,100,0,0,40720,40720,0,0
30,1,32,32,1,1,0,0
30,2,7,0,2114,40618,38504,936
30,3,4,0,4401,40618,36217,468
30,5,4,0,4401,40618,36217,468
30,10,0,0,40618,40618,0,0
30,20,0,0,40618,40618,0,0
30,50,0,0,40618,40618,0,0
30,100,0,0,40618,40618,0,0
31,1,22,0,12,39740,39728,3276
31,2,0,0,39740,39740,0,0
31,3,0,0,39740,39740,0,0
31,5,0,0,39740,39740,0,0
31,10,0,0,39740,39740,0,0
31,20,0,0,39740,39740,0,0
31,50,0,0,39740,39740,0,0
31,100,0,0,39740,39740,0,0
32,1,2,2,7090,7090,0,0
32,2,2,1,7090,24567,17477,156
32,3,2,1,7090,24567,17477,156
32,5,1,1,24567,24567,0,0
32,10,1,1,24567,24567,0,0
32,20,1,1,24567,24567,0,0
32,50,0,0,41114,41114,0,0
32,100,0,0,41114,41114,0,0
33,1,6,6,239,239,0,0
33,2,6,2,239,2201,1962,624
33,3,6,2,239,2201,1962,624
33,5,6,2,239,2201,1962,624
33,10,1,1,29034,29034,0,0
33,20,1,1,29034,29034,0,0
33,50,1,1,29034,29034,0,0
33,100,1,1,29034,29034,0,0
34,1,10,10,1614,1614,0,0
34,2,10,2,1614,24015,22401,1248
34,3,10,2,1614,24015,22401,1248
34,5,10,1,1614,31172,29558,1404
34,10,4,1,19263,31172,11909,468
34,20,1,1,31172,31172,0,0
34,50,1,1,31172,31172,0,0
34,100,1,1,31172,31172,0,0
35,1,0,0,39981,39981,0,0
35,2,0,0,39981,39981,0,0
35,3,0,0,39981,39981,0,0
35,5,0,0,39981,39981,0,0
35,10,0,0,39981,39981,0,0
35,20,0,0,39981,39981,0,0
35,50,0,0,39981,39981,0,0
35,100,0,0,39981,39981,0,0
36,1,0,0,43740,43740,0,0
36,2,0,0,43740,43740,0,0
36,3,0,0,43740,43740,0,0
36,5,0,0,43740,43740,0,0
36,10,0,0,43740,43740,0,0
36,20,0,0,43740,43740,0,0
36,50,0,0,43740,43740,0,0
36,100,0,0,43740,43740,0,0
37,1,4,2,5118,6874,1756,312
37,2,4,2,5118,6874,1756,312
37,3,4,2,5118,6874,1756,312
37,5,4,2,5118,6874,1756,312
37,10,4,2,5118,6874,1756,312
37,20,4,2,5118,6874,1756,312
37,50,1,0,30267,42701,12434,0
37,100,1,0,30267,42701,12434,0
38,1,8,1,2608,21889,19281,1092
38,2,8,1,2608,21889,19281,1092
38,3,8,1,2608,21889,19281,1092
38,5,1,1,21889,21889,0,0
38,10,1,1,21889,21889,0,0
38,20,1,0,21889,42030,20141,0
38,50,0,0,42030,42030,0,0
38,100,0,0,42030,42030,0,0
39,1,10,2,496,23590,23094,1248
39,2,8,2,3184,23590,20406,936
39,3,8,2,3184,23590,20406,936
39,5,8,2,3184,23590,20406,936
39,10,4,2,20801,23590,2789,312
39,20,4,0,20801,43987,23186,468
39,50,0,0,43987,43987,0,0
39,100,0,0,43987,43987,0,0
40,1,30,2,1,20725,20724,4368
40,2,3,2,20554,20725,171,156
40,3,3,2,20554,20725,171,156
40,5,3,2,20554,20725,171,156
40,10,3,2,20554,20725,171,156
40,20,0,0,36680,36680,0,0
40,50,0,0,36680,36680,0,0
40,100,0,0,36680,36680,0,0
41,1,7,2,632,3928,3296,780
41,2,7,0,632,36457,35825,936
41,3,1,0,18249,36457,18208,0
41,5,1,0,18249,36457,18208,0
41,10,1,0,18249,36457,18208,0
41,20,1,0,18249,36457,18208,0
41,50,0,0,36457,36457,0,0
41,100,0,0,36457,36457,0,0
42,1,0,0,41070,41070,0,0
42,2,0,0,41070,41070,0,0
42,3,0,0,41070,41070,0,0
42,5,0,0,41070,41070,0,0
42,10,0,0,41070,41070,0,0
42,20,0,0,41070,41070,0,0
42,50,0,0,41070,41070,0,0
42,100,0,0,41070,41070,0,0
43,1,2,2,3322,3322,0,0
43,2,2,2,3322,3322,0,0
43,3,2,2,3322,3322,0,0
43,5,2,2,3322,3322,0,0
43,10,2,2,3322,3322,0,0
43,20,2,0,3322,40538,37216,156
43,50,0,0,40538,40538,0,0
43,100,0,0,40538,40538,0,0
44,1,27,27,2,2,0,0
44,2,11,2,497,26608,26111,1404
44,3,9,2,1488,26608,25120,1092
44,5,4,2,21950,26608,4658,312
44,10,4,2,21950,26608,4658,312
44,20,4,2,21950,26608,4658,312
44,50,4,2,21950,26608,4658,312
44,100,4,0,21950,39810,17860,468
45,1,20,0,3,39396,39393,2964
45,2,7,0,840,39396,38556,936
45,3,7,0,840,39396,38556,936
45,5,0,0,39396,39396,0,0
45,10,0,0,39396,39396,0,0
45,20,0,0,39396,39396,0,0
45,50,0,0,39396,39396,0,0
45,100,0,0,39396,39396,0,0
46,1,0,0,44582,44582,0,0
46,2,0,0,44582,44582,0,0
46,3,0,0,44582,44582,0,0
46,5,0,0,44582,44582,0,0
46,10,0,0,44582,44582,0,0
46,20,0,0,44582,44582,0,0
46,50,0,0,44582,44582,0,0
46,100,0,0,44582,44582,0,0
47,1,0,0,38742,38742,0,0
47,2,0,0,38742,38742,0,0
47,3,0,0,38742,38742,0,0
47,5,0,0,38742,38742,0,0
47,10,0,0,38742,38742,0,0
47,20,0,0,38742,38742,0,0
47,50,0,0,38742,38742,0,0
47,100,0,0,38742,38742,0,0
48,1,7,2,880,10781,9901,780
48,2,7,2,880,10781,9901,780
48,3,7,0,880,34594,33714,936
48,5,7,0,880,34594,33714,936
48,10,0,0,34594,34594,0,0
48,20,0,0,34594,34594,0,0
48,50,0,0,34594,34594,0,0
48,100,0,0,34594,34594,0,0
49,1,32,32,1,1,0,0
49,2,23,10,7,72,65,2028
49,3,23,10,7,72,65,2028
49,5,8,2,1376,7222,5846,936
49,10,6,2,2720,7222,4502,624
49,20,1,1,26171,26171,0,0
49,50,1,0,26171,42762,16591,0
49,100,1,0,26171,42762,16591,0
50,1,10,1,49,28871,28822,1404
50,2,10,1,49,28871,28822,1404
50,3,10,0,49,41027,40978,1404
50,5,9,0,198,41027,40829,1248
50,10,3,0,23504,41027,17523,312
50,20,0,0,41027,41027,0,0
50,50,0,0,41027,41027,0,0
50,100,0,0,41027,41027,0,0
51,1,1,1,30132,30132,0,0
51,2,1,1,30132,30132,0,0
51,3,1,1,30132,30132,0,0
51,5,1,1,30132,30132,0,0
51,10,1,1,30132,30132,0,0
51,20,1,1,30132,30132,0,0
51,50,1,1,30132,30132,0,0
51,100,1,1,30132,30132,0,0
52,1,25,25,11,11,0,0
52,2,25,2,11,23244,23233,3588
52,3,25,2,11,23244,23233,3588
52,5,9,2,4633,23244,18611,1092
52,10,9,2,4633,23244,18611,1092
52,20,9,1,4633,28100,23467,1248
52,50,7,0,9589,49355,39766,936
52,100,0,0,49355,49355,0,0
53,1,32,32,1,1,0,0
53,2,6,1,4788,30596,25808,780
53,3,1,1,30596,30596,0,0
53,5,1,1,30596,30596,0,0
53,10,1,1,30596,30596,0,0
53,20,1,1,30596,30596,0,0
53,50,1,1,30596,30596,0,0
53,100,1,1,30596,30596,0,0
54,1,8,2,1173,7758,6585,936
54,2,8,2,1173,7758,6585,936
54,3,8,2,1173,7758,6585,936
54,5,8,0,1173,39525,38352,1092
54,10,8,0,1173,39525,38352,1092
54,20,4,0,5373,39525,34152,468
54,50,0,0,39525,39525,0,0
54,100,0,0,39525,39525,0,0
55,1,21,2,4,22305,22301,2964
55,2,20,2,9,22305,22296,2808
55,3,6,1,14537,25776,11239,780
55,5,0,0,40155,40155,0,0
55,10,0,0,40155,40155,0,0
55,20,0,0,40155,40155,0,0
55,50,0,0,40155,40155,0,0
55,100,0,0,40155,40155,0,0
56,1,0,0,37330,37330,0,0
56,2,0,0,37330,37330,0,0
56,3,0,0,37330,37330,0,0
56,5,0,0,37330,37330,0,0
56,10,0,0,37330,37330,0,0
56,20,0,0,37330,37330,0,0
56,50,0,0,37330,37330,0,0
56,100,0,0,37330,37330,0,0
57,1,32,32,1,1,0,0
57,2,29,2,6,28879,28873,4212
57,3,29,2,6,28879,28873,4212
57,5,25,2,9,28879,28870,3588
57,10,15,2,928,28879,27951,2028
57,20,11,2,1615,28879,27264,1404
57,50,7,1,11475,33138,21663,936
57,100,3,1,28747,33138,4391,312
58,1,1,1,18860,18860,0,0
58,2,1,1,18860,18860,0,0
58,3,1,1,18860,18860,0,0
58,5,1,1,18860,18860,0,0
58,10,1,1,18860,18860,0,0
58,20,1,0,18860,39336,20476,0
58,50,0,0,39336,39336,0,0
58,100,0,0,39336,39336,0,0
59,1,4,0,13343,45579,32236,468
59,2,1,0,24809,45579,20770,0
59,3,1,0,24809,45579,20770,0
59,5,1,0,24809,45579,20770,0
59,10,0,0,45579,45579,0,0
59,20,0,0,45579,45579,0,0
59,50,0,0,45579,45579,0,0
59,100,0,0,45579,45579,0,0
60,1,11,2,708,20688,19980,1404
60,2,11,1,708,23755,23047,1560
60,3,11,1,708,23755,23047,1560
60,5,11,0,708,42336,41628,1560
60,10,10,0,3083,42336,39253,1404
60,20,0,0,42336,42336,0,0
60,50,0,0,42336,42336,0,0
60,100,0,0,42336,42336,0,0
61,1,8,2,2773,22388,19615,936
61,2,3,0,22274,38221,15947,312
61,3,3,0,22274,38221,15947,312
61,5,0,0,38221,38221,0,0
61,10,0,0,38221,38221,0,0
61,20,0,0,38221,38221,0,0
61,50,0,0,38221,38221,0,0
61,100,0,0,38221,38221,0,0
62,1,32,32,2,2,0,0
62,2,32,32,2,2,0,0
62,3,7,7,1435,1435,0,0
62,5,4,4,15351,15351,0,0
62,10,4,2,15351,24059,8708,312
62,20,4,1,15351,29004,13653,468
62,50,0,0,45364,45364,0,0
62,100,0,0,45364,45364,0,0
63,1,0,0,43548,43548,0,0
63,2,0,0,43548,43548,0,0
63,3,0,0,43548,43548,0,0
63,5,0,0,43548,43548,0,0
63,10,0,0,43548,43548,0,0
63,20,0,0,43548,43548,0,0
63,50,0,0,43548,43548,0,0
63,100,0,0,43548,43548,0,0
64,1,21,2,33,25159,25126,2964
64,2,19,2,78,25159,25081,2652
64,3,19,2,78,25159,25081,2652
64,5,3,0,25065,41075,16010,312
64,10,3,0,25065,41075,16010,312
64,20,0,0,41075,41075,0,0
64,50,0,0,41075,41075,0,0
64,100,0,0,41075,41075,0,0
65,1,4,1,2075,22928,20853,468
65,2,4,0,2075,41281,39206,468
65,3,4,0,2075,41281,39206,468
65,5,1,0,22928,41281,18353,0
65,10,1,0,22928,41281,18353,0
65,20,1,0,22928,41281,18353,0
65,50,0,0,41281,41281,0,0
65,100,0,0,41281,41281,0,0
66,1,10,2,2092,15275,13183,1248
66,2,10,0,2092,38887,36795,1404
66,3,10,0,2092,38887,36795,1404
66,5,10,0,2092,38887,36795,1404
66,10,0,0,38887,38887,0,0
66,20,0,0,38887,38887,0,0
66,50,0,0,38887,38887,0,0
66,100,0,0,38887,38887,0,0
67,1,5,2,5148,23057,17909,468
67,2,3,2,22914,23057,143,156
67,3,3,2,22914,23057,143,156
67,5,3,1,22914,26938,4024,312
67,10,1,0,26938,41119,14181,0
67,20,1,0,26938,41119,14181,0
67,50,0,0,41119,41119,0,0
67,100,0,0,41119,41119,0,0
68,1,32,32,3,3,0,0
68,2,32,32,3,3,0,0
68,3,32,32,3,3,0,0
68,5,13,2,38,5112,5074,1716
68,10,0,0,39316,39316,0,0
68,20,0,0,39316,39316,0,0
68,50,0,0,39316,39316,0,0
68,100,0,0,39316,39316,0,0
69,1,18,0,96,45155,45059,2652
69,2,18,0,96,45155,45059,2652
69,3,18,0,96,45155,45059,2652
69,5,9,0,4736,45155,40419,1248
69,10,4,0,21514,45155,23641,468
69,20,0,0,45155,45155,0,0
69,50,0,0,45155,45155,0,0
69,100,0,0,45155,45155,0,0
70,1,5,0,10217,39425,29208,624
70,2,5,0,10217,39425,29208,624
70,3,5,0,10217,39425,29208,624
70,5,5,0,10217,39425,29208,624
70,10,0,0,39425,39425,0,0
70,20,0,0,39425,39425,0,0
70,50,0,0,39425,39425,0,0
70,100,0,0,39425,39425,0,0
71,1,0,0,42141,42141,0,0
71,2,0,0,42141,42141,0,0
71,3,0,0,42141,42141,0,0
71,5,0,0,42141,42141,0,0
71,10,0,0,42141,42141,0,0
71,20,0,0,42141,42141,0,0
71,50,0,0,42141,42141,0,0
71,100,0,0,42141,42141,0,0
72,1,2,2,19399,19399,0,0
72,2,2,2,19399,19399,0,0
72,3,2,2,19399,19399,0,0
72,5,2,2,19399,19399,0,0
72,10,0,0,45836,45836,0,0
72,20,0,0,45836,45836,0,0
72,50,0,0,45836,45836,0,0
72,100,0,0,45836,45836,0,0
73,1,20,12,133,1503,1370,1248
73,2,20,1,133,28896,28763,2964
73,3,19,1,594,28896,28302,2808
73,5,12,1,1503,28896,27393,1716
73,10,12,1,1503,28896,27393,1716
73,20,6,1,11363,28896,17533,780
73,50,6,1,11363,28896,17533,780
73,100,1,1,28896,28896,0,0
74,1,1,0,27337,38410,11073,0
74,2,1,0,27337,38410,11073,0
74,3,1,0,27337,38410,11073,0
74,5,1,0,27337,38410,11073,0
74,10,1,0,27337,38410,11073,0
74,20,1,0,27337,38410,11073,0
74,50,0,0,38410,38410,0,0
74,100,0,0,38410,38410,0,0
75,1,12,2,816,18295,17479,1560
75,2,12,2,816,18295,17479,1560
75,3,9,2,2255,18295,16040,1092
75,5,4,2,14501,18295,3794,312
75,10,4,1,14501,21753,7252,468
75,20,4,0,14501,38799,24298,468
75,50,4,0,14501,38799,24298,468
75,100,4,0,14501,38799,24298,468
76,1,30,2,1,21523,21522,4368
76,2,26,2,2,21523,21521,3744
76,3,6,2,8781,21523,12742,624
76,5,6,0,8781,38973,30192,780
76,10,6,0,8781,38973,30192,780
76,20,3,0,21470,38973,17503,312
76,50,0,0,38973,38973,0,0
76,100,0,0,38973,38973,0,0
77,1,1,0,22253,41191,18938,0
77,2,1,0,22253,41191,18938,0
77,3,1,0,22253,41191,18938,0
77,5,1,0,22253,41191,18938,0
77,10,1,0,22253,41191,18938,0
77,20,1,0,22253,41191,18938,0
77,50,0,0,41191,41191,0,0
77,100,0,0,41191,41191,0,0
78,1,17,2,98,22163,22065,2340
78,2,4,2,10575,22163,11588,312
78,3,4,2,10575,22163,11588,312
78,5,3,2,22082,22163,81,156
78,10,3,2,22082,22163,81,156
78,20,3,2,22082,22163,81,156
78,50,0,0,43914,43914,0,0
78,100,0,0,43914,43914,0,0
79,1,23,23,8,8,0,0
79,2,15,15,740,740,0,0
79,3,15,15,740,740,0,0
79,5,15,2,740,21581,20841,2028
79,10,3,2,21522,21581,59,156
79,20,3,2,21522,21581,59,156
79,50,0,0,46483,46483,0,0
79,100,0,0,46483,46483,0,0
80,1,5,0,5297,39767,34470,624
80,2,5,0,5297,39767,34470,624
80,3,5,0,5297,39767,34470,624
80,5,5,0,5297,39767,34470,624
80,10,4,0,13410,39767,26357,468
80,20,3,0,20440,39767,19327,312
80,50,0,0,39767,39767,0,0
80,100,0,0,39767,39767,0,0
81,1,12,0,443,37869,37426,1716
81,2,1,0,21384,37869,16485,0
81,3,0,0,37869,37869,0,0
81,5,0,0,37869,37869,0,0
81,10,0,0,37869,37869,0,0
81,20,0,0,37869,37869,0,0
81,50,0,0,37869,37869,0,0
81,100,0,0,37869,37869,0,0
82,1,4,0,4503,38604,34101,468
82,2,4,0,4503,38604,34101,468
82,3,3,0,21297,38604,17307,312
82,5,3,0,21297,38604,17307,312
82,10,0,0,38604,38604,0,0
82,20,0,0,38604,38604,0,0
82,50,0,0,38604,38604,0,0
82,100,0,0,38604,38604,0,0
83,1,8,0,323,40501,40178,1092
83,2,1,0,26244,40501,14257,0
83,3,1,0,26244,40501,14257,0
83,5,0,0,40501,40501,0,0
83,10,0,0,40501,40501,0,0
83,20,0,0,40501,40501,0,0
83,50,0,0,40501,40501,0,0
83,100,0,0,40501,40501,0,0
84,1,5,1,8023,26611,18588,624
84,2,5,1,8023,26611,18588,624
84,3,1,1,26611,26611,0,0
84,5,1,1,26611,26611,0,0
84,10,1,0,26611,36511,9900,0
84,20,1,0,26611,36511,9900,0
84,50,1,0,26611,36511,9900,0
84,100,0,0,36511,36511,0,0
85,1,32,32,5,5,0,0
85,2,32,32,5,5,0,0
85,3,32,32,5,5,0,0
85,5,32,32,5,5,0,0
85,10,9,2,3051,20389,17338,1092
85,20,7,2,5836,20389,14553,780
85,50,0,0,44015,44015,0,0
85,100,0,0,44015,44015,0,0
86,1,32,32,1,1,0,0
86,2,26,2,4,23164,23160,3744
86,3,26,2,4,23164,23160,3744
86,5,12,2,516,23164,22648,1560
86,10,5,0,19281,42349,23068,624
86,20,0,0,42349,42349,0,0
86,50,0,0,42349,42349,0,0
86,100,0,0,42349,42349,0,0
87,1,1,0,24319,42858,18539,0
87,2,1,0,24319,42858,18539,0
87,3,1,0,24319,42858,18539,0
87,5,0,0,42858,42858,0,0
87,10,0,0,42858,42858,0,0
87,20,0,0,42858,42858,0,0
87,50,0,0,42858,42858,0,0
87,100,0,0,42858,42858,0,0
88,1,19,2,1,8548,8547,2652
88,2,1,1,30275,30275,0,0
88,3,1,1,30275,30275,0,0
88,5,1,1,30275,30275,0,0
88,10,1,0,30275,35314,5039,0
88,20,1,0,30275,35314,5039,0
88,50,1,0,30275,35314,5039,0
88,100,1,0,30275,35314,5039,0
89,1,8,8,392,392,0,0
89,2,8,8,392,392,0,0
89,3,8,0,392,41153,40761,1092
89,5,8,0,392,41153,40761,1092
89,10,0,0,41153,41153,0,0
89,20,0,0,41153,41153,0,0
89,50,0,0,41153,41153,0,0
89,100,0,0,41153,41153,0,0
90,1,32,32,13,13,0,0
90,2,32,32,13,13,0,0
90,3,32,32,13,13,0,0
90,5,32,32,13,13,0,0
90,10,32,32,13,13,0,0
90,20,1,1,23379,23379,0,0
90,50,0,0,40549,40549,0,0
90,100,0,0,40549,40549,0,0
91,1,21,0,31,40786,40755,3120
91,2,0,0,40786,40786,0,0
91,3,0,0,40786,40786,0,0
91,5,0,0,40786,40786,0,0
91,10,0,0,40786,40786,0,0
91,20,0,0,40786,40786,0,0
91,50,0,0,40786,40786,0,0
91,100,0,0,40786,40786,0,0
92,1,2,1,16512,20150,3638,156
92,2,2,1,16512,20150,3638,156
92,3,2,0,16512,35460,18948,156
92,5,2,0,16512,35460,18948,156
92,10,2,0,16512,35460,18948,156
92,20,1,0,20150,35460,15310,0
92,50,0,0,35460,35460,0,0
92,100,0,0,35460,35460,0,0
93,1,17,6,296,15198,14902,1716
93,2,17,2,296,22322,22026,2340
93,3,17,2,296,22322,22026,2340
93,5,17,1,296,27803,27507,2496
93,10,17,1,296,27803,27507,2496
93,20,1,1,27803,27803,0,0
93,50,1,1,27803,27803,0,0
93,100,1,0,27803,40360,12557,0
94,1,21,2,5,27162,27157,2964
94,2,12,2,250,27162,26912,1560
94,3,7,2,9345,27162,17817,780
94,5,4,2,20368,27162,6794,312
94,10,4,2,20368,27162,6794,312
