query,top_k,correct_depth,stop_depth,correct_documents_scored,stop_documents_scored,extra_documents_scored,extra_lookups
780,10,0,0,45924,45924,0,0
780,20,0,0,45924,45924,0,0
780,50,0,0,45924,45924,0,0
780,100,0,0,45924,45924,0,0
781,1,7,0,2706,40931,38225,936
781,2,1,0,19704,40931,21227,0
781,3,1,0,19704,40931,21227,0
781,5,1,0,19704,40931,21227,0
781,10,0,0,40931,40931,0,0
781,20,0,0,40931,40931,0,0
781,50,0,0,40931,40931,0,0
781,100,0,0,40931,40931,0,0
782,1,25,2,2,25561,25559,3588
782,2,15,2,346,25561,25215,2028
782,3,12,2,540,25561,25021,1560
782,5,7,1,4563,30017,25454,936
782,10,3,0,25447,39289,13842,312
782,20,3,0,25447,39289,13842,312
782,50,3,0,25447,39289,13842,312
782,100,0,0,39289,39289,0,0
783,1,8,2,2415,22956,20541,936
783,2,7,2,6191,22956,16765,780
783,3,7,1,6191,27186,20995,936
783,5,4,1,15537,27186,11649,468
783,10,3,0,22797,41094,18297,312
783,20,3,0,22797,41094,18297,312
783,50,3,0,22797,41094,18297,312
783,100,0,0,41094,41094,0,0
784,1,21,0,12,44124,44112,3120
784,2,6,0,2805,44124,41319,780
784,3,6,0,2805,44124,41319,780
784,5,6,0,2805,44124,41319,780
784,10,6,0,2805,44124,41319,780
784,20,5,0,7209,44124,36915,624
784,50,0,0,44124,44124,0,0
784,100,0,0,44124,44124,0,0
785,1,10,1,584,30262,29678,1404
785,2,1,1,30262,30262,0,0
785,3,1,0,30262,41007,10745,0
785,5,1,0,30262,41007,10745,0
785,10,1,0,30262,41007,10745,0
785,20,1,0,30262,41007,10745,0
785,50,1,0,30262,41007,10745,0
785,100,0,0,41007,41007,0,0
786,1,3,0,18332,44643,26311,312
786,2,3,0,18332,44643,26311,312
786,3,3,0,18332,44643,26311,312
786,5,0,0,44643,44643,0,0
786,10,0,0,44643,44643,0,0
786,20,0,0,44643,44643,0,0
786,50,0,0,44643,44643,0,0
786,100,0,0,44643,44643,0,0
787,1,11,0,126,37621,37495,1560
787,2,8,0,917,37621,36704,1092
787,3,7,0,1835,37621,35786,936
787,5,1,0,25313,37621,12308,0
787,10,0,0,37621,37621,0,0
787,20,0,0,37621,37621,0,0
787,50,0,0,37621,37621,0,0
787,100,0,0,37621,37621,0,0
788,1,4,2,14931,19871,4940,312
788,2,4,2,14931,19871,4940,312
788,3,4,2,14931,19871,4940,312
788,5,4,2,14931,19871,4940,312
788,10,4,2,14931,19871,4940,312
788,20,4,1,14931,24873,9942,468
788,50,4,0,14931,40590,25659,468
788,100,0,0,40590,40590,0,0
789,1,0,0,41720,41720,0,0
789,2,0,0,41720,41720,0,0
789,3,0,0,41720,41720,0,0
789,5,0,0,41720,41720,0,0
789,10,0,0,41720,41720,0,0
789,20,0,0,41720,41720,0,0
789,50,0,0,41720,41720,0,0
789,100,0,0,41720,41720,0,0
790,1,9,0,1260,39888,38628,1248
790,2,7,0,5941,39888,33947,936
790,3,7,0,5941,39888,33947,936
790,5,7,0,5941,39888,33947,936
790,10,4,0,13695,39888,26193,468
790,20,1,0,19317,39888,20571,0
790,50,0,0,39888,39888,0,0
790,100,0,0,39888,39888,0,0
791,1,22,22,5,5,0,0
791,2,1,1,22539,22539,0,0
791,3,1,1,22539,22539,0,0
791,5,1,1,22539,22539,0,0
791,10,1,0,22539,41574,19035,0
791,20,1,0,22539,41574,19035,0
791,50,1,0,22539,41574,19035,0
791,100,0,0,41574,41574,0,0
792,1,7,2,3057,22607,19550,780
792,2,7,1,3057,28966,25909,936
792,3,7,1,3057,28966,25909,936
792,5,4,1,9843,28966,19123,468
792,10,1,1,28966,28966,0,0
792,20,1,1,28966,28966,0,0
792,50,1,0,28966,37134,8168,0
792,100,1,0,28966,37134,8168,0
793,1,6,0,4561,37793,33232,780
793,2,0,0,37793,37793,0,0
793,3,0,0,37793,37793,0,0
793,5,0,0,37793,37793,0,0
793,10,0,0,37793,37793,0,0
793,20,0,0,37793,37793,0,0
793,50,0,0,37793,37793,0,0
793,100,0,0,37793,37793,0,0
794,1,1,1,24615,24615,0,0
794,2,1,0,24615,37567,12952,0
794,3,1,0,24615,37567,12952,0
794,5,1,0,24615,37567,12952,0
794,10,1,0,24615,37567,12952,0
794,20,1,0,24615,37567,12952,0
794,50,0,0,37567,37567,0,0
794,100,0,0,37567,37567,0,0
795,1,1,1,26576,26576,0,0
795,2,1,1,26576,26576,0,0
795,3,1,1,26576,26576,0,0
795,5,1,1,26576,26576,0,0
795,10,1,0,26576,42365,15789,0
795,20,1,0,26576,42365,15789,0
795,50,1,0,26576,42365,15789,0
795,100,1,0,26576,42365,15789,0
796,1,21,0,4,41514,41510,3120
796,2,21,0,4,41514,41510,3120
796,3,11,0,114,41514,41400,1560
796,5,1,0,26610,41514,14904,0
796,10,0,0,41514,41514,0,0
796,20,0,0,41514,41514,0,0
796,50,0,0,41514,41514,0,0
796,100,0,0,41514,41514,0,0
797,1,9,2,966,22033,21067,1092
797,2,9,2,966,22033,21067,1092
797,3,4,2,13467,22033,8566,312
797,5,3,2,21780,22033,253,156
797,10,3,0,21780,39983,18203,312
797,20,0,0,39983,39983,0,0
797,50,0,0,39983,39983,0,0
797,100,0,0,39983,39983,0,0
798,1,6,1,2371,19626,17255,780
798,2,5,0,7119,39047,31928,624
798,3,1,0,19626,39047,19421,0
798,5,0,0,39047,39047,0,0
798,10,0,0,39047,39047,0,0
798,20,0,0,39047,39047,0,0
798,50,0,0,39047,39047,0,0
798,100,0,0,39047,39047,0,0
799,1,1,1,30314,30314,0,0
799,2,1,1,30314,30314,0,0
799,3,1,1,30314,30314,0,0
799,5,1,1,30314,30314,0,0
799,10,1,1,30314,30314,0,0
799,20,1,1,30314,30314,0,0
799,50,1,1,30314,30314,0,0
799,100,1,1,30314,30314,0,0
800,1,24,2,13,21202,21189,3432
800,2,12,0,724,43038,42314,1716
800,3,0,0,43038,43038,0,0
800,5,0,0,43038,43038,0,0
800,10,0,0,43038,43038,0,0
800,20,0,0,43038,43038,0,0
800,50,0,0,43038,43038,0,0
800,100,0,0,43038,43038,0,0
801,1,27,1,3,27845,27842,4056
801,2,18,1,141,27845,27704,2652
801,3,10,1,2103,27845,25742,1404
801,5,10,1,2103,27845,25742,1404
801,10,6,0,14310,40447,26137,780
801,20,6,0,14310,40447,26137,780
801,50,1,0,27845,40447,12602,0
801,100,0,0,40447,40447,0,0
802,1,26,26,6,6,0,0
802,2,24,2,49,11280,11231,3432
802,3,21,2,154,11280,11126,2964
802,5,21,2,154,11280,11126,2964
802,10,11,2,810,11280,10470,1404
802,20,11,2,810,11280,10470,1404
802,50,6,2,5875,11280,5405,624
802,100,0,0,43420,43420,0,0
803,1,27,6,7,12257,12250,3276
803,2,6,2,12257,24502,12245,624
803,3,6,2,12257,24502,12245,624
803,5,6,2,12257,24502,12245,624
803,10,6,2,12257,24502,12245,624
803,20,6,2,12257,24502,12245,624
803,50,6,0,12257,46368,34111,780
803,100,0,0,46368,46368,0,0
804,1,6,2,8068,19662,11594,624
804,2,6,2,8068,19662,11594,624
804,3,6,2,8068,19662,11594,624
804,5,6,2,8068,19662,11594,624
804,10,6,2,8068,19662,11594,624
804,20,3,1,19601,22410,2809,312
804,50,3,1,19601,22410,2809,312
804,100,3,0,19601,37915,18314,312
805,1,11,2,4690,26449,21759,1404
805,2,11,1,4690,29415,24725,1560
805,3,11,1,4690,29415,24725,1560
805,5,11,1,4690,29415,24725,1560
805,10,4,0,19023,49043,30020,468
805,20,0,0,49043,49043,0,0
805,50,0,0,49043,49043,0,0
805,100,0,0,49043,49043,0,0
806,1,7,2,1033,3268,2235,780
806,2,7,2,1033,3268,2235,780
806,3,7,2,1033,3268,2235,780
806,5,6,2,1419,3268,1849,624
806,10,6,2,1419,3268,1849,624
806,20,0,0,39398,39398,0,0
806,50,0,0,39398,39398,0,0
806,100,0,0,39398,39398,0,0
807,1,10,2,890,7511,6621,1248
807,2,10,1,890,28172,27282,1404
807,3,10,1,890,28172,27282,1404
807,5,10,1,890,28172,27282,1404
807,10,3,1,7465,28172,20707,312
807,20,1,1,28172,28172,0,0
807,50,0,0,42680,42680,0,0
807,100,0,0,42680,42680,0,0
808,1,5,2,14445,20097,5652,468
808,2,5,2,14445,20097,5652,468
808,3,5,0,14445,40626,26181,624
808,5,4,0,17793,40626,22833,468
808,10,0,0,40626,40626,0,0
808,20,0,0,40626,40626,0,0
808,50,0,0,40626,40626,0,0
808,100,0,0,40626,40626,0,0
809,1,16,2,42,18899,18857,2184
809,2,10,0,554,37099,36545,1404
809,3,10,0,554,37099,36545,1404
809,5,10,0,554,37099,36545,1404
809,10,9,0,674,37099,36425,1248
809,20,4,0,10568,37099,26531,468
809,50,0,0,37099,37099,0,0
809,100,0,0,37099,37099,0,0
810,1,11,2,191,3590,3399,1404
810,2,4,2,2636,3590,954,312
810,3,4,0,2636,44852,42216,468
810,5,4,0,2636,44852,42216,468
810,10,1,0,25782,44852,19070,0
810,20,1,0,25782,44852,19070,0
810,50,0,0,44852,44852,0,0
810,100,0,0,44852,44852,0,0
811,1,6,0,6281,38271,31990,780
811,2,3,0,23859,38271,14412,312
811,3,3,0,23859,38271,14412,312
811,5,3,0,23859,38271,14412,312
811,10,3,0,23859,38271,14412,312
811,20,0,0,38271,38271,0,0
811,50,0,0,38271,38271,0,0
811,100,0,0,38271,38271,0,0
812,1,8,1,3110,27244,24134,1092
812,2,8,0,3110,40011,36901,1092
812,3,8,0,3110,40011,36901,1092
812,5,6,0,9565,40011,30446,780
812,10,0,0,40011,40011,0,0
812,20,0,0,40011,40011,0,0
812,50,0,0,40011,40011,0,0
812,100,0,0,40011,40011,0,0
813,1,4,4,12221,12221,0,0
813,2,4,4,12221,12221,0,0
813,3,4,2,12221,25410,13189,312
813,5,4,1,12221,29619,17398,468
813,10,4,1,12221,29619,17398,468
813,20,4,1,12221,29619,17398,468
813,50,1,1,29619,29619,0,0
813,100,1,0,29619,40195,10576,0
814,1,15,2,533,32143,31610,2028
814,2,15,2,533,32143,31610,2028
814,3,15,2,533,32143,31610,2028
814,5,6,2,6880,32143,25263,624
814,10,6,2,6880,32143,25263,624
814,20,3,2,32079,32143,64,156
814,50,3,0,32079,49190,17111,312
814,100,3,0,32079,49190,17111,312
815,1,15,2,112,14202,14090,2028
815,2,15,2,112,14202,14090,2028
815,3,15,0,112,41277,41165,2184
815,5,11,0,775,41277,40502,1560
815,10,0,0,41277,41277,0,0
815,20,0,0,41277,41277,0,0
815,50,0,0,41277,41277,0,0
815,100,0,0,41277,41277,0,0
816,1,23,2,22,21556,21534,3276
816,2,3,0,21527,43768,22241,312
816,3,3,0,21527,43768,22241,312
816,5,0,0,43768,43768,0,0
816,10,0,0,43768,43768,0,0
816,20,0,0,43768,43768,0,0
816,50,0,0,43768,43768,0,0
816,100,0,0,43768,43768,0,0
817,1,3,2,12168,12197,29,156
817,2,3,2,12168,12197,29,156
817,3,3,0,12168,37530,25362,312
817,5,0,0,37530,37530,0,0
817,10,0,0,37530,37530,0,0
817,20,0,0,37530,37530,0,0
817,50,0,0,37530,37530,0,0
817,100,0,0,37530,37530,0,0
818,1,12,1,787,22024,21237,1716
818,2,5,1,11999,22024,10025,624
818,3,5,1,11999,22024,10025,624
818,5,5,0,11999,38050,26051,624
818,10,5,0,11999,38050,26051,624
818,20,4,0,14090,38050,23960,468
818,50,0,0,38050,38050,0,0
818,100,0,0,38050,38050,0,0
819,1,10,2,436,23758,23322,1248
819,2,5,2,18173,23758,5585,468
819,3,5,0,18173,42172,23999,624
819,5,5,0,18173,42172,23999,624
819,10,5,0,18173,42172,23999,624
819,20,5,0,18173,42172,23999,624
819,50,0,0,42172,42172,0,0
819,100,0,0,42172,42172,0,0
820,1,1,1,30709,30709,0,0
820,2,1,1,30709,30709,0,0
820,3,1,1,30709,30709,0,0
820,5,1,1,30709,30709,0,0
820,10,1,1,30709,30709,0,0
820,20,1,0,30709,46794,16085,0
820,50,1,0,30709,46794,16085,0
820,100,1,0,30709,46794,16085,0
821,1,0,0,38977,38977,0,0
821,2,0,0,38977,38977,0,0
821,3,0,0,38977,38977,0,0
821,5,0,0,38977,38977,0,0
821,10,0,0,38977,38977,0,0
821,20,0,0,38977,38977,0,0
821,50,0,0,38977,38977,0,0
821,100,0,0,38977,38977,0,0
822,1,2,2,23310,23310,0,0
822,2,2,2,23310,23310,0,0
822,3,2,2,23310,23310,0,0
822,5,2,0,23310,39107,15797,156
822,10,0,0,39107,39107,0,0
822,20,0,0,39107,39107,0,0
822,50,0,0,39107,39107,0,0
822,100,0,0,39107,39107,0,0
823,1,32,32,1,1,0,0
823,2,28,10,9,1297,1288,2808
823,3,28,10,9,1297,1288,2808
823,5,7,2,4517,28446,23929,780
823,10,6,2,10021,28446,18425,624
823,20,4,2,13896,28446,14550,312
823,50,3,2,28409,28446,37,156
823,100,3,0,28409,47036,18627,312
824,1,21,0,10,40686,40676,3120
824,2,0,0,40686,40686,0,0
824,3,0,0,40686,40686,0,0
824,5,0,0,40686,40686,0,0
824,10,0,0,40686,40686,0,0
824,20,0,0,40686,40686,0,0
824,50,0,0,40686,40686,0,0
824,100,0,0,40686,40686,0,0
825,1,4,2,5026,6598,1572,312
825,2,0,0,37598,37598,0,0
825,3,0,0,37598,37598,0,0
825,5,0,0,37598,37598,0,0
825,10,0,0,37598,37598,0,0
825,20,0,0,37598,37598,0,0
825,50,0,0,37598,37598,0,0
825,100,0,0,37598,37598,0,0
826,1,1,1,29548,29548,0,0
826,2,1,1,29548,29548,0,0
826,3,1,1,29548,29548,0,0
826,5,1,1,29548,29548,0,0
826,10,1,1,29548,29548,0,0
826,20,1,1,29548,29548,0,0
826,50,1,0,29548,37428,7880,0
826,100,1,0,29548,37428,7880,0
827,1,0,0,43332,43332,0,0
827,2,0,0,43332,43332,0,0
827,3,0,0,43332,43332,0,0
827,5,0,0,43332,43332,0,0
827,10,0,0,43332,43332,0,0
827,20,0,0,43332,43332,0,0
827,50,0,0,43332,43332,0,0
827,100,0,0,43332,43332,0,0
828,1,24,1,1,24945,24944,3588
828,2,17,1,33,24945,24912,2496
828,3,17,1,33,24945,24912,2496
828,5,17,1,33,24945,24912,2496
828,10,1,1,24945,24945,0,0
828,20,1,1,24945,24945,0,0
828,50,1,1,24945,24945,0,0
828,100,1,0,24945,41388,16443,0
829,1,21,2,16,10756,10740,2964
829,2,20,2,25,10756,10731,2808
829,3,3,2,10699,10756,57,156
829,5,3,2,10699,10756,57,156
829,10,3,0,10699,39896,29197,312
829,20,3,0,10699,39896,29197,312
829,50,0,0,39896,39896,0,0
829,100,0,0,39896,39896,0,0
830,1,26,7,1,2299,2298,2964
830,2,21,1,9,20851,20842,3120
830,3,3,1,18463,20851,2388,312
830,5,3,1,18463,20851,2388,312
830,10,3,1,18463,20851,2388,312
830,20,3,0,18463,36967,18504,312
830,50,1,0,20851,36967,16116,0
830,100,0,0,36967,36967,0,0
831,1,10,2,1168,22078,20910,1248
831,2,10,0,1168,41852,40684,1404
831,3,0,0,41852,41852,0,0
831,5,0,0,41852,41852,0,0
831,10,0,0,41852,41852,0,0
831,20,0,0,41852,41852,0,0
831,50,0,0,41852,41852,0,0
831,100,0,0,41852,41852,0,0
832,1,2,0,19311,39470,20159,156
832,2,2,0,19311,39470,20159,156
832,3,2,0,19311,39470,20159,156
832,5,2,0,19311,39470,20159,156
832,10,1,0,22871,39470,16599,0
832,20,0,0,39470,39470,0,0
832,50,0,0,39470,39470,0,0
832,100,0,0,39470,39470,0,0
833,1,4,2,20725,26085,5360,312
833,2,4,2,20725,26085,5360,312
833,3,4,2,20725,26085,5360,312
833,5,4,0,20725,39736,19011,468
833,10,4,0,20725,39736,19011,468
833,20,4,0,20725,39736,19011,468
833,50,0,0,39736,39736,0,0
833,100,0,0,39736,39736,0,0
834,1,0,0,42450,42450,0,0
834,2,0,0,42450,42450,0,0
834,3,0,0,42450,42450,0,0
834,5,0,0,42450,42450,0,0
834,10,0,0,42450,42450,0,0
834,20,0,0,42450,42450,0,0
834,50,0,0,42450,42450,0,0
834,100,0,0,42450,42450,0,0
835,1,9,1,1163,23870,22707,1248
835,2,4,0,4630,41891,37261,468
835,3,1,0,23870,41891,18021,0
835,5,1,0,23870,41891,18021,0
835,10,1,0,23870,41891,18021,0
835,20,1,0,23870,41891,18021,0
835,50,0,0,41891,41891,0,0
835,100,0,0,41891,41891,0,0
836,1,20,1,18,21345,21327,2964
836,2,20,0,18,40818,40800,2964
836,3,1,0,21345,40818,19473,0
836,5,1,0,21345,40818,19473,0
836,10,1,0,21345,40818,19473,0
836,20,0,0,40818,40818,0,0
836,50,0,0,40818,40818,0,0
836,100,0,0,40818,40818,0,0
837,1,32,32,1,1,0,0
837,2,18,18,43,43,0,0
837,3,18,4,43,19359,19316,2184
837,5,3,2,24070,24086,16,156
837,10,3,2,24070,24086,16,156
837,20,3,2,24070,24086,16,156
837,50,3,1,24070,26969,2899,312
837,100,1,1,26969,26969,0,0
838,1,24,2,1,10076,10075,3432
838,2,22,0,5,37537,37532,3276
838,3,21,0,8,37537,37529,3120
838,5,17,0,46,37537,37491,2496
838,10,0,0,37537,37537,0,0
838,20,0,0,37537,37537,0,0
838,50,0,0,37537,37537,0,0
838,100,0,0,37537,37537,0,0
839,1,25,1,4,28123,28119,3744
839,2,25,1,4,28123,28119,3744
839,3,4,1,13377,28123,14746,468
839,5,4,1,13377,28123,14746,468
839,10,1,0,28123,43343,15220,0
839,20,1,0,28123,43343,15220,0
839,50,0,0,43343,43343,0,0
839,100,0,0,43343,43343,0,0
840,1,2,0,9650,40248,30598,156
840,2,0,0,40248,40248,0,0
840,3,0,0,40248,40248,0,0
840,5,0,0,40248,40248,0,0
840,10,0,0,40248,40248,0,0
840,20,0,0,40248,40248,0,0
840,50,0,0,40248,40248,0,0
840,100,0,0,40248,40248,0,0
841,1,1,1,25593,25593,0,0
841,2,1,0,25593,38947,13354,0
841,3,1,0,25593,38947,13354,0
841,5,1,0,25593,38947,13354,0
841,10,1,0,25593,38947,13354,0
841,20,0,0,38947,38947,0,0
841,50,0,0,38947,38947,0,0
841,100,0,0,38947,38947,0,0
842,1,8,1,576,29383,28807,1092
842,2,6,1,1608,29383,27775,780
842,3,1,1,29383,29383,0,0
842,5,1,0,29383,45684,16301,0
842,10,1,0,29383,45684,16301,0
842,20,1,0,29383,45684,16301,0
842,50,1,0,29383,45684,16301,0
842,100,0,0,45684,45684,0,0
843,1,1,1,27149,27149,0,0
843,2,1,1,27149,27149,0,0
843,3,1,1,27149,27149,0,0
843,5,1,1,27149,27149,0,0
843,10,1,0,27149,41573,14424,0
843,20,0,0,41573,41573,0,0
843,50,0,0,41573,41573,0,0
843,100,0,0,41573,41573,0,0
844,1,8,1,2148,20137,17989,1092
844,2,8,1,2148,20137,17989,1092
844,3,8,1,2148,20137,17989,1092
844,5,3,0,17452,40787,23335,312
844,10,0,0,40787,40787,0,0
844,20,0,0,40787,40787,0,0
844,50,0,0,40787,40787,0,0
844,100,0,0,40787,40787,0,0
845,1,10,2,387,10409,10022,1248
845,2,10,2,387,10409,10022,1248
845,3,9,0,540,36691,36151,1248
845,5,7,0,1226,36691,35465,936
845,10,0,0,36691,36691,0,0
845,20,0,0,36691,36691,0,0
845,50,0,0,36691,36691,0,0
845,100,0,0,36691,36691,0,0
846,1,9,0,2553,38812,36259,1248
846,2,9,0,2553,38812,36259,1248
846,3,9,0,2553,38812,36259,1248
846,5,0,0,38812,38812,0,0
846,10,0,0,38812,38812,0,0
846,20,0,0,38812,38812,0,0
846,50,0,0,38812,38812,0,0
846,100,0,0,38812,38812,0,0
847,1,23,23,17,17,0,0
847,2,23,23,17,17,0,0
847,3,23,23,17,17,0,0
847,5,12,2,1014,21533,20519,1560
847,10,12,2,1014,21533,20519,1560
847,20,12,2,1014,21533,20519,1560
847,50,0,0,44496,44496,0,0
847,100,0,0,44496,44496,0,0
848,1,7,2,313,4873,4560,780
848,2,7,2,313,4873,4560,780
848,3,7,2,313,4873,4560,780
848,5,7,2,313,4873,4560,780
848,10,3,0,4819,44777,39958,312
848,20,0,0,44777,44777,0,0
848,50,0,0,44777,44777,0,0
848,100,0,0,44777,44777,0,0
849,1,6,2,2497,20455,17958,624
849,2,6,2,2497,20455,17958,624
849,3,6,1,2497,27922,25425,780
849,5,3,1,20326,27922,7596,312
849,10,3,0,20326,34211,13885,312
849,20,1,0,27922,34211,6289,0
849,50,1,0,27922,34211,6289,0
849,100,0,0,34211,34211,0,0
850,1,32,32,1,1,0,0
850,2,18,1,26,30611,30585,2652
850,3,18,1,26,30611,30585,2652
850,5,7,0,4898,38684,33786,936
850,10,6,0,7888,38684,30796,780
850,20,6,0,7888,38684,30796,780
850,50,1,0,30611,38684,8073,0
850,100,0,0,38684,38684,0,0
851,1,7,2,701,23904,23203,780
851,2,7,2,701,23904,23203,780
851,3,7,2,701,23904,23203,780
851,5,7,0,701,44047,43346,936
851,10,3,0,23893,44047,20154,312
851,20,3,0,23893,44047,20154,312
851,50,3,0,23893,44047,20154,312
851,100,0,0,44047,44047,0,0
852,1,6,1,1560,25842,24282,780
852,2,1,1,25842,25842,0,0
852,3,1,0,25842,37359,11517,0
852,5,1,0,25842,37359,11517,0
852,10,1,0,25842,37359,11517,0
852,20,0,0,37359,37359,0,0
852,50,0,0,37359,37359,0,0
852,100,0,0,37359,37359,0,0
853,1,5,2,7118,16448,9330,468
853,2,5,2,7118,16448,9330,468
853,3,5,2,7118,16448,9330,468
853,5,5,2,7118,16448,9330,468
853,10,0,0,39021,39021,0,0
853,20,0,0,39021,39021,0,0
853,50,0,0,39021,39021,0,0
853,100,0,0,39021,39021,0,0
854,1,32,32,2,2,0,0
854,2,32,32,2,2,0,0
854,3,28,2,9,17739,17730,4056
854,5,28,2,9,17739,17730,4056
854,10,7,2,4264,17739,13475,780
854,20,5,1,9591,21395,11804,624
854,50,4,1,11759,21395,9636,468
854,100,1,1,21395,21395,0,0
855,1,12,2,579,7580,7001,1560
855,2,10,2,1008,7580,6572,1248
855,3,10,2,1008,7580,6572,1248
855,5,10,2,1008,7580,6572,1248
855,10,10,2,1008,7580,6572,1248
855,20,10,0,1008,42686,41678,1404
855,50,1,0,27400,42686,15286,0
855,100,0,0,42686,42686,0,0
856,1,19,2,55,22614,22559,2652
856,2,7,2,8465,22614,14149,780
856,3,7,2,8465,22614,14149,780
856,5,7,2,8465,22614,14149,780
856,10,7,0,8465,43291,34826,936
856,20,7,0,8465,43291,34826,936
856,50,0,0,43291,43291,0,0
856,100,0,0,43291,43291,0,0
857,1,8,1,676,29580,28904,1092
857,2,8,1,676,29580,28904,1092
857,3,4,1,6973,29580,22607,468
857,5,3,1,9328,29580,20252,312
857,10,3,1,9328,29580,20252,312
857,20,1,1,29580,29580,0,0
857,50,1,0,29580,39095,9515,0
857,100,1,0,29580,39095,9515,0
858,1,1,0,20044,42375,22331,0
858,2,0,0,42375,42375,0,0
858,3,0,0,42375,42375,0,0
858,5,0,0,42375,42375,0,0
858,10,0,0,42375,42375,0,0
858,20,0,0,42375,42375,0,0
858,50,0,0,42375,42375,0,0
858,100,0,0,42375,42375,0,0
859,1,20,2,6,17323,17317,2808
859,2,3,2,17309,17323,14,156
859,3,3,2,17309,17323,14,156
859,5,3,0,17309,38397,21088,312
859,10,3,0,17309,38397,21088,312
859,20,3,0,17309,38397,21088,312
859,50,3,0,17309,38397,21088,312
859,100,0,0,38397,38397,0,0
860,1,10,2,494,23559,23065,1248
860,2,10,2,494,23559,23065,1248
860,3,10,1,494,27416,26922,1404
860,5,3,0,23455,45069,21614,312
860,10,3,0,23455,45069,21614,312
860,20,3,0,23455,45069,21614,312
860,50,1,0,27416,45069,17653,0
860,100,0,0,45069,45069,0,0
861,1,8,0,3148,45334,42186,1092
861,2,0,0,45334,45334,0,0
861,3,0,0,45334,45334,0,0
861,5,0,0,45334,45334,0,0
861,10,0,0,45334,45334,0,0
861,20,0,0,45334,45334,0,0
861,50,0,0,45334,45334,0,0
861,100,0,0,45334,45334,0,0
862,1,32,32,3,3,0,0
862,2,32,32,3,3,0,0
862,3,32,32,3,3,0,0
862,5,29,29,25,25,0,0
862,10,29,29,25,25,0,0
862,20,6,2,14056,22170,8114,624
862,50,0,0,42676,42676,0,0
862,100,0,0,42676,42676,0,0
863,1,32,32,1,1,0,0
863,2,5,5,10953,10953,0,0
863,3,1,1,29578,29578,0,0
863,5,1,1,29578,29578,0,0
863,10,1,1,29578,29578,0,0
863,20,1,1,29578,29578,0,0
863,50,1,1,29578,29578,0,0
863,100,1,1,29578,29578,0,0
864,1,5,0,3168,36533,33365,624
864,2,1,0,14328,36533,22205,0
864,3,0,0,36533,36533,0,0
864,5,0,0,36533,36533,0,0
864,10,0,0,36533,36533,0,0
864,20,0,0,36533,36533,0,0
864,50,0,0,36533,36533,0,0
864,100,0,0,36533,36533,0,0
865,1,8,0,294,34639,34345,1092
865,2,4,0,2297,34639,32342,468
865,3,4,0,2297,34639,32342,468
865,5,4,0,2297,34639,32342,468
865,10,0,0,34639,34639,0,0
865,20,0,0,34639,34639,0,0
865,50,0,0,34639,34639,0,0
865,100,0,0,34639,34639,0,0
866,1,1,0,23986,37684,13698,0
866,2,0,0,37684,37684,0,0
866,3,0,0,37684,37684,0,0
866,5,0,0,37684,37684,0,0
866,10,0,0,37684,37684,0,0
866,20,0,0,37684,37684,0,0
866,50,0,0,37684,37684,0,0
866,100,0,0,37684,37684,0,0
867,1,6,0,3539,40418,36879,780
867,2,6,0,3539,40418,36879,780
867,3,6,0,3539,40418,36879,780
867,5,3,0,21863,40418,18555,312
867,10,3,0,21863,40418,18555,312
867,20,0,0,40418,40418,0,0
867,50,0,0,40418,40418,0,0
867,100,0,0,40418,40418,0,0
868,1,2,0,6591,39178,32587,156
868,2,2,0,6591,39178,32587,156
868,3,2,0,6591,39178,32587,156
868,5,2,0,6591,39178,32587,156
868,10,2,0,6591,39178,32587,156
868,20,1,0,24512,39178,14666,0
868,50,1,0,24512,39178,14666,0
868,100,0,0,39178,39178,0,0
869,1,29,2,1,19452,19451,4212
869,2,2,0,19452,41132,21680,156
869,3,2,0,19452,41132,21680,156
869,5,2,0,19452,41132,21680,156
869,10,2,0,19452,41132,21680,156
869,20,2,0,19452,41132,21680,156
869,50,0,0,41132,41132,0,0
869,100,0,0,41132,41132,0,0
870,1,32,32,1,1,0,0
870,2,27,11,3,76,73,2496
870,3,27,11,3,76,73,2496
870,5,0,0,43188,43188,0,0
870,10,0,0,43188,43188,0,0
870,20,0,0,43188,43188,0,0
870,50,0,0,43188,43188,0,0
870,100,0,0,43188,43188,0,0
871,1,7,2,871,23627,22756,780
871,2,3,2,23503,23627,124,156
871,3,3,2,23503,23627,124,156
871,5,3,2,23503,23627,124,156
871,10,3,0,23503,41809,18306,312
871,20,3,0,23503,41809,18306,312
871,50,0,0,41809,41809,0,0
871,100,0,0,41809,41809,0,0
872,1,9,2,1535,10962,9427,1092
872,2,9,0,1535,39563,38028,1248
872,3,9,0,1535,39563,38028,1248
872,5,9,0,1535,39563,38028,1248
872,10,9,0,1535,39563,38028,1248
872,20,6,0,4497,39563,35066,780
872,50,1,0,28604,39563,10959,0
872,100,0,0,39563,39563,0,0
873,1,32,32,2,2,0,0
873,2,32,32,2,2,0,0
873,3,9,2,1862,21777,19915,1092
873,5,9,2,1862,21777,19915,1092
873,10,9,2,1862,21777,19915,1092
873,20,0,0,44136,44136,0,0
873,50,0,0,44136,44136,0,0
873,100,0,0,44136,44136,0,0
874,1,32,32,1,1,0,0
874,2,12,0,803,38547,37744,1716
874,3,12,0,803,38547,37744,1716
874,5,4,0,17846,38547,20701,468
874,10,0,0,38547,38547,0,0
874,20,0,0,38547,38547,0,0
