method,clusters,router,setting_id,top_k,probes,repetitions,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,exploration,seed,leaf_size,node_budget,prefer_deeper_ties,start_depth,candidate_target,stop_when_exact
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,qwen-quora-d32-binary-main-s00450,1,35,1,1000,1,True,True,0.901,0.049666999984765425,0.05550415044126566,50.13090498687234,0.049666999984765425,0.049666999984765425,0.049666999984765425,8366896,78036992,4732.377,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,qwen-quora-d32-binary-main-s00451,1,67,1,1000,1,True,True,0.95,0.08033300036913715,0.08896105100575369,80.79449203796685,0.08033300036913715,0.08033300036913715,0.08033300036913715,8366896,78036992,9044.784,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,qwen-quora-d32-binary-main-s00455,100,8,1,1000,1,True,True,0.51131,0.04137499854550697,0.04712710215244442,41.99794396845391,0.04137499854550697,0.04137499854550697,0.04137499854550697,8366896,78036992,1077.212,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-1024-seed42,qwen-quora-d32-binary-main-s00344,100,21,1,1000,1,True,True,0.80404,0.09243749809684232,0.10425420077808667,92.86625803360948,0.09243749809684232,0.09243749809684232,0.09243749809684232,8366896,80445440,11088.833,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-1024-seed42,qwen-quora-d32-binary-main-s00342,1,1024,1,1000,1,True,True,1.0,2.568083500591456,2.62025414758682,2566.142857027444,2.568083500591456,2.568083500591456,2.568083500591456,8366896,80445440,522931.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-1024-seed42,qwen-quora-d32-binary-main-s00337,1,11,1,1000,1,True,True,0.8,0.03670799924293533,0.042544100324448664,36.83753497170983,0.03670799924293533,0.03670799924293533,0.03670799924293533,8366896,80445440,5804.666,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-256-seed42,qwen-quora-d32-binary-main-s00229,1,102,1,1000,1,True,True,0.999,0.9997710021707462,1.0538127990002977,1000.7848960303818,0.9997710021707462,0.9997710021707462,0.9997710021707462,8366896,82067456,211480.272,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-256-seed42,qwen-quora-d32-binary-main-s00230,1,256,1,1000,1,True,True,1.0,2.4618540028313873,2.524508648275514,2459.6204600275087,2.4618540028313873,2.4618540028313873,2.4618540028313873,8366896,82067456,522931.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-256-seed42,qwen-quora-d32-binary-main-s00226,1,12,1,1000,1,True,True,0.906,0.12041700028930791,0.13883605242881458,121.01360500309966,0.12041700028930791,0.12041700028930791,0.12041700028930791,8366896,82067456,25298.906,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-64-seed42,qwen-quora-d32-binary-main-s00122,100,15,1,1000,1,True,True,0.95208,0.6313749981927685,0.6878315522044431,633.0529860351817,0.6313749981927685,0.6313749981927685,0.6313749981927685,8366896,75939840,125062.307,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-64-seed42,qwen-quora-d32-binary-main-s00120,100,6,1,1000,1,True,True,0.81255,0.27683350162988063,0.3186416495736921,279.0175480695325,0.27683350162988063,0.27683350162988063,0.27683350162988063,8366896,75939840,50032.281,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-64-seed42,qwen-quora-d32-binary-main-s00113,1,5,1,1000,1,True,True,0.833,0.19622900072135963,0.2311193989953608,198.0638410204847,0.19622900072135963,0.19622900072135963,0.19622900072135963,8366896,75939840,41656.915,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,qwen-quora-d32-binary-main-s00002,1,4,1,1000,1,True,True,0.913,0.6246245011425344,0.7043770974632935,626.5959460251906,0.6246245011425344,0.6246245011425344,0.6246245011425344,8366896,70500352,131552.124,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,qwen-quora-d32-binary-main-s00008,100,3,1,1000,1,True,True,0.81136,0.5161044991837116,0.5870586490345886,517.3277989742928,0.5161044991837116,0.5161044991837116,0.5161044991837116,8366896,70500352,98710.65,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,qwen-quora-d32-binary-main-s00011,100,10,1,1000,1,True,True,0.99213,1.6050209997047205,1.683141699504631,1604.0601300228445,1.6050209997047205,1.6050209997047205,1.6050209997047205,8366896,70500352,327781.331,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,qwen-quora-d32-binary-main-s00456,100,38,1,1000,1,True,True,0.80108,0.07562499922642019,0.0879180997799267,76.69139903737232,0.07562499922642019,0.07562499922642019,0.07562499922642019,8366896,79183872,5139.612,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,qwen-quora-d32-binary-main-s00448,1,3,1,1000,1,True,True,0.547,0.017541999113745987,0.018541999634180684,17.629799964197446,0.017541999113745987,0.017541999113745987,0.017541999113745987,8366896,79183872,405.177,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,qwen-quora-d32-binary-main-s00449,1,16,1,1000,1,True,True,0.803,0.030499999411404133,0.03342319996590958,30.839736933558015,0.030499999411404133,0.030499999411404133,0.030499999411404133,8366896,79183872,2166.455,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-1024-seed42,qwen-quora-d32-binary-main-s00348,100,348,1,1000,1,True,True,0.999,0.9573124989401549,1.0114315500686644,958.1026740015659,0.9573124989401549,0.9573124989401549,0.9573124989401549,8366896,80609280,182081.371,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-1024-seed42,qwen-quora-d32-binary-main-s00341,1,292,1,1000,1,True,True,0.999,0.7728334985586116,0.8236826995926094,772.3638870920695,0.7728334985586116,0.7728334985586116,0.7728334985586116,8366896,80609280,153063.583,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-1024-seed42,qwen-quora-d32-binary-main-s00345,100,42,1,1000,1,True,True,0.90035,0.15070799963723402,0.1689580487436615,151.48951306036906,0.15070799963723402,0.15070799963723402,0.15070799963723402,8366896,80609280,22184.713,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-256-seed42,qwen-quora-d32-binary-main-s00236,100,124,1,1000,1,True,True,0.99901,1.260437500604894,1.312437799970212,1260.872562063014,1.260437500604894,1.260437500604894,1.260437500604894,8366896,81838080,256528.232,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-256-seed42,qwen-quora-d32-binary-main-s00234,100,33,1,1000,1,True,True,0.95016,0.36749999890162144,0.4047562470077537,368.8512439330225,0.36749999890162144,0.36749999890162144,0.36749999890162144,8366896,81838080,69130.374,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-256-seed42,qwen-quora-d32-binary-main-s00231,100,3,1,1000,1,True,True,0.53356,0.06427050175261684,0.07524999837187352,64.75015400064876,0.06427050175261684,0.06427050175261684,0.06427050175261684,8366896,81838080,6340.756,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
scan,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-64-seed42,qwen-quora-d32-binary-main-s00116,1,23,1,1000,1,True,True,0.99,0.9112295010709204,0.9774726029718295,914.0675500311772,0.9112295010709204,0.9112295010709204,0.9112295010709204,8366896,75694080,191589.426,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
