method,clusters,router,setting_id,top_k,probes,repetitions,exploration,seed,leaf_size,node_budget,prefer_deeper_ties,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,start_depth,candidate_target,stop_when_exact
branch,128,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-128-seed42,main-s01671,50,39,1,0,42,512,8192,True,3000,3,True,True,0.99026,0.19743699522223324,0.46311425758176467,706.2349721818464,0.19620850071078166,0.1952285019797273,0.20014600158901885,10474544,81313792,30138.722,413.149,19817.847,7736.114,0.0,0.0,0.0,,,
prefix,8192,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-8192-seed42,main-s03215,2,311,1,,,,,,3000,3,True,True,0.9905,0.17845800175564364,0.204710091202287,541.2847956467886,0.18004149751504883,0.174832995980978,0.18066649499814957,10458620,77840384,21232.338,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
branch,8192,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-8192-seed42,main-s03052,20,29,1,0,42,2048,8192,False,3000,3,True,True,0.8013,0.03775001096073538,0.045127044722903506,115.88262778241187,0.03779199323616922,0.03762501000892371,0.03791599738178775,11395888,81199104,1994.426,29.0,0.0,44.611,0.0,0.0,0.0,,,
branch,8192,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-8192-seed42,main-s03074,30,33,1,0,42,128,8192,True,3000,3,True,True,0.8034333333333333,0.04179199459031224,0.049752050108509124,127.98119723447599,0.04191650077700615,0.04149999585933983,0.04208300379104912,11395888,81199104,2245.754,36.306,9.818,51.692,0.0,0.0,0.0,,,
prefix,8192,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-8192-seed42,main-s03505,100,113,1,,,,,,3000,3,True,True,0.90054,0.09739549568621442,0.11254200944676995,295.887011277955,0.09687499550636858,0.09608299296814948,0.09937499999068677,10458620,78020608,7754.923,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
scan,8192,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-8192-seed42,main-s02836,7,108,1,,,,,,3000,3,True,True,0.9501428571428572,0.08054099453147501,0.09367116072098722,245.30981329735368,0.08035450446186587,0.07995800115168095,0.08139549754559994,8366896,78266368,7412.478,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,8192,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-8192-seed42,main-s02865,50,88,1,,,,,,3000,3,True,True,0.9,0.06995799776632339,0.08062500273808837,212.5218176661292,0.06987499364186078,0.06941649917280301,0.07049999840091914,8366896,78266368,6043.935,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,8192,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-8192-seed42,main-s02828,5,20,1,,,,,,3000,3,True,True,0.8004,0.028833004762418568,0.03491809620754792,89.0628050401574,0.02912498894147575,0.02762500662356615,0.029791000997647643,8366896,78036992,1375.863,0.0,0.0,0.0,0.0,0.0,0.0,,,
branch,32,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-32-seed42,main-s00974,75,16,1,0,42,128,8192,True,3000,3,True,True,0.9909466666666666,0.2812295060721226,0.6180330448842137,915.2070020500105,0.28039550670655444,0.2795000036712736,0.2843544934876263,10462256,73777152,8788.798,558.351,110873.352,34880.546,0.0,0.0,0.0,,,
branch,512,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-512-seed42,main-s02214,3,17,1,0,42,128,8192,True,3000,3,True,True,0.9003333333333333,0.038958001823630184,0.06424999519367702,124.71189198549837,0.03899999865097925,0.038604506698902696,0.03920799645129591,10521648,83132416,1718.773,178.769,2652.158,434.68,0.0,0.0,0.0,,,
prefix,8192,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-8192-seed42,main-s03180,1,79,1,,,,,,3000,3,True,True,0.952,0.0567499955650419,0.06608815092477013,173.14271816576365,0.05708300159312785,0.05547950422624126,0.057958997786045074,10458620,77955072,5427.912,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
branch,128,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-128-seed42,main-s01442,1,6,1,0,42,128,8192,True,3000,3,True,True,0.825,0.02270800177939236,0.03821010323008521,73.30077125516254,0.022624997654929757,0.02237500302726403,0.023020998924039304,10474544,81330176,584.467,77.38,4678.439,529.445,0.0,0.0,0.0,,,
branch,32,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-32-seed42,main-s00830,7,14,1,0,42,128,8192,True,3000,3,True,True,0.9904285714285714,0.07591700705233961,0.2488350924977567,317.6601043523988,0.07620850374223664,0.07264549640240148,0.07824999920558184,10462256,73777152,2480.783,224.499,48975.112,9585.326,0.0,0.0,0.0,,,
prefix,8192,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-8192-seed42,main-s03425,30,415,1,,,,,,3000,3,True,True,0.99,0.22677099332213402,0.2573371479229536,685.3072228695964,0.22645850549452007,0.2239580062450841,0.22937449830351397,10458620,78118912,28297.715,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
scan,8192,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-8192-seed42,main-s02846,15,27,1,,,,,,3000,3,True,True,0.8026666666666666,0.034249998861923814,0.04025205125799401,104.76132918847725,0.03445800393819809,0.03383299917913973,0.034500000765547156,8366896,77987840,1856.737,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,8192,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-8192-seed42,main-s02818,2,84,1,,,,,,3000,3,True,True,0.95,0.06327050505205989,0.07404105272144079,193.22136607661378,0.06299999949987978,0.06262500392040238,0.06433299859054387,8366896,77987840,5770.983,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,8192,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-8192-seed42,main-s02817,2,41,1,,,,,,3000,3,True,True,0.902,0.039749997085891664,0.04662499195546843,121.09174269426148,0.039582999306730926,0.039332997403107584,0.04029149567941204,8366896,77987840,2820.072,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,8192,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-8192-seed42,main-s02835,7,53,1,,,,,,3000,3,True,True,0.9018571428571428,0.04683350562117994,0.05562500155065209,143.34071482880972,0.04650000482797623,0.04591700417222455,0.04804199852515012,8366896,78020608,3643.815,0.0,0.0,0.0,0.0,0.0,0.0,,,
prefix,8192,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-8192-seed42,main-s03410,30,33,1,,,,,,3000,3,True,True,0.8034333333333333,0.038874990423209965,0.04462499127839692,118.28724353108555,0.038749989471398294,0.038082995160948485,0.03945800563087687,10458620,78069760,2269.343,0.0,0.0,0.0,1.0,0.0,0.0,0,0,True
