operation,size,dimensions,repetition,step,milliseconds,count,live_payload_bytes,checksum
gather_fresh,1000000,256,0,13,0.024,121,40126024,45593537
gather_fresh,1000000,256,1,13,0.021791,119,40126024,45804186
gather_fresh,1000000,256,2,13,0.021458,119,40126024,50996099
gather_fresh,1000000,256,3,13,0.027334,118,40126024,45698022
gather_fresh,1000000,256,4,13,0.022542,119,40126024,49246791
