recall,recall_low,recall_high,p50_ms,p95_ms,p50_low,p50_high,queries,blocks,timing_observations,setting_id,documents,top_k,method,router,clusters,probes,node_budget,leaf_size,key_bits,candidate_target,exploration,lifetime_peak_bytes,qualified_environment
0.9003,0.89135,0.90920125,0.12066587805747986,0.13200007379055023,0.1185198372695595,0.12212526053190231,200,3,1800,s6420,10000,100,scan,ivf,256,85,0,0,0,0,0,49889280,True
0.77205,0.75035,0.79255,0.20672939717769623,0.22521030623465776,0.2040625549852848,0.2088327892124653,200,3,1800,s6436,100000,100,branch,ivf,1024,61,2048,512,0,0,0,66994176,True
0.7973,0.7823475,0.81230375,0.08970778435468674,0.09896322153508663,0.08754197042435408,0.09152157581411302,200,3,1800,s6478,10000,100,branch,ivf,256,49,1024,1024,0,0,0,50741248,True
0.7973,0.7823475,0.81230375,0.09291619062423706,0.10146123822778463,0.0918954610824585,0.0938749872148037,200,3,1800,s6480,10000,100,keys,ivf,256,49,0,0,4,50000,0,49741824,True
0.7973,0.7823475,0.81230375,0.08079106919467449,0.08862512186169624,0.08002039976418018,0.081624835729599,200,3,1800,s6484,10000,100,scan,ivf,256,49,0,0,0,0,0,49922048,True
0.9012,0.8917,0.90985125,0.14124996960163116,0.15570828691124916,0.1385199837386608,0.14383374946191907,200,3,1800,s6549,10000,100,keys,ivf,64,26,0,0,4,0,0,49840128,True
0.9426,0.932,0.9525,2.395229646936059,2.5956023950129747,2.363498695194721,2.432710473658517,200,3,1800,s6640,1000000,100,scan,ivf,8192,679,0,0,0,0,0,189874176,True
0.77205,0.75035,0.79255,0.1940836664289236,0.2140894066542387,0.19120890647172928,0.19762525334954262,200,3,1800,s6646,100000,100,scan,ivf,1024,61,0,0,0,0,0,62750720,True
0.8902,0.8748475,0.90480125,1.3462502975016832,1.479670638218522,1.3357915391679853,1.354855066165328,200,3,1800,s6672,1000000,100,keys,ivf,8192,313,0,0,4,50000,0,162660352,True
0.9441,0.93555,0.95195,0.7621250115334988,0.8090081857517362,0.7502497173845768,0.7773330435156822,200,3,1800,s6686,100000,100,keys,ivf,1024,248,0,0,4,0,0,60014592,True
0.88345,0.86924875,0.8971,0.44495798647403717,0.48212476540356874,0.4369160160422325,0.4508752084802836,200,3,1800,s6745,100000,100,keys,ivf,1024,138,0,0,4,0,0,59932672,True
0.8902,0.8748475,0.90480125,1.232209149748087,1.3485017931088805,1.221936324145645,1.2416458397638053,200,3,5400,s6767,1000000,100,branch,ivf,8192,313,0,1024,0,0,0.3,231129088,True
0.7884,0.7642975,0.81105125,0.5129999481141567,0.5823332350701094,0.506248913006857,0.51898208912462,200,3,5400,s6772,1000000,100,branch,ivf,4096,64,512,1024,0,0,0.3,219938816,True
0.9443,0.93589875,0.9519012499999999,0.7058330811560154,0.749584985896945,0.7023119309451431,0.7093329913914204,200,3,5400,s6774,100000,100,branch,ivf,2048,447,1024,512,0,0,0.3,69550080,True
0.949,0.94349875,0.9542,0.1739170402288437,0.18683313392102718,0.1726248301565647,0.17512496560811996,200,3,5400,s6789,10000,100,branch,ivf,256,119,2048,512,0,0,0.1,50692096,True
0.9426,0.932,0.9525,2.4799376260489225,2.6886311592534184,2.4611650849692523,2.501053537707776,200,3,5400,s6793,1000000,100,branch,ivf,8192,679,0,1024,0,0,0.1,230735872,True
0.98735,0.98485,0.98955125,1.3710418716073036,1.444043847732246,1.3682497665286064,1.3744579628109932,200,3,5400,s6809,100000,100,branch,ivf,1024,499,1024,512,0,0,0.1,67993600,True
0.9003,0.89135,0.90920125,0.132750254124403,0.14387695118784904,0.1312907668761909,0.1339172013103962,200,3,5400,s6817,10000,100,branch,ivf,256,85,0,1024,0,0,0.1,50675712,True
