case_id,method,documents,phase,leaf_size,node_budget,key_bits,candidate_target,recall,p50_ms,predicted_p50_ms,p50_error_percent,p95_ms,predicted_p95_ms,within_twenty_percent,logical_index_bytes,array_capacity_bytes,rss_before_queries,sampled_query_peak,lifetime_peak_bytes,budget_status,mean_scored,mean_split_words,mean_leaf_words,mean_key_attempts,max_mask_bytes,max_key_queue_bytes,power_unchanged
52,keys,65536,fit,0,0,4,0,1.0,1.767770852893591,1.7590554163826173,-0.4930184529690418,1.8768784357234836,1.7598223605228132,True,2621760,2621440,50905088,55246848,55246848,fits_by_lifetime_peak,65536.0,0.0,0.0,16.0,0,128,True
53,keys,262144,fit,0,0,8,1000,0.0125,0.04570791497826576,0.05461518212778911,19.487362645526005,0.07304656319320202,0.07992689148989647,True,10490880,10485760,61865984,62029824,70254592,fits_by_lifetime_peak,1291.125,0.0,0.0,1.25,0,16,True
54,branch,262144,fit,32,512,0,0,0.28874999999999995,1.6650205943733454,2.401426305075158,44.228024157200856,1.887669088318944,2.409638634664569,False,18874368,18874368,85180416,85295104,85295104,fits_by_lifetime_peak,2346.5,1688064.0,409088.0,0.0,10518528,0,True
55,keys,65536,fit,0,0,8,1000,0.042499999999999996,0.04785414785146713,0.05392586389737134,12.687961897785751,0.05495990626513958,0.05946677930262716,True,2626560,2621440,51019776,51183616,53100544,fits_by_lifetime_peak,1081.75,0.0,0.0,4.25,0,64,True
56,keys,4096,fit,0,0,12,1000,0.43375,0.09306217543780804,0.08491837117623799,-8.750928315674741,0.10650597978383303,0.08617937563965579,True,215500,163840,49053696,49168384,49184768,fits_by_lifetime_peak,1000.75,0.0,0.0,996.375,0,16384,True
57,scan,2048,check,0,0,0,0,1.0,0.06985431537032127,0.07486705300958701,7.175988502201372,0.07870777044445275,0.0759856412708933,True,81920,81920,48447488,51904512,51904512,fits_by_lifetime_peak,2048.0,0.0,0.0,0.0,0,0,True
58,branch,2048,check,128,0,0,0,1.0,0.08516642265021801,0.11134893576808882,30.742764933785548,0.09314806666225195,0.11248028341945987,False,147456,147456,48660480,52068352,52068352,fits_by_lifetime_peak,2048.0,732.0,764.0,0.0,3072,0,True
59,branch,16384,fit,128,0,0,0,1.0,0.6124377250671387,0.9792342618471523,59.891238205452396,0.649440404959023,0.9816393356138109,False,1179648,1179648,49086464,53575680,53575680,fits_by_lifetime_peak,16384.0,47968.0,48224.0,0.0,116736,0,True
60,branch,65536,fit,8,512,0,0,0.21375,0.44808373786509037,0.5996557892941872,33.826724475935414,0.4850607365369797,0.6031308694831713,False,4718592,4718592,56655872,56770560,56770560,fits_by_lifetime_peak,583.125,421120.0,103168.0,0.0,2629632,0,True
61,keys,262144,fit,0,0,4,0,1.0,6.941396044567227,6.956211596448255,0.21343763971835533,7.347964588552713,6.957115933951271,True,10486080,10485760,61964288,65388544,70320128,fits_by_lifetime_peak,262144.0,0.0,0.0,16.0,0,128,True
