case_id,method,documents,phase,leaf_size,node_budget,key_bits,candidate_target,recall,p50_ms,predicted_p50_ms,p50_error_percent,p95_ms,predicted_p95_ms,within_twenty_percent,logical_index_bytes,array_capacity_bytes,rss_before_queries,sampled_query_peak,lifetime_peak_bytes,budget_status,mean_scored,mean_split_words,mean_leaf_words,mean_key_attempts,max_mask_bytes,max_key_queue_bytes,power_unchanged
27,branch,16384,fit,32,0,0,0,1.0,0.9617290925234556,0.9892610152116792,2.8627524010928367,1.0137327946722507,0.9925043487673506,True,1179648,1179648,49233920,53641216,53641216,fits_by_lifetime_peak,16384.0,189888.0,190144.0,0.0,391168,0,True
28,keys,65536,fit,0,0,12,0,1.0,1.8790210597217083,1.9520447898031967,3.886264589940444,1.9621562445536256,1.9528189284102815,True,2703360,2621440,51265536,55771136,55771136,fits_by_lifetime_peak,65536.0,0.0,0.0,4096.0,0,32768,True
29,keys,262144,fit,0,0,12,1000,0.01625,0.04822900518774986,0.04651364536165385,-3.5566975089332984,0.06081438623368739,0.047489958444176084,True,10567680,10485760,62160896,62308352,70516736,fits_by_lifetime_peak,1029.5,0.0,0.0,16.375,0,256,True
30,branch,32768,check,8,512,0,0,0.28500000000000003,0.29758294112980366,0.30217304856835236,1.542463227603673,0.3183456137776375,0.30293084484959143,True,2359296,2359296,51642368,51806208,51806208,fits_by_lifetime_peak,766.25,191680.0,70464.0,0.0,1056768,0,True
31,branch,262144,fit,8,0,0,0,1.0,427.0805006381124,355.5880999762289,-16.739795086655757,454.5273706316948,356.27951398441235,True,18874368,18874368,361201664,370343936,370343936,fits_by_lifetime_peak,262144.0,193338880.0,193189888.0,0.0,295010304,0,True
32,keys,1024,fit,0,0,12,0,1.0,0.2177709247916937,0.21707685357255094,-0.3187162013508718,0.227295677177608,0.21818969091695897,True,59080,40960,48922624,52346880,52346880,fits_by_lifetime_peak,1024.0,0.0,0.0,4096.0,0,32768,True
33,branch,4096,fit,8,512,0,0,0.67375,0.1102082896977663,0.10837920379773244,-1.6596627214249682,0.12053467798978089,0.11029582199919681,True,294912,294912,48627712,48775168,48775168,fits_by_lifetime_peak,1033.125,20960.0,11808.0,0.0,91648,0,True
34,branch,1024,fit,128,0,0,0,1.0,0.04841666668653488,0.04715708954352403,-2.6015362667689614,0.05821604281663895,0.04823459460294292,True,73728,73728,48611328,52019200,52019200,fits_by_lifetime_peak,1024.0,174.0,190.0,0.0,1024,0,True
35,keys,4096,fit,0,0,4,1000,0.3725,0.04945788532495499,0.04649246816067824,-5.995843018343707,0.05609707441180944,0.05349360648640949,True,164160,163840,48660480,48775168,48775168,fits_by_lifetime_peak,1111.375,0.0,0.0,4.375,0,64,True
36,keys,32768,check,0,0,4,0,1.0,0.8921250700950623,0.9002445222109489,0.910124867920304,0.919948099181056,0.9012901646315984,True,1311040,1310720,49266688,53673984,53673984,fits_by_lifetime_peak,32768.0,0.0,0.0,16.0,0,128,True
37,branch,131072,check,128,512,0,0,0.7112499999999999,1.493249787017703,1.4631091426895821,-2.018459643534748,1.7929015215486284,1.4874640108446562,True,9437184,9437184,64208896,64520192,65323008,fits_by_lifetime_peak,14860.375,708096.0,340480.0,0.0,3178496,0,True
38,keys,131072,check,0,0,4,0,1.0,3.4762497525662184,3.5439712712796023,1.94812005850244,3.716550045646727,3.5448514642448714,True,5243200,5242880,54460416,58015744,58638336,fits_by_lifetime_peak,131072.0,0.0,0.0,16.0,0,128,True
39,branch,65536,fit,128,512,0,0,0.8325,1.0892294812947512,1.0485792676737489,-3.732015550357853,1.1775224469602108,1.067966930530456,True,4718592,4718592,55738368,55853056,56229888,fits_by_lifetime_peak,16119.75,338176.0,186112.0,0.0,1507328,0,True
40,branch,1024,fit,32,0,0,0,1.0,0.053583644330501556,0.052801858488393666,-1.4590008796077212,0.06249705329537391,0.0537968339414605,True,73728,73728,48644096,52101120,52101120,fits_by_lifetime_peak,1024.0,736.0,752.0,0.0,2560,0,True
41,scan,8192,check,0,0,0,0,1.0,0.22468739189207554,0.22756217469481002,1.279458886645198,0.2341295825317502,0.2284906101694442,True,327680,327680,48529408,52281344,52281344,fits_by_lifetime_peak,8192.0,0.0,0.0,0.0,0,0,True
42,branch,1024,fit,8,0,0,0,1.0,0.07297913543879986,0.07501500367169399,2.78965792161433,0.08215631823986769,0.07627354445350948,True,73728,73728,48889856,52330496,52330496,fits_by_lifetime_peak,1024.0,2950.0,2964.0,0.0,7168,0,True
43,keys,16384,fit,0,0,12,0,1.0,0.6296874489635229,0.6302225098774747,0.08497245972308243,0.664537725970149,0.6313020058737115,True,735860,655360,49037312,53067776,53067776,fits_by_lifetime_peak,16384.0,0.0,0.0,4096.0,0,32768,True
44,branch,8192,check,32,0,0,0,1.0,0.41435379534959793,0.41679308165003687,0.5886965023165447,0.4613545490428805,0.41936684265334706,True,589824,589824,48660480,52690944,52690944,fits_by_lifetime_peak,8192.0,47616.0,47744.0,0.0,105472,0,True
45,branch,8192,check,128,512,0,0,1.0,0.30374969355762005,0.3176297166984008,4.569559553530136,0.3184080356732011,0.31856621240422134,True,589824,589824,48742400,48873472,49004544,fits_by_lifetime_peak,8192.0,12000.0,12128.0,0.0,31744,0,True
46,branch,16384,fit,128,512,0,0,1.0,0.6785627920180559,0.6658146730774656,-1.8786940708430626,0.6974410032853484,0.6688912363795467,True,1179648,1179648,49070080,49168384,49414144,fits_by_lifetime_peak,16384.0,47968.0,48224.0,0.0,116736,0,True
47,branch,131072,check,32,0,0,0,1.0,30.739728827029467,26.70482153950738,-13.126034098173928,32.76936879847199,26.79993837761467,True,9437184,9437184,82411520,85884928,85884928,fits_by_lifetime_peak,131072.0,12213248.0,12215296.0,0.0,21446656,0,True
48,keys,8192,check,0,0,8,0,1.0,0.2570422366261482,0.2491023342679073,-3.0889485177445857,0.2769038313999772,0.25012287754517093,True,332800,327680,48545792,52150272,52150272,fits_by_lifetime_peak,8192.0,0.0,0.0,256.0,0,2048,True
49,branch,2048,check,128,512,0,0,1.0,0.08481252007186413,0.08383725549467905,-1.1499063774531293,0.09676890913397072,0.08422902333915097,True,147456,147456,48529408,48709632,48709632,fits_by_lifetime_peak,2048.0,732.0,764.0,0.0,3072,0,True
50,keys,262144,fit,0,0,12,0,1.0,7.108750054612756,7.239560453722359,1.8401322047428388,7.422543736174703,7.240627074184002,True,10567680,10485760,62488576,66027520,70844416,fits_by_lifetime_peak,262144.0,0.0,0.0,4096.0,0,32768,True
