method,probes,node_budget,explore_probability,seed,measurements,float_recall,binary_recall,ndcg,precision,relevance_recall,candidates,nodes,random_nodes,documents_scored,budget_exhausted,retrieval_p50_ms,retrieval_p95_ms,core_p50_ms,core_p95_ms,native_p50_ms,native_p95_ms,routing_p50_ms,routing_p95_ms,rerank_p50_ms,rerank_p95_ms
ivf/branch,1,32,0.0,42,1944,0.05077160493827161,0.06984567901234567,0.05263101311421624,0.01064814814814815,0.056189373897707236,16.12037037037037,32.0,0.0,16.641975308641975,1.0,0.019374769181013107,0.062010553665459135,0.012582633644342422,0.02286250237375497,0.010583,0.020493849999999997,0.005417037755250931,0.00740997493267059,0.0006658956408500671,0.03198105841875075
ivf/branch,1,32,0.1,42,1944,0.03657407407407408,0.05408950617283951,0.03819805631767082,0.00787037037037037,0.04134883891828336,27.96604938271605,32.0,2.9104938271604937,28.61111111111111,1.0,0.030979514122009277,0.05969551857560872,0.014916062355041504,0.022070226259529584,0.012833500000000001,0.01975,0.00562518835067749,0.0071673886850476265,0.00966666266322136,0.03158301115036011
ivf/branch,1,32,0.1,43,1944,0.0345679012345679,0.05121913580246914,0.028542894947292268,0.005709876543209877,0.030298353909465017,27.700617283950617,32.0,2.9027777777777777,28.46759259259259,1.0,0.031583476811647415,0.06036267150193452,0.015041092410683632,0.022625084966421127,0.012917,0.020284849999999997,0.005665933713316917,0.007334095425903797,0.010124873369932175,0.032000173814594746
ivf/branch,1,32,0.1,44,1944,0.03580246913580246,0.05287037037037037,0.0388954706774667,0.0070987654320987656,0.04197530864197531,26.728395061728396,32.0,2.8858024691358026,27.364197530864196,1.0,0.031542032957077026,0.05761843640357255,0.01491699367761612,0.021868757903575894,0.012834,0.019542,0.00562518835067749,0.007375143468379974,0.010166782885789871,0.029510795138776285
ivf/branch,1,128,0.0,42,1944,0.39691358024691364,0.728996913580247,0.20315305794979582,0.05401234567901234,0.2280156785943823,100.0,127.51851851851852,0.0,398.4320987654321,0.9614197530864198,0.08556200191378593,0.10464822407811879,0.04466576501727104,0.05516675300896168,0.04225,0.052237549999999994,0.005917157977819443,0.008952035568654534,0.03429129719734192,0.04179216921329498
ivf/branch,1,128,0.1,42,1944,0.3961419753086419,0.7272067901234568,0.20461114005134318,0.05462962962962963,0.22997041110467037,100.0,127.51851851851852,12.466049382716049,414.11574074074076,0.9614197530864198,0.08341716602444649,0.10012509301304817,0.043854350224137306,0.054528354667127125,0.041708,0.052076849999999994,0.00562518835067749,0.007458031177520752,0.03370782360434532,0.03990987315773963
ivf/branch,1,128,0.1,43,1944,0.39567901234567904,0.7262345679012345,0.20257264090884308,0.05447530864197531,0.22692685829259904,100.0,127.51851851851852,12.42283950617284,414.1003086419753,0.9614197530864198,0.08570821955800056,0.10087520349770784,0.04516635090112686,0.055606313981115804,0.043,0.05304185,0.005709007382392883,0.00773756764829158,0.033958349376916885,0.040582846850156784
ivf/branch,1,128,0.1,44,1944,0.39490740740740743,0.7277777777777779,0.2038010670693606,0.05401234567901234,0.22827288024047282,100.0,127.51851851851852,12.432098765432098,416.15277777777777,0.9614197530864198,0.08658342994749546,0.1110973302274942,0.045582884922623634,0.057910801842808717,0.043395500000000004,0.0550767,0.005708076059818268,0.008814339525997627,0.03437511622905731,0.044599920511245714
ivf/branch,1,512,0.0,42,1944,0.45941358024691353,0.9999845679012346,0.2148282251723496,0.057253086419753095,0.24307912166708465,100.0,255.4814814814815,0.0,1064.5,0.004629629629629629,0.11010444723069668,0.1530812121927738,0.06874999962747097,0.1099579967558384,0.0663955,0.107541,0.005792360752820969,0.007582828402519226,0.03383401781320572,0.04025036469101906
ivf/branch,1,512,0.1,42,1944,0.45941358024691353,1.0,0.2148282251723496,0.057253086419753095,0.24307912166708465,100.0,255.4814814814815,25.13425925925926,1064.466049382716,0.004629629629629629,0.11385465040802956,0.15931506641209126,0.07137563079595566,0.11480813845992087,0.06925,0.11098754999999999,0.005833804607391357,0.008744094520807263,0.034499913454055786,0.042106327600777135
ivf/branch,1,512,0.1,43,1944,0.45941358024691353,0.9999845679012346,0.2148282251723496,0.057253086419753095,0.24307912166708465,100.0,255.4814814814815,25.118827160493826,1064.516975308642,0.004629629629629629,0.11002062819898129,0.15064196195453403,0.06916653364896774,0.10933307930827141,0.0672915,0.10720634999999998,0.005749985575675964,0.007416517473757267,0.033624935895204544,0.03937531728297472
ivf/branch,1,512,0.1,44,1944,0.45941358024691353,0.9999845679012346,0.2148282251723496,0.057253086419753095,0.24307912166708465,100.0,255.4814814814815,25.189814814814813,1064.5046296296296,0.004629629629629629,0.11679157614707947,0.19211401231586928,0.07308321073651314,0.12265825644135472,0.070583,0.11908119999999997,0.005917157977819443,0.014439132064580905,0.034875236451625824,0.05678937304764983
ivf/branch,4,32,0.0,42,1944,0.0,9.259259259259259e-05,0.0,0.0,0.0,0.11419753086419752,32.0,0.0,0.11419753086419752,1.0,0.01816730946302414,0.020660692825913426,0.01191580668091774,0.01382757909595966,0.009875,0.011542,0.005458015948534012,0.006118696182966229,0.000583939254283905,0.0007087364792823792
ivf/branch,4,32,0.1,42,1944,0.000308641975308642,0.000462962962962963,0.0,0.0,0.0,10.37037037037037,32.0,3.162037037037037,10.37037037037037,1.0,0.024207867681980133,0.03911864478141069,0.013624783605337143,0.018000067211687565,0.011458,0.01570885,0.0056657008826732635,0.007125013507902622,0.00474974513053894,0.015243655070662495
ivf/branch,4,32,0.1,43,1944,0.0,0.0002160493827160494,0.0009462148036503987,0.000154320987654321,0.0007716049382716049,10.385802469135802,32.0,3.138888888888889,10.385802469135802,1.0,0.024083536118268967,0.03990358673036098,0.013499986380338669,0.017709098756313324,0.011375,0.015375,0.005666865035891533,0.007125083357095718,0.004665926098823547,0.01578489318490028
ivf/branch,4,32,0.1,44,1944,0.000154320987654321,0.0002777777777777778,0.0,0.0,0.0,10.810185185185185,32.0,3.1358024691358026,10.810185185185185,1.0,0.024124979972839355,0.038701551966369145,0.01352047547698021,0.0177919864654541,0.011375,0.015576849999999996,0.005582813173532486,0.007166853174567223,0.004667090252041817,0.015379209071397759
ivf/branch,4,128,0.0,42,1944,0.1697530864197531,0.153179012345679,0.12830445231069482,0.031018518518518518,0.13662467933301267,50.8287037037037,128.0,0.0,97.57561728395062,1.0,0.05627050995826721,0.09944983758032319,0.030625145882368088,0.05433289334177971,0.0275,0.051368699999999996,0.005958136171102524,0.007618917152285572,0.019478844478726387,0.038659968413412564
ivf/branch,4,128,0.1,42,1944,0.12391975308641974,0.11087962962962963,0.09224776637583178,0.021450617283950618,0.0993028833306611,80.03395061728395,128.0,12.739197530864198,131.11574074074073,1.0,0.07308321073651314,0.09490966331213713,0.03456254489719868,0.05187513306736946,0.031708,0.0491607,0.005958136171102524,0.007582828402519226,0.03218743950128555,0.03745164722204208
ivf/branch,4,128,0.1,43,1944,0.12623456790123458,0.11080246913580247,0.09082661212594163,0.022222222222222223,0.0947375541125541,80.23302469135803,128.0,12.75925925925926,130.55864197530863,1.0,0.07395865395665169,0.09965430945158003,0.03570830449461937,0.054459087550640106,0.032792,0.051917,0.00600004568696022,0.0077909789979457855,0.0321660190820694,0.03907759673893451
ivf/branch,4,128,0.1,44,1944,0.12608024691358025,0.11385802469135804,0.09532537583077778,0.022067901234567904,0.1004988709849821,81.40123456790124,128.0,12.743827160493828,131.53858024691357,1.0,0.07331231608986855,0.09648748673498629,0.03508315421640873,0.05312496796250343,0.0321665,0.05027239999999999,0.005957670509815216,0.007666647434234619,0.03224983811378479,0.037624966353178024
ivf/branch,4,512,0.0,42,1944,0.6546296296296296,0.825787037037037,0.3040713024615111,0.08333333333333333,0.35281392133243983,100.0,511.7608024691358,0.0,1643.0586419753085,0.9938271604938271,0.17120782285928726,0.20536903757601976,0.12995884753763676,0.16030280385166404,0.12635449999999998,0.155959,0.006167218089103699,0.008701719343662258,0.033999793231487274,0.039974832907319055
ivf/branch,4,512,0.1,42,1944,0.6550925925925926,0.8250308641975309,0.30403110099681235,0.08348765432098766,0.35461433285507366,100.0,511.7608024691358,51.126543209876544,1708.2067901234568,0.9938271604938271,0.17364602535963058,0.20564829465001822,0.13304105959832668,0.16023744828999043,0.1297295,0.15694555,0.00600004568696022,0.00795179512351751,0.03383355215191841,0.039618834853172295
ivf/branch,4,512,0.1,43,1944,0.6558641975308642,0.8243827160493827,0.3042946834680771,0.08348765432098766,0.3537141270937567,100.0,511.7608024691358,51.1712962962963,1704.307098765432,0.9938271604938271,0.1826249063014984,0.22399395238608122,0.14068745076656342,0.1724982168525457,0.137125,0.16760009999999997,0.006291083991527557,0.010743574239313599,0.03491714596748352,0.04465968813747167
ivf/branch,4,512,0.1,44,1944,0.6561728395061728,0.8244598765432098,0.30590505423727254,0.08410493827160494,0.3559260612501353,100.0,511.7608024691358,51.06635802469136,1705.695987654321,0.9938271604938271,0.18093734979629517,0.21235367748886344,0.13875006698071957,0.1653205370530486,0.135125,0.1611124,0.006249640136957169,0.008292030543088913,0.034582801163196564,0.04174404311925172
ivf/branch,16,32,0.0,42,1944,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,1.0,0.02004089765250683,0.024660723283886906,0.012999866157770157,0.015445658937096589,0.010333,0.012,0.0061248429119586945,0.00760601833462714,0.0006249174475669861,0.000833999365568161
ivf/branch,16,32,0.1,42,1944,0.0,4.6296296296296294e-05,0.0,0.0,0.0,2.587962962962963,32.0,3.146604938271605,2.587962962962963,1.0,0.020042061805725098,0.03520818427205086,0.012875068932771683,0.016542011871933937,0.01025,0.013529549999999993,0.00600004568696022,0.007458031177520752,0.0006249174475669861,0.011368421837687489
ivf/branch,16,32,0.1,43,1944,0.0,0.0,0.0,0.0,0.0,2.2746913580246915,32.0,3.1481481481481484,2.2746913580246915,1.0,0.01987488940358162,0.032878294587135294,0.012416858226060867,0.0157433096319437,0.0098335,0.012618699999999997,0.005916692316532135,0.007666111923754215,0.0006249174475669861,0.01003569923341274
ivf/branch,16,32,0.1,44,1944,0.0,0.0,0.0,0.0,0.0,2.2824074074074074,32.0,3.1527777777777777,2.2824074074074074,1.0,0.019667204469442368,0.032051908783614615,0.012625008821487427,0.01600012183189392,0.010042,0.013,0.005875015631318092,0.007374677807092667,0.0006249174475669861,0.00949366949498653
ivf/branch,16,128,0.0,42,1944,0.000154320987654321,0.00038580246913580245,0.0,0.0,0.0,1.4552469135802468,128.0,0.0,1.6604938271604939,1.0,0.03062468022108078,0.052708829753100796,0.023667234927415848,0.03311263862997293,0.020334,0.028701699999999997,0.00600004568696022,0.008124858140945435,0.0006249174475669861,0.0017848564311861955
ivf/branch,16,128,0.1,42,1944,0.000308641975308642,0.0004475308641975309,0.0,0.0,0.0,42.55864197530864,128.0,12.746913580246913,43.22993827160494,1.0,0.05072890780866146,0.0758624169975519,0.028667040169239044,0.03679189831018448,0.02525,0.03307755,0.00745849683880806,0.008250121027231216,0.014625024050474167,0.032375031150877476
ivf/branch,16,128,0.1,43,1944,0.000308641975308642,0.0004320987654320988,0.0,0.0,0.0,41.38425925925926,128.0,12.76388888888889,42.48765432098765,1.0,0.05333404988050461,0.0815293751657009,0.03120885230600834,0.04073758609592914,0.02775,0.03690369999999999,0.006416812539100647,0.008209142833948135,0.015249941498041153,0.033826939761638634
ivf/branch,16,128,0.1,44,1944,0.000617283950617284,0.0005092592592592592,0.0,0.0,0.0,41.65432098765432,128.0,12.780864197530864,42.44135802469136,1.0,0.05333311855792999,0.08012533653527498,0.030708033591508865,0.04036887548863887,0.027167,0.03641685,0.00658305361866951,0.008368771523237225,0.01570768654346466,0.03315971698611974
ivf/branch,16,512,0.0,42,1944,0.36141975308641977,0.3329320987654321,0.22331328920086627,0.054166666666666675,0.24310554842962248,93.40123456790124,512.0,0.0,646.3595679012345,1.0,0.14866702258586884,0.18747504800558087,0.10814610868692398,0.14631266240030524,0.102417,0.141125,0.006249640136957169,0.008167163468897343,0.033542048186063766,0.03804212901741266
ivf/branch,16,512,0.1,42,1944,0.2762345679012346,0.25058641975308643,0.17460529786939152,0.04228395061728395,0.185419505905617,100.0,512.0,51.13425925925926,727.0030864197531,1.0,0.16510416753590107,0.2325814217329025,0.12295832857489586,0.1817417563870549,0.117375,0.17604369999999994,0.00658305361866951,0.010481080971658218,0.03433274105191231,0.043160584755241864
ivf/branch,16,512,0.1,43,1944,0.27685185185185185,0.2504475308641975,0.17115911337408143,0.041512345679012345,0.18403061701672813,100.0,512.0,51.25617283950617,724.033950617284,1.0,0.17595873214304447,0.2377921249717474,0.13202102854847908,0.1856831833720207,0.125896,0.18040369999999997,0.006791669875383377,0.01149368472397327,0.03541726619005203,0.04511862061917781
ivf/branch,16,512,0.1,44,1944,0.27361111111111114,0.24705246913580245,0.16801539572768087,0.0404320987654321,0.17978495270161937,100.0,512.0,51.214506172839506,721.699074074074,1.0,0.16918731853365898,0.23147650063037867,0.12579141184687614,0.1814143732190132,0.119646,0.17519555,0.006750226020812988,0.010565225966274726,0.0350000336766243,0.04344540648162364
ivf/float,1,0,0.0,42,1944,0.48750000000000004,,0.2162707754312781,0.058024691358024696,0.24533147322499174,100.0,0.0,0.0,,0.0,0.06720796227455139,0.0822607660666108,0.032875221222639084,0.04618295934051274,,,,,0.03370782360434532,0.03949382808059453
ivf/float,4,0,0.0,42,1944,0.816820987654321,,0.31691604825374203,0.08796296296296297,0.3735462111619519,100.0,0.0,0.0,,0.0,0.11112494394183159,0.13582489918917415,0.07575005292892456,0.09532682597637177,,,,,0.03479095175862312,0.04207706078886985
ivf/float,16,0,0.0,42,1944,0.9640432098765431,,0.3654304012429996,0.1013888888888889,0.4326738076738077,100.0,0.0,0.0,,0.0,0.26258337311446667,0.30366075225174427,0.22433302365243435,0.25936891324818134,,,,,0.037833116948604584,0.04441696219146252
ivf/scan,1,0,0.0,42,1944,0.45941358024691353,1.0,0.2148282251723496,0.057253086419753095,0.24307912166708465,100.0,0.0,0.0,1065.0185185185185,0.0,0.08422951214015484,0.10907752439379692,0.043250154703855515,0.06711892783641815,0.041833,0.0657027,0.0056247226893901825,0.00762520357966423,0.03374973312020302,0.040034670382738106
ivf/scan,4,0,0.0,42,1944,0.7118827160493828,1.0,0.31386037952179,0.08611111111111111,0.366867541751801,100.0,0.0,0.0,4047.307098765432,0.0,0.16975007019937038,0.20477920770645142,0.12756232172250748,0.15895813703536987,0.12575,0.15695169999999997,0.0061248429119586945,0.009375158697366714,0.03424985334277153,0.04248754121363162
ivf/scan,16,0,0.0,42,1944,0.7933641975308642,1.0,0.35425023923909316,0.09675925925925927,0.4107798237427867,100.0,0.0,0.0,15501.618827160493,0.0,0.46402052976191044,0.5226769018918276,0.41874987073242664,0.4751004511490464,0.416584,0.47222944999999994,0.006834045052528381,0.0122845871374011,0.0363329891115427,0.0450419494882226
sign/branch,1,32,0.0,42,1944,0.028703703703703703,0.2228725749559083,0.027188942973722974,0.006790123456790124,0.023995410453743787,32.06481481481482,30.26851851851852,0.0,35.0787037037037,0.9274691358024691,0.027771107852458954,0.06145182996988296,0.014062505215406418,0.02265952061861753,0.012083,0.02075,0.006125075742602348,0.008082948625087738,0.007916474714875221,0.033250078558921814
sign/branch,1,32,0.1,42,1944,0.021604938271604937,0.1963447971781305,0.0196227814691723,0.005246913580246914,0.017693970124525678,36.84722222222222,30.26851851851852,2.7962962962962963,39.916666666666664,0.9274691358024691,0.03410433419048786,0.06237525958567858,0.015395693480968475,0.022292067296802998,0.013417,0.020368849999999997,0.0063749030232429504,0.00824357848614454,0.01129182055592537,0.03366670571267605
sign/branch,1,32,0.1,43,1944,0.02052469135802469,0.19495590828924161,0.016956705593080216,0.004629629629629629,0.015709843140398694,37.02006172839506,30.26851851851852,2.7453703703703702,40.19598765432099,0.9274691358024691,0.033250078558921814,0.06120831239968538,0.014916528016328812,0.021750107407569885,0.012916500000000001,0.01975,0.006250105798244476,0.008125323802232742,0.011270400136709213,0.03329198807477951
sign/branch,1,32,0.1,44,1944,0.02021604938271605,0.19419973544973546,0.017533635634100663,0.004629629629629629,0.01596704478648923,35.28703703703704,30.26851851851852,2.7546296296296298,38.351851851851855,0.9274691358024691,0.032875221222639084,0.062167178839445114,0.01491699367761612,0.02211881801486015,0.012958,0.020208,0.006292015314102173,0.008084275759756565,0.011083204299211502,0.0334097072482109
sign/branch,1,128,0.0,42,1944,0.12669753086419755,0.7174867724867725,0.08474027201617751,0.021296296296296296,0.08586823413212302,95.73611111111111,108.30401234567901,0.0,360.2283950617284,0.7345679012345679,0.08193729445338249,0.09520889725536108,0.04237517714500427,0.05328585393726825,0.040208,0.05086254999999999,0.0061248429119586945,0.007708091288805008,0.03300001844763756,0.03749381285160779
sign/branch,1,128,0.1,42,1944,0.12608024691358025,0.7167768959435625,0.08435564414728422,0.020987654320987658,0.08516092960537405,95.73611111111111,108.30401234567901,10.549382716049383,375.35493827160496,0.7345679012345679,0.08389563299715519,0.09958385489881039,0.04435447044670582,0.057416968047618866,0.0421455,0.054875,0.006207730621099472,0.008083414286375046,0.03316672518849373,0.0374105991795659
sign/branch,1,128,0.1,43,1944,0.1263888888888889,0.7165145502645504,0.08456545931012581,0.021141975308641977,0.08567533289755512,95.73611111111111,108.30401234567901,10.594135802469136,376.50925925925924,0.7345679012345679,0.08470797911286354,0.10277242399752139,0.04462525248527527,0.05882061086595058,0.0425,0.05607685,0.006209127604961395,0.008084275759756565,0.03329198807477951,0.03853477537631988
sign/branch,1,128,0.1,44,1944,0.12669753086419755,0.7179188712522047,0.08491218655002324,0.0212962962962963,0.08582965388520944,95.73611111111111,108.30401234567901,10.510802469135802,376.054012345679,0.7345679012345679,0.08408352732658386,0.09886850602924824,0.044520944356918335,0.056951679289340966,0.042375,0.054625,0.006207730621099472,0.007834285497665405,0.03291713073849678,0.03716715145856142
sign/branch,1,512,0.0,42,1944,0.14907407407407408,0.9719444444444445,0.09089426867368369,0.023148148148148147,0.09613057981113536,95.79475308641975,311.108024691358,0.0,1399.7206790123457,0.38271604938271603,0.14210352674126625,0.22570015862584103,0.09868689812719822,0.17457758076488972,0.0967085,0.1712188,0.006791669875383377,0.01074979081749916,0.03400025889277458,0.04215994849801063
sign/branch,1,512,0.1,42,1944,0.14891975308641975,0.9707716049382716,0.09090804876038136,0.023148148148148147,0.09613057981113536,95.79475308641975,311.108024691358,30.694444444444443,1408.0895061728395,0.38271604938271603,0.13752072118222713,0.20622962620109317,0.09558279998600483,0.16377919819206,0.09352099999999999,0.16041685,0.0064158812165260315,0.008333008736371994,0.033375341445207596,0.03804212901741266
